index	V7-arm-healthy-BA7	V7-arm-healthy-BB3	V7-arm-healthy-BB7	V7-arm-healthy-BB6	V7-arm-psoriasis-BB9	V7-arm-healthy-BA5	V7-arm-healthy-BA3	V7-arm-healthy-BA4	V7-arm-healthy-BB4	V7-arm-healthy-BA6	V7-arm-healthy-BA8	V7-arm-healthy-BB8	V7-arm-psoriasis-BB10	V7-arm-psoriasis-BA10	V7-arm-psoriasis-BA9	V7-arm-healthy-BB12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
558.883__7.08_5281	62131490.7524596	11949494608.255428	20920234.509540454	20166992.914301764	86057928.00872368	233104649.7047319	3650585748.4441967	122166817.62763423	296086626.87995183	44085140.66045216	125208007.30150868	41556526.243150316	32854434.441367213	32843980.568299565	121835659.2738629	8630927.547856756	1381178147.570101	1052983110.8208417	1052983110.8208417	1556971034.85004	548995186.7916431	1052983110.8208417	68398000.57306334	92149154.1900469	74094709.38059163	74094709.38059163	37205480.34225877	122001238.45074856	74094709.38059163	59456181.22504544	16574137770.841213	16847729773.133467	16847729773.133467	12455768278.80032	4391961494.333145	16847729773.133467	273592002.2922534
557.83__3.62_4053	95428179.39753431	211067206.98419765	91382911.84036778	30646516.500792354	34165412.00047389	189129435.36497676	82686920.14854372	94837997.16059631	54655745.23714978	139530260.56789178	97106882.50116614	36013621.95095671	38034243.231967114	91142756.74538764	107554254.26025316	2224728.3425426246	93725867.166393	87225442.01467486	87225442.01467486	62273798.26105598	112177085.76829372	87225442.01467486	67724166.55952045	93110454.50048205	91262834.2928777	91262834.2928777	37023932.59146191	96267530.94935022	91262834.2928777	64588499.98867738	1124710405.996716	1395607072.2347977	1395607072.2347977	498190386.08844787	897416686.1463498	1395607072.2347977	270896666.2380818
557.44_C31H66N2OSe_8.55_415	97441342.01801148	86721482.18094298	13323054.162323082	16290895.973875798	19421369.16734627	270335714.6920198	130648380.42114875	425293702.5101289	107989735.20102173	149874451.1590666	232947613.88579765	54858417.79029425	31799539.937635057	115514875.5625035	47933929.91645403	14384.114200220656	132144931.17573594	112525555.54329814	112525555.54329814	41302359.81595492	183748751.27064133	112525555.54329814	53667428.64598471	102715538.6095166	92081412.09947723	92081412.09947723	25610454.552490663	140261415.79010767	92081412.09947723	39866734.92704454	1585739174.1088312	1800408888.6927702	1800408888.6927702	330418878.5276394	1469990010.1651306	1800408888.6927702	214669714.58393884
557.413__7.82_1236	88497155.05711606	34920278.89761925	19830708.245383903	27165623.811883587	25859822.67792994	7833007.632441079	112452014.79199599	162249640.32056016	67155911.84098457	106505380.8124246	159200895.0841913	68164731.22150038	120587756.42063662	152573311.2825983	158995168.69633353	33209.35347835501	71167379.75579827	82001538.50919235	82001538.50919235	45464755.30867708	118538321.70970762	82001538.50919235	114504014.7693746	67660321.53124247	78330943.13930821	78330943.13930821	31042951.354751416	132512663.03729713	78330943.13930821	136580533.85161746	854008557.0695792	1312024616.1470776	1312024616.1470776	363718042.4694166	948306573.677661	1312024616.1470776	458016059.0774984
556.298_C24H45NO13_3.67_3932	49428728.73869795	38601512.50487677	83639683.6596817	57209407.66207526	82813538.32043998	62316421.3772214	75872896.4187173	73649159.15842345	91808295.20363232	95734112.8668025	61223929.225759216	85249815.63467218	493859822.58507156	88937130.30747949	208977650.2106433	15311079.170091059	65837086.801720925	104039573.94026783	104039573.94026783	118561644.34256761	89517503.53796807	104039573.94026783	218647035.35590857	67982790.26782243	79343217.36957863	79343217.36957863	83226610.99006084	74761027.78857037	79343217.36957863	148957390.2590614	790045041.6206511	1664633183.0442853	1664633183.0442853	948493154.7405409	716140028.3037446	1664633183.0442853	874588141.4236343
555.848__7.58_5666	63151202.992695145	17390064.265393004	17770000.008010503	17938479.156343102	19802600.912787285	204783813.87059382	189547069.2417794	232088383.85416397	129422429.6812142	178001412.61203915	214109888.58154264	75564282.8691187	45507476.42600119	99183729.76557526	123385272.41818151	80576.10918986726	111653966.93684028	101732917.6727893	101732917.6727893	40434488.67850723	163031346.66707137	101732917.6727893	71969769.8806363	102493356.27516645	87374006.31734699	87374006.31734699	18870540.034565195	183774240.92690927	87374006.31734699	72345603.09578823	1339847603.2420833	1627726682.764629	1627726682.764629	323475909.42805785	1304250773.336571	1627726682.764629	287879079.5225452
555.423_C30H56N3O6_8.82_1542	105284026.31931399	35707164.84352799	17304341.799766496	35532507.54313393	49967006.605255716	455246351.81174845	105950140.51032649	806892043.3299214	93666409.98609747	35124837.21595497	149618784.629999	219920666.6066222	17091639.18409571	81108495.02942148	62625347.98025986	5834349.12034364	172173468.64306298	142304632.0322368	142304632.0322368	59378010.71110539	225231253.35336816	142304632.0322368	52698122.199758194	99475218.15270573	71866921.50484067	71866921.50484067	35619836.19333096	105617083.41482024	71866921.50484067	56296177.29275779	2066081623.7167559	2276874112.515789	2276874112.515789	475024085.68884313	1801850026.8269453	2276874112.515789	210792488.79903278
555.423_C30H56N3O6_8.46_3027	133139631.09249541	52878044.84915633	27694774.728358768	59838819.27660062	27476990.768103108	131295287.88739808	119172581.77467191	9655264.857830422	110922645.74020435	97510160.98858686	231905779.41045648	70872240.0837891	67355424.62053826	95093614.10062213	85159456.16827302	97751.37750275941	87081915.17225425	82504279.23278673	82504279.23278673	52142086.430531666	112866472.03504178	82504279.23278673	68771371.41438413	84191200.53618798	78015848.12603106	78015848.12603106	56358432.062878475	108341371.38162938	78015848.12603106	76257440.39440563	1044982982.067051	1320068467.7245877	1320068467.7245877	417136691.4442533	902931776.2803342	1320068467.7245877	275085485.6575365
554.874__8.33_433	124200855.68476135	91918715.8327049	12484121.205075951	26174820.04773264	12604604.321966643	200515277.36035085	168103348.65307406	251346723.7719126	97638123.61132103	164896252.90378696	241129884.5819006	51860002.904251345	35702351.47793732	102104345.9541493	72848233.31769529	171320.3089902518	119203287.23882188	103356186.3711007	103356186.3711007	41069257.46374751	165643115.2784539	103356186.3711007	55814883.76793714	110919489.64804119	94778419.72201297	94778419.72201297	30938585.76283498	166499800.77843052	94778419.72201297	54275292.3978163	1430439446.8658626	1653698981.937611	1653698981.937611	328554059.7099801	1325144922.227631	1653698981.937611	223259535.07174855
554.462_C32H67N2Se_7.66_239	146849979.51519006	27739242.240956385	31854441.164951496	41732291.27793869	24013543.604020078	143222410.28640282	110777859.6407898	170192494.26739332	251000538.33686364	106013423.54349387	205429570.3963043	68215333.45832829	37437264.42174304	86669497.27965526	70857712.41327325	361310.22720885294	108615741.19631845	95147932.00465707	95147932.00465707	60294245.59150131	130001618.41781282	95147932.00465707	54744504.429672904	108395641.59214184	78763604.84646425	78763604.84646425	34645852.79334727	127000134.96359631	78763604.84646425	54147488.41750814	1303388894.3558214	1522366912.0745132	1522366912.0745132	482353964.7320105	1040012947.3425026	1522366912.0745132	218978017.71869162
553.874__7.1_5967	1757315095.5456812	36947118.98532242	492616817.14812326	683153870.644406	11461498.138394492	14295264.907561578	19410893.95060216	19874469.60812589	30056709.107454292	1350086051.38425	67663768.02380608	796471283.9008762	13326868.397283087	969651921.4129195	791378472.9133269	1458433.2127255525	439112481.36824447	440948033.5800537	440948033.5800537	258186574.94182315	623709492.2182841	440948033.5800537	446454690.215481	52305443.504564255	52305443.504564255	52305443.504564255	33501914.046388358	429521120.4685665	52305443.504564255	402352670.65530497	5269349776.418934	7055168537.280859	7055168537.280859	2065492599.5345852	4989675937.746273	7055168537.280859	1785818760.861924
553.872__6.58_3094	179874632.12615296	35375034.286414735	48815849.25777633	68807964.05704363	43024813.26394139	96522103.88838053	82468403.50461945	78055964.56645645	48305489.09643507	140231535.89672813	106163892.4457565	80699778.2251792	47779675.73601128	98783276.506059	82264338.03073502	226457.03831611353	80462258.69910493	77337450.49537537	77337450.49537537	46629382.62013972	108045518.37061101	77337450.49537537	67963025.88418667	79377871.39581782	79377871.39581782	79377871.39581782	48042582.416223176	97652690.19721976	79377871.39581782	65022006.88337315	965547104.3892592	1237399207.9260058	1237399207.9260058	373035060.96111774	864364146.9648881	1237399207.9260058	271852103.5367467
553.724__7.69_4974	93428197.74959458	54662890.63591607	10962843.262337334	29096390.864032067	66396132.717550695	93642570.81796572	23876217.630614437	152420108.26880217	21815983.294394284	36870509.85165391	25408487.057717524	68270267.92594673	238456077.01702365	231740270.29152587	104331884.80228578	1447532.8449572222	50991833.35032767	78301647.81451988	78301647.81451988	61388514.820269756	95214780.80877	78301647.81451988	160231091.2070965	32983450.35784299	60529511.67673338	60529511.67673338	41879640.74997407	93535384.28378016	60529511.67673338	168036077.54690582	611902000.203932	1252826365.032318	1252826365.032318	491108118.56215805	761718246.47016	1252826365.032318	640924364.828386
553.638__8.97_4998	113859871.65510786	241729031.61299995	18367464.269271053	103372200.4428499	11670780.281421715	94776808.81669061	158619962.78276625	67246503.5824708	22181948.63047913	107161016.02799793	170307551.55206487	14461988.223044686	59829095.95682031	133144896.944759	26938490.10292665	22225859.17632805	94525850.56433924	85368341.87862492	85368341.87862492	61729796.074151844	109006887.683098	85368341.87862492	57895815.82148192	99074504.62977025	81011656.1995807	81011656.1995807	22203903.90340359	110510443.84155288	81011656.1995807	43383793.029873475	1134310206.772071	1365893470.0579987	1365893470.0579987	493838368.59321475	872055101.464784	1365893470.0579987	231583263.28592768
553.487_C24H60N10O4_8.6_401	110478735.13719775	115302728.35658412	13096212.858886216	18905611.445100732	20709707.49190727	293026625.479821	168054069.37890914	432171850.7751365	98750744.73734926	164156587.26380756	253868612.22087672	53990796.83105543	39664251.978265464	122974841.1551055	53162294.10016199	38782.57654568605	143486779.75510582	122397028.23666939	122397028.23666939	45057354.53446177	199736701.93887702	122397028.23666939	59127773.68136006	112890731.74689093	104614739.9372735	104614739.9372735	30186979.735086367	166105328.32135835	104614739.9372735	46413273.03921373	1721841357.06127	1958352451.7867103	1958352451.7867103	360458836.27569413	1597893615.5110161	1958352451.7867103	236511094.72544023
553.394_C20H48N12O6_8.88_3928	179008366.98986962	23350933.6262137	64588856.816313915	33160576.043848068	19131858.48338354	14509901.65343569	14565525.989115184	16897142.232655738	11623089.92578314	29998000.59057502	324601639.7092973	99522770.29010701	88096693.82617709	149989054.604173	109604840.46608083	1804474.0815295898	67802606.49572867	73778357.8330349	73778357.8330349	42659906.63666951	104896809.0294003	73778357.8330349	91705611.84495361	26674467.108394362	31579288.317211546	31579288.317211546	28255754.835030884	69801420.52832793	31579288.317211546	98850767.14612895	813631277.948744	1180453725.3285584	1180453725.3285584	341279253.0933561	839174472.2352024	1180453725.3285584	366822447.37981445
553.384__8.77_1888	38887593.051282376	111602287.44143108	130920115.96138038	106276866.06035554	335256107.8250125	19952242.90920036	300212850.8540029	25612952.57316566	2956262338.662279	88904927.35018846	23857918.69506156	46564112.24788695	76188513.42786747	54642371.59023278	21241099.970087472	2237233.321229084	320940953.26062196	271163720.7462915	271163720.7462915	470663446.86843026	71663994.62415269	271163720.7462915	121832023.20330006	67734519.79903771	65415442.50905013	65415442.50905013	108939576.75089331	32250272.812224016	65415442.50905013	65415442.50905013	3851291439.127464	4338619531.940664	4338619531.940664	3765307574.947442	573311956.9932215	4338619531.940664	487328092.81320024
552.486_C28H63N4O6_8.59_155	125976620.06814559	133837214.720488	15257118.825301882	20571227.102295626	12403095.997981012	135897950.49057275	193876470.4177343	504689493.20438766	103956536.76749739	189755120.5114895	227915853.25574568	45139768.76546624	28840645.26732371	149175699.75565696	43510730.91147451	11942.52610671152	141407109.72126925	120675968.03672922	120675968.03672922	45002193.74655757	196349742.32690087	120675968.03672922	58482542.98310904	129906917.39431679	114966578.4178215	114966578.4178215	24705936.18480967	169465410.13357323	114966578.4178215	36175688.089399114	1696885316.655231	1930815488.5876675	1930815488.5876675	360017549.97246057	1570797938.615207	1930815488.5876675	233930171.93243617
551.895_C10H21NO7P4S5_8.33_389	117297508.82039003	71146812.12456717	18765212.01491039	22384380.98325505	9682810.372002264	200763936.2016997	166729093.12437296	250859612.2095812	103422532.24512282	151500992.91828486	223939423.0785485	55420501.30661414	41489605.56890573	113070987.0075528	64907364.38367343	30029.662142333887	115188336.22412409	100713175.12635146	100713175.12635146	40292735.534689985	161133614.71801293	100713175.12635146	57287691.83303356	110360020.53275642	87284672.184845	87284672.184845	31936993.276080392	159115043.02132893	87284672.184845	53198484.976289585	1382260034.6894891	1611410802.0216234	1611410802.0216234	322341884.2775199	1289068917.7441034	1611410802.0216234	229150767.33213425
551.451_C30H62O8_8.01_1813	80782369.42211872	283844805.00747997	10180570.156248916	15731321.463172574	12206528.91750951	236295852.40008	170441972.14732718	309693862.00711715	93399447.21787342	122577976.90174364	235779401.9398987	50655615.47343572	31187042.58907549	103032492.47918959	74523077.34145103	70148.10371770721	134121111.85335113	114400155.22296496	114400155.22296496	62159434.86606416	166640875.57986575	114400155.22296496	55237285.33180641	107988712.05980852	87090908.31999607	87090908.31999607	23459182.02612403	146509974.52453542	87090908.31999607	52855059.96526326	1609453342.2402136	1830402483.5674393	1830402483.5674393	497275478.9285133	1333127004.638926	1830402483.5674393	220949141.32722563
551.403_C27H50N8O4_8.57_348	88592953.65951093	109020395.7103333	17885731.901915453	90155623.54088353	27682076.404018227	96013528.59481661	74012216.36084774	272928478.6133353	2182642835.5340924	15856135.551080734	47530027.84140985	130577018.18508309	30055115.341687415	305796403.07491654	24169315.091719266	4193221.312852073	260784013.90051332	219819442.29490644	219819442.29490644	324026502.24135816	115612382.34845462	219819442.29490644	96925727.47808537	89374288.60019723	81302585.01017934	81302585.01017934	60105369.44128547	81302585.01017934	81302585.01017934	28868595.87285282	3129408166.80616	3517111076.718503	3517111076.718503	2592212017.9308653	924899058.787637	3517111076.718503	387702909.9123415
551.392__7.09_4248	168016477.9970226	2018060.1795776065	51808786.65097797	74438237.40637755	42469804.274784654	100632201.37221073	84143328.56786986	77481050.2588638	46500194.44939146	128440549.54648001	127510176.1110799	89044490.72018291	52293394.298246436	108911831.07269616	59541464.80424263	245380.4544318978	79189911.1428722	75843464.26027727	75843464.26027727	44852293.554246314	106834634.9663082	75843464.26027727	65804123.61249248	80812189.41336682	75959643.83262068	75959643.83262068	49154490.55018471	104772016.22245345	75959643.83262068	55917429.551244535	950278933.7144663	1213495428.1644363	1213495428.1644363	358818348.4339705	854677079.7304657	1213495428.1644363	263216494.44996992
551.392_C24H58N7O2Se_8.65_577	93901269.8064487	4146036.2453843486	132109953.9791252	69957970.41436088	27353009.36171937	71200055.69553243	215828499.67806602	133453707.99585773	82974920.65026727	92006475.77683663	65227533.734484226	111105632.72421476	73628402.78487806	83222424.24500264	76245370.25918052	699366.0180728636	89384285.22655426	83316289.33558947	83316289.33558947	62746911.52225284	103885667.14892611	83316289.33558947	65112301.66269515	87490698.21355195	79610145.4547239	79610145.4547239	71793186.59961948	87614450.01091963	79610145.4547239	74936886.52202928	1072611422.718651	1333060629.3694315	1333060629.3694315	501975292.17802274	831085337.1914089	1333060629.3694315	260449206.6507806
551.392_C24H46N12O3_8.26_2766	147018457.80107695	22487490.272139337	186217868.55935887	98610466.1073415	38555907.01990871	104743987.78892134	34709689.9015132	97194838.02961388	19215405.47635587	63951957.465187535	70634289.3049311	156610864.56900474	103784187.4821668	117307606.22092015	107472979.20811634	985803.4561797907	83531759.89430203	85593862.416421	85593862.416421	78308499.11780694	92879225.71503507	85593862.416421	91780169.982778	83914563.6672725	97902652.06847769	97902652.06847769	68583186.5636251	100969412.9092676	97902652.06847769	105628583.34514156	1002381118.7316242	1369501798.662736	1369501798.662736	626467992.9424555	743033805.7202805	1369501798.662736	367120679.931112
551.379__7.93_2430	84335978.07039954	106285384.07545239	11799049.639418097	24572915.25734454	19531821.343002204	124764283.99092653	111214722.30003983	178255066.27601925	68254853.89418104	78383814.57290474	157192706.76903746	62135519.6528895	72701528.93404172	125546826.78695047	147085409.49526998	666306.3322103977	83988383.40256861	85795386.71188048	85795386.71188048	45743422.39106749	125847351.03269348	85795386.71188048	91216396.6398161	81359896.32165214	81359896.32165214	81359896.32165214	43354217.45511702	125155555.3889385	81359896.32165214	99124177.8604961	1007860600.8308233	1372726187.3900876	1372726187.3900876	365947379.1285399	1006778808.2615478	1372726187.3900876	364865586.5592644
551.355_C31H56O3Se_6.52_910	73685533.77554113	22457863.367284548	130858465.15626355	46766937.46062517	47795154.07173537	96038536.49157743	62013441.75097147	41774169.741158694	99436635.04681177	126040239.9556025	40446002.8950826	143884518.49290997	82409348.42478155	81682412.25188854	89893122.06409727	10174180.28354042	74464710.3681141	74709785.07686698	74709785.07686698	72972887.78799403	76446682.36573996	74709785.07686698	75445009.20312569	67849487.7632563	77683973.01371484	77683973.01371484	65102251.24825846	77683973.01371484	77683973.01371484	82045880.33833504	893576524.4173692	1195356561.2298717	1195356561.2298717	583783102.3039522	611573458.9259197	1195356561.2298717	301780036.81250274
551.322_C19H43N12O5P_7.39_1722	153943849.0886832	33246185.521216244	44727576.826852016	64738711.192774855	4370991.1874621315	107255440.75575382	122785718.4146607	143235685.22410864	144267432.04082796	76306929.83209383	173478440.09798557	74954760.1194712	44128793.14433437	61713782.86213296	63389116.8116343	1494439.8484076464	95036264.08023632	82127365.81052497	82127365.81052497	51491111.23516831	112763620.38588163	82127365.81052497	43400671.00139094	91781185.29392383	69846735.65612303	69846735.65612303	44428184.98559319	115020579.58520725	69846735.65612303	52921288.003233664	1140435168.9628358	1314037852.9683995	1314037852.9683995	411928889.88134646	902108963.0870531	1314037852.9683995	173602684.00556377
550.904__8.51_237	46767420.20978686	208816595.58885536	163807515.43123472	199581006.10513702	345328250.43222904	54723913.868954875	145812014.94894385	7500243.899019884	4189102045.242622	5699860.437609903	22626640.384578273	62343174.09332227	86549744.32866314	32517528.23473725	3080516.656797267	1687992.2433738776	425705701.8711198	348496528.88161665	348496528.88161665	657152040.4331796	39841017.33005352	348496528.88161665	116869009.91310668	58533543.98113857	58533543.98113857	58533543.98113857	181694260.76818585	27572084.30965776	58533543.98113857	59533636.281700194	5108468422.453438	5575944462.105866	5575944462.105866	5257216323.465437	318728138.6404282	5575944462.105866	467476039.6524267
550.629_C38H79N_8.92_2486	41907211.056860626	337438979.9632103	43660131.34054515	34973252.58988719	49519723.88849601	140260312.85237247	104253187.5308674	50456059.5095797	108541853.38796754	25643887.952421214	81091174.6355821	27789755.984284814	77534056.45753017	128121064.14976197	326994291.8183147	63530766.63138044	88295547.78624657	102607231.85931635	102607231.85931635	92873565.03041269	112340898.68822002	102607231.85931635	145542284.07852572	56993413.07048007	70532411.5444553	70532411.5444553	56525245.259938225	92672181.08322474	70532411.5444553	102827560.30364607	1059546573.4349588	1641715709.7490616	1641715709.7490616	742988520.2433015	898727189.5057602	1641715709.7490616	582169136.3141029
550.467_C30H63NO7_8.38_4018	116888700.71028617	37315661.10886687	23561350.906066008	52396510.631824076	31581786.42528405	143536363.13890487	88422089.9834161	161549417.4777869	98025390.57605314	76835323.92930676	137032684.60998943	55180367.44967247	77745189.56217854	113037692.4066288	71553757.9438427	97678.1728684661	82570128.22458677	80297497.81456095	80297497.81456095	46987991.8541017	113607003.77502021	80297497.81456095	73479606.58448352	82628706.95636143	77290256.74574265	77290256.74574265	44856085.87034547	114963196.5584575	77290256.74574265	74649473.75301062	990841538.6950412	1284759965.0329752	1284759965.0329752	375903934.8328136	908856030.2001617	1284759965.0329752	293918426.3379341
550.008__4.12_3063	68421288.15111673	157044851.1181125	26560858.66982718	21409018.77846486	43230293.34874262	85923756.87472731	125322181.27747186	64724317.58890198	124625397.03538674	74910350.88403654	143108727.97841242	33175140.705744404	88381573.77240396	102082513.51142332	76732635.68482788	23558870.457928594	79065396.62667759	78700735.98984556	78700735.98984556	64748250.48582636	92653221.49386476	78700735.98984556	77606754.07934944	71665819.51757663	75821493.2844322	75821493.2844322	38202717.02724351	81328196.27977759	75821493.2844322	82557104.72861591	948784759.5201311	1259211775.837529	1259211775.837529	517986003.88661087	741225771.9509181	1259211775.837529	310427016.3173978
549.416__8.37_356	113640352.78717102	57600350.97104668	17843187.251753576	20768485.752008297	10380390.131389063	196578250.18545994	153174561.95394242	227442954.75060385	99095532.56796248	145601726.79003263	209105533.24570838	52817565.26945885	38815163.86160045	106953234.61985858	69337186.57306683	65502.75610516739	107811167.02343778	94951248.71669802	94951248.71669802	37173272.32016557	152729225.11323044	94951248.71669802	56371493.79647873	106367942.67756675	84216359.57051465	84216359.57051465	29791824.806804374	149388144.37198752	84216359.57051465	54076175.217333645	1293734004.2812533	1519219979.4671683	1519219979.4671683	297386178.56132454	1221833800.9058435	1519219979.4671683	225485975.18591493
549.398__7.9_2976	72199683.0163437	102549304.9084392	20360332.330048673	20783058.705611225	19496868.34875066	138954236.02885652	102684461.4059866	144106656.40850952	55369071.62073731	84157814.79249673	143197044.53318474	59359867.95953212	95969326.46191674	126246095.33271797	123467913.87417664	365235.7530896055	78673897.28856966	81829185.71752486	81829185.71752486	46781633.26101569	116876738.17403406	81829185.71752486	91295051.0043905	78178748.90442021	90063570.62720674	90063570.62720674	38076065.163174264	124857004.6034473	90063570.62720674	109718620.16804668	944086767.4628359	1309266971.4803977	1309266971.4803977	374253066.0881255	935013905.3922725	1309266971.4803977	365180204.017562
549.375_C33H54N2O2_7.25_1806	71360340.35993978	28130753.680447508	30053424.439024065	74268045.58991082	55770284.48231128	135821945.77926895	26706818.563681476	128797750.56357256	43804620.74139378	81777406.2926077	65585667.82427022	211543496.9916122	82071782.0432679	80816581.41675183	158006117.07748377	1631544.006533945	74956817.90268858	79759161.24075486	79759161.24075486	65909243.99681269	93609078.48469704	79759161.24075486	94166191.2549537	68473004.092105	72814192.97492531	72814192.97492531	49787452.61185253	81296993.85467976	72814192.97492531	81444181.73000987	899481814.832263	1276146579.8520777	1276146579.8520777	527273951.9745015	748872627.8775764	1276146579.8520777	376664765.0198148
549.35_C29H46N6O3_7.42_3999	28935021.66411896	132636012.51824781	31434903.472821675	45671177.37795256	24184541.070848323	497370086.8798392	27266683.093471304	915134818.1887816	107173472.15418057	164393205.30856845	499952084.42388403	64202543.835874155	27761348.20845367	123239479.90732759	44882992.71762384	8867696.192058755	210253142.09248325	171444129.18837827	171444129.18837827	55241461.85380469	287646796.52295184	171444129.18837827	55017090.476063356	85688007.99502736	54936860.60691336	54936860.60691336	38553040.425387114	143816342.607948	54936860.60691336	36322170.46303876	2523037705.109799	2743106067.0140524	2743106067.0140524	441931694.83043754	2301174372.1836147	2743106067.0140524	220068361.90425342
549.345__8.61_5437	34084258.23562221	223009226.14582038	34796996.547295004	31230791.03904622	116423524.73517254	175262270.39394456	175817560.0243323	884560358.9670535	112916187.55339283	47138227.92677015	147116338.87870434	12494113.051802825	23573634.88326124	912447605.0391477	44321430.87918045	7014498.3870674735	157120068.92923766	186387938.91797584	186387938.91797584	70182371.54285732	302593506.2930944	186387938.91797584	274191548.8841905	80027207.74008149	80027207.74008149	80027207.74008149	33013893.793170612	161189304.63632447	80027207.74008149	80372477.8071765	1885440827.150852	2982207022.6876135	2982207022.6876135	561458972.3428586	2420748050.344755	2982207022.6876135	1096766195.536762
548.9__7.78_2668	60469026.49446227	101578097.6526845	9276253.589669531	19695314.082529422	17264896.233395528	139848440.89958903	98286302.29755498	156194248.6751392	50853126.93185045	77312005.62830947	153298151.44359317	49738405.69618098	91091870.60892902	130480490.60781892	131507834.21120119	145324.22352431322	76391224.80125727	80439986.829777	80439986.829777	42455411.12734547	118424562.53220853	80439986.829777	92586272.91533616	68890516.06138587	84201938.11861925	84201938.11861925	34716859.8893552	130994162.40951005	84201938.11861925	110786180.60837397	916694697.6150873	1287039789.276432	1287039789.276432	339643289.0187638	947396500.2576683	1287039789.276432	370345091.66134465
548.348_C20H49N7O8S_6.25_638	243591206.35875687	27070108.96963737	44426360.72681244	53585775.82009564	35850094.537252955	102597142.67270078	100467795.64412622	73965487.29837401	63959878.35394268	148601858.28262642	169143868.1363759	56504879.193224765	42250515.16902232	137740607.92283064	108750503.90310006	27223.215009989202	90328465.3893069	88033331.63774306	88033331.63774306	40459354.49812477	135607308.77736136	88033331.63774306	81147930.3830515	68962682.82615834	68962682.82615834	68962682.82615834	43338437.94791738	123245555.91296536	68962682.82615834	75500509.5360612	1083941584.6716828	1408533306.203889	1408533306.203889	323674835.98499817	1084858470.218891	1408533306.203889	324591721.532206
548.337_C20H49N7O8S_6.2_4222	49146240.282719016	4457081996.236142	32951632.987348314	89766306.2801042	58949196.34686944	22826456245.539654	5372701283.36724	34552155.00163145	56812773.33272221	19710911882.321922	111679646.46176568	86157483.32930882	47986638.538979776	82506973.52813804	49746994.69109646	8037867.28431348	4403021292.702073	3317215332.220622	3317215332.220622	604717986.7919735	6029712677.649271	3317215332.220622	59797450.776270926	87961894.80470651	70728084.93750374	70728084.93750374	57880984.83979583	97093309.99495186	70728084.93750374	54348095.51898295	52836255512.42488	53075445315.52995	53075445315.52995	4837743894.335788	48237701421.19417	53075445315.52995	239189803.1050837
548.291__2.93_4858	56607539.724720076	754073983.49934	49047693.02314053	84898287.62381168	41643740.00717291	82583522.08770879	9294081448.075207	54017419.36791466	1169210119.9689791	121116673.28460121	54509270.86104865	45531602.126048855	53303852.76816506	58532088.60295485	67363223.06280549	57445303.449906126	985260238.5910354	752747860.4708453	752747860.4708453	281894322.8083205	1223601398.1333702	752747860.4708453	55210726.11027457	70014412.76880746	57988696.02643049	57988696.02643049	55374578.109035596	62947655.83288017	57988696.02643049	55917970.68555996	11823122863.092424	12043965767.533525	12043965767.533525	2255154582.466564	9788811185.066961	12043965767.533525	220842904.44109827
547.85__8.49_6025	93474591.80485225	11800598.16778742	15963348.726304773	16007421.429785023	13676383.888903365	136043787.4692058	181640041.28492263	149248490.67149118	129940103.36922772	184761232.03123337	70634887.25128521	71377862.95645517	30988097.034621183	136361425.90458265	94994163.73245728	126809.82739287605	88418264.58249527	83564952.84690675	83564952.84690675	36235078.17505969	130894827.5187538	83564952.84690675	69005017.64014111	82426227.38065371	82426227.38065371	82426227.38065371	15985385.078044899	136202606.68689424	82426227.38065371	62991130.38353923	1061019174.9899433	1337039245.550508	1337039245.550508	289880625.4004775	1047158620.1500304	1337039245.550508	276020070.56056446
547.851__7.36_5917	34393720.59462655	13788274.619276578	19920210.44003311	19976472.1632346	12616602.417265518	218116330.9348453	100780459.60372858	242017119.37713587	85855494.32389992	165417209.7913949	267181303.59464198	55258086.38510207	26581732.506682713	128776667.26265362	112704693.06605107	1913261.6127500685	102051495.28672247	94081102.41833265	94081102.41833265	29488766.808530573	158673438.02813473	94081102.41833265	70169923.81316322	70556790.354501	70556790.354501	70556790.354501	19948341.301633857	147096938.52702427	70556790.354501	69643212.7863669	1224617943.4406695	1505297638.6933224	1505297638.6933224	235910134.46824458	1269387504.2250779	1505297638.6933224	280679695.2526529
