index	V9-arm-healthy-BG3	V9-arm-healthy-BG5	V9-arm-psoriasis-BG9	V9-arm-healthy-BG6	V9-arm-healthy-BG4	V9-arm-healthy-BG8	V9-arm-psoriasis-BG10	V9-arm-healthy-BG7	V9-arm-psoriasis-BG11	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
794.038_C26H39N3O7S9_8.14_1727	1106667684.2542248	58647109.35952297	28657772.605484057	118554362.9870119	58823258.77653314	120271454.43186478	44705171.240286924	63070179.0	17274131.754992995	254339008.1348596	179630124.93443573	179630124.93443573	179630124.93443573	179630124.93443573	30212358.533587992	90812270.99350595	58823258.77653314	58823258.77653314	58823258.77653314	58823258.77653314	28657772.605484057	1526034048.8091576	1616671124.4099216	1616671124.4099216	1616671124.4099216	1616671124.4099216	90637075.60076398
793.564__7.26_4944	37318170.33171149	6678575.665285001	31034178.999999996	7467144.868167306	217262869.4699515	50432231.03119076	35033834.85008284	166901840.26094064	6680647.752874717	81010138.60454112	62089943.69224492	62089943.69224492	62089943.69224492	62089943.69224492	24249553.867652517	43875200.68145113	35033834.85008284	35033834.85008284	35033834.85008284	35033834.85008284	31034178.999999996	486060831.62724674	558809493.2302042	558809493.2302042	558809493.2302042	558809493.2302042	72748661.60295755
793.564_C35H68N16O5_7.72_1851	6476120.534763486	172719778.09212166	16814833.554259945	124723370.55477196	192241299.57797462	25522680.71596527	30999084.0	181308605.24870807	11191230.199250959	117165309.12071751	84666333.60864621	84666333.60864621	84666333.60864621	84666333.60864621	19668382.584503632	148721574.3234468	30999084.0	30999084.0	30999084.0	30999084.0	16814833.554259945	702991854.724305	761997002.477816	761997002.477816	761997002.477816	761997002.477816	59005147.7535109
793.544_C41H72N6O9_8.52_2162	76414643.75607637	56266961.51944478	15492018.827391364	85327278.04861993	85673324.85542372	52991990.0	21881498.431355502	18658492.0485174	26889084.623286165	62555448.37134704	48843921.34556836	48843921.34556836	48843921.34556836	48843921.34556836	21420867.294011008	66340802.63776057	52991990.0	52991990.0	52991990.0	52991990.0	21881498.431355502	375332690.22808224	439595292.11011523	439595292.11011523	439595292.11011523	439595292.11011523	64262601.88203303
793.435_C29H64N12O8P2_7.45_1862	57888941.24861351	102569385.57255192	13192201.356706174	56667013.31019982	86476859.44712035	52991990.0	16997106.10805401	86387523.30644396	10166634.445461888	73830285.4808216	53704183.86612796	53704183.86612796	53704183.86612796	53704183.86612796	13451980.63674069	72138232.27752873	56667013.31019982	56667013.31019982	56667013.31019982	56667013.31019982	13192201.356706174	442981712.88492954	483337654.79515165	483337654.79515165	483337654.79515165	483337654.79515165	40355941.91022207
791.557_C33H70N14O8_8.19_1245	202491891.20888838	37798447.93635946	34654773.5980642	46461651.37153658	31051790.524686	62091435.49006322	30999084.0	41906344.312181525	60651281.28818119	70300260.14061919	60900744.414440066	60900744.414440066	60900744.414440066	60900744.414440066	42101712.9620818	44183997.84185906	41906344.312181525	41906344.312181525	41906344.312181525	41906344.312181525	34654773.5980642	421801560.84371513	548106699.7299606	548106699.7299606	548106699.7299606	548106699.7299606	126305138.8862454
791.522__7.81_3175	34771105.0	120507318.67675547	160788364.50898165	34402732.37965327	59275123.22700768	37574220.559762836	64821695.6541728	32114343.161196545	34734658.75935721	53107473.834062636	64332173.547431946	64332173.547431946	64332173.547431946	64332173.547431946	86781572.97417055	36172662.77988142	37574220.559762836	37574220.559762836	37574220.559762836	37574220.559762836	64821695.6541728	318644843.0043758	578989561.9268875	578989561.9268875	578989561.9268875	578989561.9268875	260344718.92251167
791.464_C31H60N16O7_6.41_2269	44293333.75750239	39574569.933312014	31034179.0	59269343.1099978	32602308.771753393	68074274.95405857	26461916.63730237	65888859.45070159	42223818.20693418	51617114.99622097	45491400.424618036	45491400.424618036	45491400.424618036	45491400.424618036	33239971.281412184	51781338.43375009	42223818.20693418	42223818.20693418	42223818.20693418	42223818.20693418	31034179.0	309702689.9773258	409422603.8215623	409422603.8215623	409422603.8215623	409422603.8215623	99719913.84423655
790.995__6.41_1625	36260997.52710549	55812824.14730876	47649434.780472994	39422906.602093086	48498750.64046239	20515799.003770377	57751342.896899834	63070179.0	37570934.256155804	43930242.82012335	45172574.31714097	45172574.31714097	45172574.31714097	45172574.31714097	47657237.31117621	43960828.621277735	47649434.780472994	47649434.780472994	47649434.780472994	47649434.780472994	47649434.780472994	263581456.9207401	406553168.8542687	406553168.8542687	406553168.8542687	406553168.8542687	142971711.93352863
790.89__3.84_6086	62356983.43290058	37216616.07743063	32566385.631421637	120611763.19554892	29053060.834235314	52991990.0	20183779.501092017	55580489.06843457	34366854.629195675	59635150.43475834	49436435.81891771	49436435.81891771	49436435.81891771	49436435.81891771	29039006.587236445	54286239.53421728	37216616.07743063	37216616.07743063	37216616.07743063	37216616.07743063	32566385.631421637	357810902.6085501	444927922.37025934	444927922.37025934	444927922.37025934	444927922.37025934	87117019.76170933
790.587_C36H75N11O8_6.8_545	6794808.142888715	76841316.96159106	66528290.77083373	35716084.17850201	46630893.22165919	52991990.0	40773188.695304826	57025596.80033589	50289081.37863649	46000114.88416281	48176805.57219466	48176805.57219466	48176805.57219466	48176805.57219466	52530186.94825835	49811441.61082959	50289081.37863649	50289081.37863649	50289081.37863649	50289081.37863649	50289081.37863649	276000689.3049769	433591250.1497519	433591250.1497519	433591250.1497519	433591250.1497519	157590560.84477505
790.457_C34H71N5O11S2_6.37_1299	54873762.58044347	39106088.55346384	82294074.77797735	85169840.84918216	86922221.08096406	24769036.66565315	28357539.919811767	24667358.947832752	22762799.0	52584718.11292324	49880302.48614761	49880302.48614761	49880302.48614761	49880302.48614761	44471471.232596375	46989925.56695366	39106088.55346384	39106088.55346384	39106088.55346384	39106088.55346384	28357539.919811767	315508308.67753947	448922722.37532854	448922722.37532854	448922722.37532854	448922722.37532854	133414413.69778912
790.38__4.84_1195	50767577.1630292	35133406.7494699	24721760.67242007	32059758.70569617	85131690.14356272	41319379.948980644	30999084.0	78002476.37105265	33784156.70062785	53735714.846965216	45768810.05053768	45768810.05053768	45768810.05053768	45768810.05053768	29835000.45768264	46043478.55600493	35133406.7494699	35133406.7494699	35133406.7494699	35133406.7494699	30999084.0	322414289.0817913	411919290.45483917	411919290.45483917	411919290.45483917	411919290.45483917	89505001.37304792
789.445_C30H52N20O6_3.35_3939	45283768.089920044	207697647.2509016	31034179.0	32101427.992181547	77355976.40977074	30128516.45287831	34281690.574872024	20428063.948224045	31312953.45416596	68832566.69064605	56624913.685879365	56624913.685879365	56624913.685879365	56624913.685879365	32209607.676345993	38692598.04105079	32101427.992181547	32101427.992181547	32101427.992181547	32101427.992181547	31312953.45416596	412995400.1438763	509624223.17291427	509624223.17291427	509624223.17291427	509624223.17291427	96628823.02903798
789.409__3.13_5085	73568175.62585066	37617878.94576051	71121445.8276502	46485247.70717208	30864077.753989983	52991989.99999999	36194679.78188596	36779303.232789025	23538700.80787986	46384445.54426038	45462388.85366425	45462388.85366425	45462388.85366425	45462388.85366425	43618275.47247201	42051563.32646629	37617878.94576051	37617878.94576051	37617878.94576051	37617878.94576051	36194679.78188596	278306673.2655623	409161499.6829783	409161499.6829783	409161499.6829783	409161499.6829783	130854826.41741604
788.608_C42H89BNO6Se_7.86_575	67355974.20968647	56509955.45999707	17947423.159042686	82855842.74816656	83366650.0	72758419.31926574	4976124.6183099905	141604150.9925887	2924067.151868638	84075165.45495076	58922067.517658435	58922067.517658435	58922067.517658435	58922067.517658435	8615871.643073771	77807131.03371614	67355974.20968647	67355974.20968647	67355974.20968647	67355974.20968647	4976124.6183099905	504450992.72970456	530298607.6589259	530298607.6589259	530298607.6589259	530298607.6589259	25847614.929221313
787.576_C33H70N16O6_7.26_3572	34771105.0	114976960.0473916	25077466.031056862	131688884.50874528	68091069.14953727	88981182.76793091	25243109.095496453	114937978.00459217	10086489.740212379	92241196.57969953	68206027.14944032	68206027.14944032	68206027.14944032	68206027.14944032	20135688.288921896	101959580.38626154	68091069.14953727	68091069.14953727	68091069.14953727	68091069.14953727	25077466.031056862	553447179.4781972	613854244.3449628	613854244.3449628	613854244.3449628	613854244.3449628	60407064.86676569
787.517_C38H64N14O3_7.76_3625	35337727.36552131	45877362.73031914	31034179.0	90347115.09809178	24010947.003191255	29619727.77083762	62782527.15604863	46754045.14659597	27019072.744573753	45324487.51909285	43642522.668353274	43642522.668353274	43642522.668353274	43642522.668353274	40278592.96687413	40607545.04792023	35337727.36552131	35337727.36552131	35337727.36552131	35337727.36552131	31034179.0	271946925.1145571	392782704.01517946	392782704.01517946	392782704.01517946	392782704.01517946	120835778.90062238
787.465__6.61_3765	34771105.0	56274160.45815641	33310718.00000424	38055091.45103833	109203620.21430252	38399597.349082984	43844351.076968394	41850169.10239334	39787875.80503037	53092290.59582893	48388520.93966406	48388520.93966406	48388520.93966406	48388520.93966406	38980981.627334334	40124883.22573816	39787875.80503037	39787875.80503037	39787875.80503037	39787875.80503037	39787875.80503037	318553743.5749736	435496688.45697653	435496688.45697653	435496688.45697653	435496688.45697653	116942944.88200301
786.593_C40H83NO13_8.16_2635	19127555.298407175	70974885.0	15581599.580752116	43944253.82066974	147327939.28039312	105212132.65614435	22946193.094877534	123983705.22296509	30782352.727143895	85095078.54642992	64431179.63126144	64431179.63126144	64431179.63126144	64431179.63126144	23103381.800924513	88093508.82807218	43944253.82066974	43944253.82066974	43944253.82066974	43944253.82066974	22946193.094877534	510570471.2785795	579880616.681353	579880616.681353	579880616.681353	579880616.681353	69310145.40277354
785.503_C37H72N2O15_6.48_2204	31042416.81141705	35502862.860170156	48532508.7079128	119469035.30731234	31092208.049378414	57904121.322968155	30999084.0	24079494.9754479	32928120.273503307	49848356.554449	45727761.36756779	45727761.36756779	45727761.36756779	45727761.36756779	37486570.99380537	33297535.454774283	32928120.273503307	32928120.273503307	32928120.273503307	32928120.273503307	32928120.273503307	299090139.326694	411549852.3081101	411549852.3081101	411549852.3081101	411549852.3081101	112459712.9814161
785.494_C26H60N18O10_7.37_3619	34771105.0	33616439.61566172	33020975.66807592	29858760.99720101	134921853.67245254	29158287.5853081	38037634.75339219	26182012.576344714	22952471.278384294	48084743.24116135	42502171.238535605	42502171.238535605	42502171.238535605	42502171.238535605	31337027.233284134	31737600.306431364	33020975.66807592	33020975.66807592	33020975.66807592	33020975.66807592	33020975.66807592	288508459.4469681	382519541.1468204	382519541.1468204	382519541.1468204	382519541.1468204	94011081.6998524
784.95__3.74_4937	123420875.72467828	64444842.41475409	47194558.95946721	51883089.16742828	23.322539959016392	69958757.31186475	18430520.58991291	76212929.62727459	22762799.0	64320086.26142332	52700932.901991114	52700932.901991114	52700932.901991114	52700932.901991114	29462626.183126707	67201799.86330941	51883089.16742828	51883089.16742828	51883089.16742828	51883089.16742828	22762799.0	385920517.5685399	474308396.11792004	474308396.11792004	474308396.11792004	474308396.11792004	88387878.54938012
784.576_C42H73N9O5_8.01_2471	48675370.45409476	63157286.037383966	20602802.471348252	320939454.18965095	83366650.0	110640513.57924798	39639795.83179758	55307318.941918224	18132479.405797184	113681098.86704932	84495741.21235988	84495741.21235988	84495741.21235988	84495741.21235988	26125025.902981002	73261968.01869199	55307318.941918224	55307318.941918224	55307318.941918224	55307318.941918224	20602802.471348252	682086593.2022959	760461670.9112389	760461670.9112389	760461670.9112389	760461670.9112389	78375077.70894301
784.49_C36H65N9O10_3.34_3016	75582262.42245272	236896066.29866126	39601643.1942401	70021547.6354124	83366650.0	74515869.29507451	27417368.00852091	62781485.36559372	11492509.616488792	100527313.50286575	75741711.3151605	75741711.3151605	75741711.3151605	75741711.3151605	26170506.939749938	75049065.8587636	70021547.6354124	70021547.6354124	70021547.6354124	70021547.6354124	27417368.00852091	603163881.0171945	681675401.8364445	681675401.8364445	681675401.8364445	681675401.8364445	78511520.81924981
784.454__3.09_4909	62536861.00956657	61629825.167572565	89858573.49930146	25447954.47010744	72925499.26943013	25086912.948451478	48518652.70991116	63070179.0	58083130.72744307	51782871.97752136	56350843.20019821	56350843.20019821	56350843.20019821	56350843.20019821	65486785.6455519	62083343.08856957	61629825.167572565	61629825.167572565	61629825.167572565	61629825.167572565	58083130.72744307	310697231.86512816	507157588.8017839	507157588.8017839	507157588.8017839	507157588.8017839	196460356.9366557
783.268__4.7_5799	34771105.0	52162289.4771389	73509482.97497097	67583951.24661836	110676584.44416152	28750897.404950663	55979326.26621514	60155223.01384123	28985545.573971238	59016675.097785115	56952711.711318664	56952711.711318664	56952711.711318664	56952711.711318664	52824784.938385785	56158756.24549006	55979326.26621514	55979326.26621514	55979326.26621514	55979326.26621514	55979326.26621514	354100050.5867107	512574405.401868	512574405.401868	512574405.401868	512574405.401868	158474354.81515735
781.319__4.89_5745	34771105.0	42060884.7300221	80184411.02612971	43891569.72456829	54684529.755607545	46191479.93245458	112440083.50126362	87944378.12269272	41910353.261342466	51590657.87755754	60453199.45045344	60453199.45045344	60453199.45045344	60453199.45045344	78178282.59624527	45041524.82851143	46191479.93245458	46191479.93245458	46191479.93245458	46191479.93245458	80184411.02612971	309543947.2653452	544078795.054081	544078795.054081	544078795.054081	544078795.054081	234534847.7887358
780.553_C45H79O8S_7.61_2680	38447360.00928245	13444032.706562063	25125270.92661468	130543012.63847826	94506649.27142745	101721439.20128408	30999084.0	20462496.28319866	6438461.647601146	66520831.685038835	51298645.187160976	51298645.187160976	51298645.187160976	51298645.187160976	20854272.191405278	66477004.640354946	30999084.0	30999084.0	30999084.0	30999084.0	25125270.92661468	399124990.110233	461687806.6844488	461687806.6844488	461687806.6844488	461687806.6844488	62562816.57421583
780.524_C43H73NO11_7.7_2981	35849884.39679141	39137988.900772415	31034179.0	380680474.7034591	156439217.3316967	25540943.30355019	28591007.504532892	36318558.96144486	26374869.599057503	112327844.5996191	84440791.52236724	84440791.52236724	84440791.52236724	84440791.52236724	28666685.367863465	37728273.93110864	35849884.39679141	35849884.39679141	35849884.39679141	35849884.39679141	28591007.504532892	673967067.5977147	759967123.7013052	759967123.7013052	759967123.7013052	759967123.7013052	86000056.1035904
780.457__3.31_4838	35460539.82942428	77716126.64356467	39882400.91755209	72553830.7427658	56077361.426372975	25328978.369113706	30999083.999999996	39270643.03662752	25116001.220503703	51067913.34131149	44711662.909547195	44711662.909547195	44711662.909547195	44711662.909547195	31999162.046018597	47674002.23150025	39270643.03662752	39270643.03662752	39270643.03662752	39270643.03662752	30999083.999999996	306407480.04786897	402404966.18592477	402404966.18592477	402404966.18592477	402404966.18592477	95997486.13805579
780.008__6.39_3666	28917666.43279283	70974885.0	50901000.028614886	18986945.055642873	54356234.333010025	59214594.96496439	38641628.99151218	55780258.23526763	28830077.601045154	48038430.67027962	45178143.404761106	45178143.404761106	45178143.404761106	45178143.404761106	39457568.87372407	55068246.28413883	50901000.028614886	50901000.028614886	50901000.028614886	50901000.028614886	38641628.99151218	288230584.02167773	406603290.6428499	406603290.6428499	406603290.6428499	406603290.6428499	118372706.62117222
779.673__8.91_5140	58138685.61435368	244749223.59188932	30912343.904252153	53234521.993082985	83366650.0	149261162.075457	51899496.39494216	23451038.763044614	18787981.272390015	102033547.0063046	79311233.7343791	79311233.7343791	79311233.7343791	79311233.7343791	33866607.1905281	70752667.80717684	53234521.993082985	53234521.993082985	53234521.993082985	53234521.993082985	30912343.904252153	612201282.0378276	713801103.6094118	713801103.6094118	713801103.6094118	713801103.6094118	101599821.57158431
779.55_C32H68N16O5_7.56_2175	42000417.92804304	70974885.0	30512737.469342917	113112912.5169746	77233488.23321651	84638501.91028035	26583686.713477686	100495553.95800234	10069769.055013033	81409293.2577528	61735772.5315945	61735772.5315945	61735772.5315945	61735772.5315945	22388731.079277877	80935995.07174844	70974885.0	70974885.0	70974885.0	70974885.0	26583686.713477686	488455759.54651684	555621952.7843505	555621952.7843505	555621952.7843505	555621952.7843505	67166193.23783363
779.488__7.43_3605	42317613.84027439	45898942.61386523	48714081.60165874	43060938.42470952	79485822.33768469	48146349.2181226	34119572.83820197	63070179.0	28676918.0144504	53663307.57244274	48165601.98766306	48165601.98766306	48165601.98766306	48165601.98766306	37170190.8181037	47022645.915993914	45898942.61386523	45898942.61386523	45898942.61386523	45898942.61386523	34119572.83820197	321979845.43465644	433490417.8889675	433490417.8889675	433490417.8889675	433490417.8889675	111510572.4543111
779.419_C30H60N12O8P2_7.05_1555	41405951.67360754	42737908.912493125	31034179.0	138641182.03623933	136857865.13307557	74325567.73910959	25914947.791425895	57316620.80557293	21018703.956922628	81880849.38334967	63250325.22760519	63250325.22760519	63250325.22760519	63250325.22760519	25989276.916116178	65821094.27234126	42737908.912493125	42737908.912493125	42737908.912493125	42737908.912493125	25914947.791425895	491285096.30009806	569252927.0484467	569252927.0484467	569252927.0484467	569252927.0484467	77967830.74834853
778.573_C41H79NO12_8.47_713	36503421.17605696	70974885.0	20729418.80876028	89331196.77854352	125549573.10565825	40979585.02069437	4956863.066468128	78094523.78410026	8458982.111469908	73572197.47750889	52842049.872416854	52842049.872416854	52842049.872416854	52842049.872416854	11381754.662232772	74534704.39205013	40979585.02069437	40979585.02069437	40979585.02069437	40979585.02069437	8458982.111469908	441433184.8650533	475578448.8517517	475578448.8517517	475578448.8517517	475578448.8517517	34145263.986698315
777.944__3.8_5747	57597571.03500916	70974885.0	27960578.656527475	49599324.88336801	70616165.4086693	221862026.03990737	60467515.380503885	44033542.77227128	37222786.04603213	85780585.85653752	71148266.13580984	71148266.13580984	71148266.13580984	71148266.13580984	41883626.6943545	64106868.22183923	57597571.03500916	57597571.03500916	57597571.03500916	57597571.03500916	37222786.04603213	514683515.1392251	640334395.2222886	640334395.2222886	640334395.2222886	640334395.2222886	125650880.08306348
777.571_C42H80O12_8.46_890	30156396.089540314	70974885.0	10989422.176725278	189717120.82124344	165044871.4175454	74706054.78807527	6118448.924712515	75103435.33243178	14579118.860123044	100950460.57480603	70821083.71226634	70821083.71226634	70821083.71226634	70821083.71226634	10562329.987186946	74904745.06025353	70974885.0	70974885.0	70974885.0	70974885.0	10989422.176725278	605702763.4488362	637389753.410397	637389753.410397	637389753.410397	637389753.410397	31686989.961560838
777.542__7.79_3136	51855179.73913713	85279831.88258621	31042619.728502434	41194028.5543975	40091684.05761655	85547919.94170941	28042445.339145515	58494047.35079862	22762799.0	60410448.58770757	49367839.51043259	49367839.51043259	49367839.51043259	49367839.51043259	27282621.35588265	55174613.544967875	41194028.5543975	41194028.5543975	41194028.5543975	41194028.5543975	28042445.339145515	362462691.5262454	444310555.59389335	444310555.59389335	444310555.59389335	444310555.59389335	81847864.06764795
777.35_C22H44N22O8S_4.38_3248	31673060.706931464	407245062.487498	12163718.51855313	77931989.0	106853970.90541938	47443878.493959986	14417764.663924625	63966795.31275505	24474943.922287088	122519126.151094	87352353.77903654	87352353.77903654	87352353.77903654	87352353.77903654	17018809.034921616	70949392.15637752	47443878.493959986	47443878.493959986	47443878.493959986	47443878.493959986	14417764.663924625	735114756.906564	786171184.0113288	786171184.0113288	786171184.0113288	786171184.0113288	51056427.10476485
776.572_C39H83N5O5Se_6.62_1406	34771105.0	75038630.53285687	29856083.97057165	91171951.45725073	66490440.33386033	66050633.50084283	27939929.684670135	93344420.02275048	22033564.6089927	71144530.1412602	56299639.90131064	56299639.90131064	56299639.90131064	56299639.90131064	26609859.421411496	70764535.4333586	66050633.50084283	66050633.50084283	66050633.50084283	66050633.50084283	27939929.684670135	426867180.84756124	506696759.1117957	506696759.1117957	506696759.1117957	506696759.1117957	79829578.26423448
776.058__8.98_5099	1400728795.1029346	277966609.1857351	30076247.308902595	267365470.39492607	1922123777.1540666	34101256.488002844	30999084.0	33825102.838374704	22206410.68382367	656018501.8606733	446599194.79519624	446599194.79519624	446599194.79519624	446599194.79519624	27760580.66424209	272666039.7903306	34101256.488002844	34101256.488002844	34101256.488002844	34101256.488002844	30076247.308902595	3936111011.1640396	4019392753.156766	4019392753.156766	4019392753.156766	4019392753.156766	83281741.99272627
775.004__8.12_1695	34771105.0	89774103.30451696	47953006.602135114	76936716.97639331	64804097.31001917	14394851.277959311	37730580.93987775	38531443.51196058	40103983.52197662	53202052.896808214	49444432.049426526	49444432.049426526	49444432.049426526	49444432.049426526	41929190.35466316	51667770.41098988	40103983.52197662	40103983.52197662	40103983.52197662	40103983.52197662	40103983.52197662	319212317.3808493	444999888.44483876	444999888.44483876	444999888.44483876	444999888.44483876	125787571.06398949
774.592_C35H79N7O11_7.58_1905	36426667.59373765	70974885.0	28377707.261485692	108065796.05190915	73877671.76616275	84148132.70501083	23817480.282521762	108026366.77259864	15583291.598767454	80253253.31490317	61033111.0035771	61033111.0035771	61033111.0035771	61033111.0035771	22592826.38092497	79012902.23558679	70974885.0	70974885.0	70974885.0	70974885.0	23817480.282521762	481519519.889419	549297999.0321939	549297999.0321939	549297999.0321939	549297999.0321939	67778479.14277491
774.563_C39H75N5O10_6.94_2789	17846888.38521733	65642564.71832712	41274996.116432525	90632308.01792152	24486600.16338296	57010371.292519264	23516242.15664794	63070179.00000001	23088065.955464285	53114818.59622803	45174246.200656995	45174246.200656995	45174246.200656995	45174246.200656995	29293101.40951492	60040275.146259636	41274996.116432525	41274996.116432525	41274996.116432525	41274996.116432525	23516242.15664794	318688911.5773682	406568215.805913	406568215.805913	406568215.805913	406568215.805913	87879304.22854476
774.556_C34H76N7O10P_10.05_2190	10997052.594706427	211576574.4089059	31034178.999999996	19608308.310943738	15335110.530747062	11030339.571292304	276969733.38274187	331182942.5527793	171422858.48715797	99955054.66156244	119906344.31547496	119906344.31547496	119906344.31547496	119906344.31547496	159808923.62329996	17471709.4208454	31034178.999999996	31034178.999999996	31034178.999999996	31034178.999999996	171422858.48715797	599730327.9693747	1079157098.8392746	1079157098.8392746	1079157098.8392746	1079157098.8392746	479426770.86989987
774.504__8.12_1999	107200953.87890434	46290061.792698905	112697091.58325495	45572967.06754111	56053149.00040701	52991990.0	55683039.33796374	55953263.29210128	44891108.852333136	60677064.171942115	64148180.533911616	64148180.533911616	64148180.533911616	64148180.533911616	71090413.2578506	54472626.64605064	55683039.33796374	55683039.33796374	55683039.33796374	55683039.33796374	55683039.33796374	364062385.0316527	577333624.8052045	577333624.8052045	577333624.8052045	577333624.8052045	213271239.77355182
774.464_C38H73N3O8Se_7.06_2079	36472005.059544705	28942010.691215746	60872864.97808198	77931989.0	136184922.3789362	79593935.12266338	15342387.97560521	49297394.88257828	12247948.62539131	68070376.18915637	55209495.41266853	55209495.41266853	55209495.41266853	55209495.41266853	29487733.85969283	63614691.94128914	49297394.88257828	49297394.88257828	49297394.88257828	49297394.88257828	15342387.97560521	408422257.13493824	496885458.7140168	496885458.7140168	496885458.7140168	496885458.7140168	88463201.5790785
773.433__6.34_2792	17165271.456278723	90411196.82886118	49337562.07233476	31793058.458174918	20993277.31483189	39135960.6649687	61808525.39844171	82160424.90232216	22762799.0	46943198.27090626	46174230.677357115	46174230.677357115	46174230.677357115	46174230.677357115	44636295.49025882	35464509.56157181	39135960.6649687	39135960.6649687	39135960.6649687	39135960.6649687	49337562.07233476	281659189.62543756	415568076.09621406	415568076.09621406	415568076.09621406	415568076.09621406	133908886.47077647
773.32__4.76_5786	1399071.0714808782	987476263.7876625	31034179.0	106206466.98428692	96794931.90877613	4658894.507493207	61872047.74717334	6701307.97247269	9799253.049772292	200539489.3720287	145104712.89212424	145104712.89212424	145104712.89212424	145104712.89212424	34235159.93231521	51748119.940624416	31034179.0	31034179.0	31034179.0	31034179.0	31034179.0	1203236936.2321723	1305942416.029118	1305942416.029118	1305942416.029118	1305942416.029118	102705479.79694563
772.613_C44H85NO7S_8.46_174	56558545.06315127	65794599.12001734	20776166.31349154	175244647.73756042	178516427.43591207	67457194.41957662	10179880.849724537	63070179.00000001	4568170.98942154	101106932.12936962	71351756.76987281	71351756.76987281	71351756.76987281	71351756.76987281	11841406.050879205	66625896.76979698	63070179.00000001	63070179.00000001	63070179.00000001	63070179.00000001	10179880.849724537	606641592.7762177	642165810.9288553	642165810.9288553	642165810.9288553	642165810.9288553	35524218.152637616
772.582_C36H73N11O7_8.02_2768	31151913.007322118	70974885.0	55513723.51061715	154817688.96911654	78146402.84496449	97775973.57584132	15816035.078593845	55923986.896421134	27418409.603125468	81465141.71561094	65282113.16511134	65282113.16511134	65282113.16511134	65282113.16511134	32916056.064112157	74560643.92248225	55923986.896421134	55923986.896421134	55923986.896421134	55923986.896421134	27418409.603125468	488790850.2936656	587539018.4860021	587539018.4860021	587539018.4860021	587539018.4860021	98748168.19233647
771.581_C40H82O13_7.99_2640	68982938.53551087	21861151.994481783	61973419.42508377	77931989.0	71131910.45194034	68426983.16351716	29331465.97897517	139521999.16076595	10649171.26655626	74642828.71770269	61090114.33075902	61090114.33075902	61090114.33075902	61090114.33075902	33984685.556871735	70057424.4937256	68426983.16351716	68426983.16351716	68426983.16351716	68426983.16351716	29331465.97897517	447856972.3062161	549811028.9768312	549811028.9768312	549811028.9768312	549811028.9768312	101954056.6706152
771.485_C32H60N16O5_6.47_2159	20269079.529185712	70974885.0	98469105.66514556	75808035.11577165	350061311.9126511	43543422.22694429	120259344.42636834	40647927.689624414	91758074.6799264	100217443.57902955	101310131.80506861	101310131.80506861	101310131.80506861	101310131.80506861	103495508.25714676	57259153.61347215	75808035.11577165	75808035.11577165	75808035.11577165	75808035.11577165	98469105.66514556	601304661.4741772	911791186.2456175	911791186.2456175	911791186.2456175	911791186.2456175	310486524.77144027
771.482__8.76_6166	194976257.260567	160836790.75309294	26973898.84748578	77931989.0	23055604.556032304	68906285.78624317	33206321.38521747	49652967.58271452	9258632.539994657	95893315.82310833	71644305.30126087	71644305.30126087	71644305.30126087	71644305.30126087	23146284.25756597	73419137.39312159	49652967.58271452	49652967.58271452	49652967.58271452	49652967.58271452	26973898.84748578	575359894.93865	644798747.7113478	644798747.7113478	644798747.7113478	644798747.7113478	69438852.77269791
770.598_C43H87N2O4Se_8.28_3232	78136889.84653465	41986930.57439983	9505230.774961766	86966660.10222773	83366650.0	117248428.31934664	2916668.7609078507	179405900.396203	1619522.8062070762	97851909.87311865	66794764.62008761	66794764.62008761	66794764.62008761	66794764.62008761	4680474.114025564	85166655.05111387	78136889.84653465	78136889.84653465	78136889.84653465	78136889.84653465	2916668.7609078507	587111459.238712	601152881.5807885	601152881.5807885	601152881.5807885	601152881.5807885	14041422.342076693
769.508_C27H68N12O13_7.72_4178	38377509.91485411	70974885.0	25624133.742804542	29921482.43415503	25897244.731499497	78464180.45970026	36041288.765646495	38113281.17142872	23347017.79772888	46958097.28527293	40751224.89086862	40751224.89086862	40751224.89086862	40751224.89086862	28337480.10205997	38245395.54314141	36041288.765646495	36041288.765646495	36041288.765646495	36041288.765646495	25624133.742804542	281748583.7116376	366761024.01781756	366761024.01781756	366761024.01781756	366761024.01781756	85012440.30617991
