index	V11-arm-healthy-BF3	V11-arm-healthy-BH1	V11-arm-healthy-BF4	V11-arm-healthy-BH2	V11-arm-healthy-BF5	V11-arm-healthy-BH3	V11-arm-psoriasis-BF11	V11-arm-healthy-BF6	V11-arm-psoriasis-BH5	V11-arm-healthy-BH4	V11-arm-healthy-BF8	V11-arm-psoriasis-BF9	V11-arm-psoriasis-BF10	V11-arm-healthy-BF7	V11-arm-healthy-BF12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
497.361_C17H44N12O5_8.59_3362	101080386.62957928	19050291.121060364	144768044.29287168	9831856.192187537	222048609.88165396	35080544.86821564	2423364.293544832	21086993.963139817	42260393.120825596	237655989.50195524	18043139.542772986	9152489.967686545	21535560.0	22974649.638755288	13639128.13593595	76841784.88801162	61375429.41001232	61375429.41001232	68775814.96084888	57675236.63459404	61375429.41001232	18842951.84551424	22974649.638755288	21535560.0	21535560.0	35080544.86821564	21311276.98156991	21535560.0	15344024.983843273	845259633.7681278	920631441.1501848	920631441.1501848	343879074.8042444	576752366.3459404	920631441.1501848	75371807.38205697
497.236_C17H34N10O5_2.81_2393	19545025.29426976	36379514.73293773	13986461.410091234	45561725.46226722	19394516.92487038	9085322.182142144	17388913.561605662	36787989.33360917	40591167.468825996	14488380.517347887	72163656.36431843	21728095.420782086	10114971.72574115	25408613.528129525	15613457.5	28037696.65908941	26549187.428462557	26549187.428462557	29221222.072704196	25213170.10634174	26549187.428462557	22455787.044238724	19545025.29426976	19545025.29426976	19545025.29426976	36379514.73293773	19469771.10957007	19545025.29426976	19558504.491193876	308414663.2499835	398237811.42693835	398237811.42693835	146106110.36352098	252131701.06341738	398237811.42693835	89823148.1769549
497.213_C23H32N2O10_4.08_1982	14786280.601530131	24205133.91109953	20459825.48814835	21295982.60164876	20747723.340932254	23259294.07500195	770238507.2399502	17384973.930509407	43094563.97569613	17375694.272076335	129477629.37943071	58560352.659612946	24784421.064999945	23555638.08396446	15613457.499999998	29832875.744031083	81655965.20830674	81655965.20830674	25846133.767104544	109560880.92890784	81655965.20830674	224169461.23506477	20747723.340932254	23259294.07500195	23259294.07500195	23259294.07500195	22151680.71244836	23259294.07500195	50827458.317654535	328161633.1843419	1224839478.1246011	1224839478.1246011	129230668.83552271	1095608809.2890785	1224839478.1246011	896677844.9402591
496.42_C24H55N4O6_7.35_176	30150586.841622844	20455751.417521276	43898049.702444665	22600907.728308156	41483248.06860965	29047672.20375086	3480180.8295106287	33698817.5	11290302.382754581	48212838.74787111	20707677.516847197	14048082.817790475	10618210.527601045	27746293.199938953	46930499.179241784	33175667.46419604	26957941.244254217	26957941.244254217	26321494.496041197	27276164.61836072	26957941.244254217	9859194.139414184	30150586.841622844	27746293.199938953	27746293.199938953	22600907.728308156	28948440.0207809	27746293.199938953	10954256.455177814	364932342.10615647	404369118.66381323	404369118.66381323	131607472.48020598	272761646.1836072	404369118.66381323	39436776.557656735
496.339_C24H50NO7P_5.98_748	3079772.0666579073	1838988.5693666497	28091052.5	1341157.1251645521	21287243.691415273	23529599.973357975	18353204.776107714	39606205.66034538	39897649.635626376	33412082.493029162	31881781.463848323	2731399.456418765	41054113.577577785	30934135.317663357	16032564.723715447	21003143.962233096	22204730.06868631	22204730.06868631	20003895.559308942	23305147.323374994	22204730.06868631	25509091.86143266	23529599.973357975	23529599.973357975	23529599.973357975	23529599.973357975	24689148.095707636	23529599.973357975	29125427.205867045	231034583.58456406	333070951.03029466	333070951.03029466	100019477.79654472	233051473.23374996	333070951.03029466	102036367.44573064
496.202_C20H33NO13_2.42_854	18280651.5	27992292.210804015	24866737.166975286	32939277.82728642	22400838.1042665	13830517.86644135	18014644.384027835	30669407.883872677	32038876.48744969	16001726.35946782	23746439.03794567	27414193.703796115	28504180.151398722	11308744.2126346	36866172.17818657	23536618.57708008	24324979.938303553	24324979.938303553	24560538.15028986	24207200.832310397	24324979.938303553	26492973.68166809	23746439.03794567	24866737.166975286	24866737.166975286	27992292.210804015	24306588.102460478	24866737.166975286	27959186.92759742	258902804.34788087	364874699.0745533	364874699.0745533	122802690.7514493	242072008.32310396	364874699.0745533	105971894.72667237
495.402_C28H56O5_9.12_3744	8944535.481273063	17979237.245994896	103378622.7413581	9897834.745643735	30421809.50580967	17073357.280210048	20855990.17657714	55749699.26076724	13479424.274742797	37776453.018757984	10801271.452819908	22960332.0	37029853.4326809	42164719.520270646	4228443.919209553	30765089.470192254	28849438.937074374	28849438.937074374	19241261.31306989	33653527.74907662	28849438.937074374	23581399.97100021	17979237.245994896	20855990.17657714	20855990.17657714	17073357.280210048	26691070.752904832	20855990.17657714	21908161.088288568	338415984.1721148	432741584.0561156	432741584.0561156	96206306.56534946	336535277.49076617	432741584.0561156	94325599.88400084
495.3_C24H44N2O7_4.51_3089	18139926.534276817	19479665.899831757	55574345.23732272	43143064.37255083	21791646.320498843	18029456.14473433	18386060.702062383	25696707.138717912	41771330.41750469	28837850.914671507	29929065.444937136	22960332.0	22975254.920529373	22046342.73314428	24691780.598600894	27941804.66720791	27563521.958625562	27563521.958625562	30252273.549858622	26219146.163009036	27563521.958625562	26523244.510024108	24691780.598600894	22975254.920529373	22975254.920529373	28837850.914671507	22967793.460264686	22975254.920529373	22967793.460264686	307359851.33928704	413452829.37938344	413452829.37938344	151261367.74929312	262191461.63009036	413452829.37938344	106092978.04009643
495.38__8.75_5052	21788251.98064842	11604965.44478169	36670797.09261337	20099855.629103214	41087810.63211414	11992993.953859298	20310298.75680042	30832755.56805796	56069017.998258285	17804514.503695395	28425233.0006027	38032446.35663188	21535560.0	6437024.998895605	16171251.959464714	22083223.160348773	25257518.52503514	25257518.52503514	23514269.50593958	26129143.034582924	25257518.52503514	33986830.777922645	20099855.629103214	21535560.0	21535560.0	17804514.503695395	25106742.49062556	21535560.0	29784003.17831594	242915454.7638365	378862777.8755271	378862777.8755271	117571347.5296979	261291430.34582925	378862777.8755271	135947323.11169058
495.388_C26H54O8_6.69_593	34870548.52213307	25160590.28623833	39326107.5678033	26078468.132129434	34416333.61597933	22746610.0	3500934.9090491845	26324480.27701327	10293357.614172373	34540560.47553717	20782719.591420308	9693208.007362973	5546624.322576678	24591551.96990733	61381168.55382772	31838103.544726297	25283550.923010033	25283550.923010033	23763917.301615465	26043367.733707316	25283550.923010033	7258531.213290302	26324480.27701327	25160590.28623833	25160590.28623833	25160590.28623833	25458016.1234603	25160590.28623833	7619916.164969826	350219138.99198925	379253263.8451505	379253263.8451505	118819586.50807732	260433677.33707315	379253263.8451505	29034124.85316121
495.34__8.01_2241	10665057.656355835	6084115.951771417	13022390.14273728	22936165.54801643	45817169.17206685	22746610.0	29152369.48754812	36994825.25480064	57942560.12285983	18529739.418024722	16247982.58595951	23242013.899323795	136135506.81108356	28012620.25143364	19654997.814910773	21882879.43600701	32478941.607792832	32478941.607792832	25647838.20813448	35894493.307622	32478941.607792832	61618112.580203824	19654997.814910773	22936165.54801643	22936165.54801643	22746610.0	25627317.075378716	22936165.54801643	43547464.805203974	240711673.79607713	487184124.11689246	487184124.11689246	128239191.04067239	358944933.07622004	487184124.11689246	246472450.3208153
495.33_C26H48O7_7.72_2168	8947779.875369387	10381233.71957751	15132266.366574896	0.7954727592212735	18772747.449151054	20530949.069947466	23713687.28532113	76720518.92576003	47216784.29425706	30837997.0	68413178.94167624	45687229.38600741	68090388.02807564	76912991.5145812	5820306.334469862	30224542.726598218	34478537.26574944	34478537.26574944	21793392.97585096	40821109.41069869	34478537.26574944	46177022.248415306	18772747.449151054	23713687.28532113	23713687.28532113	20530949.069947466	34700458.33566427	23713687.28532113	46452006.84013224	332469969.9925804	517178058.98624164	517178058.98624164	108966964.87925479	408211094.1069869	517178058.98624164	184708088.99366122
494.84_C8H16O4P2S8_6.72_956	16736464.450261215	44589596.45899579	35484343.73787428	12804603.007465541	28476955.62874783	8613613.37174032	14997474.5	16498437.672644667	39399331.39179423	17816055.656687442	46725567.16979597	26131527.186856836	52340900.78334906	29065918.963050377	153502765.22781444	37301301.94046163	36212237.013805196	36212237.013805196	24644639.977336664	41996035.53203946	36212237.013805196	33217308.465500034	28476955.62874783	28476955.62874783	28476955.62874783	17816055.656687442	28771437.2958991	28476955.62874783	32765429.28932553	410314321.3450779	543183555.207078	543183555.207078	123223199.88668332	419960355.32039464	543183555.207078	132869233.86200014
494.26_C22H39NO11_4.24_1254	8302551.408910489	16944573.29022475	26297081.089635063	31202706.444476556	13900192.948691389	11653193.570751775	535661842.0267083	158908513.04765865	77241395.6031448	17915466.098880958	329471465.97597706	19711040.4345841	34099949.177315585	15305843.868201232	15613457.5	58683185.93121891	87481951.49901071	87481951.49901071	30991467.001495767	115727193.74776821	87481951.49901071	166678556.81043822	16944573.29022475	19711040.4345841	19711040.4345841	17915466.098880958	23004060.76210958	19711040.4345841	55670672.390230194	645515045.243408	1312229272.4851606	1312229272.4851606	154957335.00747883	1157271937.477682	1312229272.4851606	666714227.2417529
493.851__7.79_1666	26926795.98263418	35566748.19094212	11337302.79809284	128583970.13868564	13274489.572433984	28702160.102723353	14997474.499999998	15418110.227250688	18800175.706859335	69672995.47240639	34388154.7365916	12551894.402706508	19096432.419770326	76504740.4864293	37536144.20723347	43446510.17412942	36223839.26298397	36223839.26298397	56265209.92232337	26203153.933314286	36223839.26298397	16361494.257334042	34388154.7365916	26926795.98263418	26926795.98263418	35566748.19094212	17257271.323510505	26926795.98263418	16898825.103429668	477911611.9154236	543357588.9447596	543357588.9447596	281326049.61161685	262031539.33314288	543357588.9447596	65445977.02933617
493.409_C27H56O7_7.68_1164	36474621.533600055	20576352.982708845	51400653.297114484	17151085.206415452	52699944.09755701	31217702.59575937	500488.9991543967	33698817.5	13382812.701381993	60715637.860478334	19708717.42067698	11574240.508187637	7834904.975459453	27337586.089478254	35061901.9674326	35094820.05011104	27955697.849026993	27955697.849026993	28608718.2693488	27629187.63886609	27955697.849026993	8323111.79604587	33698817.5	27337586.089478254	27337586.089478254	20576352.982708845	30518201.794739127	27337586.089478254	9704572.741823545	386043020.55122143	419335467.7354049	419335467.7354049	143043591.346744	276291876.3886609	419335467.7354049	33292447.18418348
493.35_C21H52N7OSe_8.97_2721	13668989.439397419	1969778.4673546902	33758960.115916945	3885474.1552287806	22215072.10876181	52824650.873422034	14997474.5	43429948.57282	3822535.291990986	45955401.46225309	41703035.13396398	41430961.436287664	59600928.57548808	36974550.32773155	2875365.496478977	27205566.013939027	27940875.063806403	27940875.063806403	21691568.05004992	31065528.57068465	27940875.063806403	29962974.95094168	33758960.115916945	33758960.115916945	33758960.115916945	3885474.1552287806	35366755.22182424	33758960.115916945	28214217.968143832	299261226.1533293	419113125.95709604	419113125.95709604	108457840.2502496	310655285.7068465	419113125.95709604	119851899.80376673
493.349_C23H46N6O4_8.07_2769	7063534.680834221	6508234.089309576	30489525.645594347	1904291.737975715	31637433.590963315	21775253.022349343	23852411.88491683	33698817.5	32969520.026907094	20919223.489183012	68150216.14610335	46262117.21275024	49850645.38827154	57994450.77748801	2583433.570896953	25702219.477336165	29043940.58423624	29043940.58423624	16815304.47314495	35158258.63978188	29043940.58423624	38233673.628211424	21775253.022349343	30489525.645594347	30489525.645594347	20919223.489183012	32668125.54548166	30489525.645594347	39615818.61982867	282724414.2506978	435659108.76354355	435659108.76354355	84076522.36572474	351582586.39781874	435659108.76354355	152934694.5128457
493.28_C20H40N6O6S_6.88_967	31588642.249718957	36448060.15601995	28091052.499999996	42258936.975474924	33368466.514836624	34986496.36592294	2548726.2005753205	29314505.491754502	8078587.011548735	39282877.7668138	33151454.50331254	14467230.743130092	11454135.073341891	49588395.805583864	59840026.5059284	37992628.62139695	30297839.590930834	30297839.590930834	32210991.655156076	29341263.55881822	30297839.590930834	9137169.757149009	34986496.36592294	33151454.50331254	33151454.50331254	36448060.15601995	30451573.87073673	33151454.50331254	9766361.042445313	417918914.8353665	454467593.86396253	454467593.86396253	161054958.27578038	293412635.5881822	454467593.86396253	36548679.028596036
493.239_C21H36N2O11_4.19_3189	25750825.937879216	16729580.0	34201932.173361346	21119529.365645323	20098606.849629045	19295851.186580226	126445815.61897543	90321928.1662986	26439836.001109727	22084908.92480067	48311753.80355224	16881129.593370434	19503901.347368963	16986281.410702877	17008043.88288581	30173567.427394126	34745328.28414399	34745328.28414399	21133941.09562719	41551021.8784024	34745328.28414399	47317670.640206136	21119529.365645323	21119529.365645323	21119529.365645323	21119529.365645323	22924716.393754132	21119529.365645323	22971868.674239345	331909241.7013354	521179924.2621599	521179924.2621599	105669705.47813594	415510218.78402394	521179924.2621599	189270682.56082454
492.861__8.1_1235	44472294.08071671	18115348.90088453	30507114.960769355	100350003.1978635	22357882.525372118	22746610.0	8737561.853471313	14954736.58811897	15464679.830180913	18948629.420338847	32436771.627086394	14282018.407951416	22228731.187174313	211853340.1702974	39142575.10446006	50535027.87053709	41106553.1903124	41106553.1903124	35125054.269853555	44097302.6505418	41106553.1903124	15178247.81969449	30507114.960769355	22357882.525372118	22357882.525372118	18948629.420338847	26432498.743070737	22357882.525372118	14873349.119066164	555885306.575908	616598297.854686	616598297.854686	175625271.34926778	440973026.505418	616598297.854686	60712991.27877796
492.404_C28H51N4O3_8.01_3130	68754649.34590024	11646045.034275085	181650858.1005428	11589313.93114295	166897470.50070393	50650222.81235975	7554585.576462015	63443116.400560066	25253835.184364274	65094270.08579704	5773876.978867216	15782986.67249746	21535560.0	15743975.720582314	6390673.173216718	58875861.09854073	47850762.6344848	47850762.6344848	32846737.409587823	55352775.24693328	47850762.6344848	17531741.858330935	50650222.81235975	21535560.0	21535560.0	25253835.184364274	18659273.33624873	21535560.0	18659273.33624873	647634472.083948	717761439.517272	717761439.517272	164233687.04793912	553527752.4693328	717761439.517272	70126967.43332374
492.403_C26H53N4O3_8.61_3629	70401262.0218243	15465937.05533582	119344283.55322774	12767648.55939205	487750862.9302405	26224289.749726165	18406142.055248585	33698817.5	20468733.337463804	221097567.60189414	22821528.705048427	21907696.924163323	35437138.73525136	22468796.40137464	11924433.602504393	94905947.97096075	76012342.5821797	76012342.5821797	59204835.26076239	84416096.24288833	76012342.5821797	24054927.763031766	26224289.749726165	22821528.705048427	22821528.705048427	20468733.337463804	28260173.102524213	22821528.705048427	21188215.13081356	1043965427.6805682	1140185138.7326953	1140185138.7326953	296024176.30381197	844160962.4288833	1140185138.7326953	96219711.05212706
492.366__6.93_1850	18299407.877520468	16046248.024346365	19075049.173962038	8868908.007006662	28247608.42410265	30474397.861483473	14997474.5	27657770.923027094	24197968.41808018	39024982.94756793	45508399.258937016	20757127.090999063	33574007.16218219	22510697.738594204	69546032.31019197	29569045.68606726	27919071.98120009	27919071.98120009	23722501.05169692	30017357.44595167	27919071.98120009	23381644.292815357	27657770.923027094	24197968.41808018	24197968.41808018	24197968.41808018	25084234.33081065	24197968.41808018	22477547.754539624	325259502.5467399	418786079.71800137	418786079.71800137	118612505.2584846	300173574.4595167	418786079.71800137	93526577.17126143
491.431_C28H58O6_8.59_1778	5950536.333732149	2721825.386645244	30210423.756600413	14592385.816870619	35313319.363727346	9864106.894566284	14997474.499999998	60465820.769098885	23313233.164177537	25250448.75817546	33172406.21695036	113324859.63077939	48671933.03292892	50380500.34507567	1557338.888159184	24498101.13905469	31319107.523832496	31319107.523832496	15148400.004087027	39404461.28370523	31319107.523832496	50076875.08197146	25250448.75817546	25250448.75817546	25250448.75817546	14592385.816870619	34242862.79033885	25250448.75817546	35992583.098553225	269479112.5296016	469786612.85748744	469786612.85748744	75742000.02043514	394044612.8370523	469786612.85748744	200307500.32788584
491.372__7.98_2592	14404884.669040022	16729580.0	34864209.45171281	26547058.5291166	186234315.6478979	42783897.12114021	4834310.653231506	20978743.039058868	10618706.572769992	49317811.71086415	25861916.990557887	27002924.879508212	17673320.152720205	41442398.894542634	6704835.703973138	42351786.52344584	35066594.267742276	35066594.267742276	29199410.786778193	38000186.00822432	35066594.267742276	15032315.56455748	26547058.5291166	25861916.990557887	25861916.990557887	26547058.5291166	23420330.01480838	25861916.990557887	14146013.362745099	465869651.75790423	525998914.01613414	525998914.01613414	145997053.93389097	380001860.0822432	525998914.01613414	60129262.25822992
491.264_C27H38O8_4.55_1665	7544034.955982453	21270841.86657619	13339853.129473662	23908002.878289346	16986180.84520316	29538345.969853852	15906839.44399529	18473398.12203365	42566420.21426001	23729060.722197056	23433460.069362838	22629073.18693235	30873531.73118155	38905152.0	35417119.07981508	22958677.239889756	24301420.9476771	24301420.9476771	28202534.33023529	22350864.256398004	24301420.9476771	27993966.1440923	23433460.069362838	23433460.069362838	23433460.069362838	23908002.878289346	20551235.654482998	23433460.069362838	26751302.45905695	252545449.6387873	364521314.2151565	364521314.2151565	141012671.65117645	223508642.56398004	364521314.2151565	111975864.5763692
490.425__8.87_4878	18280651.5	14193493.021554096	38894394.21649737	15078484.915960314	81083090.63785185	33125402.092037898	33684587.50473005	12165278.180870816	8339295.438691625	43946876.087373115	39198813.65852589	77782048.65965764	7070529.93483017	61414121.98603898	5027096.660566496	32946154.8142979	32618944.299679093	32618944.299679093	22936710.311123412	37460061.29395693	32618944.299679093	31719115.384477373	33125402.092037898	33125402.092037898	33125402.092037898	15078484.915960314	36289490.86061371	33125402.092037898	21011941.47171084	362407702.9572769	489284164.4951864	489284164.4951864	114683551.55561706	374600612.9395693	489284164.4951864	126876461.5379095
490.409_C23H51N7O4_7.92_414	909560.2970421892	1555301.609340913	17870393.761128332	545787.859306486	25379759.769811146	33606249.50024763	40206737.87355558	57962332.230623715	78492535.23117696	11616242.646572655	52008227.01530002	67253501.67229012	73800135.80083156	38905152.0	7926584.962521833	22571417.422899537	33869233.481983274	33869233.481983274	25163223.369328927	38222238.53831045	33869233.481983274	64938227.644463554	17870393.761128332	33606249.50024763	33606249.50024763	11616242.646572655	39555944.936777785	33606249.50024763	70526818.73656084	248285591.6518949	508038502.22974914	508038502.22974914	125816116.84664464	382222385.3831045	508038502.22974914	259752910.57785422
489.354_C21H44N8O5_8.44_562	882450.8832143045	653703.40184627	35653592.31835677	1647407.935640555	33521227.0	19248197.41775666	18336371.634008262	51646332.02567791	39724884.943514735	28742270.57944836	39885442.05060105	53488007.15331037	49440273.17204898	42969092.31214765	586202.1626264721	23221447.098846912	27761696.999346554	27761696.999346554	18003292.855641317	32640899.07119917	27761696.999346554	40247384.225720584	28742270.57944836	33521227.0	33521227.0	19248197.41775666	37769517.18447891	33521227.0	44582579.05778186	255435918.08731604	416425454.9901983	416425454.9901983	90016464.27820659	326408990.7119917	416425454.9901983	160989536.90288234
489.295__3.36_4829	67368740.07126872	26811903.074490298	35445962.62040825	14427703.734749516	20852885.55999756	20658516.02071417	43469022.00190829	39163374.70790609	16948390.58679158	99299442.08203167	13686122.070655875	35660283.587666005	21360887.19060449	19310861.110990148	15613457.500000002	33876269.86847385	32671836.794678845	32671836.794678845	35629191.09975544	31193159.642140545	32671836.794678845	29359645.84174259	20852885.55999756	21360887.19060449	21360887.19060449	20658516.02071417	28403424.905506372	21360887.19060449	28510585.38913525	372638968.55321234	490077551.92018265	490077551.92018265	178145955.4987772	311931596.42140543	490077551.92018265	117438583.36697036
488.363_C32H45N3O_6.98_539	27510169.503173716	23404237.160470035	45561812.23047498	23227287.0	44045741.758339375	26485917.91271229	8419132.944671389	28978380.449270833	14992918.417084446	46510841.69808445	25100074.76350246	13315363.962830588	10479644.463929277	27778085.879334122	59342085.43621056	34358603.07196117	28343446.23867257	28343446.23867257	26924240.437670242	29053049.139173727	28343446.23867257	11801764.947128925	27778085.879334122	26485917.91271229	26485917.91271229	23404237.160470035	27644127.69125392	26485917.91271229	11897504.213379933	377944633.79157287	425151693.58008856	425151693.58008856	134621202.1883512	290530491.3917373	425151693.58008856	47207059.7885157
488.332_C24H45N3O7_8.39_642	7598268.5458305245	16729580.0	22714469.642574023	46436935.65429403	36410932.899132684	18742008.27095137	35676567.63967301	59641531.41351942	12601340.907162767	23846080.53927067	60376092.64369403	93123578.99329312	20322898.02925279	121303847.84919149	4596823.069564573	38036051.86618389	38674730.406493634	38674730.406493634	23671189.07433577	46176501.07257257	38674730.406493634	40431096.39234542	23846080.53927067	23846080.53927067	23846080.53927067	18742008.27095137	36043750.26940285	23846080.53927067	27999732.8344629	418396570.5280228	580120956.0974045	580120956.0974045	118355945.37167884	461765010.72572565	580120956.0974045	161724385.56938168
487.833_C8H12NO5P3S6_6.58_2080	26132979.33316472	32938266.143548544	31250693.42831304	22589820.237954695	23801250.48234225	18352087.465174552	3875698.799244749	33698817.5	18578618.93124663	45353272.23846819	32480204.661896173	7323467.295891093	36553273.497517824	39848816.642643064	84852877.42467295	35572644.14165256	30508676.272138573	30508676.272138573	27562413.003278524	31981807.906568587	30508676.272138573	16582764.630975075	32480204.661896173	31250693.42831304	31250693.42831304	22589820.237954695	31865449.045104608	31250693.42831304	12951043.113568861	391299085.5581782	457630144.0820786	457630144.0820786	137812065.01639262	319818079.06568587	457630144.0820786	66331058.5239003
487.36_C23H46N6O5_6.95_141	8755679.222221958	12238372.756156133	79396561.80008999	23227286.999999996	104630908.17990166	19646085.400491484	12655870.572002608	35788127.37942873	39913589.949238926	26126653.810416773	21207030.243755553	45208618.21185207	41763661.92055563	23916086.604187954	99235177.35441831	41287997.25009715	39580647.36031452	39580647.36031452	24230397.783260666	47255772.14884144	39580647.36031452	34885435.16341231	23916086.604187954	26126653.810416773	26126653.810416773	23227286.999999996	38775894.64999218	26126653.810416773	40838625.934897274	454167969.7510686	593709710.4047178	593709710.4047178	121151988.91630332	472557721.4884144	593709710.4047178	139541740.65364924
487.361_C25H48N3O6_7.68_2772	3508309.2695471365	112594251.67244115	8311829.4971955335	1873495.374030727	3731699.4808661295	22746610.0	13439812.91360549	44276930.38101704	62731227.35077987	2705839.8018361023	40779435.99681323	50951194.43790488	55511954.025876716	44243217.705022305	2855040.3360306597	26147878.137709092	31350723.216197796	31350723.216197796	40530284.83981757	26760942.404387914	31350723.216197796	45658547.182041734	8311829.4971955335	22746610.0	22746610.0	22746610.0	27109624.45520936	22746610.0	53231574.2318908	287626659.5148	470260848.24296695	470260848.24296695	202651424.19908786	267609424.04387912	470260848.24296695	182634188.72816694
487.294_C22H46O9S_6.19_1654	10323100.870570894	34493836.69682349	28091052.5	30816789.945221502	50920795.97796651	24455602.657251913	16608805.767781744	23825469.483656865	13152722.59595225	65437615.20528126	34791912.54623531	16188774.981075274	18248931.886863485	34322727.412282676	58459513.76138605	35994401.55060696	30675843.485889953	30675843.485889953	33671313.42010608	29178108.51878188	30675843.485889953	16049808.807918187	34322727.412282676	28091052.5	28091052.5	30816789.945221502	25958260.991828434	28091052.5	16398790.374428509	395938417.0566765	460137652.2883493	460137652.2883493	168356567.10053042	291781085.1878188	460137652.2883493	64199235.23167275
487.231_C19H38N2O10S_6.1_2715	15409141.181792906	20455941.77386453	13600704.635535331	41253940.91457348	74518277.10479055	19677109.430835795	11777896.713520138	18618813.46986562	9703669.532088362	30837997.0	60882741.504560344	24890936.803638715	15018143.09472731	71328481.30293615	42096045.44541014	37152653.97856044	31337989.32720929	31337989.32720929	24385731.730272435	34814118.12567772	31337989.32720929	15347661.535993632	30837997.0	20455941.77386453	20455941.77386453	20455941.77386453	21754875.136752166	20455941.77386453	13398019.904123724	408679193.7641648	470069839.90813935	470069839.90813935	121928658.65136218	348141181.2567772	470069839.90813935	61390646.14397453
485.854__8.38_267	2846428.912126116	8986775.863165906	28091052.5	23835049.70783596	20567333.18302785	29578043.219145693	19212242.968048446	26827437.248099227	13154662.340368789	31250792.03927194	26649335.54572	102202979.83078177	27071093.977956835	73157004.81853962	6879056.237045236	25333482.66127069	29353952.559408892	29353952.559408892	21361064.633957658	33350396.522134513	29353952.559408892	40410244.77928896	26649335.54572	26649335.54572	26649335.54572	23835049.70783596	26738386.396909613	26649335.54572	23141668.473002642	278668309.2739776	440309288.39113337	440309288.39113337	106805323.16978829	333503965.2213451	440309288.39113337	161640979.11715585
485.381_C24H48N6O4_8.0_601	12949429.831037818	12442545.64288596	42181511.96853676	34497655.798075624	33521227.0	24667076.581190474	8040377.788324372	41704223.927970186	11169956.463111412	30711318.85675988	45099503.11646355	27687427.978096355	13526024.003833473	58291580.01307949	9223005.06771002	31389916.163973615	27047524.269138355	27047524.269138355	22697710.668404672	29222431.069505204	27047524.269138355	15105946.558341403	33521227.0	27687427.978096355	27687427.978096355	24667076.581190474	30604327.489048176	27687427.978096355	12347990.233472442	345289077.80370975	405712864.03707534	405712864.03707534	113488553.34202336	292224310.695052	405712864.03707534	60423786.23336561
485.36_C25H54BNO2Se_8.71_3376	7451674.581347738	7300830.506615204	48380035.80042909	10106679.918359065	48546188.04725887	24868911.75394746	7643893.069032859	77634588.57056363	10220445.8609196	12326637.397732588	40102969.0	122859475.04143177	30370897.780362304	45000395.11281692	8945366.90211286	30060388.871925768	33450599.289528664	33450599.289528664	12964701.087514784	43693548.39053561	33450599.289528664	42773677.937936634	24868911.75394746	24868911.75394746	24868911.75394746	10220445.8609196	42551682.056408465	24868911.75394746	20295671.82064095	330664277.5911834	501758989.34292996	501758989.34292996	64823505.43757392	436935483.90535605	501758989.34292996	171094711.75174654
485.361_C25H46N6O2_7.67_1842	18280651.5	11901886.486013826	17418411.67309526	20396485.60370778	36936677.508831896	15001817.393313883	29911488.683269706	49905290.00098915	50207024.612953596	17410622.6463169	36089950.593637034	51325083.471137166	60228450.36960764	42389829.10027273	10100304.996112525	25075629.772935543	31166931.64261727	31166931.64261727	22983567.348461196	35258613.78969531	31166931.64261727	47918011.78424203	18280651.5	29911488.683269706	29911488.683269706	17410622.6463169	36513314.05123447	29911488.683269706	50766054.042045385	275831927.50229096	467503974.63925904	467503974.63925904	114917836.74230598	352586137.8969531	467503974.63925904	191672047.1369681
485.359_C22H44N8O4_6.78_3132	21669149.82309739	42986209.38785979	13683979.283066781	18511255.573871765	108546471.92567697	62887515.22649624	14997474.5	17520851.68719186	24605092.325352717	11998091.610496758	16617887.91051256	21949233.838827137	61575306.36168895	14531958.875474455	50816779.503091656	34524559.16425783	33526483.85551367	33526483.85551367	32197632.82481546	34190909.370862775	33526483.85551367	30781776.7564672	18511255.573871765	21669149.82309739	21669149.82309739	24605092.325352717	19595000.755144626	21669149.82309739	23277163.082089927	379770150.8068362	502897257.832705	502897257.832705	160988164.1240773	341909093.70862776	502897257.832705	123127107.0258688
485.322_C25H44N2O7_9.08_3781	34096565.17169914	43448068.06692593	10449023.106303971	48603697.251846746	9336177.293154914	12234938.987382747	15946910.26398135	18413365.7181438	49146099.30355281	30837997.0	58919484.26806637	20974591.381875053	12503206.057884183	116290999.88578075	11114513.214290032	35794984.54214495	32821042.46472585	32821042.46472585	36854160.12194164	30804483.636117958	32821042.46472585	24642701.75182335	30837997.0	20974591.381875053	20974591.381875053	43448068.06692593	17180137.991062574	20974591.381875053	18460750.8229282	393744829.9635944	492315636.9708877	492315636.9708877	184270800.60970822	308044836.3611796	492315636.9708877	98570807.0072934
