index	V21-hand-psoriasis-RF3	V21-hand-psoriasis-RF4	V21-hand-psoriasis-RE9	V21-hand-healthy-RE6	V21-hand-psoriasis-RE7	V21-arm-healthy-RD11	V21-hand-psoriasis-RF5	V21-arm-psoriasis-RE1	V21-arm-healthy-RE4	V21-hand-healthy-RF1	V21-hand-psoriasis-RF8	V21-hand-psoriasis-RF2	V21-hand-healthy-RE12	V21-arm-psoriasis-RD7	V21-arm-healthy-RD8	V21-hand-healthy-RE8	V21-hand-psoriasis-RF6	V21-arm-healthy-RD4	V21-hand-psoriasis-RE5	V21-arm-psoriasis-RD6	V21-arm-psoriasis-RD3	V21-hand-psoriasis-RE10	V21-hand-psoriasis-RF7	V21-hand-psoriasis-RF9	V21-arm-psoriasis-RD9	V21-arm-healthy-RD12	V21-arm-healthy-RD1	V21-arm-psoriasis-RE2	V21-arm-psoriasis-RD10	V21-hand-psoriasis-RE11	V21-hand-psoriasis-RF10	V21-arm-healthy-RD5	V21-arm-healthy-RE3	V21-arm-psoriasis-RD2	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_DESCRIPTION_hand	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_DESCRIPTION_hand	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_DESCRIPTION_hand	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
631.416_C30H63O11P_7.5_2059	1.0	5.0	6.0	3.0	11.0	2.0	8.0	4.0	2.0	7.0	9.0	6.0	2.0	35.0	89.0	2.0	3.0	104.0	5.0	5.0	36.0	1.0	6.0	3.0	6.0	6.0	4.0	4.0	2.0	1.0	5.0	5.0	6.0	10.0	19.333333333333332	20.0	11.882352941176471	11.882352941176471	4.666666666666667	11.882352941176471	7.818181818181818	4.5	5.5	5.0	5.0	5.0	5.0	5.0	232.0	320.0	404.0	404.0	84.0	404.0	172.0
631.353_C28H54O15_3.08_3930	4.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	8.0	12.0	12.0	4.0	4.0	4.0	4.0	24.0	4.333333333333333	7.25	5.764705882352941	5.764705882352941	4.444444444444445	5.764705882352941	6.545454545454546	4.0	4.0	4.0	4.0	4.0	4.0	4.0	52.0	116.0	196.0	196.0	80.0	196.0	144.0
631.346_C24H56N6O8Se_7.85_1456	2.0	6.0	16.0	10.0	2.0	4.0	4.0	4.0	10.0	4.0	2.0	2.0	2.0	4.0	10.0	14.0	8.0	24.0	4.0	2.0	8.0	6.0	8.0	4.0	2.0	10.0	6.0	18.0	4.0	2.0	8.0	4.0	2.0	4.0	8.333333333333334	7.25	6.470588235294118	6.470588235294118	5.777777777777778	6.470588235294118	5.454545454545454	8.0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	116.0	220.0	220.0	104.0	220.0	120.0
630.952__8.1_4562	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	12.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	24.0	5.0	6.25	5.0588235294117645	5.0588235294117645	4.0	5.0588235294117645	5.090909090909091	4.0	4.0	4.0	4.0	4.0	4.0	4.0	60.0	100.0	172.0	172.0	72.0	172.0	112.0
630.452__7.96_3390	4.285714285714286	2.857142857142857	5.0	7.142857142857143	2.142857142857143	5.714285714285714	5.0	3.5714285714285716	3.5714285714285716	5.714285714285714	5.714285714285714	4.285714285714286	1.4285714285714286	4.285714285714286	5.714285714285714	11.428571428571429	7.142857142857143	1.4285714285714286	2.857142857142857	14.285714285714286	2.857142857142857	7.857142857142858	5.714285714285714	1.4285714285714286	5.0	2.857142857142857	16.42857142857143	10.714285714285715	5.0	1.4285714285714286	2.142857142857143	1.4285714285714286	6.428571428571429	4.285714285714286	5.773809523809525	5.8482142857142865	5.2100840336134455	5.2100840336134455	4.642857142857142	5.2100840336134455	4.902597402597403	5.714285714285714	4.642857142857142	4.642857142857142	4.642857142857142	4.642857142857142	4.642857142857142	4.285714285714286	69.28571428571429	93.57142857142858	177.14285714285714	177.14285714285714	83.57142857142857	177.14285714285714	107.85714285714286
630.407_C29H59NO13_5.08_3253	4.0	4.0	4.0	8.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	16.0	4.333333333333333	5.5	5.0588235294117645	5.0588235294117645	4.666666666666667	5.0588235294117645	5.454545454545454	4.0	4.0	4.0	4.0	4.0	4.0	4.0	52.0	88.0	172.0	172.0	84.0	172.0	120.0
630.399__6.21_3353	6.461538461538462	16.153846153846153	6.461538461538462	6.461538461538462	3.230769230769231	3.230769230769231	6.461538461538462	3.230769230769231	3.230769230769231	3.230769230769231	6.461538461538462	3.230769230769231	3.230769230769231	6.461538461538462	16.153846153846153	3.230769230769231	6.461538461538462	6.461538461538462	9.692307692307692	3.230769230769231	12.923076923076923	3.230769230769231	3.230769230769231	3.230769230769231	6.461538461538462	3.230769230769231	6.461538461538462	3.230769230769231	3.230769230769231	3.230769230769231	3.230769230769231	3.230769230769231	6.461538461538462	16.153846153846153	5.384615384615384	6.461538461538462	5.891402714932126	5.891402714932126	5.384615384615384	5.891402714932126	6.1678321678321675	3.230769230769231	4.846153846153847	3.230769230769231	3.230769230769231	3.230769230769231	3.230769230769231	4.846153846153847	64.61538461538461	103.38461538461539	200.3076923076923	200.3076923076923	96.92307692307692	200.3076923076923	135.69230769230768
629.954__8.79_1952	5.5	5.5	6.0	7.0	3.0	5.5	5.5	4.0	3.0	3.5	4.0	4.5	1.0	3.0	5.0	4.5	5.0	6.5	3.0	5.5	13.5	6.5	3.5	10.5	5.0	4.5	20.5	2.5	2.5	1.0	1.5	6.0	1.5	37.5	5.708333333333333	7.875	6.088235294117647	6.088235294117647	4.5	6.088235294117647	6.295454545454546	4.75	5.0	4.75	4.75	4.5	4.75	4.75	68.5	126.0	207.0	207.0	81.0	207.0	138.5
629.455_C27H56N12O5_8.39_2231	10.0	6.25	3.25	3.0	2.75	16.25	3.0	2.5	4.25	2.25	7.75	4.5	1.25	3.75	6.5	3.25	1.5	3.75	10.25	6.0	10.0	7.5	2.0	7.25	7.75	3.0	22.0	3.75	2.75	5.25	5.0	6.5	1.0	38.75	6.083333333333333	8.65625	6.602941176470588	6.602941176470588	4.777777777777778	6.602941176470588	6.886363636363637	3.5	5.125	4.375	4.375	3.875	4.375	5.125	73.0	138.5	224.5	224.5	86.0	224.5	151.5
629.446__4.89_6035	5.647058823529412	5.647058823529412	2.823529411764706	5.647058823529412	2.823529411764706	2.823529411764706	5.647058823529412	2.823529411764706	2.823529411764706	5.647058823529412	5.647058823529412	11.294117647058824	5.647058823529412	2.823529411764706	2.823529411764706	2.823529411764706	5.647058823529412	8.470588235294118	2.823529411764706	11.294117647058824	5.647058823529412	2.823529411764706	5.647058823529412	2.823529411764706	5.647058823529412	2.823529411764706	2.823529411764706	5.647058823529412	5.647058823529412	2.823529411764706	5.647058823529412	5.647058823529412	2.823529411764706	2.823529411764706	4.235294117647058	4.588235294117647	4.73356401384083	4.73356401384083	4.862745098039216	4.73356401384083	5.005347593582887	2.823529411764706	2.823529411764706	5.647058823529412	5.647058823529412	5.647058823529412	5.647058823529412	5.647058823529412	50.823529411764696	73.41176470588235	160.94117647058823	160.94117647058823	87.52941176470588	160.94117647058823	110.11764705882352
628.911__7.66_2176	4.0	4.0	20.0	4.0	4.0	4.0	4.0	8.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	16.0	8.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	24.0	5.666666666666667	7.25	6.117647058823529	6.117647058823529	5.111111111111111	6.117647058823529	6.363636363636363	4.0	4.0	4.0	4.0	4.0	4.0	4.0	68.0	116.0	208.0	208.0	92.0	208.0	140.0
628.499_C33H65N5O6_7.3_61	5.504823151125402	6.327974276527331	6.636655948553055	0.36012861736334406	4.861736334405145	3.7556270096463025	4.990353697749196	3.472668810289389	3.472668810289389	4.192926045016077	6.096463022508039	5.041800643086817	2.9839228295819935	3.7556270096463025	4.270096463022508	5.736334405144695	5.453376205787781	5.916398713826367	3.729903536977492	5.016077170418006	5.093247588424437	4.244372990353698	5.684887459807074	4.501607717041801	2.8810289389067525	5.093247588424437	4.733118971061093	4.758842443729904	4.192926045016077	2.855305466237942	6.739549839228296	4.090032154340836	4.398713826366559	5.530546623794212	4.083601286173633	4.40192926045016	4.599205598638169	4.599205598638169	4.774562343694176	4.599205598638169	4.8804443145279155	4.231511254019292	4.334405144694534	4.745980707395498	4.745980707395498	5.016077170418006	4.745980707395498	5.003215434083601	49.0032154340836	70.43086816720256	156.37299035369773	156.37299035369773	85.94212218649517	156.37299035369773	107.36977491961414
628.194_C17H29N11O15_8.2_3007	19.28338762214984	4.95114006514658	4.690553745928339	2.47557003257329	4.299674267100977	3.257328990228013	31.791530944625407	3.5179153094462543	5.602605863192182	6.1237785016286646	4.039087947882736	65.92833876221499	1.1726384364820848	1.4332247557003257	3.3876221498371337	75.96091205211727	74.78827361563518	2.47557003257329	117.65472312703584	2.214983713355049	5.211726384364821	39.21824104234528	12.37785016286645	1.5635179153094463	9.64169381107492	24.104234527687296	2.736156351791531	101.36807817589576	4.690553745928339	5.863192182410423	3.648208469055375	2.3452768729641695	62.41042345276873	2.8664495114006514	16.004343105320306	14.82899022801303	20.973366545315194	20.973366545315194	26.435034382917124	20.973366545315194	23.68374296713059	3.3224755700325734	3.452768729641694	4.82084690553746	4.82084690553746	5.993485342019544	4.82084690553746	5.081433224755701	192.05211726384366	237.26384364820848	713.0944625407166	713.0944625407166	475.8306188925082	713.0944625407166	521.042345276873
627.973__7.92_5160	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.5	4.235294117647059	4.235294117647059	4.0	4.235294117647059	4.363636363636363	4.0	4.0	4.0	4.0	4.0	4.0	4.0	48.0	72.0	144.0	144.0	72.0	144.0	96.0
627.48_C29H58N10O5_8.99_1584	1.6	8.0	11.2	11.2	8.8	3.2	8.0	2.4	4.0	1.6	9.6	4.0	5.6	0.8	3.2	5.6	14.4	8.0	6.4	13.6	4.0	2.4	7.2	4.0	3.2	1.6	4.0	6.4	5.6	2.4	8.8	4.8	2.4	2.4	4.6	4.35	5.6000000000000005	5.6000000000000005	6.711111111111111	5.6000000000000005	6.145454545454546	4.0	3.6	4.4	4.4	6.800000000000001	4.4	6.0	55.199999999999996	69.6	190.4	190.4	120.8	190.4	135.20000000000002
627.473__8.7_3152	2.0	5.0	5.0	7.0	2.0	1.5	8.5	1.5	4.5	4.5	2.5	2.0	0.5	5.0	8.5	5.5	5.5	10.5	3.0	8.0	6.5	5.5	5.0	4.5	5.0	2.0	10.5	7.5	2.5	3.0	4.0	5.0	2.0	29.5	5.166666666666667	6.875	5.4411764705882355	5.4411764705882355	4.166666666666667	5.4411764705882355	5.590909090909091	4.75	5.0	5.0	5.0	4.5	5.0	5.0	62.0	110.0	185.0	185.0	75.0	185.0	123.0
627.468_C35H70NO3Se_6.64_1561	4.0310077519379846	8.372093023255813	9.147286821705427	7.441860465116279	6.3565891472868215	5.426356589147287	5.116279069767442	4.496124031007752	3.875968992248062	2.945736434108527	5.891472868217054	4.496124031007752	3.1007751937984493	4.8062015503875966	3.7209302325581395	5.5813953488372094	4.651162790697675	2.4806201550387597	2.945736434108527	4.341085271317829	4.8062015503875966	3.4108527131782944	4.496124031007752	4.496124031007752	4.341085271317829	5.426356589147287	4.0310077519379846	4.496124031007752	3.1007751937984493	3.565891472868217	3.4108527131782944	4.961240310077519	5.271317829457364	4.341085271317829	4.521963824289406	4.370155038759689	4.687642498860009	4.687642498860009	4.969853574504738	4.687642498860009	4.778012684989428	4.496124031007752	4.4186046511627906	4.496124031007752	4.496124031007752	4.496124031007752	4.496124031007752	4.496124031007752	54.26356589147287	69.92248062015503	159.3798449612403	159.3798449612403	89.45736434108528	159.3798449612403	105.11627906976743
627.393__5.17_4884	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.666666666666667	4.75	4.470588235294118	4.470588235294118	4.222222222222222	4.470588235294118	4.363636363636363	4.0	4.0	4.0	4.0	4.0	4.0	4.0	56.0	76.0	152.0	152.0	76.0	152.0	96.0
627.268_C31H38N4O10_5.14_2236	5.185185185185185	11.925925925925926	1.5555555555555556	3.6296296296296298	1.5555555555555556	5.703703703703703	3.111111111111111	7.2592592592592595	5.185185185185185	4.148148148148148	5.703703703703703	6.222222222222222	1.5555555555555556	6.7407407407407405	5.703703703703703	1.5555555555555556	4.666666666666667	11.407407407407407	4.148148148148148	3.111111111111111	6.7407407407407405	2.074074074074074	3.111111111111111	4.148148148148148	5.703703703703703	4.666666666666667	5.185185185185185	3.6296296296296298	1.5555555555555556	1.5555555555555556	3.111111111111111	5.703703703703703	4.148148148148148	5.703703703703703	4.882716049382715	5.5092592592592595	4.620915032679739	4.620915032679739	3.83127572016461	4.620915032679739	4.478114478114478	4.925925925925926	5.703703703703703	4.407407407407407	4.407407407407407	3.3703703703703702	4.407407407407407	4.148148148148148	58.59259259259258	88.14814814814815	157.11111111111111	157.11111111111111	68.96296296296298	157.11111111111111	98.51851851851853
626.485_C32H67NO10_7.63_2246	5.379310344827585	8.275862068965516	8.689655172413792	3.724137931034482	7.86206896551724	3.724137931034482	3.724137931034482	3.3103448275862064	4.551724137931034	1.6551724137931032	5.793103448275861	3.3103448275862064	2.068965517241379	4.137931034482758	2.8965517241379306	7.86206896551724	7.034482758620689	10.344827586206895	3.3103448275862064	7.86206896551724	7.86206896551724	7.448275862068964	3.724137931034482	2.8965517241379306	2.482758620689655	5.793103448275861	13.655172413793101	3.724137931034482	7.86206896551724	0.8275862068965516	2.8965517241379306	6.206896551724137	1.6551724137931032	14.482758620689653	5.344827586206897	6.284482758620689	5.501014198782961	5.501014198782961	4.804597701149425	5.501014198782961	5.586206896551723	4.137931034482758	5.1724137931034475	4.344827586206896	4.344827586206896	3.724137931034482	4.344827586206896	4.758620689655172	64.13793103448276	100.55172413793102	187.03448275862067	187.03448275862067	86.48275862068965	187.03448275862067	122.89655172413791
626.436__7.66_1505	2.526315789473684	8.842105263157894	6.31578947368421	6.31578947368421	3.789473684210526	5.052631578947368	7.578947368421052	2.526315789473684	1.263157894736842	15.157894736842104	5.052631578947368	10.105263157894736	1.263157894736842	3.789473684210526	7.578947368421052	3.789473684210526	3.789473684210526	3.789473684210526	1.263157894736842	15.157894736842104	1.263157894736842	3.789473684210526	2.526315789473684	5.052631578947368	20.210526315789473	6.31578947368421	13.894736842105262	6.31578947368421	10.105263157894736	1.263157894736842	3.789473684210526	1.263157894736842	2.526315789473684	11.368421052631579	5.6842105263157885	7.026315789473685	6.018575851393188	6.018575851393188	5.122807017543859	6.018575851393188	6.200956937799043	4.421052631578947	5.684210526315789	4.421052631578947	4.421052631578947	3.789473684210526	4.421052631578947	4.421052631578947	68.21052631578947	112.42105263157896	204.6315789473684	204.6315789473684	92.21052631578945	204.6315789473684	136.42105263157893
625.93__7.69_1049	8.0	2.0	4.0	8.0	2.0	4.0	2.0	4.0	2.0	4.0	4.0	2.0	2.0	6.0	4.0	6.0	6.0	6.0	2.0	14.0	6.0	2.0	6.0	4.0	2.0	4.0	20.0	6.0	2.0	2.0	6.0	2.0	2.0	14.0	5.333333333333333	6.125	5.0	5.0	4.0	5.0	4.818181818181818	4.0	4.0	4.0	4.0	4.0	4.0	4.0	64.0	98.0	170.0	170.0	72.0	170.0	106.0
625.487_C30H60N10O4_7.63_2664	5.735849056603773	7.547169811320755	8.150943396226415	3.3207547169811322	4.830188679245283	3.018867924528302	4.226415094339623	1.509433962264151	2.7169811320754715	6.6415094339622645	9.660377358490566	3.3207547169811322	3.3207547169811322	2.7169811320754715	6.339622641509434	8.150943396226415	4.830188679245283	8.754716981132075	5.433962264150943	6.339622641509434	8.754716981132075	3.3207547169811322	6.339622641509434	9.056603773584905	0.9056603773584906	2.7169811320754715	2.4150943396226414	4.226415094339623	2.7169811320754715	1.8113207547169812	4.528301886792453	2.4150943396226414	2.4150943396226414	7.547169811320755	4.352201257861636	4.09433962264151	4.874583795782463	4.874583795782463	5.568134171907757	4.874583795782463	5.1595197255574625	3.169811320754717	2.7169811320754715	4.377358490566038	4.377358490566038	5.132075471698113	4.377358490566038	4.830188679245283	52.22641509433963	65.50943396226415	165.73584905660377	165.73584905660377	100.22641509433963	165.73584905660377	113.50943396226417
625.45__6.28_5432	6.461538461538462	3.230769230769231	6.461538461538462	3.230769230769231	3.230769230769231	3.230769230769231	9.692307692307692	6.461538461538462	3.230769230769231	6.461538461538462	3.230769230769231	3.230769230769231	3.230769230769231	6.461538461538462	6.461538461538462	6.461538461538462	3.230769230769231	3.230769230769231	3.230769230769231	6.461538461538462	3.230769230769231	6.461538461538462	6.461538461538462	6.461538461538462	3.230769230769231	3.230769230769231	6.461538461538462	19.384615384615383	6.461538461538462	3.230769230769231	3.230769230769231	3.230769230769231	3.230769230769231	3.230769230769231	4.307692307692308	5.451923076923077	5.131221719457013	5.131221719457013	4.846153846153846	5.131221719457013	5.58041958041958	3.230769230769231	3.230769230769231	3.230769230769231	3.230769230769231	3.230769230769231	3.230769230769231	4.846153846153847	51.6923076923077	87.23076923076923	174.46153846153845	174.46153846153845	87.23076923076923	174.46153846153845	122.76923076923076
625.446_C34H60N2O8_7.33_1971	8.0	11.818181818181818	3.6363636363636362	2.5454545454545454	5.454545454545454	6.181818181818182	4.909090909090909	3.090909090909091	2.0	13.090909090909092	4.0	4.7272727272727275	2.5454545454545454	3.6363636363636362	2.5454545454545454	5.2727272727272725	2.1818181818181817	6.181818181818182	4.363636363636363	7.2727272727272725	4.0	2.0	2.0	4.0	22.90909090909091	4.363636363636363	8.727272727272727	5.636363636363637	3.272727272727273	2.1818181818181817	6.0	2.5454545454545454	3.4545454545454546	4.363636363636363	4.954545454545454	5.636363636363637	5.262032085561498	5.262032085561498	4.92929292929293	5.262032085561498	5.429752066115703	3.909090909090909	4.181818181818182	4.181818181818182	4.181818181818182	4.181818181818182	4.181818181818182	4.181818181818182	59.454545454545446	90.18181818181819	178.90909090909093	178.90909090909093	88.72727272727273	178.90909090909093	119.45454545454545
625.414_C28H52N10O6_6.08_3969	8.0	2.0	4.0	6.0	2.0	2.0	6.0	6.0	4.0	2.0	4.0	4.0	8.0	8.0	6.0	6.0	2.0	24.0	6.0	2.0	6.0	2.0	4.0	4.0	10.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	10.0	8.0	6.5	6.375	5.176470588235294	5.176470588235294	4.111111111111111	5.176470588235294	4.454545454545454	5.0	5.0	4.0	4.0	4.0	4.0	4.0	78.0	102.0	176.0	176.0	74.0	176.0	98.0
625.359_C30H63O6PSe_7.01_1412	6.923076923076923	3.076923076923077	10.153846153846153	9.846153846153847	6.153846153846154	3.230769230769231	3.230769230769231	2.6153846153846154	4.153846153846154	4.153846153846154	6.923076923076923	4.153846153846154	1.8461538461538463	4.769230769230769	6.0	6.615384615384615	2.4615384615384617	10.923076923076923	5.6923076923076925	5.846153846153846	3.3846153846153846	4.3076923076923075	6.461538461538462	3.6923076923076925	3.230769230769231	9.384615384615385	6.0	6.153846153846154	5.6923076923076925	1.6923076923076923	4.615384615384615	1.0769230769230769	2.1538461538461537	7.230769230769231	5.44871794871795	5.115384615384615	5.113122171945701	5.113122171945701	5.111111111111111	5.113122171945701	4.93006993006993	5.076923076923077	5.230769230769231	4.692307692307692	4.692307692307692	4.461538461538462	4.692307692307692	4.692307692307692	65.3846153846154	81.84615384615384	173.84615384615384	173.84615384615384	92.0	173.84615384615384	108.46153846153847
625.319_C28H44N6O10_5.36_634	4.666666666666667	7.666666666666667	6.708333333333333	3.7916666666666665	4.375	4.416666666666667	3.5416666666666665	4.375	3.3333333333333335	3.5	4.875	5.583333333333333	2.2083333333333335	5.291666666666667	6.25	3.4166666666666665	3.375	6.291666666666667	4.125	4.791666666666667	6.75	2.75	3.875	4.208333333333333	6.833333333333333	4.208333333333333	12.25	4.0	3.375	0.9583333333333334	3.5416666666666665	4.833333333333333	5.333333333333333	5.208333333333333	4.986111111111112	5.471354166666666	4.7267156862745106	4.7267156862745106	4.064814814814814	4.7267156862745106	4.5852272727272725	4.3125	5.020833333333333	4.375	4.375	3.833333333333333	4.375	4.375	59.83333333333334	87.54166666666666	160.70833333333337	160.70833333333337	73.16666666666666	160.70833333333337	100.87499999999999
624.466__7.55_4966	2.5	7.5	7.5	2.5	2.5	2.5	7.5	10.0	5.0	10.0	5.0	5.0	2.5	2.5	5.0	5.0	10.0	7.5	2.5	7.5	2.5	2.5	2.5	5.0	7.5	5.0	5.0	2.5	5.0	2.5	10.0	5.0	5.0	7.5	5.0	5.3125	5.220588235294118	5.220588235294118	5.138888888888889	5.220588235294118	5.340909090909091	5.0	5.0	5.0	5.0	5.0	5.0	5.0	60.0	85.0	177.5	177.5	92.5	177.5	117.5
623.508_C34H70O9_8.57_2234	4.3146067415730345	8.629213483146069	5.393258426966293	6.202247191011237	2.966292134831461	5.123595505617978	5.932584269662922	4.044943820224719	3.775280898876405	0.8089887640449439	4.584269662921349	2.1573033707865172	1.6179775280898878	2.966292134831461	1.3483146067415732	7.55056179775281	3.50561797752809	7.01123595505618	2.4269662921348316	6.741573033707866	1.0786516853932586	7.55056179775281	4.044943820224719	3.50561797752809	3.50561797752809	5.932584269662922	2.4269662921348316	10.51685393258427	5.393258426966293	2.966292134831461	8.089887640449438	4.3146067415730345	3.775280898876405	6.202247191011237	4.157303370786518	4.6348314606741585	4.600132187706543	4.600132187706543	4.569288389513108	4.600132187706543	4.841675178753831	4.04494382022472	4.179775280898877	4.179775280898877	4.179775280898877	4.179775280898877	4.179775280898877	4.179775280898877	49.88764044943821	74.15730337078654	156.40449438202248	156.40449438202248	82.24719101123596	156.40449438202248	106.51685393258428
623.464_C31H64N6O4_9.44_1520	4.0	4.0	2.0	2.0	8.0	4.0	12.0	24.0	6.0	4.0	4.0	14.0	2.0	10.0	14.0	10.0	8.0	2.0	4.0	12.0	6.0	2.0	2.0	10.0	2.0	4.0	6.0	6.0	8.0	4.0	2.0	2.0	2.0	4.0	4.833333333333333	7.0	6.176470588235294	6.176470588235294	5.444444444444445	6.176470588235294	6.909090909090909	4.0	6.0	4.0	4.0	4.0	4.0	5.0	58.0	112.0	210.0	210.0	98.0	210.0	152.0
623.452_C30H63N4O7P_7.94_2736	5.0	5.0	4.090909090909091	5.0	7.2727272727272725	4.090909090909091	5.0	5.454545454545454	4.545454545454545	5.909090909090908	3.1818181818181817	2.727272727272727	1.3636363636363635	3.1818181818181817	3.1818181818181817	9.09090909090909	4.090909090909091	6.8181818181818175	3.1818181818181817	2.727272727272727	9.545454545454545	4.545454545454545	5.0	2.2727272727272725	2.727272727272727	4.545454545454545	5.454545454545454	8.181818181818182	7.2727272727272725	2.2727272727272725	1.8181818181818181	3.6363636363636362	6.8181818181818175	4.545454545454545	5.037878787878788	5.170454545454545	4.692513368983957	4.692513368983957	4.267676767676766	4.692513368983957	4.5041322314049586	4.7727272727272725	4.545454545454545	4.545454545454545	4.545454545454545	4.318181818181818	4.545454545454545	4.318181818181818	60.45454545454545	82.72727272727272	159.54545454545453	159.54545454545453	76.8181818181818	159.54545454545453	99.0909090909091
623.428_C34H58N2O8_6.77_2019	5.2682926829268295	6.439024390243903	6.439024390243903	4.682926829268292	2.5365853658536586	4.878048780487805	15.414634146341463	6.829268292682927	2.1463414634146343	7.414634146341464	2.341463414634146	3.902439024390244	2.1463414634146343	2.731707317073171	4.097560975609756	3.902439024390244	1.5609756097560976	2.731707317073171	5.463414634146342	2.5365853658536586	9.560975609756097	4.097560975609756	1.5609756097560976	4.097560975609756	19.121951219512194	3.1219512195121952	13.658536585365853	10.146341463414634	2.731707317073171	2.341463414634146	4.878048780487805	1.7560975609756098	6.2439024390243905	3.707317073170732	4.7317073170731705	6.0	5.308464849354376	5.308464849354376	4.693766937669377	5.308464849354376	5.623059866962306	4.0	3.902439024390244	4.097560975609756	4.097560975609756	4.097560975609756	4.097560975609756	4.097560975609756	56.78048780487805	96.0	180.4878048780488	180.4878048780488	84.48780487804879	180.4878048780488	123.70731707317073
623.425_C21H50N16O6_6.49_1812	5.142857142857143	6.666666666666667	1.9047619047619047	4.571428571428571	2.857142857142857	4.9523809523809526	15.047619047619047	6.476190476190476	3.4285714285714284	7.809523809523809	2.2857142857142856	4.380952380952381	5.142857142857143	2.6666666666666665	4.0	3.4285714285714284	1.5238095238095237	3.238095238095238	5.142857142857143	3.619047619047619	9.333333333333334	4.0	1.5238095238095237	4.0	1.7142857142857142	10.476190476190476	13.523809523809524	9.904761904761905	2.6666666666666665	2.2857142857142856	5.714285714285714	1.7142857142857142	6.095238095238095	1.7142857142857142	5.698412698412699	5.345238095238095	4.969187675070029	4.969187675070029	4.634920634920634	4.969187675070029	4.57142857142857	4.761904761904762	3.8095238095238093	4.0	4.0	4.190476190476191	4.0	3.8095238095238093	68.38095238095238	85.52380952380952	168.952380952381	168.952380952381	83.42857142857142	168.952380952381	100.57142857142856
623.423_C27H58N8O6S_7.97_2173	2.6181818181818177	6.1090909090909085	6.1090909090909085	2.6181818181818177	5.236363636363635	5.236363636363635	3.4909090909090903	2.6181818181818177	1.7454545454545451	3.4909090909090903	1.7454545454545451	2.6181818181818177	2.6181818181818177	0.8727272727272726	4.363636363636363	6.1090909090909085	10.47272727272727	2.6181818181818177	5.236363636363635	6.1090909090909085	2.6181818181818177	1.7454545454545451	4.363636363636363	1.7454545454545451	7.854545454545454	4.363636363636363	12.218181818181817	6.981818181818181	5.236363636363635	4.363636363636363	0.8727272727272726	5.236363636363635	1.7454545454545451	7.854545454545454	4.363636363636362	4.854545454545454	4.389304812834224	4.389304812834224	3.9757575757575747	4.389304812834224	4.403305785123967	3.927272727272727	4.799999999999999	4.363636363636363	4.363636363636363	3.4909090909090903	4.363636363636363	4.363636363636363	52.36363636363635	77.67272727272726	149.23636363636362	149.23636363636362	71.56363636363635	149.23636363636362	96.87272727272727
