index	V1-Right-elbow-healthy-A12	V1-Left-elbow-psoriasis-RB1	V1-Left-elbow-Healthy-RD3	V1-Left-elbow-Healthy-RC11	V1-Left-elbow-Psoriasis-RD1	V1-Right-hairline-healthy-A7	V1-Left-elbow-Psoriasis-RD6	V1-Right-hairline-psoriasis-A6	V1-Right-elbow-psoriasis-A10	V1-Left-elbow-Healthy-RC6	V1-Left-elbow-Psoriasis-RD2	V1-Left-elbow-healthy-RB4	V1-Left-elbow-Healthy-RC5	V1-Mid-lower-back-psoriasis-RB5	V1-Left-elbow-Healthy-RD5	V1-Left-elbow-Healthy-RC2	V1-Left-elbow-Healthy-RD4	V1-Left-elbow-Psoriasis-RC12	V1-Left-elbow-Healthy-RC1	V1-Right-hairline-healthy-A8	V1-Left-elbow-Psoriasis-RD8	V1-Left-elbow-Healthy-RC4	V1-Mid-lower-back-psoriasis-RB6	V1-Left-elbow-Healthy-RC8	V1-Left-elbow-Healthy-RC10	V1-Left-elbow-Healthy-RC9	V1-Left-elbow-Healthy-RC3	V1-Right-elbow-healthy-A11	V1-Right-elbow-psoriasis-A9	V1-Left-elbow-Healthy-RC7	V1-Left-elbow-Psoriasis-RD7	V1-Left-elbow-healthy-RB3	V1-Mid-lower-back-healthy-RB7	V1-Left-elbow-psoriasis-RB2	V1-Mid-lower-back-healthy-RB8	V1-Right-hairline-psoriasis-A5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_Left_elbow	GROUP_MEAN_Sex_female	GROUP_MEAN_Body_side_na	GROUP_MEAN_DESCRIPTION_Right_hairline	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_Right_elbow	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_1	GROUP_MEAN_DESCRIPTION_Mid_lower_back	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_Left_elbow	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_Body_side_na	GROUP_MEDIAN_DESCRIPTION_Right_hairline	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_Right_elbow	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_1	GROUP_MEDIAN_DESCRIPTION_Mid_lower_back	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_Left_elbow	GROUP_SUM_Sex_female	GROUP_SUM_Body_side_na	GROUP_SUM_DESCRIPTION_Right_hairline	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_Right_elbow	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_1	GROUP_SUM_DESCRIPTION_Mid_lower_back	GROUP_SUM_DESCRIPTION_2_psoriasis
562.343_C18H47N11O7S_3.44_3269	49478908.990453176	17212912.251929518	20730975.35534913	54251054.0628673	37819295.59614224	121047875.10657316	37434576.905576676	32295537.457939286	107022842.35701972	16812723.312399406	55098984.55169562	17338118.57122426	18270600.84057857	19308361.929083694	56193627.76203764	26785711.453617405	149122789.60515353	14443275.783813307	24159661.311105896	113083812.97968884	27320673.03796141	32709986.787618283	31032409.684078876	21409952.34313362	25210079.02342287	16681371.56683366	22118798.306601547	39787285.709191896	13247342.067974411	20484691.711671215	15466028.52681645	40324263.72489533	17331928.595888343	117820410.24298634	17863518.51942437	16799965.867019583	41872624.34726043	36884190.10980964	40653343.10832686	21384054.68211882	70806797.85280523	43408929.12267709	52384094.7811598	41188609.37180197	40653343.10832686	21384054.68211882	38737329.73285979	24684870.167264383	24684870.167264383	25997895.238520138	18585940.224254034	72689675.21881406	27320673.03796141	44633097.349822536	17338118.57122426	25997895.238520138	18585940.224254034	29176541.36102014	921197735.6397295	885220562.6354313	1463520351.899767	85536218.72847527	283227191.4112209	1172041086.3122814	209536379.1246392	205943046.85900986	1463520351.899767	85536218.72847527	542322616.2600371
562.328__6.98_5705	93143800.82013854	31167921.496944323	36370411.89443991	24018195.493986055	29318564.919897813	71890322.68150805	34940617.36648673	23846636.93286864	19708100.547241155	21109236.649365406	24284019.39015801	27439569.932381928	33767147.00859721	26544108.96717786	27449366.71633435	39115348.87231855	42903112.005707756	16120747.335274383	26072368.86088499	32596123.549856793	20236682.825131673	28139033.969497558	37392845.18207328	47682680.8442645	44948339.95031065	22613387.511912145	20222224.989233147	17505220.636059117	41860288.912649184	18007217.768125642	27183668.380694456	60240510.27209114	23143868.51004352	21624096.079837736	17492725.83189348	29336510.888625912	35266827.944043204	30207269.605578173	32206528.444278102	26143387.122797035	39417398.51321485	32315892.17810812	43054352.729021996	36466477.338780865	32206528.444278102	26143387.122797035	27397486.37321865	27794200.342915952	27444468.32435814	27444468.32435814	24843988.738610692	30966317.21924135	27449366.71633435	30784194.729945168	31167921.496944323	27444468.32435814	24843988.738610692	26863888.67393616	775870214.7689505	724974470.5338762	1159435023.9940116	104573548.49118814	157669594.0528594	872529088.8089192	172217410.91608799	182332386.6939043	1159435023.9940116	104573548.49118814	383564809.2250611
561.487_C26H60N10O3_7.51_4266	16875296.928311687	510520964.7287768	273725484.90096074	21327714.80578729	88639731.03931877	69649181.8564536	31241379.473899852	183159812.65695497	331961133.66370887	33952466.22009838	312413696.4054829	18474012.74144737	19385342.387844663	18811074.656609833	12971963.8859249	18836003.78884456	14215851.138059374	15637436.5690702	18125214.24538804	123006660.33957002	297416629.89448804	50130235.94136701	127612605.38337222	25197106.925039895	13332118.317014175	15987123.238819025	20055720.028429266	10924536.380759742	237933354.0339629	22102833.50075421	290189433.70113057	16673808.382752495	10302814.798114879	170331729.736679	16703625.64232832	44586319.21253163	38270687.10882134	96286833.41655739	97289178.26527934	43357530.12010631	105100493.51637755	87964682.49800044	149423580.2516858	190786773.9247237	97289178.26527934	43357530.12010631	190032521.51114187	18655008.265145965	21715274.15327075	23649970.212897055	17757350.149469078	96327921.0980118	25197106.925039895	127404325.48113729	170331729.736679	23649970.212897055	17757350.149469078	176745771.19681698	841955116.3940696	2310884001.9973774	3502410417.550056	173430120.48042524	420401974.0655102	2375046427.446012	597694321.0067432	953933869.6236186	3502410417.550056	173430120.48042524	2660455301.1559863
561.416__8.66_3262	31422159.54948956	42667524.97548708	16646788.37464882	17639131.47813284	19495883.30483262	25235648.7056033	21004493.322468475	17226815.84414878	41538273.638170965	38925726.33920931	14627525.280155215	36569116.161164515	43293208.8929434	46704433.30213973	22455078.84212423	33051684.57924939	50265491.235867955	19383896.572685592	269629538.3398443	44564546.24502023	28547542.374884427	21839731.84278508	20663727.18413725	25481393.915270373	41993988.79179703	20482281.126754265	13041295.157940201	18800760.777407117	34076613.83312259	36032569.000846945	48961983.074500635	22563068.5635484	16826804.042861488	12126903.603303622	32321761.439417228	50182257.29399471	39958262.42736028	38196910.21460186	36008045.75016549	29129181.492138926	34302317.02219176	38213692.3666954	31459451.94954756	29600645.427325238	36008045.75016549	29129181.492138926	29800562.40028798	28451776.732379965	24022231.239409387	27014468.1450774	26492744.31177724	34900097.47531177	25481393.915270373	32749386.691306077	34076613.83312259	27014468.1450774	26492744.31177724	24776017.84867645	879081773.4019262	916725845.1504446	1296289647.0059576	116516725.9685557	137209268.08876705	1031769693.9007757	125837807.79819024	148003227.13662618	1296289647.0059576	116516725.9685557	417207873.6040317
561.397__7.74_1965	30380658.071090378	70343638.80539653	15012053.10992131	39961506.22034959	46229616.51629046	8042657.238276173	34284389.157057226	2971102.926431426	18164871.160291072	38141564.8956841	33706431.72187035	28821996.083073583	39162883.71043827	2910881.5148905525	37186831.535401955	51706522.90375668	45345401.981948644	42785701.62512307	58531752.972433135	9744844.422078397	10330513.82710479	38415973.59413439	4054087.6460391805	33167974.782721292	58521575.807390384	61388724.249024525	49894289.8797409	26057918.852182444	24361258.802473675	36493027.93804912	2671170.176245225	62996493.17232625	5239603.03801948	13874490.693033045	7658599.806017779	6067522.360690492	35539675.19382085	39540605.22327145	30406348.088805452	4965793.001241748	6706531.736869122	32383980.80132318	24741176.721509393	40079575.511260614	30406348.088805452	4965793.001241748	22339691.209495503	37664198.21554303	38789428.65228633	33437203.252295822	4646845.34202933	7055089.799483333	36493027.93804912	25209588.82732806	28821996.083073583	33437203.252295822	4646845.34202933	16019680.926662058	781872854.2640587	948974525.3585148	1094628531.1969962	19863172.004966993	26826126.947476488	874367481.6357259	98964706.88603757	200397877.55630308	1094628531.1969962	19863172.004966993	312755676.932937
561.397_C30H64NOSSe_6.67_210	45004788.442399874	5085853.707428062	15596903.095118664	25250642.38032433	20533235.1601282	21248827.72684267	19852838.32197311	33716647.80705996	46849424.038637385	3748672.8437235653	22934931.697703358	3939214.8354000677	38665214.30493243	5743947.337563839	43287352.017541155	39176772.00465404	81171291.34896699	18908314.585664093	36955826.45298382	142194445.92338178	17638612.981049888	19174449.78005751	16048287.38724601	21544301.17525739	75321337.02666487	23715057.123790327	22763905.279805698	25895590.31879454	26843661.37120173	21337054.045168724	7646684.52773312	22617356.937941056	53669796.98808942	27858391.516080607	3685456.2158657396	22885524.015945893	35725648.01216839	26446842.214587126	29958628.07564222	19786871.982191253	55011361.36830757	33815505.349122345	36148366.04275838	17268895.673610304	29958628.07564222	19786871.982191253	20896168.17538681	24482849.75205733	22080829.056599222	22824714.647875793	10896117.362404924	28301085.911502928	22934931.697703358	35924224.90680081	22617356.937941056	22824714.647875793	10896117.362404924	20193036.741050653	785964256.2677046	634724213.150091	1078510610.72312	79147487.92876501	220045445.47323027	913018644.4263034	144593464.17103353	86344478.36805151	1078510610.72312	79147487.92876501	292546354.4554153
561.347__3.27_4570	20095097.538322028	24439064.30864602	26884242.702998295	15071325.556695214	41113060.65586941	16309772.646269917	122352122.28148365	28907337.475430187	23332997.539936863	27121529.57418333	39465980.07717343	39845585.88569444	35626768.14759197	19840131.335839834	21717635.949976277	39666098.06064945	17410008.247352973	19570805.082093798	27638770.162309885	39656998.876002125	30343727.07440502	34269320.38330919	29203765.842884574	30332900.967037655	25887497.51152553	24409905.26657725	21282416.181205887	49161228.60160105	22786408.877384428	22728093.997185152	24580614.300800525	33197859.351704173	16512585.141819315	24059522.578890137	17564370.788593624	17756289.89407228	27381364.16084567	32042285.59605661	29726162.19065319	20780213.277284335	25657599.72294363	31210834.990816977	28843933.13931109	28865688.20046384	29726162.19065319	20780213.277284335	33410844.808922153	26385870.10726191	27002886.138590813	25234055.90616303	18702251.06221673	23331813.684751235	26884242.702998295	23059703.208660647	24439064.30864602	25234055.90616303	18702251.06221673	24509839.30472327	602390011.5386047	769014854.3053586	1070141838.8635149	83120853.10913734	102630398.89177452	842692544.7520584	115375732.55724436	144328441.0023192	1070141838.8635149	83120853.10913734	467751827.32491016
561.346_C22H44N10O7_4.4_2398	20563319.30038318	20294502.601013567	44565175.94991319	19999940.643492583	91027757.31209965	20469422.85756808	175954557.2156313	73645985.38945699	27141536.136426568	47138226.776302256	40297495.46554089	22535144.599500265	35023371.49390848	17934218.901560396	31736995.99538	33990512.29906596	32934116.976947304	22888471.449650623	20822682.662775334	25258141.441138145	27433349.25128035	33220065.33540319	42057896.21270771	17189181.971333485	29107895.59655722	10798089.247612847	34817712.80706503	19523487.431458	13441570.786731122	36418813.093296655	59962549.970483474	27220246.89962894	21768420.30630326	11843623.288948897	25352039.56007682	16719533.821023809	27747863.783868648	38634186.62095132	34752668.08465738	26778143.745162047	34023270.87729676	38838829.181155354	20167478.413749717	19067017.63516456	34752668.08465738	26778143.745162047	45760217.70018252	26286143.22985288	32335556.486163653	27180891.518027753	23560229.93319004	22863782.149353113	31736995.99538	20043403.36592059	20294502.601013567	27180891.518027753	23560229.93319004	27287442.69385346	610453003.2451103	927220478.9028316	1251096051.0476656	107112574.98064819	136093083.50918704	1048648387.8911946	80669913.65499887	95335088.1758228	1251096051.0476656	107112574.98064819	640643047.8025553
561.252_C24H42O13_3.77_2960	23170225.78851805	15671600.05990156	16094554.140221108	16088805.838913761	106528273.7033243	18514446.489741858	246071285.05427343	170080212.74789834	34531360.63869461	22653039.55893825	41553251.998190835	35143195.02814507	38355718.599358775	32587007.489689637	76354403.56213892	50325791.85352108	34120454.777268745	16088808.137314923	17124603.306794096	23047399.230395462	149448341.20321608	33225503.332624793	63476921.529032044	21896405.896251954	21615635.508645345	21896405.896251954	23486717.92699182	19957247.133874174	18025898.33864648	14672993.02123121	131657475.06904298	24978745.727221996	25843084.766782966	32563745.37152424	46437724.51103431	13618946.248120835	28409231.904312078	50317323.1071378	47136284.152326	42086184.57413474	56315251.17903913	51932529.876361385	23921182.974933326	25276636.90508787	47136284.152326	42086184.57413474	76564509.11349073	23108812.509456754	28771245.54937312	25410915.247002482	39512366.00036197	20780922.86006866	23170225.78851805	21563736.46119611	24978745.727221996	25410915.247002482	39512366.00036197	38042306.31844272	625003101.8948658	1207615754.5713072	1696906229.483736	168344738.29653895	225261004.7161565	1402178306.6617575	95684731.8997333	126383184.52543935	1696906229.483736	168344738.29653895	1071903127.5888702
560.92_C14H24O5S9_8.49_2500	23278163.77868273	10914219.280773351	25604637.09964937	93122483.72241025	77179979.46729527	13295704.88256328	60237467.43295311	47463907.33335376	33429939.98760512	249598773.64446014	22413693.057797	17646536.319299158	192595811.64779264	23868606.216145575	18920069.7826929	44007758.417245165	240291305.5495904	19552504.388022028	20787058.486869376	97424342.44605304	109674023.79525414	11304015.718455423	16901072.72565784	39638328.01580703	21497677.990956645	14833376.592902595	39560143.11704889	14063171.154759442	114570348.54262851	80741562.53850931	47715597.87205092	21591328.985719267	17819151.241667233	51273833.07377419	16111263.124299766	17206203.526393212	59715121.10261064	63779257.749888696	54614835.026587166	18675023.326942604	43847539.54709082	62053248.201747164	46335405.86591895	43199253.24043889	54614835.026587166	18675023.326942604	46600099.76426457	22434746.382201	39599235.56642796	24736621.657897472	17360111.98366254	32335055.429873485	39560143.11704889	28354051.883143924	21591328.985719267	24736621.657897472	17360111.98366254	40446923.66047944	1313732664.2574341	1530702185.9973288	1966134060.957138	74700093.30777042	175390158.18836328	1675437701.4471734	185341623.4636758	215996266.20219448	1966134060.957138	74700093.30777042	652401396.6997039
560.42__8.73_1712	100486094.06152482	88922722.3264576	21975263.147389997	49923418.22230234	42767977.88439474	19428734.142241765	37237096.14648963	17896378.585030712	28996827.49176531	49513729.53696342	22882575.89157558	139740651.7982735	19187593.930547412	4000905.4025367713	60459269.76591321	44323989.978312366	62836020.58725098	44330001.83863529	121831733.49854454	52419639.06832575	17417396.89194757	12130530.91030439	6817012.8018499445	17018220.261394296	175065231.373592	24927143.057964645	28196133.84707806	22148744.0803095	22212237.07279629	25577214.861085277	3441090.1895700837	73905146.68787317	4937755.401568449	27208966.609847326	5849011.994723321	14330430.444609243	51449148.64606741	50450796.63515448	41953969.16086081	5401171.400169621	26018795.56005187	42101795.54426159	43460975.67659898	70397944.89904958	41953969.16086081	5401171.400169621	27032972.826964714	36260061.912695214	40002537.015442185	26393090.7354663	5393383.698145885	18662556.36363624	28196133.84707806	25604532.2822808	73905146.68787317	26393090.7354663	5393383.698145885	22547406.482185934	1131881270.213483	1210819119.2437074	1510342889.7909892	21604685.600678485	104075182.24020748	1136748479.6950629	173843902.70639592	351989724.4952479	1510342889.7909892	21604685.600678485	378461619.577506
560.393__7.79_1509	28187644.303800378	54826453.186702736	12457043.185155824	30291546.02139927	51278257.39234	5005670.351129271	31852835.37028155	2491108.5380314062	16094117.692791475	40649931.01664556	35788417.14522987	29915496.76953604	30690956.98268927	3390982.809271521	34359195.64246852	52448249.3489087	42679769.932219476	40240640.79562712	58228702.83615549	7378183.663379975	5243745.609015425	32204721.41799769	1671341.3856125942	37618528.42718144	53512422.78476567	60165112.07847737	43601959.30777893	23593034.754506208	20842347.80191301	37058403.35862227	2171770.235375731	66573489.493253626	4837244.3822061885	12388268.528557537	5749797.0485247	2027644.293951662	33509413.777581908	37343579.86943271	28264306.49698621	3912341.406403751	4225651.711623078	30271096.758737985	22179286.13825277	36909211.15599259	28264306.49698621	3912341.406403751	20021995.05605012	33281958.530233108	37338465.89290185	30491251.502044268	4114113.5957388547	3748389.444580339	32204721.41799769	22217691.27820961	29915496.76953604	30491251.502044268	4114113.5957388547	14241193.110674506	737207103.106802	896245916.8663851	1017515033.8915036	15649365.625615004	16902606.846492313	817319612.4859256	88717144.55301107	184546055.77996296	1017515033.8915036	15649365.625615004	280307930.7847017
560.379_C29H53NO9_6.68_2728	16911220.957080897	28651041.783691555	49289511.74764685	27166039.470663313	25587741.751886867	13209262.140605478	79003677.20055926	26661408.632497996	29341845.910167173	22800699.39050074	24664115.883285865	22043480.54167622	18762198.863436643	29742309.219043802	40651919.733358815	47502634.16353282	40719864.87342947	25324763.721797764	19584539.314238694	47780812.74098389	58973676.69190776	15065616.78439387	29153299.648353077	51001148.049107045	35765186.31042596	45669226.7742789	33090182.84170408	25553890.83429066	44330419.153549895	23036646.548994094	10341266.839454802	30961835.872276098	24045550.777417194	17752573.73167062	27586566.420702714	16319058.936146846	30827183.415942922	33058732.87016325	31223478.729298823	27631931.516379196	25992635.61255855	32214005.818754688	29034344.21377216	28747870.21657288	31223478.729298823	27631931.516379196	31846228.50742953	27376302.945683014	27908540.627177432	27376302.945683014	28369933.034527898	21490233.784322422	26661408.632497996	27447868.372228917	28651041.783691555	27376302.945683014	28369933.034527898	27656225.208094776	678198035.1507443	793409588.883918	1124045234.2547576	110527726.06551678	103970542.4502342	869778157.1063765	116137376.85508864	143739351.0828644	1124045234.2547576	110527726.06551678	445847199.1040134
560.327_C24H49NO13_3.03_3045	122304551.56826176	23591227.461279098	22143557.898052327	24997331.450500175	45739492.7117767	62946207.054477274	14906274.815833898	30388855.291474085	152575303.29773346	13664465.412457282	23978460.948490046	18811552.9647994	17893918.182493176	26515682.96518884	48155457.91603131	23261854.07211016	127635551.42883989	59281108.30604711	28274416.589369822	50103386.566720955	25005601.566431653	16054672.246219695	17090983.90879044	11585162.929561771	27410673.72370546	26706638.897788383	14406341.291241314	13874299.896403251	32335149.98511661	62392875.07646132	37265687.03958474	13749807.930908374	15594254.682845624	249880273.14131612	11241051.165925201	21789492.919871833	35145819.4975079	40699683.50005413	42598656.20289191	17610493.180687524	41306985.45813604	41657097.744368106	80272326.18687877	67673602.29668392	42598656.20289191	17610493.180687524	54310256.7399239	22702705.985081244	24487896.19949511	25001466.508465916	16342619.29581803	40246120.92909752	26706638.897788383	77319850.77668919	23591227.461279098	25001466.508465916	16342619.29581803	28452269.12833146	773208028.9451737	976792404.0012991	1533551623.3041086	70441972.7227501	165227941.83254415	1124741639.0979388	321089304.7475151	338368011.4834196	1533551623.3041086	70441972.7227501	760343594.3589346
559.891__7.72_1202	25912881.865170103	61993081.04414094	13037467.58481695	29687118.521453854	51298423.379377365	4897898.4207726065	34643707.17973717	2476093.5843970007	15697828.639940068	37492455.6693898	35175384.266070135	26821275.859105222	29118666.846799124	3250622.907799999	33247763.04409601	53710866.55489445	46160011.07121557	40945278.627830274	62176265.708047055	7332020.358678295	5518494.931294411	30174862.11779402	2466827.3419542713	34657827.110295095	54647446.71093283	63351952.92103684	46502749.15494453	21247292.087630585	21032579.515041098	34953350.01120371	2195765.265778866	65759311.769330695	5334285.723704996	11975940.531272274	6879717.400233938	2399367.0572261764	33322885.750524845	37718561.07836905	28449246.68842796	4482863.343423301	4276344.85526852	30320712.544104554	20972645.526945464	37516437.74377804	28449246.68842796	4482863.343423301	20790671.01941857	31711312.580945015	35064367.138636924	29402892.68412649	4292454.315752497	3686996.002584804	33247763.04409601	21139935.80133584	26821275.859105222	29402892.68412649	4292454.315752497	13836884.58560617	733103486.5115466	905245465.8808572	1024172880.7834065	17931453.373693205	17105379.42107408	818659238.690823	83890582.10778186	187582188.71889022	1024172880.7834065	17931453.373693205	291069394.27186
559.417_C22H54N8O8_7.65_265	29016770.527055386	35714168.499177665	16169615.228044104	24060029.276442695	22809714.990395017	11697456.274864614	21799973.07265463	9292812.363248995	21109092.245877158	26928185.185536344	20650080.58521481	43738333.97029501	35961097.271391936	26224355.34457805	34822820.72307926	28872817.96094933	48358461.30312494	25020256.498134527	28155277.87202127	32273591.240789764	13064668.796743598	25132100.976114817	21687263.556277804	20622676.16881252	55295193.92626291	31231354.308337305	23939491.87496177	24836243.596807957	19294133.814566206	29199474.77794183	13724711.411761424	29487616.116520807	44677124.21752076	20264381.335735854	44369478.19671512	11858693.224056484	31311145.954254106	28125937.588735595	26982208.798111457	34239555.32877293	16280638.275739964	25403802.284467604	23564060.046076678	29699726.74725911	26982208.798111457	34239555.32877293	20179593.267030157	29108122.65249861	26030143.080825582	25076178.737124674	35296916.77064659	11778074.749460548	24836243.596807957	22972667.92134256	29487616.116520807	25076178.737124674	35296916.77064659	20879586.415545985	688845210.9935904	675022502.1296543	971359516.7320125	136958221.31509173	65122553.10295986	685902661.6806253	94256240.18430671	148498633.73629555	971359516.7320125	136958221.31509173	282514305.7384222
559.35_C26H54N5O3Se_6.94_2426	25823078.2219474	167164433.63358927	44384245.24735018	38872577.5051638	59711624.196408674	25938877.51396297	58527806.03435607	8862734.74097664	30202079.764237665	23974018.218382917	42710077.56066004	39509773.52095591	15031406.197709277	17966810.863280036	30658329.498340547	128432696.45820983	70504229.52599521	21607156.992987797	59276271.39669219	43361092.18649491	10520512.675206864	23587607.04059534	6121025.08051896	32767963.80247259	83247308.72884646	30795979.517281495	20763720.982387256	13767392.066328509	11337245.90924754	20079130.127554644	16363095.210445192	130943535.96807903	11281611.805064162	28002119.713215422	18483998.60757068	23640054.24846707	42340220.18806297	49893150.82303692	39839489.46558284	13463361.58910846	25450689.672475398	37163372.802202284	20282448.99044028	75391421.74901745	39839489.46558284	13463361.58910846	35909769.75882838	30727154.50781102	35820270.6538182	26970498.613589197	14624211.3341721	24789465.88121502	30202079.764237665	19795235.144137956	39509773.52095591	26970498.613589197	14624211.3341721	22623605.620727435	931484844.1373854	1197435619.752886	1434221620.7609823	53853446.35643384	101802758.68990159	1003411065.6594616	81129795.96176112	376957108.7450872	1434221620.7609823	53853446.35643384	502736776.62359726
559.289_C29H44O9_6.94_2339	25477814.12494332	70804634.54955348	29623539.329082064	28884001.878818773	70701143.02916993	29850488.29109161	31458937.387107626	12811758.939851923	4262493.079808389	21433923.522975694	19429699.80833555	33570082.295196116	37462023.04907329	12920623.236152545	18241443.013250344	40692639.365537845	45863109.43009098	52410094.67834664	49330406.68979977	59279479.41557312	5592501.556056279	38582152.00072899	5089543.408063947	30654985.679812804	44791495.58880882	37426523.09371932	49098166.15108644	11481103.141204385	6614045.009725752	39185342.91186665	2955128.395361481	70325014.64537509	6098730.953473493	17813176.784950603	18522482.575670384	9478820.825936515	34812497.59759906	36930423.53475436	30228265.217655554	10657845.043340093	27855136.86811329	31350341.273238465	11958863.838920461	39825390.65696021	30228265.217655554	10657845.043340093	23024471.477744333	35498302.69445772	37444273.071396306	29737013.81008684	9509677.094813019	21331123.615471765	30654985.679812804	9047574.075465068	33570082.295196116	29737013.81008684	9509677.094813019	12866191.088002235	765874947.1471794	886330164.8341045	1088217547.8356	42631380.17336037	111420547.47245316	846459214.3774385	47835455.355681844	199126953.28480107	1088217547.8356	42631380.17336037	322342600.68842065
558.883__7.96_4579	70692389.51608206	14160400.638514815	13095531.475950472	19163939.74298358	28208393.054060016	27854931.106479604	12748913.758148387	7150184.435786926	19817475.754963312	24981029.145284303	31477289.705313142	56837314.76207101	13635553.491828503	33819794.19924231	46995647.20459762	16863642.537233315	46576896.46038842	33361440.39508031	67095034.88094766	18359399.44845009	23609097.14303485	16863497.991725855	14980260.347747488	41601013.72968072	30038722.22412371	29552037.500499155	20633724.235601224	46273835.12216822	40757111.28437353	44140198.88652164	8526594.939675909	14290151.91328808	18613315.314133212	53976277.351039834	14974914.573063184	23884408.15291414	31778760.05741371	29518014.298649687	29044732.28952768	20597071.108546548	19312230.78590769	29007437.85331567	44385202.91939678	36004251.18985745	29044732.28952768	20597071.108546548	24748402.939992495	26417980.125881955	26594711.09967216	24432718.649099223	16796787.83094035	21121903.800682113	24981029.145284303	43515473.203270875	40757111.28437353	24432718.649099223	16796787.83094035	23746752.647974495	699132721.2631016	708432343.1675925	1045610362.4229965	82388284.43418619	77248923.14363076	783200822.0395231	177540811.67758712	180021255.94928727	1045610362.4229965	82388284.43418619	346477641.15989494
558.883__7.08_5281	42299344.215145186	35976828.82666714	23879204.715012245	25564062.14836029	13396295.469922932	60334045.468619496	20737203.602623515	27422490.558308456	13605612.645064572	30894433.570205912	16094389.37052816	51292354.896337785	25445007.863678083	31076828.922178213	22623155.83762023	38528120.26901521	26821311.2903686	22211397.769671448	19689869.89849394	16733408.756589368	30949477.481160898	56340196.74058958	21357979.714345384	13824801.155368306	32843577.306808446	21357979.714345384	60889532.42001361	34299969.41828565	16954687.447330832	22840022.340675607	11286974.363747021	89382023.36190338	22590101.821395647	20520411.882410273	21784541.045895196	10996140.151533874	34557139.28430577	30557859.678980332	29245660.623894997	24202362.875953607	28871521.233762797	27478074.983028002	26789903.43145656	42825261.28292988	29245660.623894997	24202362.875953607	20899051.30039234	26192686.719364446	24662106.289345164	23359613.527843926	22187321.43364542	22077949.65744891	23879204.715012245	25627328.432808243	35976828.82666714	23359613.527843926	22187321.43364542	20628807.742516894	760257064.254727	733388632.2955279	1052843782.4602199	96809451.50381443	115486084.93505119	741908024.541756	107159613.72582623	214126306.41464943	1052843782.4602199	96809451.50381443	292586718.2054928
558.42_C28H55N5O6_5.61_4223	26932390.865749747	49094344.56857414	60448267.052227095	39486735.290894814	40427455.41968762	22571958.83501789	5.345638563651366	79340502.12556994	27251097.83691464	5.345638563651366	18533537.380083267	32929128.20645385	29336864.437318694	5.345638563651366	16470441.632827658	23948460.765158117	30244660.77819797	37732291.368665874	5.345638563651366	48512947.572752856	24828775.17818166	17069366.977499157	5.345638563651366	23657545.768885646	5.345638563651366	16476327.180886239	23606874.460940797	37352644.11787535	37486290.427605204	41011739.060333274	134891196.69291237	37120114.18599508	59507969.22888082	28686834.787978686	5.345638563651366	68250974.92527518	26667475.354565874	30250040.940677345	31477993.737467036	14876996.316449128	54669095.86465397	32903076.929867037	32255605.81203624	37063342.43532139	31477993.737467036	14876996.316449128	39037379.76774031	25440425.81545393	26757804.98308017	27968966.31244666	5.345638563651366	58381961.24901402	26932390.865749747	32301870.977394998	37120114.18599508	27968966.31244666	5.345638563651366	33086562.607791945	586684457.8004493	726000982.5762563	1133207774.5488133	59507985.26579651	218676383.45861587	888383077.10641	129022423.24814495	185316712.17660695	1133207774.5488133	59507985.26579651	546523316.7483643
558.42_C25H57N4O9_4.83_4144	246941012.83380985	4.2331912932764615	19473526.58733038	22283518.967807293	32014351.5604706	69872373.94302306	37692335.27533361	24926723.611329116	320634015.4798579	4.2331912932764615	78575396.15606143	26966783.159384906	4.2331912932764615	4.2331912932764615	51915858.02074252	29395280.340511747	57862979.57164946	21342899.629249968	33650314.90086152	59933010.11406165	31472507.308122505	14697640.170255873	4.2331912932764615	18503787.125866607	21824975.453728292	21580043.005499315	20786658.293313444	67561733.04069231	23485575.967446078	27508631.644924294	32251494.936719947	17074318.856761716	26039206.283202168	26048515.070856083	16837175.48051237	98828337.92430986	39577674.37546915	26788409.53062606	44388361.16332368	10719097.55752428	63390111.39818092	54130719.0504413	164655584.33045155	18715039.457528017	44388361.16332368	10719097.55752428	51948011.8299522	24161362.625504732	24166017.019331686	26043860.677029125	8418589.856851831	64902692.028542355	31472507.308122505	157251372.9372511	23485575.967446078	26043860.677029125	8418589.856851831	28760511.189489294	870708836.2603213	642921828.7350254	1597981001.8796525	42876390.23009712	253560445.59272367	1461529414.361915	658622337.3218062	93575197.28764008	1597981001.8796525	42876390.23009712	727272165.6193309
