index	V1-Right-elbow-healthy-A12	V1-Left-elbow-psoriasis-RB1	V1-Left-elbow-Healthy-RD3	V1-Left-elbow-Healthy-RC11	V1-Left-elbow-Psoriasis-RD1	V1-Right-hairline-healthy-A7	V1-Left-elbow-Psoriasis-RD6	V1-Right-hairline-psoriasis-A6	V1-Right-elbow-psoriasis-A10	V1-Left-elbow-Healthy-RC6	V1-Left-elbow-Psoriasis-RD2	V1-Left-elbow-healthy-RB4	V1-Left-elbow-Healthy-RC5	V1-Mid-lower-back-psoriasis-RB5	V1-Left-elbow-Healthy-RD5	V1-Left-elbow-Healthy-RC2	V1-Left-elbow-Healthy-RD4	V1-Left-elbow-Psoriasis-RC12	V1-Left-elbow-Healthy-RC1	V1-Right-hairline-healthy-A8	V1-Left-elbow-Psoriasis-RD8	V1-Left-elbow-Healthy-RC4	V1-Mid-lower-back-psoriasis-RB6	V1-Left-elbow-Healthy-RC8	V1-Left-elbow-Healthy-RC10	V1-Left-elbow-Healthy-RC9	V1-Left-elbow-Healthy-RC3	V1-Right-elbow-healthy-A11	V1-Right-elbow-psoriasis-A9	V1-Left-elbow-Healthy-RC7	V1-Left-elbow-Psoriasis-RD7	V1-Left-elbow-healthy-RB3	V1-Mid-lower-back-healthy-RB7	V1-Left-elbow-psoriasis-RB2	V1-Mid-lower-back-healthy-RB8	V1-Right-hairline-psoriasis-A5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_Left_elbow	GROUP_MEAN_Sex_female	GROUP_MEAN_Body_side_na	GROUP_MEAN_DESCRIPTION_Right_hairline	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_Right_elbow	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_1	GROUP_MEAN_DESCRIPTION_Mid_lower_back	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_Left_elbow	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_Body_side_na	GROUP_MEDIAN_DESCRIPTION_Right_hairline	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_Right_elbow	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_1	GROUP_MEDIAN_DESCRIPTION_Mid_lower_back	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_Left_elbow	GROUP_SUM_Sex_female	GROUP_SUM_Body_side_na	GROUP_SUM_DESCRIPTION_Right_hairline	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_Right_elbow	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_1	GROUP_SUM_DESCRIPTION_Mid_lower_back	GROUP_SUM_DESCRIPTION_2_psoriasis
704.477__4.88_6103	75416188.58066015	33742238.88505106	22737258.78513219	26459385.119830463	26440481.377711825	52450458.35710623	22955268.5640138	17548990.658745788	20158806.75795225	24334601.99690408	29003964.28372726	23189510.222325753	39117654.47654387	32524132.922267534	26478280.49931158	22018322.837359805	32312474.566583935	25991077.418594528	29716293.747857206	40479677.24976347	27278919.415674593	18504756.501143202	28576968.01185035	22486793.61002742	35595399.35994184	21308000.406235155	23331754.505257405	28109918.88756148	43084308.513706245	24126455.94897975	31410233.78564653	25063410.038271267	23875158.691441536	46877931.21789946	10540682.283374762	31622055.212761812	29438747.12143694	27520019.482084334	29579661.491589323	23879235.477233544	35525295.36959433	29533091.589297317	41692305.684970036	34391479.77545075	29579661.491589323	23879235.477233544	29801098.358971648	24699006.017587673	26215779.39815318	26468832.80957102	26226063.351645943	36050866.23126264	26459385.119830463	35597113.70063386	33742238.88505106	26468832.80957102	26226063.351645943	28790466.147788804	647652436.6716126	660480467.570024	1064867813.6972156	95516941.90893418	142101181.4783773	797393472.9110276	166769222.73988014	171957398.87725377	1064867813.6972156	95516941.90893418	417215377.02560306
704.008_C19H35N3O7P2S7_8.34_516	29749401.663978193	68943811.9166095	15724786.969280018	20714112.714244526	57898067.48582073	5343838.239978287	42750047.43517509	3072282.426466232	26730441.19554252	36037039.46434272	50748104.414216585	26372956.289560247	33760945.55819913	4206406.105292075	31978066.15870569	50277969.387190096	42168681.13495114	31635052.334068388	68702945.74695037	8259463.699835864	8885518.080766808	32523332.397028957	3217957.0779360067	31794563.969855394	41996238.037091374	44204479.4025744	43646563.966338865	18967550.53187925	27009347.165230863	31859043.24680434	3130524.4369903067	51522937.61849592	4618632.758032194	16383145.918851154	7172949.535778118	2625253.148447939	30790749.931413423	36819122.253504656	28462012.71201415	4803986.369259599	4825209.378682081	30192011.601730492	25614185.139157705	38046439.78174953	28462012.71201415	4803986.369259599	24802568.510101013	31918554.702755015	34898992.511270925	30692226.99902329	4412519.431662135	4208060.33322226	31859043.24680434	26869894.180386692	27009347.165230863	30692226.99902329	4412519.431662135	21556793.557196837	677396498.4910953	883658934.0841118	1024632457.6325094	19215945.477038395	19300837.514728323	815184313.2467233	102456740.55663082	190232198.90874767	1024632457.6325094	19215945.477038395	347235959.14141417
704.006__8.94_5147	26313590.74793534	22748147.325638074	15912971.685020445	58036683.897209235	18760559.616975572	27106745.744326707	23592908.333025094	20778035.005989343	40650191.50851709	59098283.44167221	25042143.50327617	33165989.32286753	21791198.037785385	377409448.7369728	33984915.92878271	48131583.00696947	19591084.792718217	22605101.28785882	10983512518.311304	51250608.56985192	17903835.248444013	56555388.95235387	198520089.58481747	36411854.62075407	28301527.010543983	27444028.20798682	17085509.65117418	29814633.552304313	27470819.4391428	55109143.87486574	17234532.88438656	24958241.500347953	184775772.37890524	16582994.661433766	47041574.59116576	19935722.884575173	540245174.9012202	486815047.7126414	353739677.1624416	201936721.32296532	29767778.051185787	437109455.56691134	31062308.811974883	24985238.449886028	353739677.1624416	201936721.32296532	60659609.28721806	33575452.62582512	25000192.501812063	27457423.823564813	191647930.98186135	23942390.375158027	27106745.744326707	28642726.495723557	24958241.500347953	27457423.823564813	191647930.98186135	22676624.30674845	11885393847.826845	11683561145.103394	12734628377.847898	807746885.2918613	119071112.20474315	11801955300.306606	124249235.24789953	124926192.24943013	12734628377.847898	807746885.2918613	849234530.0210528
703.989__8.02_4742	18543513.71121682	90645264.82915181	5358153.013053498	41268474.884841345	86222247.9977385	8297504.5853668265	21319136.717315234	6114954.903008078	22439603.278543655	51425776.0810959	60674256.159773074	17654910.541688193	47126225.443537965	3506844.469871486	52116811.393216774	77920266.93239008	35521800.60076594	32709364.614744008	94093500.98080997	10384611.887265416	8839439.760783955	18854743.40099871	2452738.5755360373	47559321.23289369	31180215.053973753	110264410.56794247	40293573.65744267	25147849.341651358	44352980.415393785	47292623.89679901	8503809.173780803	99417739.02253568	5348585.42228013	22901187.2329797	10829761.900399627	3208837.1808080846	40722744.25237117	47881802.21626053	36383084.41282206	5534482.59202182	7001477.139112101	37506704.683398426	27620986.686701402	54994416.408349834	36383084.41282206	5534482.59202182	29563618.95067344	37907687.1291043	44197350.16418965	28164032.197812557	4427714.946075808	7206229.744187452	32709364.614744008	23793726.310097508	44352980.415393785	28164032.197812557	4427714.946075808	21879369.997929446	895900373.5521657	1149163253.1902528	1309791038.8615942	22137930.36808728	28005908.556448404	1012681026.4517576	110483946.74680561	274972082.0417492	1309791038.8615942	22137930.36808728	413890665.30942816
703.5__8.25_645	12726004.179006934	14358402.959712766	18209548.43254734	22306644.827856127	86496584.8349668	4525698.320920316	23074379.45981633	4338261.942423424	8998139.75861674	16337614.45735198	14378168.432038132	109991609.30385694	21054500.442033622	36830854.06340396	23949991.96195684	158436101.52002257	129373111.11737485	31812398.135584254	60100811.89587067	12903540.14838263	80705602.32797338	20249970.53283002	35917924.08805995	13803177.217041492	34035016.71537774	19419657.642140355	9415139.697794884	35006599.598866746	115654881.15124643	46233350.935198724	36768250.938200206	20793228.574278165	62100051.56237437	62153784.28334558	11136159.218137227	21178417.365749147	39186705.831873655	44727376.94354874	39854821.612287715	36496247.23299388	10736479.44436888	35771728.993997864	43096406.17193421	64590381.25448798	39854821.612287715	36496247.23299388	40904717.83865265	20923864.508155894	23512185.710886583	22690512.14383623	36374389.07573195	8714619.234651472	21178417.365749147	23866301.88893684	62153784.28334558	22690512.14383623	36374389.07573195	33865161.1118221	862107528.3012204	1073457046.6451697	1434773578.0423577	145984988.9319755	42945917.77747552	965836682.8379424	172385624.68773684	322951906.2724399	1434773578.0423577	145984988.9319755	572666049.741137
703.46__9.18_2830	109697438.8948638	21910174.50695512	38274653.05774083	20760528.91429899	15564838.76659764	26229850.044367913	20689432.477339916	15078093.615863435	22806066.52304622	19694063.322683528	17061138.346196834	129279641.99582437	48492289.44434789	19886036.013214704	40090576.29681644	32557392.320969056	58729902.230350435	22261525.61296824	134059204.96071805	18278632.62447449	21945659.902577598	20412325.296881855	16737124.7016182	24813099.431586362	62915733.35351621	23688709.896615755	24813099.431586362	16844139.313881695	22324678.448668327	12731032.94536396	7251966.022985126	56604841.037758105	35045989.7155463	11513716.347894145	32555946.760682434	19530926.958115812	44844049.60413068	36921481.08002387	34475846.375969894	26056274.29776541	19779375.810705412	33158234.074324243	42918080.79511502	48326610.46742001	34475846.375969894	26056274.29776541	18182955.588860095	32556669.540825747	22975117.754791997	22293102.030818284	26220991.38694857	18904779.79129515	22261525.61296824	22565372.485857274	22324678.448668327	22293102.030818284	26220991.38694857	19708481.485665258	986569091.290875	886115545.9205729	1241130469.5349162	104225097.19106165	79117503.24282165	895272320.0067545	171672323.18046007	241633052.33710006	1241130469.5349162	104225097.19106165	254561378.24404132
703.391__3.74_5248	15033474.923074156	43903495.29330579	239275945.0001013	22021389.493820824	23970417.972091556	20243098.523692396	30605264.944222346	34041483.836208194	43701508.561968885	46452059.28897092	26652680.60409109	33639264.00735026	24857331.559571937	28357002.768461976	29765542.70553537	18308096.458927684	37049499.89163098	24030097.319270696	21285020.055390924	15187741.55845196	64184591.87336294	46157183.10581162	30034749.40945965	13684082.928993274	19635384.695865817	23844743.538975216	22997047.580467906	29293708.928229302	34097972.10124664	19350017.990626212	26175057.178171717	23215560.982008908	19605623.404393774	67228475.05436212	24699666.594420653	14284144.536532426	34800067.41892325	39512010.39678864	34913011.79636298	25674260.544184014	20939117.113721248	35262467.22422436	30531666.128629748	40416953.487654746	34913011.79636298	25674260.544184014	35090495.818054	23106304.281238407	25516194.368871827	25516194.368871827	26528334.681441315	17715420.04107218	24030097.319270696	31695840.51473797	34097972.10124664	25516194.368871827	26528334.681441315	30320007.176841	765601483.2163116	948288249.5229274	1256868424.6690674	102697042.17673606	83756468.45488499	952086615.0540576	122126664.51451899	202084767.43827373	1256868424.6690674	102697042.17673606	491266941.452756
702.997__8.4_5620	25860276.8756508	66161047.04273248	18924681.750391945	18753479.108475722	16146746.814554596	18843513.96398545	45655729.61497051	45718980.34111562	48266616.40980014	20494587.03399753	15936913.514936883	44241714.22702212	26052438.0445383	20301368.63764003	50633565.79307656	33694487.447045855	50790695.83825867	22223479.4866988	49609202.285486534	18149030.23002611	13368811.878717247	21876237.619719133	18924681.750391945	25010340.398741815	24643628.184220787	16853256.898531917	17715656.878166422	33161595.196184553	21002983.2313677	23959688.821597144	18403815.84954863	51762477.00599177	34371178.13569629	17109037.738048192	26200887.04304592	21004598.526123915	29618300.85362961	29584238.303144563	28939650.8226805	24949528.891693547	25929030.765312776	27472298.32609487	32072867.928250797	40055451.84903245	28939650.8226805	24949528.891693547	27873200.774046194	25435308.63719631	23091584.15414797	23091584.15414797	23251127.840342976	19924056.245054685	22223479.4866988	29510936.035917677	44241714.22702212	23091584.15414797	23251127.840342976	20652175.934503864	651602618.7798514	710021719.2754695	1041827429.616498	99798115.56677419	103716123.0612511	741752054.8045615	128291471.71300319	200277259.24516225	1041827429.616498	99798115.56677419	390224810.83664674
702.993_C14H34N6O6S10_7.63_2864	28350527.354672503	63426423.40380394	14563193.534395535	27165854.005238574	69804691.60108557	5240443.962212328	38763619.48001293	3866047.3459425108	20285600.548368104	37762210.02746088	35839674.65720328	24920335.68776757	29487429.594080213	3388352.300694276	25207781.737452183	51434893.38801147	45452266.70882696	31656056.071367387	62444924.21184723	11449849.17221199	4380975.4279602235	33063418.30171336	3041613.479193629	40843929.07731916	58501434.63065362	68956053.77920711	53662466.87049724	20836115.29845769	25276499.970062017	38590841.25866063	4272081.56644328	75291560.6146165	5494880.903328597	9935452.68882214	7400535.156248843	988635.4996784177	34823679.33067637	39392815.34685196	30029074.147653274	4831345.459866336	5386243.995011311	31958185.744851127	23687185.79289008	39770054.47301444	30029074.147653274	4831345.459866336	22494694.574331265	31275423.947896786	38176525.64306076	27758190.67995554	4441616.602011437	4553245.654077419	31656056.071367387	23056307.634259854	25276499.970062017	27758190.67995554	4441616.602011437	15110526.618595123	766120945.2748802	945427568.324447	1081046669.315518	19325381.839465342	21544975.980045244	862871015.1109804	94748743.17156032	198850272.3650722	1081046669.315518	19325381.839465342	314925724.04063773
702.5_C31H63N11O7_6.38_4090	71216204.7937724	5286683.409995926	26989998.895548318	10821513.801888054	8792479.775389176	50951519.22484537	15894098.868135253	78948954.15984483	48970577.063586414	10938141.60562469	14786235.34323394	72801425.35594842	25982906.944338012	120583752.03394724	31505080.523160722	34013182.9731848	71446643.30453706	16911433.984199274	37523728.158744	113032826.13829651	11046962.027054597	5352483.7463673875	56844382.48628305	36360428.19504102	45941836.90978363	11606438.439491387	30220364.697422434	26790227.50077483	25250200.21254675	6310296.627296288	18200396.583225798	9014709.467566125	75771752.00339212	26424367.126803204	11027282.594332991	20677489.8412298	37073590.54097075	24340493.198499147	35673250.133800894	66056792.27948885	65902697.34105413	32638238.893556148	43056802.392670095	27755477.114572085	35673250.133800894	66056792.27948885	33472715.208248235	30862722.610291578	17555915.283712536	26607297.313789017	66308067.24483758	64950236.6923451	26790227.50077483	37880402.28218062	25250200.21254675	26607297.313789017	66308067.24483758	19438943.2122278	815618991.9013566	584171836.7639796	1284237004.816832	264227169.1179554	263610789.3642165	881232450.126016	172227209.57068038	138777385.57286042	1284237004.816832	264227169.1179554	468618012.9154753
702.462_C39H63N3O8_5.41_4518	13110785.339965487	9859310.575654047	14044726.352929655	43811159.437584385	32620345.400083214	20238821.165425338	30836565.24729817	26841302.196893286	36065900.97804056	40920252.33350437	9623026.232933069	19508846.71356799	15208509.12205931	20452823.258045506	43601536.65619738	95131856.55448893	332899437.7270345	33656476.58282322	75620499.08574194	53690615.96829135	25559749.84423358	24244421.187749103	20872368.3889244	44927726.52878427	43831269.81892485	22018253.836088367	25073848.50582399	17929151.07683106	25155932.03886068	13949873.729422623	17096462.21101434	17830668.062353063	16777684.301413123	37503754.861719996	19403960.430848267	23670448.69880661	46080631.99704678	44557440.6920006	37877454.734732226	19376709.094807826	31110297.007354148	43563815.62292491	23065442.358424447	21971702.450431157	37877454.734732226	19376709.094807826	24986747.6082379	23131337.511918735	28198157.545765877	24659134.846786544	19928391.844446886	25255875.447849948	26841302.196893286	21542541.55784587	19508846.71356799	24659134.846786544	19928391.844446886	25357840.94154713	1013773903.9350293	1069378576.6080143	1363588370.45036	77506836.3792313	124441188.02941659	1176223021.8189726	92261769.43369779	109858512.25215578	1363588370.45036	77506836.3792313	349814466.5153306
702.407_C24H53N15O8_6.33_1055	15370804.76609251	131844824.0644662	63025389.37337571	26471619.431196533	66563529.54665708	47656910.19008222	30052258.881551944	39924687.237803824	7182357.863428683	18731121.696001686	51553369.77317055	25631026.54934244	24797768.735295225	5980639.900845711	19655835.79840715	28765642.175241448	25545508.98100745	39891859.59048195	30797502.868645985	83936990.47709855	31953976.26853744	22014724.835721284	6532571.564453103	23942473.778492782	10455001.319918795	15205039.619628055	34778701.498788945	12225708.047930595	6318258.629428728	28302262.815806143	9421474.396071967	48104520.50117341	6253401.818149461	29487152.242430758	9896741.67564796	5757065.057845559	28252940.770592924	34874691.03089212	30111908.943617165	7165838.739774059	44318913.24070754	30147392.0379363	10274282.32672013	48277156.3973683	30111908.943617165	7165838.739774059	33033144.644083824	25171638.85815134	28533952.495523795	25588267.765174944	6392986.6913012825	43790798.71394302	26471619.431196533	9704032.955679638	29487152.242430758	25588267.765174944	6392986.6913012825	29769705.56199135	621564696.9530443	836992584.7414109	1084028721.970218	28663354.959096234	177275652.96283016	813979585.0242801	41097129.30688052	241385781.9868415	1084028721.970218	28663354.959096234	462464025.0171735
701.555_C31H72N8O9_9.47_1828	62453609.10519539	130177314.07236266	13427560.407817338	44217186.28385508	87816941.26703832	7394944.777645711	15511347.582378808	5363928.387752525	47233558.89429432	50814721.61144397	66019476.89929221	6801467.634959983	8519179.575636905	26088830.843268022	11453145.375101037	51305034.89254484	49378239.21267185	83865874.35331796	96578816.86961801	10863081.860910576	36506296.94818281	24302860.82108777	19292112.184521686	9424044.673917763	98759217.5382344	4642727.932256388	4958252.326624725	5093477.412030251	73055006.27850959	62794698.28490638	8458973.021093763	112729508.65579414	6027110.842319911	7437379.697303921	9739682.560768494	7572604.782709447	34167207.66615187	45245844.41406005	37946617.05187131	15286934.10771953	7798639.9522545645	36101103.74435402	46958912.92250739	66040135.26778605	37946617.05187131	15286934.10771953	43885688.943716146	12440352.891459187	40361741.61601894	21797486.502804726	14515897.372645091	7483774.780177578	24302860.82108777	54843583.999744855	73055006.27850959	21797486.502804726	14515897.372645091	31297563.895725414	751678568.655341	1085900265.937441	1366078213.867367	61147736.43087812	31194559.809018258	974729801.0975585	187835651.69002956	330200676.33893025	1366078213.867367	61147736.43087812	614399645.212026
