index	V13-leg-psoriasis-BB3	V13-leg-healthy-BA2	V13-leg-psoriasis-BA9	V13-leg-psoriasis-BA12	V13-leg-psoriasis-BB2	V13-leg-psoriasis-BA8	V13-leg-psoriasis-BA7	V13-leg-psoriasis-BB7	V13-leg-psoriasis-BA10	V13-leg-healthy-BA1	V13-leg-healthy-BB9	V13-leg-psoriasis-BA6	V13-leg-psoriasis-BB12	V13-leg-healthy-BC1	V13-leg-psoriasis-BB4	V13-leg-healthy-BB8	V13-leg-psoriasis-BB6	V13-leg-psoriasis-BA5	V13-leg-psoriasis-BB5	V13-leg-psoriasis-BB1	V13-leg-psoriasis-BA11	V13-leg-healthy-BA4	V13-leg-psoriasis-BB10	V13-leg-psoriasis-BA3	V13-leg-psoriasis-BB11	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
830.582__7.13_4852	910967.7898805125	1537872.1008561223	788975.0145253347	913184.1182526485	2220644.6648753798	1209749.962333703	1264197.492061879	1150106.6444803728	883081.0208025376	1318106.5	1376434.6339841504	1042618.7776412499	1502906.070457625	2449340.5265716105	1588014.1624035067	1306903.0818551367	1052850.6916522954	3148593.481050341	3235457.8576281103	1619949.316395664	3925117.547052846	1180280.1015613452	1868048.1993717665	1975684.9038915578	3104618.711761928	1528156.1574713942	1702948.1348539048	1702948.1348539048	1702948.1348539048	1702948.1348539048	1758145.6013957504	1347270.5669920752	1376434.6339841504	1376434.6339841504	1376434.6339841504	1376434.6339841504	1502906.070457625	9168936.944828365	42573703.37134762	42573703.37134762	42573703.37134762	42573703.37134762	33404766.42651926
829.622_C43H88O14_7.65_4128	1762331.3981911934	1039580.8855153812	2185349.9311062177	1023735.9504933609	874072.5872913153	1038768.0226778203	945536.1893958357	1150516.6357870253	3592947.9869858357	2293401.7853976456	1310664.751531523	1293038.5866393691	922632.3063699532	1079540.7513850415	3043921.5775038716	1524671.509605889	1379673.272254193	2283814.7161627607	1912630.9149182865	847142.0880642978	2584771.880490307	1669266.8497250548	2847682.3517716704	1713029.5	3793336.3473758483	1486187.755526756	1764482.351065588	1764482.351065588	1764482.351065588	1764482.351065588	1852364.8549199558	1417668.130568706	1524671.509605889	1524671.509605889	1524671.509605889	1524671.509605889	1713029.5	8917126.533160536	44112058.7766397	44112058.7766397	44112058.7766397	44112058.7766397	35194932.24347916
829.587__7.66_4961	1139917.2001034543	1748521.53367242	969304.9486843757	1165942.7144391018	1200150.06437923	899067.692475557	1271487.0825453016	634221.7395180914	847947.6098425926	1318106.5	4318491.494885099	1709939.7207458415	2450484.3483845815	1522439.3214764884	1399778.9859789435	1366859.88178904	2083694.8872614298	1365899.4339396358	2409681.704679944	1058203.7393869082	2590626.1459328863	1610453.0578468053	1869036.4319090943	1355852.428279486	3783017.2339996938	1980811.9649449755	1683565.03608624	1683565.03608624	1683565.03608624	1683565.03608624	1589697.5848676919	1566446.1896616467	1366859.88178904	1366859.88178904	1366859.88178904	1366859.88178904	1355852.428279486	11884871.789669853	42089125.902156	42089125.902156	42089125.902156	42089125.902156	30204254.112486146
829.531__8.62_5259	724981.9605116132	1740436.9512751033	650227.8718438507	870759.8056118434	1354199.067789081	1415483.0973689216	918679.0932193834	1071075.0658652352	1174926.1672367584	2585366.6811097483	1320295.3819283792	2471622.089896791	1222413.6546702525	4268595.375179542	1849219.0	1605032.8420635383	1665240.5307217326	1841364.4495169884	1603651.081506591	2763160.9293587524	3321175.2411071965	1646114.9425249652	4496501.613383315	1527098.1765040227	2618602.656457413	2194307.029013546	1869048.9490660406	1869048.9490660406	1869048.9490660406	1869048.9490660406	1766335.8711878813	1693275.9469000343	1605032.8420635383	1605032.8420635383	1605032.8420635383	1605032.8420635383	1527098.1765040227	13165842.174081277	46726223.72665101	46726223.72665101	46726223.72665101	46726223.72665101	33560381.55256975
829.529__7.52_3326	829486.4756356959	1014524.8215306094	1406808.9223043157	761865.4349328834	1439896.652434433	3796707.0279434985	1114924.5	1370735.5489071747	1343632.6027942288	945821.2826812539	1269072.5060173797	2386928.6593519077	1291952.0896608331	2767023.1831163503	2443279.3016461995	2200493.3239536625	2250656.7199839232	1257356.6906657678	2074023.2568303102	2568637.176160136	1930376.2926833846	2076047.8792989068	2650249.707869263	1280680.341504	2092568.7986426547	1712163.8327663604	1782549.967861951	1782549.967861951	1782549.967861951	1782549.967861951	1804777.1684184528	1672560.1926581431	1439896.652434433	1439896.652434433	1439896.652434433	1439896.652434433	1439896.652434433	10272982.996598162	44563749.196548775	44563749.196548775	44563749.196548775	44563749.196548775	34290766.199950606
829.527_C39H76N2O16_6.53_2551	545854.389695286	2150960.5002910146	1334221.3039997357	1540459.5994926943	1269642.4517411317	1123308.4892400834	484922.046201433	615382.4359323017	5232169.521490606	484922.046201433	982593.2403272581	1467722.3023959782	1068115.02952083	1589280.0	5085829.499988563	1034321.9613115737	667155.5895905717	9785068.480903594	4498030.666080401	1314919.346500581	2571731.8636374036	1190952.1861680362	4103640.1930608894	3570872.235678649	4338956.644156451	1238838.3223832194	2322041.28094426	2322041.28094426	2322041.28094426	2322041.28094426	2664105.373121431	1112637.073739805	1334221.3039997357	1334221.3039997357	1334221.3039997357	1334221.3039997357	1467722.3023959782	7433029.934299316	58051032.023606494	58051032.023606494	58051032.023606494	58051032.023606494	50618002.08930719
829.505_C36H73N6O13P_7.56_3933	784573.1932925383	648741.8436951828	1381462.4746689978	1667575.3174378956	961122.1725842775	1206965.2644543892	4630975.960239213	873182.078931067	518298.6575813539	991157.2877620374	1265377.1327829657	2465845.128493108	986619.488748531	1685641.779665727	2397640.4508229466	1306815.0	2689835.971829355	2185072.029878483	850190.4630556987	2487331.2058494906	2258035.4197518714	1001909.4050644637	2166908.728992144	2908872.912541321	5041034.720377693	1149940.4081617293	1814447.3635400299	1814447.3635400299	1814447.3635400299	1814447.3635400299	2024291.6652384407	1133643.2689237148	1381462.4746689978	1381462.4746689978	1381462.4746689978	1381462.4746689978	2166908.728992144	6899642.4489703765	45361184.088500746	45361184.088500746	45361184.088500746	45361184.088500746	38461541.639530376
828.601_C41H86N3O11P_7.73_2166	791071.4432416187	1147916.6948478736	1885041.9635284327	947130.1650688521	973260.4069924388	1376301.320420907	964628.3675879972	1098589.8828832002	1349244.762948023	1198120.961761442	2151900.240201734	1401686.4381883556	1030335.6958376087	2424175.935944663	1849219.0	2748813.9084522706	1638865.971833839	870695.8991725419	2015497.7307447563	1243113.4312987437	2656111.098480278	1297979.8138340504	2779374.178145684	2526907.3841492683	4629572.426012084	1828151.2591736724	1719822.2048630668	1719822.2048630668	1719822.2048630668	1719822.2048630668	1685613.029817612	1724940.0270178923	1376301.320420907	1376301.320420907	1376301.320420907	1376301.320420907	1376301.320420907	10968907.555042034	42995555.12157667	42995555.12157667	42995555.12157667	42995555.12157667	32026647.566534627
828.049__3.1_6255	1063656.6868686867	1260671.2015437393	861706.5998094148	1387905.123680198	1308276.7224128072	1576927.0447779682	940494.9036497045	1224442.0	1200639.2395654658	1498086.2348484849	1421719.0451210213	1408907.559357728	1528627.2767295598	2634662.211587574	2603771.1291118735	1302582.7287402325	1256995.7753001715	1072932.7626262626	2576298.776443682	1876036.7328854583	1896047.386878216	2472943.4568705927	4368506.620926243	1634917.1032875928	1522968.2871164475	1765110.8131186075	1676028.904405565	1676028.904405565	1676028.904405565	1676028.904405565	1647897.7753382886	1459902.639984753	1421719.0451210213	1421719.0451210213	1421719.0451210213	1421719.0451210213	1408907.559357728	10590664.878711645	41900722.610139124	41900722.610139124	41900722.610139124	41900722.610139124	31310057.731427483
825.556__9.34_5130	1468764.848603516	785217.0453188884	1162225.8631290218	797881.8363724188	1312684.85689444	1796438.4035313197	1697078.8110493904	1178460.4025928546	1746749.0369192818	3067811.15862646	3703411.4028343717	1950374.6321199995	2294892.0401366297	1323642.9317732505	1849219.0	1252232.0129487468	1667094.8384770646	1160898.7716735385	2695013.3040885334	1063839.2583728675	1772030.7671709766	2367132.39112081	2070262.670553936	1242712.683854607	2696691.3091500336	2083241.1571037546	1764910.4110925184	1764910.4110925184	1764910.4110925184	1764910.4110925184	1664384.9123521277	1845387.6614470303	1697078.8110493904	1697078.8110493904	1697078.8110493904	1697078.8110493904	1697078.8110493904	12499446.942622527	44122760.27731296	44122760.27731296	44122760.27731296	44122760.27731296	31623313.334690426
825.555_C39H72N10O9_7.61_3137	849870.2807323206	1237779.2442036716	507410.38518655195	1577959.2594704342	2136276.6077959468	1450831.753367426	1727963.8672821769	1505457.9151433513	578881.1775693365	2375071.0379281165	1050500.8967395506	1152892.853270028	743654.3431884192	929212.4173511083	1283181.1024871126	2843379.17342034	1736393.6670410677	1048871.5883583415	836542.1927376254	1862385.8388233182	1616181.7977843785	1387392.3574220496	2927209.680406585	1713029.5	4542470.31444187	1637222.5211774728	1584831.9700860449	1584831.9700860449	1584831.9700860449	1584831.9700860449	1568287.5855308573	1312585.8008128605	1450831.753367426	1450831.753367426	1450831.753367426	1450831.753367426	1505457.9151433513	9823335.127064837	39620799.252151124	39620799.252151124	39620799.252151124	39620799.252151124	29797464.12508629
824.682__9.89_5252	2287638.040806732	1524686.3251375111	1971204.9179242474	829892.5567204175	1280960.8084011094	664073.4283312177	1847103.553507906	1217711.8561594032	804301.449909893	1939629.705625813	1829962.64117813	1113576.8291821417	764632.4813752683	2775262.946593954	1849219.0	1428187.190635137	955338.5337015969	2094031.2187015186	1192285.9280475765	3280967.675208813	2482244.6287198532	1314355.8842571264	2362533.540242584	4429307.375787065	2839494.2774121263	1802014.1155712788	1803144.1117426855	1803144.1117426855	1803144.1117426855	1803144.1117426855	1803500.952638919	1677324.4831578205	1829962.64117813	1829962.64117813	1829962.64117813	1829962.64117813	1847103.553507906	10812084.693427673	45078602.793567136	45078602.793567136	45078602.793567136	45078602.793567136	34266518.10013946
824.55_C40H77N3O14_7.59_3161	1943689.164511191	3038504.6211201437	1021017.4282094594	2293080.451963682	1370617.5	2964954.6533203125	1113190.5455289274	1469283.603515625	1041203.359506968	2673803.860325169	1362305.4027396536	2279385.439690667	2282271.211333404	978475.0353673986	1382627.7673669762	2402351.146114865	1321282.3810705238	1421013.077993032	1768918.0690192145	1354824.3084881757	2147437.8723870353	1729424.7543813344	2815754.4713101774	1385178.6572001688	2452843.881176098	2030810.8033414271	1840537.546545608	1840537.546545608	1840537.546545608	1840537.546545608	1780451.2549258752	2065887.9502480996	1729424.7543813344	1729424.7543813344	1729424.7543813344	1729424.7543813344	1469283.603515625	12184864.820048563	46013438.6636402	46013438.6636402	46013438.6636402	46013438.6636402	33828573.84359163
824.529__7.59_4417	387922.0374794817	1311927.7066642337	544406.1730944214	1153201.418740275	1540297.8465422872	1862108.9063553398	1251051.7163876512	745514.2290335599	840466.410518585	1001530.9833852403	2372510.987716577	689567.8636633763	1560819.336402134	2015645.4457758884	945563.4122870394	1306271.4321444454	1229591.5196342426	1719924.5	1209742.9582101416	926548.942831615	1468608.3486921326	1929331.0641698702	3221001.645716871	2136836.181394198	3152379.9098532056	1656202.9366427092	1460910.8390677127	1460910.8390677127	1460910.8390677127	1460910.8390677127	1399239.6503598187	1620629.385417052	1306271.4321444454	1306271.4321444454	1306271.4321444454	1306271.4321444454	1229591.5196342426	9937217.619856255	36522770.97669282	36522770.97669282	36522770.97669282	36522770.97669282	26585553.356836557
824.484__3.35_5170	6.784431553807828	1104301.9240133	955485.4178805255	6.784431553807828	1047177.0103302383	1730294.6390515948	2050051.6826141113	1312787.5056618147	1409397.8109880383	1318106.5	1121873.6017376625	1373643.856699471	1057041.573809475	1984446.2294887898	1185104.5038191513	2262472.2345638345	2473936.1816644706	1903440.1167363243	3416504.041866546	1558757.0716451176	1023899.6256691236	1372958.6291125363	2661261.1212966586	1551056.7418315457	6368064.204919088	1527359.853152687	1689683.0317705008	1689683.0317705008	1689683.0317705008	1689683.0317705008	1740942.9829129684	1345532.564556268	1373643.856699471	1373643.856699471	1373643.856699471	1373643.856699471	1409397.8109880383	9164159.118916122	42242075.79426252	42242075.79426252	42242075.79426252	42242075.79426252	33077916.6753464
823.574_C36H70N16O6_7.55_2517	618654.3389743785	1003909.6215009281	2467472.8702530577	635513.5214383304	2001235.8950798255	675603.1375896098	1732436.7305895607	1818336.7285711952	1598598.7035800405	684211.4244653345	1789853.1439734802	1585669.155225814	1248594.0593752211	1225120.6330134503	2209913.9957651338	2432581.29327157	1010493.8044493312	1465796.1092726153	1511396.8994834332	1340639.0164332408	2673987.4176068106	1534052.0	2812773.8109006984	1281931.6522771933	3255758.6417009137	1444954.6860374606	1624581.384191647	1624581.384191647	1624581.384191647	1624581.384191647	1681305.6046613897	1379586.3165067253	1534052.0	1534052.0	1534052.0	1534052.0	1585669.155225814	8669728.116224764	40614534.60479117	40614534.60479117	40614534.60479117	40614534.60479117	31944806.488566406
823.446_C34H64N14O5Se_7.06_2320	1361416.5328907028	1511955.8304578483	1824760.6867033863	2133871.4474104727	2112438.326715663	1033416.9212565386	877147.5118010126	746289.772342709	3304342.8362865974	1026544.7905621068	1509904.0	752211.0547761868	2191177.7709373925	745779.1167819314	1203179.167802874	1137133.2475970082	1450701.1845942845	2544789.231150033	5326588.701432694	1238396.7857813793	1610301.365463287	3318283.0725065083	7144747.898883503	704088.9245571762	3941996.693475951	1541600.0096509003	2030058.5148866898	2030058.5148866898	2030058.5148866898	2030058.5148866898	2184308.569171676	1323518.623798504	1509904.0	1509904.0	1509904.0	1509904.0	1610301.365463287	9249600.057905402	50751462.872167245	50751462.872167245	50751462.872167245	50751462.872167245	41501862.814261846
822.599_C44H91O8Se_8.81_2751	634933.3326979702	1037744.3191206384	772765.264506906	935118.0701554744	1658312.8704371206	1225596.5187835167	2147388.8276354535	1459386.5580446937	1384921.6988378544	1631127.370422896	1089127.1500135134	4659097.551059018	1249899.0668852506	1976765.9482525142	1849219.0000000002	1841472.3819504702	1492766.722067965	1097163.1154265231	2433319.261795707	1260397.1153184166	2509430.770543805	2288840.231918465	2441563.031224307	1902748.2622437805	3377654.360693305	1644179.5669464162	1774270.3520014226	1774270.3520014226	1774270.3520014226	1774270.3520014226	1815351.6525451087	1736299.876186683	1631127.370422896	1631127.370422896	1631127.370422896	1631127.370422896	1492766.722067965	9865077.401678497	44356758.800035566	44356758.800035566	44356758.800035566	44356758.800035566	34491681.39835706
821.599_C44H90O8Se_8.22_3338	1718560.1268048598	812090.0063446187	761306.2157940521	1106852.903097369	1859309.0499349758	1864231.1250721836	1107399.2418380505	1382631.2052517766	1435877.0	1621173.2163573839	3181769.723229588	1121090.3824170732	2345039.1823724806	1541189.302051947	1336821.6878072727	1306302.308721047	3887468.8628250686	2016206.4780223176	4448092.447649793	1417380.5530733562	1778628.1960824204	1390132.2467020382	2587565.2517823917	2038918.3942485224	1694024.954859134	1642109.4672344371	1830402.4024935889	1830402.4024935889	1830402.4024935889	1830402.4024935889	1889863.3294175314	1465660.7743769926	1621173.2163573839	1621173.2163573839	1621173.2163573839	1621173.2163573839	1718560.1268048598	9852656.803406622	45760060.06233972	45760060.06233972	45760060.06233972	45760060.06233972	35907403.2589331
821.595_C44H84O13_8.44_385	2309168.8496883246	543727.1678332323	509725.3621316879	752404.2947335189	1244882.754312374	1248178.2830755746	741448.6679075751	1801864.6527379274	971272.8378620297	1085441.16367691	2130323.7655839366	1735082.1732418314	1618180.344818103	1589953.99857788	1336321.3807420712	1487947.934275925	2602817.9368171794	2203058.259970773	2978178.145187857	1765759.3263006888	1994446.5	930749.8719448514	2556562.6147803194	1606728.1882067847	3149407.65840525	1294690.6503154559	1635745.2853125045	1635745.2853125045	1635745.2853125045	1635745.2853125045	1743446.7489957826	1286694.5489764176	1606728.1882067847	1606728.1882067847	1606728.1882067847	1606728.1882067847	1735082.1732418314	7768143.901892736	40893632.13281261	40893632.13281261	40893632.13281261	40893632.13281261	33125488.230919868
821.564__7.94_3026	765348.333119266	1522647.3968807338	779615.3450825687	758483.7417798165	957734.9557247706	1835373.3218715596	2208551.44012844	909988.9793027522	1435877.0	2548910.16159633	1511436.5634862385	825821.4217798165	1653365.3508623852	2130485.337798165	1368829.1300366973	2648209.618715596	868130.9616513761	763902.9169174312	2938164.106183486	968038.2022018348	6676069.456330275	2047375.2689357796	2327796.005541284	2421403.7388990824	2318979.966055046	2068177.3912354736	1807621.548835229	1807621.548835229	1807621.548835229	1807621.548835229	1725340.7564983098	2088930.3033669724	1522647.3968807338	1522647.3968807338	1522647.3968807338	1522647.3968807338	1368829.1300366973	12409064.347412841	45190538.720880724	45190538.720880724	45190538.720880724	45190538.720880724	32781474.373467885
820.598__5.79_5603	1461164.7222910547	1400191.444652908	1276599.4336082693	1051926.1605720557	3294568.105065666	1051304.5439484585	989120.0280363907	1693443.6575453999	1463171.264186343	1224310.5058586146	1878424.8808807393	968871.7806648023	1291180.0	1296454.5998796418	1194276.3673758365	1649107.7660094164	4835446.017912138	2025007.5655775426	1126081.3671988389	2528288.4951679707	1461365.8335516301	1509335.4399093774	1698933.08081702	1001785.4667421856	2512199.594321923	1492970.7728651164	1675302.3248709692	1675302.3248709692	1675302.3248709692	1675302.3248709692	1732880.7097149224	1454763.4422811428	1461164.7222910547	1461164.7222910547	1461164.7222910547	1461164.7222910547	1461164.7222910547	8957824.637190698	41882558.12177423	41882558.12177423	41882558.12177423	41882558.12177423	32924733.484583523
820.598_C43H89N2O7Se_6.61_1980	1168032.0	1443752.0512815656	694782.8989234279	1472093.985248028	1772494.891590997	1338249.4970126783	770308.1807883498	1626661.8537642146	2214010.4641057444	851380.194423035	1245985.2212132975	808943.2357001505	534319.9228882808	2290375.1656330186	1902481.809625709	522572.4714343878	793218.0336284358	5244219.595784609	2365520.7363638943	1553965.6041737285	1725339.1925615217	1165259.7400698776	5538486.5083805965	1423426.0774109247	2377603.2921098727	1253220.8073425302	1713739.3049646534	1713739.3049646534	1713739.3049646534	1713739.3049646534	1859166.198950587	1205622.4806415876	1443752.0512815656	1443752.0512815656	1443752.0512815656	1443752.0512815656	1553965.6041737285	7519324.844055181	42843482.62411634	42843482.62411634	42843482.62411634	42843482.62411634	35324157.780061156
820.562__6.58_5448	1774755.2403110377	1054104.2838012662	729965.6801541427	1001195.0	2305325.20609689	1339336.0033030554	1434009.9725571154	754365.8467657584	1659012.9094412331	1665417.4709055878	2079856.5330305533	1219371.7326039087	2005628.106592348	1322153.3695981284	1539409.6531791908	945248.7855904212	1833539.9651802918	2380336.289788054	2657945.368579686	1481743.7974814204	1713396.565180292	1584781.72716763	2239998.127993394	1346170.4750894578	2749149.741067988	1441927.028348931	1632648.7140583543	1632648.7140583543	1632648.7140583543	1632648.7140583543	1692876.614808698	1453467.5483828792	1584781.72716763	1584781.72716763	1584781.72716763	1584781.72716763	1659012.9094412331	8651562.170093587	40816217.851458855	40816217.851458855	40816217.851458855	40816217.851458855	32164655.681365263
820.524__5.2_6023	3676273.382501287	1671832.0611940299	982577.0260422028	3147569.5155841485	1749842.9848069996	901092.6028718477	1114924.5	1309573.090468348	2171434.5305712814	960743.9645805456	2073436.9578898612	1665173.2452290275	1259842.3699330932	3220278.379300052	1013295.3095728256	1285347.853834277	1890379.4507462687	1875177.1520226456	919125.7272259393	628517.248471436	1609793.6248996397	1158570.2205764283	3100134.0590735977	1170788.6760679362	2161029.33365929	1728368.2395625322	1708670.1306849206	1708670.1306849206	1708670.1306849206	1708670.1306849206	1702449.675249885	1478589.9575141533	1609793.6248996397	1609793.6248996397	1609793.6248996397	1609793.6248996397	1609793.6248996397	10370209.437375193	42716753.267123014	42716753.267123014	42716753.267123014	42716753.267123014	32346543.829747815
819.615__8.84_4587	1517534.6156484564	988989.3777976065	1303273.3240992504	1253618.062509499	862928.7646809074	1558894.5067534773	840389.2822144541	987123.9187915811	980696.9683589173	2090639.1548519628	1509904.0	1651122.207802166	1400166.1531860235	1416340.8671866804	1966060.5452789394	1047025.8802072864	1736563.1913241718	1582018.7958130892	1413068.9113110325	1676742.6586746026	1650427.8425054788	1664757.8248223995	3099739.9573621484	996140.3039873707	1632380.2668836932	1452942.850810989	1473061.895282048	1473061.895282048	1473061.895282048	1473061.895282048	1479415.2777465924	1463122.4335933402	1509904.0	1509904.0	1509904.0	1509904.0	1517534.6156484564	8717657.104865935	36826547.3820512	36826547.3820512	36826547.3820512	36826547.3820512	28108890.277185258
819.458_C35H72N10O3S2Se_6.05_3564	1159802.976729431	872394.0039947244	1620293.901347503	1683950.7256016245	1401026.328472441	777916.0494748676	1197696.2636598046	1337618.411933789	1067125.6312150985	2709694.125142704	1688844.1453695786	832822.9731439094	2842901.0610078513	1589280.0	3308714.3740098993	1073898.0394394058	1798876.184151861	6550227.9015700985	1282033.611933256	706097.1705168816	853753.4640604766	1075847.9930742115	4516074.61212053	1067152.1107592976	2454266.086709644	1501659.717836771	1818732.3258175554	1818732.3258175554	1818732.3258175554	1818732.3258175554	1918860.5178114874	1332563.9965371056	1337618.411933789	1337618.411933789	1337618.411933789	1337618.411933789	1337618.411933789	9009958.307020625	45468308.14543889	45468308.14543889	45468308.14543889	45468308.14543889	36458349.83841826
819.03__8.11_2195	1052435.9919581655	680407.8607123172	952620.9311568087	1189412.5091399902	2462026.5906112646	1139564.592064165	1792121.8525715498	1892723.0640944105	1303069.038805738	1318106.5	2585597.561366688	1726081.466132429	1034104.8945657552	2117480.202122818	2170890.015358632	791515.9207405838	1174941.3745318353	1751737.550816197	1701099.7571860647	992505.9713165148	2109752.8248887006	861148.01000212	5085012.884159423	1902406.5035502792	2376779.5360709494	1392376.0091574213	1686541.736156936	1686541.736156936	1686541.736156936	1686541.736156936	1779436.1762620457	1089627.25500106	1701099.7571860647	1701099.7571860647	1701099.7571860647	1701099.7571860647	1726081.466132429	8354256.054944527	42163543.4039234	42163543.4039234	42163543.4039234	42163543.4039234	33809287.34897887
818.617_C42H83N5O10_7.5_2257	1218050.426573725	1124303.8113960917	2628293.7594247996	1257595.815564468	3275153.0666655595	1731769.2771667847	843939.1953646232	1834329.4874794544	1435876.9999999998	1208225.3794467621	1209219.8036273767	712545.7921575231	917661.1044394689	2627747.166681688	1551598.0056756325	2627697.786028883	4564202.655285358	2256687.319259677	1627942.19769251	1068392.9929534872	1365528.3003460404	1655247.9959122636	2528807.0690539265	1025031.6714477488	2782708.7635255805	1742073.6571821773	1803142.2337267774	1803142.2337267774	1803142.2337267774	1803142.2337267774	1822427.0473724403	1432233.8997698203	1551598.0056756325	1551598.0056756325	1551598.0056756325	1551598.0056756325	1551598.0056756325	10452441.943093063	45078555.843169436	45078555.843169436	45078555.843169436	45078555.843169436	34626113.90007637
818.547__6.02_5752	666519.9167202159	918991.6452898085	899077.1355866855	852375.0571905924	1192657.8588870324	736935.5805166431	1276567.7306258834	1181029.1468962857	1715708.2010024418	775133.9930600179	1240670.5503148695	1507048.3937797197	1177968.7803624212	1589280.0	4099662.2428993704	1611097.4517414214	783453.8326693227	2821613.689757101	2508921.8455211413	1562523.0690142654	1029015.056162447	2377823.0962601206	4605460.151651459	2838260.1773550957	3532834.0213340186	1418832.789444373	1740025.1449839354	1740025.1449839354	1740025.1449839354	1740025.1449839354	1841454.309891165	1414975.2751574349	1276567.7306258834	1276567.7306258834	1276567.7306258834	1276567.7306258834	1276567.7306258834	8512996.736666238	43500628.624598384	43500628.624598384	43500628.624598384	43500628.624598384	34987631.88793214
818.53__8.1_2671	1351241.7626347796	942793.9031558377	716950.1052142102	1655778.5097822237	1556099.2691884723	1363920.8235844641	1567762.5003291315	1006800.210722726	995060.2279964958	2722798.616517012	2148096.2881603846	1660227.0918792288	1050857.1257734103	1194290.789874714	1358503.0646029967	918308.642425705	1511720.2984650007	1612729.8998753126	3231527.6898098686	3974001.459558993	2082074.8752390004	1534052.0	2816074.366981279	1579351.989750321	2866920.0350223524	1576723.3733556087	1736717.661861757	1736717.661861757	1736717.661861757	1736717.661861757	1787242.174021593	1364171.394937357	1556099.2691884723	1556099.2691884723	1556099.2691884723	1556099.2691884723	1567762.5003291315	9460340.240133652	43417941.546543926	43417941.546543926	43417941.546543926	43417941.546543926	33957601.30641027
818.529_C28H67N17O11_7.65_4421	1216872.2588207591	849041.0659737516	1110827.0	1152352.7870085123	1028657.7134288807	1228290.4949678453	1276225.4023015292	1650704.2447985613	2872474.4864603374	1844873.8916302377	3900144.2005834347	1293086.4439520808	1758346.0237595302	1075528.7257625097	1226473.0641460954	1596811.52546457	1361392.5687963702	2189523.015718087	1386370.3838932004	1171084.1154107528	1875030.2325808385	2703431.735553525	2820784.0975404726	1341455.0409673157	2581829.2146873767	1994971.8574946716	1700464.3893682628	1700464.3893682628	1700464.3893682628	1700464.3893682628	1607462.031012555	1720842.7085474038	1361392.5687963702	1361392.5687963702	1361392.5687963702	1361392.5687963702	1341455.0409673157	11969831.14496803	42511609.73420657	42511609.73420657	42511609.73420657	42511609.73420657	30541778.589238543
818.505__6.98_4134	1354777.9099623736	2941937.4311513472	1848615.888768063	1870360.9715158714	1252129.6587388422	667253.9936148212	559931.001994743	1230573.5171114255	3874409.7608503345	1878135.9429723672	2169353.6416794537	1040235.2968857994	2216446.994175217	1243857.05362723	1664486.114089957	751950.1772585962	1003649.9092358601	3117257.9369721273	4287464.322594633	851919.5449911271	1994446.5	1034039.2700034692	1520926.344492775	1540326.073614688	7998707.015607697	1669878.9194487443	1996527.6908763528	1996527.6908763528	1996527.6908763528	1996527.6908763528	2099679.9344850713	1560996.4982997985	1540326.073614688	1540326.073614688	1540326.073614688	1540326.073614688	1540326.073614688	10019273.516692465	49913192.27190882	49913192.27190882	49913192.27190882	49913192.27190882	39893918.75521635
818.491_C36H73N9O7Se_7.06_2313	834304.0374360716	3145528.859552237	1493895.9487822861	2198663.283098997	1823774.1303750863	996310.6431401921	288192.8718948588	2252403.12806301	3295821.323753906	324524.8792491252	1823050.9731599705	452958.5342230857	1159291.751665477	2467041.5036736224	1863231.7998731378	963572.8779524149	1307176.6840263556	1683446.4422577738	4412427.41020937	1452613.8692494764	1154959.989677812	1534052.0	5894165.772027105	825653.7988713472	3921311.0223366534	1709628.515597895	1902734.941381975	1902734.941381975	1902734.941381975	1902734.941381975	1963715.9179453684	1678551.4865799854	1534052.0	1534052.0	1534052.0	1534052.0	1493895.9487822861	10257771.09358737	47568373.53454938	47568373.53454938	47568373.53454938	47568373.53454938	37310602.440962
817.345__4.75_5292	1296994.7820512287	2916797.5877030403	1233568.0692419824	1880646.8453790087	1990978.3993981674	1678376.9732611412	1114924.5	1235146.8877759266	1292002.929333611	2161815.8519387753	1287196.819972928	2174864.322763432	1560239.5546668055	1290451.972303207	1675470.0897251146	1148451.1759266972	4497589.644814661	1464354.1902332362	1194561.9642857143	1178355.8563931696	1929009.7719408579	780442.5064160767	2894113.6802374013	1114924.5	1986293.0232194918	1597525.9857101208	1719102.8759592667	1719102.8759592667	1719102.8759592667	1719102.8759592667	1757495.578143208	1288824.3961380674	1464354.1902332362	1464354.1902332362	1464354.1902332362	1464354.1902332362	1560239.5546668055	9585155.914260725	42977571.89898167	42977571.89898167	42977571.89898167	42977571.89898167	33392415.984720953
