#SampleID	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V8-arm-healthy-BE5	V8-arm-healthy-BD6	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V8-arm-healthy-BE8	V8-arm-psoriasis-BE10	V8-arm-psoriasis-BE9	V8-arm-healthy-BD7	V8-arm-healthy-BE6	V8-arm-psoriasis-BD10	V8-arm-psoriasis-BD9
196_365.136_8.92_C21H18N4O_Benzodiazines_2-(5-methylpyrazin-2-yl)-3-(2-phenylethyl)quinazolin-4-one	15779690.568361076	16499088.31475601	28522369.35934129	50288837.41771522	70241895.10038026	51157362.08447671	66487363.08465251	98065887.26327191	25919295.68704371	133079978.81806758	43372795.99053796	16220025.773155095	44764875.46379952	78939340.89538789	45688173.29868302	49493315.08958572
1968_331.321_8.18_C20H42O3_Hexadecylmethylglycerol_Glycerol ethers_Glycerol ethers_Hexadecylmethylglycerol_Glycerol ethers_1-O-Palmityl-2-O-methylglycerol	37929410.98290051	37929410.98290051	37929410.98290051	37929410.98290051	37929410.98290051	37929410.98290051	1032689621725847.6	37929410.98290051	37929410.98290051	37929410.98290051	37929410.98290051	37929410.98290051	37929410.98290051	3743423493663654.5	37929410.98290051	37929410.98290051
1967_317.268_6.9_C18H36O4_ 1-Hexadecanoyl-sn-glycerol _Monoradylglycerols_1-pentadecanoyl-glycerol	2700353.7291883607	1863985.0427183646	52869807.264738895	80757206.77495961	78882223.94349782	55630426.27385593	132971397.81992602	42383485.36590694	59552172.13796482	10550921.2346253	36733205.36136831	33376298.55369666	62035020.67178285	88442733.71499479	15543722.14524196	27705996.98935985
1966_457.823_7.2_C6H9N3O3P2S7	14098039.81383087	9932941.164418988	59749688.72252069	61512450.41365019	36161165.849564396	53906390.23282126	102328968.3476834	53950180.30323917	81670163.25778392	49098587.08784714	37568191.39745885	10622192.61378178	72100170.50876106	28817214.88991339	41463843.58842003	31296071.30149177
1964_317.195_4.65_C14H26N3O5_Eicosanoids_6,15-Diketo-13,14-dihydroprostaglandin F1.alpha.	64217444.3874789	37335820.06129314	20642448.713521287	44315396.67891207	24587874.81515969	30955631.546187915	565887482.6359731	54001066.89152107	43211564.790003225	29007252.27634127	33011818.86452148	90782196.65132216	61050654.52087438	26558719.55951387	49471079.44257466	44764299.20091362
1956_766.535_7.26_C30H67N15O8	17771400.426740266	28802353.59738676	55356034.95538474	43281098.84135905	51541236.14949446	42597687.03616055	73191721.41854791	29476099.16038181	61518771.44585805	20919511.234403025	24392740.35434835	22658588.74569277	84578212.90751792	55116180.55831079	45654872.45604736	30344618.60423251
1953_244.191_4.21_C13H25NO3_Prostaglandin K2_Fatty acids and conjugates_10-acetamidoundecanoic acid	24368454.75351254	32851804.94786718	45272640.9306533	26080133.75827929	47649433.45732114	50674306.83934059	318281454.5874933	50266446.61584341	48921560.55612745	33409103.239952005	73854162.95945384	30793365.57252584	78855337.03593218	86159474.2082742	52256058.37072977	22583250.31489571
1950_745.535_10.06_C33H68N12O7	9098332.265761986	51093864.55298626	7213810.425612781	18313531.57465276	17816318.85176239	602448906.1169707	100053488.2341824	113561082.49413398	36411790.28060173	88568383.42602308	35841852.47727665	74330952.20615174	119460938.36167878	17137792.604707524	140444946.3779487	15869703.217503453
194_685.435_9.78_C34H66N4O5Se	37327075.26181554	17555142.68678145	109494557.18990126	49767020.45781186	24315823.00753421	17816963.603322964	191563207.39862743	29043907.251400504	12816909.09291683	37873834.405987374	8342507.191302507	37058719.69141837	138432918.54527718	28002135.96013224	20220801.16503248	134506565.38686487
1949_368.425_8.65_C25H53N_Amines_N-(3,7-dimethyloctyl)-3,7-dimethyl-N-(3-methylbutyl)octan-1-amine	35903699.20737101	32639783.971959945	51620686.86601447	15294462.589385388	95320393.916149	64503269.24466918	34420275.41757834	47171979.81441868	75658840.42824478	28184205.48541981	66446316.65263047	26449139.25372709	31949226.03215618	50951706.47553588	16282616.169538312	14749862.916627107
1947_235.18_1.34_C14H22N2O	25630018.848347515	68145685.32812323	59489628.01739995	28.766744689264964	132578274.31873488	43025269.36194604	49143668.2899058	45256705.74749232	51218728.65132124	176047270.71751285	28.766744689264964	62559442.41017017	28.766744689264964	69309587.81825088	89724195.85443465	18853695.70259957
1946_539.427_9.42_C32H64OSe	3271737.6486768536	7077588.956568892	81406700.39698376	22390515.17793244	89792988.74278867	59510192.8810418	33418597.436856866	38613910.62716245	98041964.76820648	18407205.347465284	112956339.18849416	31630695.090188883	56053311.37642282	277620962.0536191	43258264.2786351	18354243.0400568
1944_229.154_1.24_C11H20N2O3_Amino acids, peptides, and analogues_Prolylisoleucine	46796988.96970309	87178327.36229362	50320631.87792879	51465944.42887887	31392934.57198128	29492555.63530147	37884603.5761708	29120198.423848346	41914312.49575112	5414564.295993427	43496290.21306049	90939442.5683098	32282630.51755303	86080312.68899211	126150002.55213544	47062374.547568396
1942_552.499_9.42_C34H65NO4_Ceramides_N-(2-hydroxy-9Z-octadecenoyl)-hexadecasphing-4-enine	22854242.66331027	20479617.74948275	42455887.51114173	49990711.38348291	70351180.70307463	24052270.15338559	61332630.91500884	35541572.80945153	64090308.47343665	39686215.48551016	58209525.93390913	78782340.32527077	64302857.92266963	26293349.43811606	40692187.81363156	14242673.2447583
1940_265.153_2.29_C14H20N2O3_ DL-Phenylalanine _Amino acids, peptides, and analogues_valylphenylalanine	15089869.649040835	105068723.35582136	129066524.99356668	39542907.80717688	51758962.2226308	16092456.627707802	82788390.37740073	30552973.489406705	36422406.36673216	79326591.01668626	46319961.40107817	78152249.10510845	0.9959232561599992	80222917.96353723	39943373.5280951	40427333.47111674
193_353.266_7.24_C19H38O4_Monoradylglycerols_Monopalmitin	900885.1856305384	974072.9954717049	42015666.79093985	28431423.257864106	65456195.31681804	66301842.89973765	81768422.04434784	38706969.91746992	61441333.43613043	52352280.90365194	57828708.00356195	50454887.19881675	70622077.3074854	69819886.3836464	46522897.1804487	42556013.95746136
1938_414.357_6.34_C22H45N4O3	12609453.609528128	3328514.0071349656	49548565.36526854	86761314.52091777	68453023.0426968	11822585.213255815	27370835.94959725	58968877.2915521	65345892.65167304	67963027.99208923	37603376.399517305	109042830.7997101	63107048.58718803	31936745.350693915	19146283.832103863	34635512.665186584
1937_468.245_3.54_C20H43NO6Se	41205310.60618302	711384056.2013202	86718915.91174059	18411073.30932768	24830542.46183216	14871037.108702248	80582680.01402724	14746694.407843022	145500030.32162216	34513746.30843725	48010673.36346863	62780986.97043444	21106912.267399427	73958809.30199894	88190390.78499827	30358245.77294453
192_261.144_1.51_C11H20N2O5_Amino acids, peptides, and analogues_5-L-Glutamyl-L-alanine_Amino acids, peptides, and analogues_gamma-Glu-Ile	5815853.97597914	95208817.34830476	64305303.30452926	37042446.77588103	60063007.82846165	7230407.442671588	206734257.0956325	28899706.59196399	42932368.43284569	27482939.021825165	11147810.22461744	98508223.14398442	66204049.33436078	91846824.585718	88132664.63693437	33424654.518358044
1925_697.447_6.44_C28H60N10O10	23067644.924109284	23001443.61471989	44664978.16119313	58272197.50473385	35654567.00165879	60985232.72053315	85126197.48943536	56197933.76145434	52765806.29641149	21542791.07854716	33793731.73887888	28534433.546723247	100699840.91187592	57020939.081042394	35508431.1225798	63010079.7308313
1924_355.282_7.34_C21H38O4_Lineolic acids and derivatives_Emalsy MU	94954208.00352126	128198675.99582654	52702556.79888438	31836748.92804012	55057035.54384905	71765896.17064503	68651388.55776457	45891112.59960823	64358995.62937965	29164453.963791527	27277217.672254104	12177169.24608147	89647955.47562264	82152576.984045	25608428.933380734	15762956.386661468
191_408.368_7.39_C20H47N4O4	18503996.265818574	25423749.96380409	76368397.76421185	69925063.8227348	48700433.83100236	57592923.93439399	70519573.77045168	58577666.48278125	61764580.10523758	36846338.45241028	21031731.791467816	12969771.66098367	74919995.57848643	70697303.1169708	16981453.63113223	23653725.452098854
1914_527.389_8.09_C17H46N14O5	3909611.3936583805	2048268.533107956	10293845.55124792	3156407.5762094194	27636548.308999896	141427749.81655046	73350259.24135171	116627738.66205984	74181095.50812203	38903522.40853525	134363798.18649864	22387924.55649776	150328315.40520802	80018487.33141237	142407598.74696168	42038705.2782546
1911_904.692_8.11	10702823.48564692	21029967.487967454	25868222.38483843	27462604.99089029	29746692.52939096	173304424.3085417	149250425.35724205	44816282.72861849	42621909.090054825	27542633.5987649	30940753.51325984	14037019.671410907	276547735.4171732	129821569.49467836	117893580.66824149	48005108.40614356
1904_98.512_10.13	14.155696960279393	6684744.7755527375	68927627.42384042	45919099.1415719	51276945.50685589	44778433.08051259	24381050.50384025	92032414.44543885	57633716.93953592	96749658.90048234	62803929.5416114	71125214.44274203	12855637.751447333	40850496.132277295	37463462.52059126	71219349.82752791
1901_891.564_7.58	21112099.685142554	18610738.877096746	35263110.3597534	39210189.302494906	41753238.68138956	139083549.9196097	91917909.18141596	24781620.628127534	53011070.52030996	29980753.40978032	49200392.83908066	54594868.18965829	372759792.8645288	31612125.79949907	364894990.34846777	115097056.08611992
189_964.583_5.02	24233469.783382203	72348746.72910847	193997002.86324897	32809466.60010205	36915480.68204981	28029559.438936602	101521516.62670375	37816231.05208429	49986754.38663574	58303471.9239437	33392033.576452024	184356520.0868259	53225150.59706249	96505430.28459252	39463136.20207445	29685212.387041744
1898_342.372_6.97_C22H47NO_Amines_1-aminodocosan-2-ol	26927867.6386348	41902802.382419616	105739197.17213784	59783695.589495495	25684973.35235873	47544123.92776686	93687801.46456912	57797949.57002089	45932002.79704947	60809333.44916932	30930087.96610248	18940137.231232136	45063696.55963147	122022915.63656723	27206371.764179826	29904728.61055421
1893_239.236_7.23_C16H30O_Carbonyl compounds_6-Pentadecen-5-one, 7-methyl-	2221207.528032472	2388905.3747485117	49127862.68686985	30581214.050102513	50608951.29470941	60863615.40728384	86965718.19736221	35499921.29453332	75714566.79841912	43549227.23263264	39044304.71560098	30267213.80839861	10974041.548652004	73822898.86235873	47417053.804583706	43605867.271794535
1891_235.18_1.95_C14H22N2O	29614517.22342978	37801843.42515616	44307127.04293059	39567207.87476338	44698907.59969294	6212032.549219749	23800608.20619513	43760127.86924969	34105460.06599614	66072658.57020782	42811591.2075005	41585282.66443744	9.698738872691056	46737058.77883348	43896395.150411	110363549.92426552
1890_587.41_7.73_C32H58O9	42642821.69074491	35694248.66953537	22046343.90112564	13841777.163724547	16828607.616042938	369801311.4996221	57763892.91837382	52879212.29605089	19900165.046920355	13237019.026307033	106799747.9472212	17139385.10581333	832416395.7891201	44736577.02148204	291021396.2194916	169220667.51540542
188_524.362_8.17	7088640.994366176	6424275.739886357	26190859.18757783	35775991.76587256	30171230.91103709	115731451.46965884	122388132.3966905	32010553.998644844	36574627.43429773	19645156.730876986	118517742.06627664	111207686.46693312	199216546.98228297	105442365.85977603	90973067.82887314	31848477.868475754
1888_553.384_8.77	8743039.610528063	13202892.671525858	32274404.49000129	44840009.537923545	43450751.52847167	162574344.08040386	167441645.14183947	46916746.50706766	48123469.23519501	28660144.120025266	28624305.25317791	15810503.984022565	302572071.2927672	147629911.41354078	107424360.52904834	39040355.24800485
1887_658.38_5.81_C33H55NO12_[(3R,4S,6R)-4-(dimethylamino)-2-[[(1R,2R,5R,6S,7R,8R,10R,12S,19R)-5-ethyl-6,7-dihydroxy-2,6,8,10,12-pentamethyl-3,9,15-trioxo-4,13,17-trioxabicyclo[10.5.2]nonadecan-19-yl]oxy]-6-methyloxan-3-yl] acetate	2268853.927903705	3367148.551911458	55247457.52916319	31404035.00520282	49199162.49067455	65467895.24288629	52700530.07962284	59536571.71654847	60242861.30483226	30463606.410498	56384630.83182189	42224727.19358423	60180553.26978359	69202163.49487184	57864069.88114971	63979469.5739088
1885_1194.899_9.0	14534883.799489815	20204586.5205902	29237341.6925856	31019716.892048124	29695923.61144661	147613481.87125653	126746266.8360126	39479495.21233036	54874709.81491701	22151493.51499338	31289097.31310866	6626550.747156635	268706004.27670217	120892124.05472852	90687223.26133564	43364512.3096559
1882_459.22_3.75_C18H30N6O8_Amino acids, peptides, and analogues_2-[[2-[[2-[[2-amino-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxybutanoic acid	19895309.35039602	22931413.43950941	60251354.10486587	11964395.133393545	31425898.98352065	40126213.65973082	54792098.94471071	40847487.70168209	76116421.53553191	17701994.794101074	18004626.34960379	83244782.18961759	13629216.65315923	80482144.59403688	127106158.45244378	38210876.12745943
1878_499.355_8.35	28112424.828101616	24326826.636192035	16275323.478789775	19754985.848556787	63263201.24789663	19463498.7666004	48634581.94024961	666614626.6257433	592941781.6783041	482920265.2251672	423238410.8085087	18589948.221590616	41025233.47111814	27282176.538781304	19808308.954047192	219582664.2008155
1872_568.446_7.39_C29H61NO9	24973382.210018367	32743782.267740786	59449917.63446635	56537463.29242827	46465601.09693444	67162559.03539136	84736431.74510373	56398915.93221747	70023794.51534514	36682927.63720698	12386304.841506107	9425946.710523024	85863676.64473611	57461659.41667775	30265039.44646947	26597695.59242682
186_239.237_7.65_C16H30O_Muscone_Carbonyl compounds_Fatty alcohols_(Z,E)-Tetradeca-9,12-dienol	6464095.446525453	2053373.840515131	50285423.72003737	33270035.81668529	49511791.02121086	91140541.6963759	41032346.12493313	74296003.83886214	100855574.40045206	35391158.59982197	51100757.90140013	51782234.42988447	61495433.11077345	70658711.82135375	54976683.99255265	46352392.10583556
1867_265.189_4.04_C15H24N2O2_Amino acids, peptides, and analogues	3.043402464652163	30685741.42097055	85286146.81025985	93648506.80578706	3.043402464652163	49817820.15218701	148252104.72426182	43385954.25144043	3.043402464652163	379761739.82514	3.043402464652163	3.043402464652163	229295751.54219902	102015456.25223096	3.043402464652163	3.043402464652163
1864_471.331_7.43_C17H42N8O7	22011967.720575254	29710522.67525985	51582828.14211128	127593587.1492313	18267914.20029301	101449928.98307602	133889108.39873204	18347938.30880838	24989687.11305095	19192105.892709445	53219630.7419	26468810.89371421	53360636.44341993	68738363.48628744	44537090.05741004	17300260.420912873
1862_793.435_7.45_C29H64N12O8P2	33260219.82987303	40415380.02988013	83065368.14572246	81040672.84884585	54006122.60910558	55002656.67168909	99400912.41873737	56797882.7032333	60500998.79235882	42817111.44918661	15409237.725038933	4692881.184015323	77115213.6081114	82272032.5268648	17765174.619892385	6067011.878209543
1859_235.18_4.77_C14H22N2O	21337298.096870773	39254664.31971078	102758544.18432136	49055308.0750131	88672425.02609883	73315279.41754542	98865815.13455692	53024055.41068526	48897559.926171005	3.5497681955512435	3.5497681955512435	18677598.778672047	85035318.33386424	3.5497681955512435	3.5497681955512435	3.5497681955512435
1858_452.85_8.52	29808409.22995964	17636394.453289423	33015513.13934652	21896307.42814579	59852182.2714912	57584722.32887795	3930450743.3147397	20339119.672334194	51669698.58750033	15216730.07302008	30421795.05030183	20262396.606125545	8084255934.046752	96102834.28175978	43752994.54088346	40403596.96854006
1853_429.374_6.36_C19H44N10O_Sorbitane Monooleate - Polysorbate 80 in-source fragment	7028960.9675254375	7949894.050699103	77846276.7203813	134808692.3714694	99729730.67672816	18375945.76136974	116877584.57576196	106626855.47970273	56131807.7117173	88602797.63617091	7116955.1137412675	6971883.2577361185	112171418.37019664	91290122.34343064	31119958.30581265	19469311.454229847
1851_793.564_7.72_C35H68N16O5	15646963.30194779	16883698.665931694	31682031.97521859	23070460.25425429	26869392.22865216	187987526.6999361	170689365.02049106	48796304.39765214	40745093.77744304	28014506.718600973	33195436.570932094	13574541.559521195	301096247.6838542	137151466.63996533	137176910.459053	56932974.11326186
184_689.516_8.49_C34H69N6O6P	13495004.302282598	9169609.314063134	60455860.64968874	76127554.63140449	82045915.74136794	46843443.04126058	91003387.85717888	34994536.8265222	87773909.02146637	44124140.05723174	39182550.52905056	18117564.83938647	116621083.03783396	132307570.93978144	17941136.21845532	19687582.12563954
1849_559.349_6.51_C29H50O10	1330860.8195741372	1272887.4516930305	41804400.10079619	15394191.233366022	51439319.21837836	65076426.91460467	49153889.78448517	60883093.29766408	57429818.62523082	52954446.16377982	69199070.68265058	56729097.53676254	68053326.19297126	51423001.72987274	64320710.73184295	68500159.74231365
1848_576.376_6.6_C29H53NO10_Carbohydrates and carbohydrate conjugates	5978814.391448585	10593406.8430791	34786976.36517919	11092362.155264594	47509878.0483645	57408771.29100374	46448679.89468312	48119785.52880224	63122471.00926689	43159613.36267181	56673215.36762334	50957530.3087768	53333868.80418999	49511130.87640103	59252396.66966463	60542789.23148819
1844_335.22_4.06_C13H30N6O2S	19714179.076269336	11350655.15187032	14087607.497203235	17384386.72508565	37228201.03909131	55802026.34370668	34326506.11263641	39232547.99468568	63270507.69434101	56949041.48328477	63487318.9760568	62316354.3670337	72216924.66574235	62406508.31031878	68554901.09696	84983480.1062352
1843_282.315_6.01_C19H39N_Amines	40794229.29940476	24547624.23840731	51066742.63233979	39315968.16843872	45309462.78581346	54339108.07708153	98949786.72894156	42004360.80116364	117760505.08832952	18.6745806663304	38540319.46046268	76445124.26626948	41308900.74256883	44220641.36006306	29987268.14238003	31246943.30664668
1841_371.227_2.57_C16H34O9_ Nonaethylene glycol _Ethers_PED-diol (n=8)	35945694.10114743	74319298.30982742	31631849.45516493	28429334.222304225	23761008.14795688	68684771.15126757	76599789.6144887	15623757.26908874	44170126.704633504	22143145.58986326	167875957.72924605	79300292.23072132	207273751.895272	26251203.38346323	100266832.8832297	95417319.67668818
183_468.389_6.7_C22H51N4O6	25254277.23431545	36446461.79402736	63932169.79877861	60646364.19041309	42671320.33887528	64749625.28921733	1870623.7859045228	46773681.49199329	61424185.23641958	31026149.44499692	26104925.76169336	13539313.09953484	90201919.04463512	61334036.49479559	29900753.91343487	28299548.37154785
1838_353.267_5.99_C19H34N3O3	12991658.606863238	6290748.711737418	57289690.46382806	78089228.07068841	34002597.148201056	45864314.33739371	46861396.19796914	47985488.09395541	50947660.34237686	46854733.04455196	56900470.47067028	42805932.48458053	46273334.21008717	73468321.95772925	59282188.65751553	58709131.37454871
1837_637.466_8.34_C23H56N16O5	27562954.12262295	4064910.5129694426	34654296.05052121	34271913.23015597	61311677.93574413	39323224.77918981	93498232.5666756	62753399.0545596	19619841.413905326	38835026.10891804	47874211.03332202	51370628.50814787	49458446.22624888	77811550.48757106	50474776.83370984	84703110.3196997
1835_401.287_6.0_C18H40N3O5	106808749.24487014	65051560.54433101	32160788.7749719	7905892.136298899	38832967.60262308	99955688.62140898	398552297.00995064	24868846.80799127	48450397.91788266	29205748.18684975	83001408.08970247	17461492.726481333	128243132.97612736	66380096.08206963	66824130.6930573	34211783.95812932
1834_485.314_7.29_C23H48O8S	12137821.793154148	37076683.39150998	55759236.63052963	82019666.08809032	31875914.02369039	65947518.99072103	100051391.29232591	49311557.64818309	73146861.31047721	50166113.26594205	9260538.710908582	5333944.1714014085	79269907.60622726	83263172.56244838	12674680.24379592	8540679.05086099
1832_581.333_6.98_C28H59O5PSe	10349030.112430066	35771276.38512149	63355924.29057332	67684065.93630323	40099333.55177107	64787979.02721936	63508022.23938571	48041296.37310766	82509201.34713341	38617069.11068891	27316300.915955555	10326373.211493887	83722919.4151427	86078727.00127667	7545503.144675564	21354193.058087148
1831_403.378_8.64_C20H46N6O2_Dicyclohexano-24-crown-8_Amines	14494788.552973047	18293421.637742467	92550487.86493088	68818631.93783854	49394530.3110131	30071830.652696993	72341426.07876743	23190904.063187387	89671544.58980215	48213634.53175459	21509429.83865242	14174730.578173105	100014590.90213706	145279705.56741676	14925501.446873983	11365985.901219916
1829_442.388_6.71_C15H45N12O3	2248790.9290387067	8529934.430401536	173102689.39384586	91368347.42573704	155019319.32016188	38679049.32985839	118218398.84528913	81292953.27872671	172794419.22754925	63081456.4438584	20124854.519599	17553483.219574884	112284274.15333779	67684862.19252348	13378563.588607755	8729188.317240192
1828_701.555_9.47_C31H72N8O9	33739272.91585337	17759113.388338383	94310130.23841348	40789161.84314123	122258662.26473051	27293358.96462361	116314022.55371527	24034197.85157654	18230649.631283347	65964274.20340904	46211379.59949704	12918692.059656834	84790534.99901842	41378142.87099617	15801825.256073784	29954511.44350175
1821_730.439_7.05_C41H69NO5Se	11298898.982679565	21641968.97140841	65949511.292102195	71022188.25765735	69859265.20654966	55517173.33558548	83672801.4593121	36339149.02328499	67961290.14257213	37358180.730083935	7637577.002563849	8780625.010725904	100775809.88179538	104596662.35918362	35671645.45804217	18923306.051777426
181_515.391_7.67_C25H50N6O5	21191006.68024117	27409265.61442453	70568817.01006338	70177326.32488829	47326237.93845379	59297106.62876833	67963739.48593727	53252621.15679978	69477215.98054305	37890923.46473549	22547355.74445517	14400835.966239655	2765669.8894585418	65931193.20753856	23421535.679574106	23410644.694199275
1817_676.392_5.42_C33H57NO13	6552172.950737182	6217246.550021859	43618580.132341996	33950800.547081396	55830763.17426657	67655412.52815865	36987256.20839081	48420474.46508873	108609450.96471	22528053.24657028	60292195.52168194	47643164.40254321	57079257.88415506	60903565.051084995	79082454.586174	69394258.51671581
1814_617.332_7.39_C25H50N6O8S	14781235.902267499	18229180.89175028	72176451.05893305	37785869.93719468	52212540.62357362	51609993.29899968	117770349.21784095	52341842.3854705	68520887.11433317	47163598.1515126	7381066.064732016	8320327.829977556	77306764.0984876	84194861.99871199	9011458.127933662	14807653.806279125
1813_551.451_8.01_C30H62O8_ Decaethylene glycol _Ethers_Hexadecylheptaglycol	27384597.05171272	21402663.121082786	67919239.84505714	38833171.21217959	17414107.925262813	73048041.01683794	123761790.89066409	14029057.586278675	19889552.3882684	46607440.88807603	27166827.03702617	10643465.205606952	134002742.47625472	88114253.15298794	15393981.203658326	19820173.776084773
1811_215.138_2.71_C10H18N2O3_ Triphenylphosphine oxide _Ureas	0.5660298072522679	0.5660298072522679	58373781.76999342	79235115.97237168	107146125.57818384	147389517.5339221	84898416.83302183	45182762.76807524	101398593.25588667	160903156.54507986	0.5660298072522679	0.5660298072522679	198244479.7172473	72216949.18418828	0.5660298072522679	0.5660298072522679
1808_531.406_8.95_C29H62NO2Se_ Didodecyl 3,3'-thiodipropionate oxide  - Hydroxylated variant ?_ Didodecyl 3,3'-thiodipropionate oxide  - Hydroxylated variant ?	81082284.61200628	13875109.779864386	34298815.236802384	11811225.224759325	53972648.74152388	990140670.2524356	19926752.72482621	47706006.25917862	78426059.76193391	13955409.118444595	78963930.72032295	14575037.240976814	75832373.64630255	16015536.484057955	311708755.1634824	54155210.30862427
1807_549.375_8.0_C24H44N12O3	981041.2407500151	602119.6120412957	25728613.11511139	15818026.346811658	58477832.03192547	50849580.73856287	50464044.35601453	63044500.37774535	66785169.16037426	44852573.08464167	62181466.844883	46386202.76437659	49526792.35150089	70394395.00790001	54433629.3616867	48323378.3911783
1806_549.375_7.25_C33H54N2O2	3233532.862216391	3735692.1587760136	22269802.36248177	16597560.309999906	48939052.92442404	59578312.71830561	102944192.31932442	25838949.8335052	56087655.60568148	37510359.17504295	42895565.34884951	41029200.57246041	84668097.68523274	150493360.6185109	16674976.15720855	43684471.58236378
1805_910.651_8.37	107606045.6486735	158301289.70358148	28286205.98774527	38457394.45415638	56579552.85915095	24054620.714084525	84195346.53320095	21177014.96767269	40674288.357894	40972510.70839912	51911517.78215312	11146860.981753737	114450248.38994607	125456288.25776102	43765458.60990676	27886310.012525305
1804_449.178_3.39_C19H24N6O7	17047150.9841205	44801295.71779918	50928198.5179729	10167706.64184408	32297193.57385873	6305389.312311037	54181610.5013865	16054642.09769229	104621976.6158448	7566715.508843881	98482718.18733996	128641127.9517654	6464354.807480512	90622895.87632248	131488332.80881214	28677280.83486649
1802_758.562_7.6_C38H79NO13	5483677.827977947	4817003.2618184015	21403479.9035833	26088174.826064426	27375302.801258624	265434441.9926708	116965749.17439578	67955714.39239973	28260723.73532048	33809125.115799904	47665941.13845165	28888581.015670434	604037958.5904628	43282210.32345958	244898125.71358225	129166013.11153688
1801_576.495_9.49_C31H65N3O6	11456643.977264825	50202440.22217688	86581278.54987954	104176025.75353678	151258745.86505377	51801803.99761392	59251423.19627871	25041804.4061682	85624222.28077115	39801363.77789582	42503139.427756585	161581442.80935442	69000132.53168598	64851971.90614162	22191093.89165956	21671084.025261868
1800_459.28_2.81_C26H44N2Se_ Decaethylene glycol _Ethers_Ethers_ Decaethylene glycol 	65796812.98317732	54482029.75720475	25881006.32051635	23402927.319123864	8274291.253695373	58286738.37131376	57129080.84752765	30652711.81515976	58706054.46660653	15126242.228968322	80357757.56613491	48297429.35513444	159416616.1477575	29021500.36382919	196423781.85581636	40182104.682080574
1797_667.475_7.65_C33H66N2O11	11693412.796591012	7877665.467975198	19888727.396473866	8531981.350328086	45220653.17662095	60604396.64884895	62410355.92754237	72135606.90413676	46673848.83720007	66474517.93972895	88638641.21434961	60873170.3197294	91195191.88028182	58024345.92757216	74111703.68135509	77878829.04640624
1795_415.253_2.71_C18H38O10_ Nonaethylene glycol _Ethers_ Nonaethylene glycol _Ethers_Epitope ID:159256	57047092.99697808	60575060.45142922	21539638.79803963	25845557.788043916	15984254.377902014	88090991.65215313	64703489.676391505	17300213.961296543	44718627.86554991	23845777.357473925	122227060.25060539	60482209.55348831	108062581.01820783	31813547.75917885	211858585.33390635	69569943.45686778
178_196.206_2.98_C13H25N_Cyclohexylamines	6834039.237296198	86872194.91901465	146852460.81609887	2559668.674461972	9031700.690173598	5007028.789393555	121300617.08800396	17046775.67164855	204450378.4426868	11262436.021504667	149040086.24829584	175251899.90882632	4102654.206448623	219116933.020753	220291863.7671885	21923568.054480214
1786_385.346_8.0_C27H44O_Cholestane steroids_Cholestan-3-one, (5.alpha.)-_Cholestane steroids_Cholesterone	23522260.96859525	35514965.22730199	76232937.96625957	68854848.91260608	48013383.32517213	44603055.79813175	108827145.69649751	35172728.01073783	67120397.80852547	37368594.8970644	35464110.777451225	21145917.95812265	73291292.52469292	102887146.6263168	30378707.24698985	22726581.07421115
1783_595.477_8.03_C32H66O9_ Undecaethylene glycol _Ethers_Hexadecyloctaglycol	33268706.444461484	21116553.633538	66473157.13415485	41965200.70672152	49872712.33185504	4.0057200154674115	95966156.01215708	32067551.240623426	28961151.42010859	31755105.07941697	18299731.31866132	31297567.733530264	80113354.81642416	89403500.7906965	22850665.879713986	47880531.57368258
1781_296.294_5.88_C19H37NO_Alcohols and polyols	43765192.08626016	11575112.483748926	50911803.52461538	11657752.575531308	53490404.07883119	179173399.22271952	144045316.4995316	57502837.20897077	42576168.22792963	78968166.88714473	22528751.59626369	19825916.657908756	154010124.3211148	85105485.16020848	34115047.15974721	21562490.86297136
177_882.433_5.46	1637189.699733381	22759301.33612893	85618057.80493559	1417052.7397180346	12548675.531784933	19115634.554528266	109818056.72163022	14810116.428082572	55799282.85815752	15387882.378423834	47569701.97517464	128387976.56885073	3565468.134642412	119148093.74313432	190958480.16927317	30926327.06107077
1778_491.431_8.59_C28H58O6_ Nonaethylene glycol _Ethers_3,6,9,13-Tetraoxahentriacontan-1-ol, 11-methoxy-	22951601.56053934	39239710.05004092	50430435.47866542	32095053.68019643	95572037.36543688	48010962.15580711	131106515.40167558	27797975.55258469	62001082.56601898	43648926.73678747	12151052.961780805	14231390.068505226	140531869.07517278	208617853.84265652	6990523.677246272	5155145.295080769
1777_291.195_5.94_C12H27N4O2P	0.25930294029996	0.25930294029996	86062731.45552701	27572212.953819416	24123644.615652934	73357519.82070036	38783818.90828307	87140853.18231504	62798115.73331446	53493570.36728092	52809855.93247441	10943735.385713242	76681270.354827	90803839.38111848	41599814.87125546	93555117.21973611
