index	V4-forehead-healthy-3A6	V4-temple-psoriasis-3A9	V4-forehead-healthy-3A7	V4-temple-healthy-3B3	V4-temple-psoriasis-3B2	V4-temple-healthy-3B4	V4-abdomen-healthy-3B7	V4-behind-ear-healthy-3A12	V4-eyebrow-psoriasis-3A3	V4-eyebrow-psoriasis-3A4	V4-temple-psoriasis-3A10	V4-abdomen-psoriasis-3B5	V4-temple-healthy-3A11	V4-eyebrow-healthy-3A8	V4-eyebrow-psoriasis-3A5	V4-abdomen-healthy-3B6	V4-temple-psoriasis-3B1	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_abdomen	GROUP_MEAN_DESCRIPTION_behind_ear	GROUP_MEAN_DESCRIPTION_temple	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_forehead	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEAN_DESCRIPTION_eyebrow	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_abdomen	GROUP_MEDIAN_DESCRIPTION_behind_ear	GROUP_MEDIAN_DESCRIPTION_temple	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_forehead	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_eyebrow	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_abdomen	GROUP_SUM_DESCRIPTION_behind_ear	GROUP_SUM_DESCRIPTION_temple	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_forehead	GROUP_SUM_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_eyebrow
454.388_C26H49N5_6.96_1673	35760191.48291354	63945058.83981262	46529187.9573435	80432021.98806073	79567466.32269675	106653747.90189302	4901382.54396507	14490753.228272004	74320979.5	64019294.29053747	24603964.70636672	19348613.682771478	16367737.38429765	10018082.49371447	65696579.75554616	5360562.563540938	62610462.0364465	35612629.72711121	9870186.263425829	14490753.228272004	62025779.88279629	45566240.39283402	51267751.00562493	41682806.27481839	41144689.72012852	45566240.39283402	41144689.72012852	56764052.39177221	53513734.00994953	16367737.38429765	5360562.563540938	14490753.228272004	63945058.83981262	46529187.9573435	62610462.0364465	44274511.77308967	41144689.72012852	46529187.9573435	41144689.72012852	63982176.56517504	64857937.023041815	320513667.5440009	29610558.790277485	14490753.228272004	434180459.179574	774626086.6781784	358874257.0393745	333462450.1985471	82289379.44025704	774626086.6781784	82289379.44025704	454112419.1341777	214054936.0397981
454.373_C21H49N4O6_6.38_2427	13877995.262406599	20433868.408590857	45865165.53484049	39412239.0	39404194.150404386	12710618.60237119	55288486.82381389	30145117.47280937	87910371.43472473	58828869.85655238	50394136.34719635	12972593.388935	28885633.338245206	90810141.16847074	86311510.18884897	28592017.047494706	40821733.05045063	38398601.58338358	32284365.75341453	30145117.47280937	33151774.699608374	43686158.29859739	32743126.009067114	56714956.026929826	29871580.39862354	43686158.29859739	29871580.39862354	49634659.60321291	80965223.1621492	30145117.47280937	28592017.047494706	30145117.47280937	39404194.150404386	39412239.0	39404194.150404386	54611503.10187437	29871580.39862354	39412239.0	29871580.39862354	45607934.69882349	87110940.81178686	345587414.2504522	96853097.2602436	30145117.47280937	232062422.8972586	742664691.0761555	229201882.0634698	453719648.2154386	59743160.79724708	742664691.0761555	59743160.79724708	397077276.82570326	323860892.6485968
454.34__4.84_5425	22111546.03752717	46636117.72133584	37933352.9451237	26373633.69543037	87865891.81031471	39073096.56348747	40521680.0	30725909.909325592	57981712.00920254	19780738.419607732	18272532.201359417	49378503.52946844	57423939.61713842	24238879.304193374	22196829.00985891	38988092.475957334	74140629.28728685	35265570.06090927	42962758.66847526	30725909.909325592	49969405.84233616	40802534.38450693	50905932.48027788	34657082.27400273	30022449.491325438	40802534.38450693	30022449.491325438	47031619.248554304	31049539.685715638	37933352.9451237	40521680.0	30725909.909325592	46636117.72133584	38988092.475957334	40521680.0	27482394.60675948	30022449.491325438	38988092.475957334	30022449.491325438	48007310.62540214	23217854.157026142	317390130.54818344	128888276.00542578	30725909.909325592	349785840.8963531	693643084.5366179	356341527.36194515	277256658.19202185	60044898.982650876	693643084.5366179	60044898.982650876	376252953.98843443	124198158.74286255
454.265_C20H39NO10_3.71_395	126467387.20090269	3443039.13223001	94813681.69167972	5111288.212375355	49200469.5	4379823.399032972	5315900.834414025	16174863.382630816	432236568.31744456	574218684.5072582	52904675.584482566	6369298.886184049	5626213.972704458	119321325.24753411	459967263.0320547	5361466.7089999085	70393768.97994074	42507994.51669712	5682222.143199327	16174863.382630816	27294182.682966586	119488571.68175699	20876002.36013529	207986579.14704242	110640534.44629121	119488571.68175699	110640534.44629121	206091720.99244934	396435960.27607286	5626213.972704458	5361466.7089999085	16174863.382630816	5626213.972704458	49200469.5	5361466.7089999085	86113000.41600834	110640534.44629121	49200469.5	110640534.44629121	61649222.282211654	446101915.6747496	382571950.6502741	17046666.42959798	16174863.382630816	191059278.7807661	2031305718.5898688	146132016.52094704	1663892633.1763394	221281068.89258242	2031305718.5898688	221281068.89258242	1648733767.9395947	1585743841.1042914
453.345_C19H44N6O6_7.72_3809	31571049.80574105	79810243.90727474	43311279.5	125008209.65863179	48426968.734898694	82787299.19599763	139307966.63086784	19252368.566627536	38093077.11898462	65458853.58143744	29456589.998890936	195603512.39326748	158920264.0582233	29723207.68489801	34401504.236367464	93132926.80486235	40780318.58178728	80334952.43398328	142681468.6096659	19252368.566627536	80741413.44795775	73826214.14463283	103578171.71433043	56889513.64408801	37441164.65287052	73826214.14463283	37441164.65287052	66503883.56911358	41919160.65542188	82787299.19599763	139307966.63086784	19252368.566627536	79810243.90727474	48426968.734898694	93132926.80486235	36247290.67767604	37441164.65287052	48426968.734898694	37441164.65287052	44603643.65834299	36247290.67767604	723014571.9058496	428044405.82899773	19252368.566627536	565189894.1357043	1255045640.458758	725047202.000313	455116109.15270406	74882329.30574104	1255045640.458758	74882329.30574104	532031068.55290866	167676642.62168753
453.344__3.07_5364	52489115.06536054	19029048.503875528	40938017.0947689	8879922.795485761	7532766518.657012	29099409.5	40314529.27090885	991772503.6344874	87220103.18026571	22676265.84465505	58177612.72380068	17386043833.36538	25271560.128022745	43499459.985868424	25363667.60788845	47687262.592728816	10830851628.011507	142216864.45195904	5824681875.076339	991772503.6344874	2643439385.7599573	2190710615.1742363	5125091872.027575	159126277.70110798	46713566.080064714	2190710615.1742363	46713566.080064714	4495266084.736798	44689874.15466941	40938017.0947689	47687262.592728816	991772503.6344874	29099409.5	43499459.985868424	47687262.592728816	34431563.796878435	46713566.080064714	43499459.985868424	46713566.080064714	72698857.95203319	34431563.796878435	1279951780.0676315	17474045625.229015	991772503.6344874	18504075700.319702	37242080457.96201	35875643104.19302	1273010221.6088638	93427132.16012943	37242080457.96201	93427132.16012943	35962128677.89439	178759496.61867765
453.342__5.57_5196	42211939.5	78305085.3761464	47739652.339901626	10281013.10978467	109645520.68786737	32452997.92154741	94905000.13450062	23998384.89843964	71234773.58871345	30711037.38710526	117721666.23391812	18432309.85732435	121671830.77194235	30593368.618038636	15452906.296848161	42373648.09956975	46024922.09168943	49580870.59930274	51903652.697131574	23998384.89843964	73729005.17041367	54926826.87725514	50587915.98604052	61211131.646394	44975795.91995081	54926826.87725514	44975795.91995081	60941027.68995157	36998021.472676374	42211939.5	42373648.09956975	23998384.89843964	78305085.3761464	42373648.09956975	42373648.09956975	50972905.487909354	44975795.91995081	42373648.09956975	44975795.91995081	58629847.84020144	30652203.002571948	446227835.3937247	155710958.09139472	23998384.89843964	516103036.1928957	933756056.9133373	354115411.9022836	489689053.171152	89951591.83990163	933756056.9133373	89951591.83990163	487528221.51961255	147992085.8907055
453.281_C23H38N3O6_3.71_798	42211939.5	62268766.0118707	49356315.21339841	27581878.114542343	66537030.398929656	31010571.876874637	70190043.23058255	21909816.892087363	68272626.55667837	31739032.661984123	45175051.22246478	74128788.77371812	34084241.94263909	28188968.75914267	31244348.696475927	97885855.13398276	21937399.73346842	44713292.29591665	80734895.71276115	21909816.892087363	41227848.47154137	47277804.395225875	55610223.8945855	40360356.592917874	45784127.356699206	47277804.395225875	45784127.356699206	50162880.50694876	39861244.16857027	34084241.94263909	74128788.77371812	21909816.892087363	34084241.94263909	42211939.5	66537030.398929656	32911637.302311607	45784127.356699206	42211939.5	45784127.356699206	53721908.61716774	31491690.679230027	402419630.66324985	242204687.13828343	21909816.892087363	288594939.3007896	803722674.7188399	389271567.2620985	322882852.743343	91568254.71339841	803722674.7188399	91568254.71339841	401303044.0555901	159444976.6742811
453.271_C18H44N5O3Se_3.88_3153	35755483.27522961	113401384.50160614	51251192.98416147	39628198.81304138	30100119.76856747	26563008.77720452	180240249.64696202	24681539.5	45688521.98363005	53391759.595941775	33140430.319386043	30687230.306119394	84519649.20014201	33984007.56407539	78000462.83826926	93922062.85552855	39240637.54955018	63393932.51292721	101616514.26953666	24681539.5	52370489.847071104	58482114.08702443	62911643.95956764	58350969.437881336	43503338.129695535	58482114.08702443	43503338.129695535	52956318.35788379	52766187.99547912	39628198.81304138	93922062.85552855	24681539.5	39240637.54955018	39628198.81304138	39240637.54955018	49540140.789785914	43503338.129695535	39628198.81304138	43503338.129695535	42464579.76659012	49540140.789785914	570545392.6163449	304849542.80860996	24681539.5	366593428.9294977	994195939.4794153	440381507.7169735	466807755.5030507	87006676.25939107	994195939.4794153	87006676.25939107	423650546.8630703	211064751.9819165
453.235_C20H36O11_4.22_3843	31094500.81040585	51166506.20439814	33588997.148794025	31790908.47547062	32510664.4213978	35186211.78692205	34416372.02422294	25708218.20304303	32417475.830285348	102785181.85745852	37410126.80902718	40685472.73616603	28235506.229958136	38779829.985057555	71591970.08283687	43688704.185925394	52628729.5	33609916.538866624	39596849.64877146	25708218.20304303	38418379.06102485	42569728.017139375	38701009.018586405	48511851.900258094	32341748.979599938	42569728.017139375	32341748.979599938	52649515.93019623	61393614.438909575	33588997.148794025	40685472.73616603	25708218.20304303	35186211.78692205	35186211.78692205	35186211.78692205	38094978.397042364	32341748.979599938	35186211.78692205	32341748.979599938	45925989.470282085	55185900.033947214	302489248.84979963	118790548.94631436	25708218.20304303	268928653.427174	723685376.2913694	270907063.13010484	388094815.20206475	64683497.959199876	723685376.2913694	64683497.959199876	421196127.44156986	245574457.7556383
452.394_C22H51N4O5_7.37_217	44051134.02859129	31961687.927027855	55808769.05186589	37225539.58168096	41673216.09734562	23781968.77625188	1676301.8983261888	13812446.480855517	74320979.5	66861073.785242386	26017044.235757466	57339078.04419112	22296960.75726959	92441015.85743825	1502369.9147300397	108978192.01252057	52751996.73656522	44452480.93831113	55997857.318345964	13812446.480855517	33672630.587414086	44264692.628568225	46203756.16384023	41151697.30729014	49929951.54022859	44264692.628568225	49929951.54022859	44053430.78010746	58781359.76435267	37225539.58168096	57339078.04419112	13812446.480855517	31961687.927027855	41673216.09734562	41673216.09734562	28989366.08139266	49929951.54022859	41673216.09734562	49929951.54022859	47212606.41695542	70591026.64262119	400072328.44480014	167993571.9550379	13812446.480855517	235708414.1118986	752499774.6856598	323426293.1468816	329213578.4583211	99859903.08045718	752499774.6856598	99859903.08045718	352427446.2408597	235125439.0574107
452.315__6.55_4190	17551385.91782426	33376031.694938082	51399644.87219217	34695262.48377627	41750743.14938773	29099409.5	40084509.15959671	42298546.7905599	44821696.82790768	42489339.61652137	35307283.52666667	172979773.08830497	40877513.11399725	58484705.4329094	24334593.90935673	38139445.86923117	59417901.0729128	39181158.12667635	83734576.03904428	42298546.7905599	39217734.93452554	47476928.589769594	59452434.90331567	40248713.86410714	34475515.395008214	47476928.589769594	34475515.395008214	56809670.360749505	42532583.946673796	40084509.15959671	40084509.15959671	42298546.7905599	35307283.52666667	40877513.11399725	40084509.15959671	41588029.95227858	34475515.395008214	40877513.11399725	34475515.395008214	42120041.38295455	43655518.22221453	352630423.1400871	251203728.11713284	42298546.7905599	274524144.5416788	807107786.0260831	416167044.3232097	321989710.9128571	68951030.79001643	807107786.0260831	68951030.79001643	454477362.88599604	170130335.78669518
451.363_C24H50O7_6.7_417	40146613.40824285	31330352.678878784	48904027.03376842	32796007.634091895	39165530.59512665	20886982.850616254	86410362.17822997	19209727.95513598	87963017.91103382	61549918.34181932	32511369.0	43550698.524966836	23652469.052501958	84425091.93473077	49205813.7844047	85204338.59898973	49670481.29774856	49070624.51625642	71721799.76739551	19209727.95513598	32859027.586994868	49210753.10472274	51097771.668538556	48730970.082313165	44525320.22100563	49210753.10472274	44525320.22100563	49368397.76674734	70785960.49299715	40146613.40824285	85204338.59898973	19209727.95513598	32511369.0	43550698.524966836	43550698.524966836	40858591.39220235	44525320.22100563	43550698.524966836	44525320.22100563	46378256.154685766	72987505.13827504	441635620.6463078	215165399.30218655	19209727.95513598	230013193.1089641	836582802.7802866	357684401.6797699	389847760.6585053	89050640.44201127	836582802.7802866	89050640.44201127	394947182.1339787	283143841.9719886
451.356_C31H46O2_8.06_631	28544625.939069226	32844146.847316027	42040222.864973366	54539058.33673203	58966767.148258254	56658713.511508405	102566844.5735837	13229275.976724088	48733808.97863558	37920310.681160435	7021771.537423459	93496662.46852615	43498902.002044484	44049545.41993335	45571545.08493659	102768323.29877388	52628729.5	54210612.435926944	99610610.11362791	13229275.976724088	43736869.84046895	50887014.95115288	74517871.26248321	34108663.31602175	35292424.4020213	50887014.95115288	35292424.4020213	47147967.78078206	44068802.541166484	44049545.41993335	102566844.5735837	13229275.976724088	52628729.5	45571545.08493659	58966767.148258254	40709606.34160246	35292424.4020213	45571545.08493659	35292424.4020213	47152677.031786084	44810545.25243497	487895511.9233425	298831830.34088373	13229275.976724088	306158088.88328266	865079254.169599	521625098.83738244	272869306.528174	70584848.8040426	865079254.169599	70584848.8040426	377183742.2462565	176275210.16466594
451.323__6.89_2861	26591005.087709606	43982179.22205292	66092277.21551294	39412239.0	71573802.62277988	32402206.087521564	57699205.91905078	45134736.67621207	27741218.257936124	123673494.7257478	28614957.455772705	43164774.14761655	21339223.32596685	37236599.61910506	42434313.86548676	33740114.77739527	32564840.307832412	39960845.300941564	44868031.61468753	45134736.67621207	38555635.431703754	45493952.25374701	44365311.837456636	46269590.39353503	46341641.15161127	45493952.25374701	46341641.15161127	51718697.57565314	57771406.61706894	37236599.61910506	43164774.14761655	45134736.67621207	32564840.307832412	39412239.0	39412239.0	39835456.74229591	46341641.15161127	39412239.0	46341641.15161127	42799544.00655165	39835456.74229591	359647607.7084741	134604094.8440626	45134736.67621207	269889448.0219263	773397188.3136991	310557182.86219645	370156723.14828026	92683282.30322254	773397188.3136991	92683282.30322254	413749580.60522515	231085626.46827576
451.323_C19H42N6O6_5.24_4514	18664922.507644758	48174196.106290095	43775373.25188478	2.509198304471911	15080781.140338775	32678192.830527306	47761836.966131486	47021422.73044791	48393101.075570524	58661139.5	36299415.13037677	34806191.21938554	62040931.757389784	39059332.52943152	61278838.04835558	20899361.08857869	31300341.857575692	34655708.4634705	34489129.758031905	47021422.73044791	32224837.333099533	37993845.8970075	26075243.944533683	50116047.10973277	31220147.87976477	37993845.8970075	31220147.87976477	41749250.50973663	51848102.788339406	39059332.52943152	34806191.21938554	47021422.73044791	32678192.830527306	39059332.52943152	31300341.857575692	48283648.59093031	31220147.87976477	39059332.52943152	31220147.87976477	42236805.61833343	53527120.28778526	311901376.17123455	103467389.27409571	47021422.73044791	225573861.33169672	645895380.2491275	182526707.6117358	400928376.87786216	62440295.75952954	645895380.2491275	62440295.75952954	333994004.077893	207392411.15335763
451.306__6.94_3762	27818344.038389564	56412396.35105168	37968237.39310415	63038380.07028081	54437581.625726454	26730698.94972285	30563784.509591307	59467029.57620065	76903618.51206544	43138885.38742862	32511368.999999996	31104500.73710778	49674108.10826892	90484975.8644977	32175434.06849877	39166687.49115203	31239777.615828957	47212471.777912	33611657.57928371	59467029.57620065	44863473.102982804	46049165.2528774	39468772.999915734	55095977.10850147	32893290.715746857	46049165.2528774	32893290.715746857	44740445.41221346	60675728.45812263	39166687.49115203	31104500.73710778	59467029.57620065	49674108.10826892	39166687.49115203	31239777.615828957	53043252.2296603	32893290.715746857	39166687.49115203	32893290.715746857	37825127.193714306	60021251.949747026	424912246.001208	100834972.73785111	59467029.57620065	314044311.7208796	782835809.2989157	276281410.99941015	440767816.8680118	65786581.431493714	782835809.2989157	65786581.431493714	357923563.2977077	242702913.83249053
451.29_C22H42O9_4.99_4489	2.1726864272059814	41048130.131917164	2.1726864272059814	45606252.44128114	52255018.36567337	29971859.460791733	2.1726864272059814	55516264.14663809	2.1726864272059814	2.1726864272059814	38912509.73515932	34824339.5	140571158.4258559	38055643.4893114	2.1726864272059814	59292047.69998016	29598505.025140658	41001470.2424353	31372129.790888865	55516264.14663809	53994776.22654561	33273631.850462794	35935432.09507907	39262964.05586764	2.1726864272059814	33273631.850462794	2.1726864272059814	24579813.659493726	9513912.50184267	38055643.4893114	34824339.5	55516264.14663809	41048130.131917164	34824339.5	34824339.5	38484076.61223536	2.1726864272059814	34824339.5	2.1726864272059814	32211422.26257033	2.1726864272059814	369013232.18191767	94116389.3726666	55516264.14663809	377963433.58581924	565651741.4578675	251548024.6655535	314103712.44694114	4.345372854411963	565651741.4578675	4.345372854411963	196638509.2759498	38055650.00737068
451.261_C17H30N12O3_4.04_1658	46075675.09375067	48786417.913059786	45774682.85270564	30460902.94459147	29384534.18659321	87080191.52523972	50353114.60163864	26789080.11663475	36121490.51837225	38098911.83139411	28520248.916363798	86726614.04222673	37488389.5	39322124.39280944	47359192.17980066	48130982.48580244	29439519.177757364	45719460.390352525	61736903.70988927	26789080.11663475	41594314.88051505	44465416.01639651	51653694.137692794	37810731.92105435	45925178.97322816	44465416.01639651	45925178.97322816	43054616.095695995	40225429.73059412	45774682.85270564	50353114.60163864	26789080.11663475	30460902.94459147	39322124.39280944	48130982.48580244	37793650.66569705	45925178.97322816	39322124.39280944	45925178.97322816	37110201.17488319	38710518.11210178	411475143.51317275	185210711.12966782	26789080.11663475	291160204.16360533	755912072.2787406	361575858.96384954	302485855.3684348	91850357.94645631	755912072.2787406	91850357.94645631	344436928.76556796	160901718.92237648
451.218_C20H34O11_3.66_297	777709880.1445826	9424766.565549007	629605097.7667059	5490507.250843999	49200469.5	6723110.104331366	0.20588882321386381	20793198.15399089	1992151107.795532	5041277616.271706	158965714.2823135	6729253.620927244	10430632.293583874	856439410.7734267	2300143043.824688	4442306.662979897	84477295.96429367	256848238.1507038	3723853.496598655	20793198.15399089	46387499.422987916	703176671.2459613	22437563.329895	1298703186.2450986	703657488.9556442	703176671.2459613	703657488.9556442	1205296158.478126	2547502794.666338	10430632.293583874	4442306.662979897	20793198.15399089	10430632.293583874	49200469.5	6723110.104331366	507702562.52787006	703657488.9556442	49200469.5	703657488.9556442	121721505.12330359	2146147075.81011	2311634143.356334	11171560.489795964	20793198.15399089	324712495.9609154	11954003411.181343	157062943.30926502	10389625489.960789	1407314977.9112885	11954003411.181343	1407314977.9112885	9642369267.825008	10190011178.665352
451.215_C16H30N6O9_2.76_3632	51198516.57766179	58520670.734172374	56743270.9664937	49833863.285537	36138875.92785189	26673931.83848342	30792056.50536187	18359614.767376553	171154048.44355935	21841725.878807902	90449785.63165376	29472137.559602246	39785256.168257035	59311533.602972224	28421127.12231428	32368392.39956167	52628729.50000001	40562937.34574503	30877528.821508598	18359614.767376553	50575873.297993645	50217266.87703924	36843998.14519973	60980470.29363918	53970893.77207775	50217266.87703924	53970893.77207775	61078387.59974523	70182108.76191343	39785256.168257035	30792056.50536187	18359614.767376553	49833863.285537	39785256.168257035	32368392.39956167	49152963.4512147	53970893.77207775	39785256.168257035	53970893.77207775	44383802.71392595	43866330.36264326	365066436.11170524	92632586.46452579	18359614.767376553	354031113.0859555	853693536.909667	257907987.0163981	487843762.34911346	107941787.5441555	853693536.909667	107941787.5441555	488627100.79796183	280728435.04765373
450.27__3.55_3065	39873763.31299846	65590400.546125874	114473482.08619146	18221591.453484207	31582608.251357492	20849799.876244362	40521680.0	18414005.3182705	104304471.00334637	120084350.55580343	72315542.6404041	26326470.467612233	19875117.26843616	63805085.109795175	33770822.59441751	62030003.994253345	74333606.38957138	44229392.04663041	42959384.820621856	18414005.3182705	43252666.63223194	54492517.69813601	39123680.061789	62269974.379574895	77173622.69959496	54492517.69813601	77173622.69959496	66038534.056079805	80491182.31584062	39873763.31299846	40521680.0	18414005.3182705	31582608.251357492	40521680.0	31582608.251357492	64697742.82796052	77173622.69959496	40521680.0	77173622.69959496	68952971.593265	84054778.05657077	398064528.4196737	128878154.46186557	18414005.3182705	302768666.4256236	926372800.8683121	273865760.432523	498159795.03659916	154347245.39918992	926372800.8683121	154347245.39918992	528308272.44863844	321964729.26336247
450.235_C19H41N3O4Se_4.13_12	61965617.83285578	447555.31350118795	64023866.439659305	3023662.5322658094	49513884.89535251	588572.7161517236	767735.0628772168	12496911.787721971	159878007.93777362	223129556.10939243	52668003.83951104	560283.6543479315	4342580.821077077	58662159.0	158688389.56190503	311887.52130699967	69025792.80107673	22909221.523768432	546635.4128440494	12496911.787721971	25658578.98841944	54123203.98981038	17684545.59762556	83789145.5463603	62994742.136257544	54123203.98981038	62994742.136257544	89238934.26410756	150089528.15226775	4342580.821077077	560283.6543479315	12496911.787721971	4342580.821077077	49513884.89535251	767735.0628772168	55665081.41975552	62994742.136257544	49513884.89535251	62994742.136257544	60846898.32029388	159283198.7498393	206182993.71391588	1639906.238532148	12496911.787721971	179610052.91893607	920094467.8267764	123791819.18337892	670313164.3708824	125989484.27251509	920094467.8267764	125989484.27251509	713911474.1128604	600358112.609071
450.234_C17H27N11O4_2.88_2657	72347719.62284735	34267251.814150035	73012477.92039993	14342560.932157695	56220005.27310743	18195219.124151215	22571897.47921204	22625408.198277574	74320979.5	597550983.4052078	38161729.654674456	33478924.141247954	32455458.55379513	27735637.340229206	197104013.54860345	25213578.632298503	53635141.58701207	34277773.089263186	27088133.417586163	22625408.198277574	35325338.13414972	81955234.5133748	31951046.73845527	128027682.7518672	72680098.77162364	81955234.5133748	72680098.77162364	135592378.6155004	224177903.44851008	25213578.632298503	25213578.632298503	22625408.198277574	34267251.814150035	34267251.814150035	25213578.632298503	36214490.734412245	72680098.77162364	34267251.814150035	72680098.77162364	54927573.430059746	135712496.5243017	308499957.8033687	81264400.25275849	22625408.198277574	247277366.93904805	1393238986.7273717	223657327.1691869	1024221462.0149376	145360197.54324728	1393238986.7273717	145360197.54324728	1084739028.9240031	896711613.7940403
449.825__7.83_1498	45868701.88528704	49653784.6866123	23858689.809621852	36422082.30703561	35717878.597714484	30137137.757729154	30097959.748808157	52685954.04421935	64424497.69763231	104959236.7196091	32511369.0	36079223.01788873	30708192.80231738	60086849.20405951	47567447.01275131	41212340.014756575	23621625.07489562	39008656.39709273	35796507.59381782	52685954.04421935	34110295.74661493	43859586.434172854	33326892.35983262	55324666.39590016	34863695.84745444	43859586.434172854	34863695.84745444	49316882.725887984	69259507.65851305	36422082.30703561	36079223.01788873	52685954.04421935	32511369.0	36422082.30703561	35717878.597714484	51169869.36541583	34863695.84745444	36422082.30703561	34863695.84745444	41823335.01532002	62255673.45084591	351077907.5738346	107389522.78145346	52685954.04421935	238772070.22630453	745612969.3809385	233288246.51882833	442597331.1672013	69727391.69490889	745612969.3809385	69727391.69490889	394535061.8071039	277038030.6340522
449.383_C25H52O6_7.71_1047	37362232.55303693	20952234.726069666	54283656.29004351	32596790.05724345	34831473.916581206	18077169.42718017	155779707.8040812	6518283.1433172645	86502818.413519	70942791.0066417	15238964.394344263	58212589.649216816	15367396.066037642	88628938.3414806	74907148.44270977	119742597.47618802	52628729.5	58706307.90651208	111244964.97649534	6518283.1433172645	27098965.4410652	55445501.247511245	67409865.40435584	47382321.81676499	45822944.421540216	55445501.247511245	45822944.421540216	51777093.7561353	80245424.05108777	37362232.55303693	119742597.47618802	6518283.1433172645	20952234.726069666	52628729.5	52628729.5	45947512.86635569	45822944.421540216	52628729.5	45822944.421540216	55420659.57460841	80704983.42811438	528356771.15860873	333734894.92948604	6518283.1433172645	189692758.0874564	942573521.2076912	471869057.8304908	379058574.5341199	91645888.84308043	942573521.2076912	91645888.84308043	414216750.0490824	320981696.20435107
449.359_C26H50O4_9.1_2710	55857984.90907899	10178490.777627792	46650606.41259373	35572480.415355965	53398120.55648751	16034189.89226172	38827192.62523108	18663692.95591695	165274018.4846303	50032203.96448764	6501899.5879607685	34824339.5	26080555.10469281	93612698.42702806	66514111.058497556	40272061.19708745	56143505.91375973	41285717.99324964	37974531.10743951	18663692.95591695	29129891.749735184	47908126.57545283	39295984.3000262	54607208.795105234	51254295.66083636	47908126.57545283	51254295.66083636	55358336.23043141	93858257.98366088	38827192.62523108	38827192.62523108	18663692.95591695	26080555.10469281	40272061.19708745	38827192.62523108	38056379.53459023	51254295.66083636	40272061.19708745	51254295.66083636	51715162.26048757	80063404.7427628	371571461.9392468	113923593.32231854	18663692.95591695	203909242.2481463	814438151.782698	275071890.1001834	436857670.3608419	102508591.32167272	814438151.782698	102508591.32167272	442866689.84345126	375433031.9346435
449.254_C21H44NO4Se_6.81_1062	42211939.5	73591765.10069174	34059438.61886532	103788871.2362555	59761236.68130838	87736781.27897999	31211432.78833074	91570844.06868923	47461326.814553544	37469717.14153861	125280464.57015698	12203722.543472297	189735511.4840374	53409928.55695113	42846490.53878145	23932191.16881523	78196938.3544057	73072993.1889916	22449115.500206087	91570844.06868923	102584509.81511937	66733447.08504901	56690167.72165255	82670756.034425	38135689.059432656	66733447.08504901	38135689.059432656	59601457.71811359	45296865.76295619	53409928.55695113	23932191.16881523	91570844.06868923	87736781.27897999	53409928.55695113	59761236.68130838	63500846.828821436	38135689.059432656	53409928.55695113	38135689.059432656	53611281.74793096	45153908.6766675	657656938.7009245	67347346.50061826	91570844.06868923	718091568.7058356	1134468600.4458332	396831174.05156785	661366048.2754	76271378.11886531	1134468600.4458332	76271378.11886531	476811661.7449087	181187463.05182475
449.241_C18H28N10O4_3.93_1286	90098925.77557708	75447274.92451535	203277482.24922687	58423733.92974298	119472694.26055104	32479890.584159065	37041757.92622929	68153291.64056708	49465668.37673958	31782660.221569564	26963183.19707239	58764062.203392416	37488389.5	27652767.251054384	42857305.282854296	29132926.648991264	32782934.95700076	64861018.38950532	41646248.926204324	68153291.64056708	54722585.90757736	60075585.23113196	52585428.64429526	44976317.54929658	146688204.01240197	60075585.23113196	146688204.01240197	54691972.92796193	37939600.283054456	37488389.5	37041757.92622929	68153291.64056708	37488389.5	42857305.282854296	37041757.92622929	40172847.391427144	146688204.01240197	42857305.282854296	146688204.01240197	46161486.82979694	37319982.75221193	583749165.5055479	124938746.77861297	68153291.64056708	383058101.3530415	1021284948.9292433	368098000.5100668	359810540.39437264	293376408.02480394	1021284948.9292433	293376408.02480394	437535783.42369545	151758401.13221782
