index	V12-leg-healthy-BH8	V12-leg-healthy-BH9	V12-leg-healthy-BH7	V12-leg-healthy-BH10	V12-leg-psoriasis-BA11	V12-leg-psoriasis-BA12	V12-leg-psoriasis-BB11	V12-leg-healthy-BH11	V12-leg-healthy-BH12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
630.859__3.52_4369	43317328.94315417	10249530.830028096	13436841.774028927	9738742.869127084	8887799.5	18895426.584658854	20594035.369657867	9745078.881737273	35895301.270804815	20397137.42814673	18973342.891466346	18973342.891466346	18973342.891466346	18973342.891466346	16125753.818105573	11843186.30202851	13436841.774028927	13436841.774028927	13436841.774028927	13436841.774028927	18895426.584658854	122382824.56888038	170760086.0231971	170760086.0231971	170760086.0231971	170760086.0231971	48377261.45431672
630.477_C26H64N9O6P_6.28_3469	6932572.317653392	9911642.144831844	29460454.35495284	9195656.367738696	7432742.5474657575	7680718.999999999	13561308.250967456	81608155.32856366	37517147.93595561	29104271.40828267	22588933.13868103	22588933.13868103	22588933.13868103	22588933.13868103	9558256.599477738	19686048.24989234	9911642.144831844	9911642.144831844	9911642.144831844	9911642.144831844	7680718.999999999	174625628.44969603	203300398.24812928	203300398.24812928	203300398.24812928	203300398.24812928	28674769.798433214
630.44_C25H57N11O6_6.54_3600	18004897.845554706	5265811.011831272	12270921.960729998	23651538.04145404	14138724.287034484	7680719.0	10281423.200498195	5790558.903185057	3540259.2229568977	11420664.497618662	11180539.27480496	11180539.27480496	11180539.27480496	11180539.27480496	10700288.829177558	9030740.431957528	10281423.200498195	10281423.200498195	10281423.200498195	10281423.200498195	10281423.200498195	68523986.98571198	100624853.47324464	100624853.47324464	100624853.47324464	100624853.47324464	32100866.487532675
630.399__6.21_3353	15741346.07342305	36141015.441455424	15224434.5	9191866.237061048	9726434.42685087	11143418.333428815	4126160.3532730676	8447261.481468176	6594238.522453125	15223360.375976803	12926241.70771262	12926241.70771262	12926241.70771262	12926241.70771262	8332004.371184251	12208150.368530523	9726434.42685087	9726434.42685087	9726434.42685087	9726434.42685087	9726434.42685087	91340162.25586082	116336175.36941358	116336175.36941358	116336175.36941358	116336175.36941358	24996013.113552753
630.368_C28H55NO14_4.02_2023	7598198.827933059	18725499.278816376	8196822.517887032	12848719.987921312	177917906.7306739	62876290.328835376	19808029.655812565	8041612.420565671	7365866.5	10462786.588853909	35930994.02760503	35930994.02760503	35930994.02760503	35930994.02760503	86867408.90510727	8119217.469226351	12848719.987921312	12848719.987921312	12848719.987921312	12848719.987921312	62876290.328835376	62776719.53312345	323378946.2484453	323378946.2484453	323378946.2484453	323378946.2484453	260602226.71532184
629.494_C32H64N6O6_9.1_3973	20390725.72215126	20725252.737025212	14204462.783831934	14829513.08979832	12427615.957058825	7680719.000000001	5292284.956521009	10769248.871815126	4499192.820134454	14236399.337459385	12313223.993148463	12313223.993148463	12313223.993148463	12313223.993148463	8466873.30452661	14516987.936815128	12427615.957058825	12427615.957058825	12427615.957058825	12427615.957058825	7680719.000000001	85418396.02475631	110819015.93833616	110819015.93833616	110819015.93833616	110819015.93833616	25400619.913579833
629.466__5.91_5378	15067714.5	13036107.424684772	30669053.82537818	2779509.0009358358	6227955.563990232	15478779.369592482	12759785.663013635	9393348.388421232	11153484.17776682	13683202.886197805	12951748.65708702	12951748.65708702	12951748.65708702	12951748.65708702	11488840.19886545	12094795.801225796	12759785.663013635	12759785.663013635	12759785.663013635	12759785.663013635	12759785.663013635	82099217.31718683	116565737.91378318	116565737.91378318	116565737.91378318	116565737.91378318	34466520.59659635
629.459__9.96_4022	1076464.6450207345	27321507.849560115	15224434.5	1644445.3778639287	26881200.513139546	46926126.09224157	14524135.575524077	2169839.109460987	1033637.7283272527	8078388.201705503	15200199.0434598	15200199.0434598	15200199.0434598	15200199.0434598	29443820.726968396	1907142.243662458	14524135.575524077	14524135.575524077	14524135.575524077	14524135.575524077	26881200.513139546	48470329.21023302	136801791.3911382	136801791.3911382	136801791.3911382	136801791.3911382	88331462.1809052
629.455__9.08_320	29737565.38736416	7394337.769361184	12634702.710952342	20639114.46965295	3817903.9103016863	7754959.813103574	2739172.610582075	11481062.0	11643939.780892333	15588453.686370494	11982528.716912257	11982528.716912257	11982528.716912257	11982528.716912257	4770678.777995779	12139321.245922338	11481062.0	11481062.0	11481062.0	11481062.0	3817903.9103016863	93530722.11822297	107842758.4522103	107842758.4522103	107842758.4522103	107842758.4522103	14312036.333987337
629.455_C27H56N12O5_8.39_2231	23297900.70868577	54329853.723969266	113518656.78136891	10388253.354859062	4112514.9784427537	11261601.43771368	7270119.5	4378759.642897074	1339262.7499321257	34542114.493618704	25544102.541985407	25544102.541985407	25544102.541985407	25544102.541985407	7548078.638718811	16843077.031772416	10388253.354859062	10388253.354859062	10388253.354859062	10388253.354859062	7270119.5	207252686.9617122	229896922.87786865	229896922.87786865	229896922.87786865	229896922.87786865	22644235.916156434
629.374__4.28_4855	10002664.988804245	8842735.376112858	7384868.759866617	8545174.783443341	10596847.742867079	9391709.884878268	17338334.25002031	12470538.060081122	7365866.5	9101974.744718032	10215415.594008204	10215415.594008204	10215415.594008204	10215415.594008204	12442297.292588552	8693955.0797781	9391709.884878268	9391709.884878268	9391709.884878268	9391709.884878268	10596847.742867079	54611848.46830819	91938740.34607384	91938740.34607384	91938740.34607384	91938740.34607384	37326891.877765656
628.955_C17H28O7P4S5_8.31_1906	15067714.5	21538813.338705678	24078055.755076524	13029763.082103318	6589886.424765967	6076883.663642609	1666040.9503353988	12142755.514686115	12140490.322004316	16332932.085429326	12481155.950146658	12481155.950146658	12481155.950146658	12481155.950146658	4777603.679581325	14048738.79105166	12142755.514686115	12142755.514686115	12142755.514686115	12142755.514686115	6076883.663642609	97997592.51257595	112330403.55131993	112330403.55131993	112330403.55131993	112330403.55131993	14332811.038743973
628.911__7.66_2176	11756924.396303983	15016312.5	32242807.15467091	9909483.624121897	9039285.897336753	5258960.891536781	5101734.333838908	17508742.27294045	12036105.300051888	16411729.208014853	13096706.263422394	13096706.263422394	13096706.263422394	13096706.263422394	6466660.374237481	13526208.900025945	11756924.396303983	11756924.396303983	11756924.396303983	11756924.396303983	5258960.891536781	98470375.24808912	117870356.37080155	117870356.37080155	117870356.37080155	117870356.37080155	19399981.12271244
628.499_C33H65N5O6_7.3_61	15067714.5	16604905.809694571	15862186.67287024	14174858.148235966	1010059.6749564613	2082756.7523207476	3008830.1278336216	16444545.854435075	4847342.813892096	13833592.299854659	9900355.59491542	9900355.59491542	9900355.59491542	9900355.59491542	2033882.1850369435	15464950.58643512	14174858.148235966	14174858.148235966	14174858.148235966	14174858.148235966	2082756.7523207476	83001553.79912795	89103200.35423878	89103200.35423878	89103200.35423878	89103200.35423878	6101646.555110831
628.38__3.61_4641	9779015.802728288	24714543.119835246	11795674.107953666	9724336.54463326	7854687.218145324	10191557.24334136	11896441.573204346	11481062.0	9910723.630341725	12900892.534248697	11927560.137798136	11927560.137798136	11927560.137798136	11927560.137798136	9980895.34489701	10695892.815170862	10191557.24334136	10191557.24334136	10191557.24334136	10191557.24334136	10191557.24334136	77405355.20549218	107348041.24018322	107348041.24018322	107348041.24018322	107348041.24018322	29942686.03469103
628.194__3.4_5956	12157578.263639247	12514985.092261216	13255944.738154182	13431034.5	25087890.776684962	7144862.577767751	17875750.417615198	15224887.337160723	14628877.293117886	13535551.204055542	14591312.332933463	14591312.332933463	14591312.332933463	14591312.332933463	16702834.590689303	13343489.61907709	13431034.5	13431034.5	13431034.5	13431034.5	17875750.417615198	81213307.22433326	131321810.99640116	131321810.99640116	131321810.99640116	131321810.99640116	50108503.77206791
627.48_C29H58N10O5_8.99_1584	14893757.894049441	9455681.230885705	21955633.076868325	13504589.486996347	9991563.038545404	4498597.658949138	10374231.11269028	6929632.429958909	7365866.5	12350860.103126457	10996616.936549284	10996616.936549284	10996616.936549284	10996616.936549284	8288130.6033949405	11480135.358941026	9991563.038545404	9991563.038545404	9991563.038545404	9991563.038545404	9991563.038545404	74105160.61875874	98969552.42894354	98969552.42894354	98969552.42894354	98969552.42894354	24864391.81018482
627.468_C35H70NO3Se_6.64_1561	8574625.33790003	20986222.778302874	17500724.594311014	13431034.5	1115553.9630310372	3577469.2025266383	4182310.646845342	18663857.88200357	19763190.8355536	16486609.321345182	11977221.0822749	11977221.0822749	11977221.0822749	11977221.0822749	2958444.6041343394	18082291.238157295	13431034.5	13431034.5	13431034.5	13431034.5	3577469.2025266383	98919655.9280711	107794989.7404741	107794989.7404741	107794989.7404741	107794989.7404741	8875333.812403018
627.443__10.02_1788	15067714.5	8890825.557614282	12055492.018457355	3555119.442222001	24615752.127067823	8580764.966960942	7975922.743273173	3320375.1390279103	20479877.3725841	10561567.338317608	11615760.429689731	11615760.429689731	11615760.429689731	11615760.429689731	13724146.61243398	10473158.788035817	8890825.557614282	8890825.557614282	8890825.557614282	8890825.557614282	8580764.966960942	63369404.02990565	104541843.86720759	104541843.86720759	104541843.86720759	104541843.86720759	41172439.83730194
627.393__5.17_4884	13129042.686058868	15016312.5	11993291.694078948	12763063.06325079	10172916.038888324	23473445.788232975	13676542.667925404	8593576.42904408	9000080.324557163	11749227.78283164	13090919.021337397	13090919.021337397	13090919.021337397	13090919.021337397	15774301.498348901	12378177.37866487	12763063.06325079	12763063.06325079	12763063.06325079	12763063.06325079	13676542.667925404	70495366.69698985	117818271.19203657	117818271.19203657	117818271.19203657	117818271.19203657	47322904.495046705
627.268_C31H38N4O10_5.14_2236	15067714.5	13710961.11415863	13654531.207731342	14195416.231116774	7894583.348288699	9689979.592902748	9011931.736894282	6781931.198476795	8447916.207852028	11976411.743222594	10939440.57082459	10939440.57082459	10939440.57082459	10939440.57082459	8865498.226028576	13682746.160944987	9689979.592902748	9689979.592902748	9689979.592902748	9689979.592902748	9011931.736894282	71858470.45933557	98454965.13742131	98454965.13742131	98454965.13742131	98454965.13742131	26596494.67808573
627.108__9.97_1742	9936700.324356418	36212591.64349458	15224434.5	8200916.622795332	55298578.495957315	7215315.50327276	47088955.04590148	5976458.86990794	11566653.56662314	14519625.921196235	21857844.952478774	21857844.952478774	21857844.952478774	21857844.952478774	36534283.01504385	10751676.94548978	11566653.56662314	11566653.56662314	11566653.56662314	11566653.56662314	47088955.04590148	87117755.52717741	196720604.57230896	196720604.57230896	196720604.57230896	196720604.57230896	109602849.04513155
626.976__9.22_431	19779355.514701027	11313277.941883711	22862681.39283749	10925052.91560895	2962683.79622157	7680719.0	8069561.407446808	7900071.629979824	14921684.435097212	14617020.638351372	11823898.670419622	11823898.670419622	11823898.670419622	11823898.670419622	6237654.734556126	13117481.188490462	10925052.91560895	10925052.91560895	10925052.91560895	10925052.91560895	7680719.0	87702123.83010823	106415088.0337766	106415088.0337766	106415088.0337766	106415088.0337766	18712964.20366838
626.485_C32H67NO10_7.63_2246	25055454.38082717	27133987.256124426	20200524.88492242	13080751.832857035	2791734.780242232	3025244.773794317	7270119.5	21018615.482253067	2886021.294375979	18229225.855226684	13606939.353932962	13606939.353932962	13606939.353932962	13606939.353932962	4362366.351345517	20609570.183587745	13080751.832857035	13080751.832857035	13080751.832857035	13080751.832857035	3025244.773794317	109375355.13136011	122462454.18539666	122462454.18539666	122462454.18539666	122462454.18539666	13087099.05403655
626.454__10.06_3899	2477629.631997646	15016312.5	19757630.712617695	6318942.536986896	28336446.7328458	105460872.28087755	15222177.809570964	5200770.19915578	2174863.4825151428	8491024.84387886	22218405.098507497	22218405.098507497	22218405.098507497	22218405.098507497	49673165.60776477	5759856.368071338	15016312.5	15016312.5	15016312.5	15016312.5	28336446.7328458	50946149.063273154	199965645.88656747	199965645.88656747	199965645.88656747	199965645.88656747	149019496.8232943
626.436__7.66_1505	6730892.690767447	6532501.81405816	26662256.8383914	5542738.78985575	9962377.530414304	10303115.930937361	19762716.526950706	10957108.014269624	7365866.5	10631894.107890397	11535508.292849416	11535508.292849416	11535508.292849416	11535508.292849416	13342736.662767455	7048379.595383724	9962377.530414304	9962377.530414304	9962377.530414304	9962377.530414304	10303115.930937361	63791364.647342384	103819574.63564475	103819574.63564475	103819574.63564475	103819574.63564475	40028209.988302365
626.364__3.83_4673	9897146.600701263	7354635.481079119	12472787.827039354	13431034.5	14035817.033608614	11265121.269772626	16208516.144149328	8876161.930434782	9661051.744600281	10282136.347309133	11466919.17015393	11466919.17015393	11466919.17015393	11466919.17015393	13836484.815843523	9779099.172650773	11265121.269772626	11265121.269772626	11265121.269772626	11265121.269772626	14035817.033608614	61692818.083854795	103202272.53138538	103202272.53138538	103202272.53138538	103202272.53138538	41509454.44753057
626.338_C28H51NO14_4.46_2009	12414910.180514252	15016312.5	10352037.95218913	9379672.300645133	211218814.2267061	58098879.23626258	12920694.580818791	10094792.614699988	9790380.261861786	11174684.301651716	38809610.428188644	38809610.428188644	38809610.428188644	38809610.428188644	94079462.68126248	10223415.28344456	12414910.180514252	12414910.180514252	12414910.180514252	12414910.180514252	58098879.23626258	67048105.8099103	349286493.8536978	349286493.8536978	349286493.8536978	349286493.8536978	282238388.0437874
625.93__7.69_1049	28929214.73350575	33784792.40585109	28140203.60239666	13431034.5	5842137.5184503235	2555266.3854260687	1984965.9147575987	31804125.883703634	3063063.7380712484	23192072.47725473	16614978.298018042	16614978.298018042	16614978.298018042	16614978.298018042	3460789.9395446633	28534709.167951204	13431034.5	13431034.5	13431034.5	13431034.5	2555266.3854260687	139152434.86352837	149534804.68216237	149534804.68216237	149534804.68216237	149534804.68216237	10382369.81863399
625.789__10.0_3607	4214682.819808418	15016312.5	3190984.5771343973	11563067.822712602	8610448.94931433	11769608.942434603	20710974.810859166	11489528.290846864	8851254.321153078	9054305.055275893	10601873.670473717	10601873.670473717	10601873.670473717	10601873.670473717	13697010.900869368	10170391.305999972	11489528.290846864	11489528.290846864	11489528.290846864	11489528.290846864	11769608.942434603	54325830.33165535	95416863.03426346	95416863.03426346	95416863.03426346	95416863.03426346	41091032.7026081
625.487_C30H60N10O4_7.63_2664	15582976.549662884	15016312.5	15571833.056449944	14159090.574702088	870231.3514267124	843947.2222085008	975869.6821603581	11654518.263107203	1125266.4089950784	12184999.558819534	8422227.289856976	8422227.289856976	8422227.289856976	8422227.289856976	896682.751931857	14587701.537351044	11654518.263107203	11654518.263107203	11654518.263107203	11654518.263107203	870231.3514267124	73109997.35291721	75800045.60871278	75800045.60871278	75800045.60871278	75800045.60871278	2690048.255795571
625.465_C32H64N3O7_9.26_2582	23101430.557799675	18701627.82315308	11092847.942870956	17479622.766699724	9576951.994565053	6372128.098453689	7270119.5	8268143.354256379	6200681.155535818	14140725.600052603	12007061.465926042	12007061.465926042	12007061.465926042	12007061.465926042	7739733.197672914	14286235.35478534	9576951.994565053	9576951.994565053	9576951.994565053	9576951.994565053	7270119.5	84844353.60031562	108063553.19333437	108063553.19333437	108063553.19333437	108063553.19333437	23219199.59301874
625.446_C34H60N2O8_7.33_1971	22802737.846780747	24035954.928033706	20302629.694490474	13431034.5	8423165.195728462	2856060.4549059873	2000745.4393038913	11704966.08465005	1150222.8576364748	15571257.651931912	11856390.777947757	11856390.777947757	11856390.777947757	11856390.777947757	4426657.029979447	16866832.09724524	11704966.08465005	11704966.08465005	11704966.08465005	11704966.08465005	2856060.4549059873	93427545.91159147	106707517.00152981	106707517.00152981	106707517.00152981	106707517.00152981	13279971.08993834
625.414_C28H52N10O6_6.08_3969	14427527.19804724	12839848.153822275	26320439.109489277	36445884.61081569	8887799.5	6826433.069026841	10675593.178274617	10992061.964015184	12487744.038614495	18918917.512467362	15544814.535789512	15544814.535789512	15544814.535789512	15544814.535789512	8796608.58243382	13633687.675934758	12487744.038614495	12487744.038614495	12487744.038614495	12487744.038614495	8887799.5	113513505.07480417	139903330.82210562	139903330.82210562	139903330.82210562	139903330.82210562	26389825.74730146
625.359_C30H63O6PSe_7.01_1412	22019646.133824762	15016312.5	16628361.689225262	14033922.56985184	877041.7090515704	1977939.7277500716	701583.1849897888	11528708.88456699	1867013.6798539	13515660.909553794	9405614.45323491	9405614.45323491	9405614.45323491	9405614.45323491	1185521.5405971436	14525117.534925919	11528708.88456699	11528708.88456699	11528708.88456699	11528708.88456699	877041.7090515704	81093965.45732276	84650530.07911418	84650530.07911418	84650530.07911418	84650530.07911418	3556564.6217914307
625.319_C28H44N6O10_5.36_634	13128027.066206565	12266493.762327693	15224434.500000002	12557568.263363075	18934366.419408523	15093019.784414124	15329461.78722321	9886456.724829318	8874276.251861801	11989542.761431409	13477122.728848256	13477122.728848256	13477122.728848256	13477122.728848256	16452282.663681952	12412031.012845384	13128027.066206565	13128027.066206565	13128027.066206565	13128027.066206565	15329461.78722321	71937256.56858845	121294104.55963431	121294104.55963431	121294104.55963431	121294104.55963431	49356847.991045855
624.54_C30H69N7O6_9.13_3775	36013496.554201245	19589301.189206865	14505753.393623866	24897019.014257286	8887799.5	6315367.9802880185	13218865.24283736	10934097.883499738	6198065.552384609	18689622.264528934	15617751.812255442	15617751.812255442	15617751.812255442	15617751.812255442	9474010.907708459	17047527.291415364	13218865.24283736	13218865.24283736	13218865.24283736	13218865.24283736	8887799.5	112137733.58717361	140559766.31029898	140559766.31029898	140559766.31029898	140559766.31029898	28422032.723125376
624.498_C25H61N13O5_8.98_3447	20465674.019366637	46187106.17313947	11771618.425233644	23429465.26921264	16275643.181718616	5808696.819855831	4661163.502575403	7635261.176713838	7365866.5	19475831.927277707	15955610.563090675	15955610.563090675	15955610.563090675	15955610.563090675	8915167.834716616	16118646.22230014	11771618.425233644	11771618.425233644	11771618.425233644	11771618.425233644	5808696.819855831	116854991.56366624	143600495.06781608	143600495.06781608	143600495.06781608	143600495.06781608	26745503.504149847
624.466__7.55_4966	18825471.28068594	23054401.89295358	15224434.499999998	18321664.882835764	4411214.1923961835	2668060.092072651	4877157.041719338	14228798.182801206	6206566.810967787	15976889.591707379	11979752.097381383	11979752.097381383	11979752.097381383	11979752.097381383	3985477.108729391	16773049.69141788	14228798.182801206	14228798.182801206	14228798.182801206	14228798.182801206	4411214.1923961835	95861337.55024427	107817768.87643245	107817768.87643245	107817768.87643245	107817768.87643245	11956431.326188173
623.851__3.55_4290	9.191718692870486	11766401.824211745	9831967.85842238	8987929.097730855	12268361.582029402	18759930.183400948	11857307.922084235	13318883.11143757	7365866.5	8545176.263920208	10461850.807892868	10461850.807892868	10461850.807892868	10461850.807892868	14295199.895838195	9409948.478076618	11766401.824211745	11766401.824211745	11766401.824211745	11766401.824211745	12268361.582029402	51271057.58352125	94156657.27103582	94156657.27103582	94156657.27103582	94156657.27103582	42885599.68751459
623.52_C28H64N12O2_7.34_4477	14460377.239180647	15016312.5	16211594.88100191	11286454.116504716	22014841.936401263	13980239.283015681	8586566.910930168	9878645.095578698	4037948.9844271094	11815222.136115514	12830331.216337798	12830331.216337798	12830331.216337798	12830331.216337798	14860549.376782373	12873415.67784268	13980239.283015681	13980239.283015681	13980239.283015681	13980239.283015681	13980239.283015681	70891332.81669308	115472980.94704019	115472980.94704019	115472980.94704019	115472980.94704019	44581648.13034712
623.508_C34H70O9_8.57_2234	35533049.97190163	28185357.23251676	70398765.38883834	11943661.12917869	8887799.5	12658831.519076817	5450720.787109375	10885946.708923895	6412556.413264049	27226556.14077056	21150743.18342328	21150743.18342328	21150743.18342328	21150743.18342328	8999117.268728731	20064509.180847723	11943661.12917869	11943661.12917869	11943661.12917869	11943661.12917869	8887799.5	163359336.84462336	190356688.65080953	190356688.65080953	190356688.65080953	190356688.65080953	26997351.80618619
623.464_C31H64N6O4_9.44_1520	15067714.5	17117214.74280792	26689533.991492003	8004279.992463283	35082591.002932124	9314476.94120426	4010787.7402000125	1888026.3435449721	3023582.4523731074	11965058.67044688	13355356.411890853	13355356.411890853	13355356.411890853	13355356.411890853	16135951.894778797	11535997.246231642	9314476.94120426	9314476.94120426	9314476.94120426	9314476.94120426	9314476.94120426	71790352.02268128	120198207.70701768	120198207.70701768	120198207.70701768	120198207.70701768	48407855.684336394
623.454_C31H58N8O5_10.03_2760	11748569.682128174	15016312.5	17474571.935611796	3578501.631803466	30749628.593381703	11046639.992411733	18962276.254256394	8289675.45417643	3705841.039549813	9968912.040544948	13396890.7870355	13396890.7870355	13396890.7870355	13396890.7870355	20252848.280016612	10019122.568152301	11748569.682128174	11748569.682128174	11748569.682128174	11748569.682128174	18962276.254256394	59813472.24326968	120572017.0833195	120572017.0833195	120572017.0833195	120572017.0833195	60758544.84004983
623.452_C30H63N4O7P_7.94_2736	22355646.97953423	23966554.582098164	34824043.418572344	11926362.823876588	7954398.863850784	4664833.75638343	2751049.915828894	11481062.0	10620506.202319719	19195696.001066837	14504939.83805157	14504939.83805157	14504939.83805157	14504939.83805157	5123427.512021036	17141004.90170541	11481062.0	11481062.0	11481062.0	11481062.0	4664833.75638343	115174176.00640103	130544458.54246414	130544458.54246414	130544458.54246414	130544458.54246414	15370282.536063109
623.428_C34H58N2O8_6.77_2019	8987530.36561745	7647316.167422798	29904773.966064934	26584992.038416468	28511870.14644711	7680719.0	2228441.341861049	85401691.05042121	1175586.4574418594	26616981.674230788	22013657.837076988	22013657.837076988	22013657.837076988	22013657.837076988	12807010.162769385	17786261.202016957	8987530.36561745	8987530.36561745	8987530.36561745	8987530.36561745	7680719.0	159701890.04538473	198122920.5336929	198122920.5336929	198122920.5336929	198122920.5336929	38421030.488308154
623.425_C21H50N16O6_6.49_1812	33352763.49588146	15057562.407927975	7907705.700781292	13431034.5	4039395.793594541	17100823.59227798	18229908.404987723	3612805.6229248866	6602989.158906425	13327476.814403674	13259443.1863647	13259443.1863647	13259443.1863647	13259443.1863647	13123375.930286748	10669370.100390647	13431034.5	13431034.5	13431034.5	13431034.5	17100823.59227798	79964860.88642204	119334988.67728229	119334988.67728229	119334988.67728229	119334988.67728229	39370127.79086024
623.423_C27H58N8O6S_7.97_2173	15310113.616444882	27920814.683322683	16377996.223806322	39872312.594266966	7983505.562777888	5679872.467542032	6903048.4614006	11481062.0	2943089.0642649815	18984231.363684308	14941312.741536263	14941312.741536263	14941312.741536263	14941312.741536263	6855475.497240174	15844054.920125602	11481062.0	11481062.0	11481062.0	11481062.0	6903048.4614006	113905388.18210584	134471814.67382637	134471814.67382637	134471814.67382637	134471814.67382637	20566426.49172052
623.362_C27H46N10O7_5.09_3500	9364038.91032741	14514028.747169795	20784280.127554562	11828752.569400523	8887799.5	8496907.017407246	16721073.033676166	9313917.307542557	9127064.028224574	12488680.281703236	12115317.915700315	12115317.915700315	12115317.915700315	12115317.915700315	11368593.183694473	10596395.739863966	9364038.91032741	9364038.91032741	9364038.91032741	9364038.91032741	8887799.5	74932081.69021942	109037861.24130283	109037861.24130283	109037861.24130283	109037861.24130283	34105779.551083416
623.304_C28H42N6O10_5.23_1014	14189755.421123879	14213098.132060744	13027197.629327409	13431034.5	11659941.86307389	9458720.628183879	11522949.686249426	11007306.91054199	7943684.149605509	12302012.790443255	11828187.657796303	11828187.657796303	11828187.657796303	11828187.657796303	10880537.392502397	13229116.064663704	11659941.86307389	11659941.86307389	11659941.86307389	11659941.86307389	11522949.686249426	73812076.74265952	106453688.92016673	106453688.92016673	106453688.92016673	106453688.92016673	32641612.177507192
623.292__4.34_4982	11608348.472367788	16058115.52843737	7498546.975538722	7303858.631985864	15198712.31051881	7680719.0	13032574.546962004	7692722.833323184	8055316.930841457	9702818.228749065	10458768.358886134	10458768.358886134	10458768.358886134	10458768.358886134	11970668.61916027	7874019.882082321	8055316.930841457	8055316.930841457	8055316.930841457	8055316.930841457	13032574.546962004	58216909.372494385	94128915.22997521	94128915.22997521	94128915.22997521	94128915.22997521	35912005.85748081
622.525_C35H67N5O4_9.17_4043	26229756.85166477	30002765.123184476	16092336.791464213	11169015.0022481	7087358.500565847	8055831.681442803	6424987.609553875	11481062.0	6126309.9337586295	16850207.617053363	13629935.943764746	13629935.943764746	13629935.943764746	13629935.943764746	7189392.597187509	13786699.395732107	11169015.0022481	11169015.0022481	11169015.0022481	11169015.0022481	7087358.500565847	101101245.70232019	122669423.49388272	122669423.49388272	122669423.49388272	122669423.49388272	21568177.791562527
622.4_C24H51N11O8_3.29_3570	15067714.5	12886801.923071885	11367153.113075439	6930370.132209839	44959654.90364919	24254921.690487504	11900678.121618437	8417950.886398284	18007206.06212291	12112866.10281306	17088050.148070384	17088050.148070384	17088050.148070384	17088050.148070384	27038418.23858504	12126977.518073663	12886801.923071885	12886801.923071885	12886801.923071885	12886801.923071885	24254921.690487504	72677196.61687836	153792451.33263347	153792451.33263347	153792451.33263347	153792451.33263347	81115254.71575512
622.384_C21H47N15O7_5.17_3184	7720242.315252791	11425616.838437157	26188634.7068814	25186177.93133381	7974233.967112934	7680719.0	17552423.67513124	16020792.339861065	7205669.117006103	15624522.208128722	14106056.65455739	14106056.65455739	14106056.65455739	14106056.65455739	11069125.547414726	13723204.58914911	11425616.838437157	11425616.838437157	11425616.838437157	11425616.838437157	7974233.967112934	93747133.24877234	126954509.89101651	126954509.89101651	126954509.89101651	126954509.89101651	33207376.642244175
622.365__3.09_4661	12287002.797269296	10058340.479315318	8460578.709362011	13431034.5	13903677.38291364	10772195.993477548	9399790.427556094	7008245.518766748	8747500.001399733	9998783.667685518	10452040.645562265	10452040.645562265	10452040.645562265	10452040.645562265	11358554.601315761	9402920.240357526	10058340.479315318	10058340.479315318	10058340.479315318	10058340.479315318	10772195.993477548	59992702.006113105	94068365.81006038	94068365.81006038	94068365.81006038	94068365.81006038	34075663.803947285
621.554_C32H70N8O2_6.89_4116	22219427.09264357	20837036.302771416	11612068.87671367	19140362.080190647	8887799.5	2361539.838470613	4199688.612996073	7033995.026241954	8969752.585400596	14968773.66066031	11695741.101714281	11695741.101714281	11695741.101714281	11695741.101714281	5149675.983822229	15376215.47845216	8969752.585400596	8969752.585400596	8969752.585400596	8969752.585400596	4199688.612996073	89812641.96396185	105261669.91542853	105261669.91542853	105261669.91542853	105261669.91542853	15449027.951466687
621.505_C33H68N2O8_9.5_3135	14709910.759507354	14658592.26891912	16311169.85274265	14426910.666617649	11472874.77877206	7204138.583529413	7270119.500000001	7140204.297338236	8925446.288676472	12695372.35563358	11346596.332900329	11346596.332900329	11346596.332900329	11346596.332900329	8649044.287433824	14542751.467768384	11472874.77877206	11472874.77877206	11472874.77877206	11472874.77877206	7270119.500000001	76172234.13380148	102119366.99610296	102119366.99610296	102119366.99610296	102119366.99610296	25947132.862301473
621.449_C35H60N2O7_9.41_614	17309746.88686918	61027289.363846354	26338812.880901534	13431034.5	13425175.484893668	7174064.006333193	2065578.327259394	5182625.637862491	3274190.7486822517	21093950.003026966	16580946.42629423	16580946.42629423	16580946.42629423	16580946.42629423	7554939.272828751	15370390.69343459	13425175.484893668	13425175.484893668	13425175.484893668	13425175.484893668	7174064.006333193	126563700.0181618	149228517.83664808	149228517.83664808	149228517.83664808	149228517.83664808	22664817.818486255
