#SampleID	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6
320.315_C16H39N4O2_6.82_3452	24066454.56494564	39039865.51850224	51631170.95957172	44635625.0962311	11170635.506141612	67871772.43415032	57989465.98773652	21851681.77669544	38707099.5	38588784.74149688	93217974.78270498	13968973.95190214	103940089.92616227	54714756.55332467	14532784.961686734	58828471.1351787	60773462.94518238	10403690.61326974	65034291.90646583	38907351.836936295	72233635.51734929	65646431.09657376	48397013.41901878	33130953.44479807	33493040.38343032	80862348.42362943	24844025.60926584	44680553.31130582	55667554.69269622	97876200.78338134	44804831.32948472	27444934.22206605	52688603.3534812
319.284_C18H38O4_6.73_315	56673421.26943715	56002480.41504836	19031007.23968132	40580595.6686358	50141085.41179282	30533121.17639613	61870604.06226333	41176506.61213246	31847320.54336369	44139979.188856296	54278550.29811122	51211637.36115342	43776939.5	25015115.74780619	31997579.407645598	60189986.32167317	34588809.71515722	26584881.072805554	32810431.13176209	104270995.66029204	66112921.6852247	72818491.72080566	53565157.11961085	23042529.35221858	54304621.32819952	57620124.4106785	15743039.54841231	50361226.19982644	25434467.09953226	36924226.89608583	49308110.88774806	52196313.8879768	96882557.01198962
319.284_C18H38O4_6.05_1467	37382641.47571538	54517102.01596218	17919431.96657542	63374899.37478463	47468299.11851193	41173858.04676406	38179031.93693156	34516021.714596264	32107737.55797358	54825797.6812965	84029440.58186537	29102497.152270485	39749738.404712304	32419619.35900069	28375752.59988237	52512065.91522341	56728184.54543752	17713129.427893367	37410937.83608437	118295780.69375633	78304161.17899828	95610442.69924912	74282640.47567694	46699882.0598242	35493780.449642785	63901792.96808422	10484632.65325841	39049721.39194222	39229426.04561377	56081098.60522998	55306728.88461372	45627790.0	97889915.50845091
319.224_C18H32O3_5.03_2950	262055853.62871903	13007751.193773875	35511895.61047907	31991120.97999893	49487976.4358034	28061469.707684796	80241204.9013553	46657874.18696621	67799331.147331	41646277.324296705	24941563.15803845	67191430.76387163	57100335.88205239	28163114.62791773	45299721.24826904	38985320.72412264	29816488.64686979	80279927.6138837	53915126.55794266	35566327.42343093	25035157.71434289	40778536.53900114	55077162.15860821	65536518.83718903	38225519.5	20663979.513040133	25328526.26482796	30811398.340355214	17698919.81042498	63188600.16534116	24360456.251463786	27931922.432890195	228539687.01917964
319.224_C18H28N3O2_6.17_656	337277154.2377565	14973007.34772756	29084650.0	43663224.89819229	88152071.64200449	158496562.66774347	41809331.1262591	47317043.89771139	29712502.81267258	119000270.51683454	35005235.69144128	373911013.75285137	23264662.850216184	30374248.40063147	29021484.71538857	45410705.92476936	112985463.13643622	28580433.831509024	43132324.60260077	50201644.95339925	26794088.44633661	38668437.668782204	42601153.93042291	17776942.938898925	54329190.54841488	44839932.09427936	21572238.024845507	42332780.93546252	22617431.98276731	14862204.611646665	31641126.06525051	32520210.14492227	361988632.4619714
319.224_C15H30N2O5_6.59_308	24078539.21097809	24350062.78901018	47388735.12873246	45323614.17739558	30648038.86950028	60592305.31784332	50445055.82727066	37200926.66449771	185123756.3524691	50299636.53719419	73778625.88392542	23150831.965507325	31233436.54665859	32853887.02313426	26705359.0	57051930.21736001	48602973.54691254	37593720.71837185	81262273.05916272	106723728.20703872	40504252.63124794	116246302.38661982	84510676.0378985	28387940.91843939	84615865.86338994	36557609.79505204	30966842.95082401	35715655.64187194	26288345.5228035	30713080.46881971	26207734.7461325	58909546.49706532	39033837.35579845
319.136_C10H18N6O6_2.27_3649	43183838.83937438	39183631.95374604	33952961.19201456	46641726.96756814	41107306.14311661	58675923.75487596	74142698.46452585	36200729.0	34415253.81657248	60840910.12179437	101144013.1504643	42762383.11446193	56715433.28725359	66217584.62511542	107296588.74704915	29085648.176057074	32456422.84072142	47606912.60918864	57136341.10395652	62520737.56542482	39662247.512805104	39296843.98026316	48250606.21074312	31554782.72604924	52113871.52006034	36201355.743923135	53787557.66160125	99966045.97604826	30899815.617449787	42276124.43296922	37305055.73434109	48033650.32691238	242746116.40075296
318.3_C18H39NO3_5.38_400	50392013.26173838	56045390.02176639	32365141.73126628	65532770.09986629	67501925.57062809	25814309.74176713	61588975.77602619	46559759.573278	50695654.19597535	60533829.5	29616541.696637213	126763278.27164736	61355879.11047329	27255416.71473959	16664183.476266613	59575506.01186777	45409176.79112395	51878967.70970045	39437719.05196752	2787202.792525193	46594089.783198796	20866126.771241453	37599114.47831346	23923362.17165	31666019.963847164	105284314.78307731	35455872.53569581	14639412.50488572	47655119.56311512	43586428.91252904	35646021.388379924	38837322.90966439	93441021.8707004
318.201_C14H27N3O5_2.32_920	98588000.28438568	29668610.23770437	58976568.77182514	48826638.40967789	58420371.80031589	29428287.37070768	187493623.2569545	22912624.35788847	56190159.04727377	60533829.50000001	131730941.21234462	270491839.6118584	50604165.52052517	136656368.86455274	30040253.48543337	36403197.89114787	47367136.05054101	14982718.235995065	38030859.37985832	40040855.25790835	102897399.67474174	33914606.232715204	34879569.660178296	16572435.024632584	31667075.860917985	34176561.43867432	34457411.796253115	69876650.41473109	19023334.55607328	92710464.4193345	28899059.49827725	26526499.577601913	86107161.06475459
318.031__2.92_5537	65969809.17597681	33181567.622287016	26592047.626036864	41035314.97002501	80842640.21769653	78193862.12857203	60158524.32422696	12199188.165942285	70758285.83139549	57543117.13554863	92497006.3488914	32978762.65890777	50360842.80674402	58252323.03761262	28683922.820311785	18498564.52168104	73232589.5643148	37496311.17301856	34797927.28989252	36865828.90850565	36775227.40891148	70710358.48476061	17099368.21675656	58791307.64036805	15603614.15211376	26337463.30407213	49543899.39819501	69621105.55786745	53052300.0	28742940.792614236	28835626.73569325	34956260.82481366	70288919.66056496
317.305_C19H40O3_7.76_1063	48241640.53641838	64547184.04480114	18447812.012069866	55713836.99865795	49535932.02942404	25485566.52549636	44015817.32632817	44823736.09777215	34113619.621507265	57006723.56205343	58362245.8237116	87387159.4912852	43776939.5	25187616.768513266	18235720.69772766	68503664.79006521	36927859.2539479	41629874.375189066	42506774.15086671	25983439.66601561	106248335.56460491	63985018.25662948	53365335.29615811	30033006.766857684	74518448.79190278	48194333.59171575	28006725.078942146	33663389.691057906	33609407.98636242	59727726.63082557	76613532.59661247	61485197.49734746	94023417.45808692
317.287__8.3_4542	28491990.497696094	14140640.792223493	37870328.99793905	9580350.963956332	27021650.76685716	12297918.379440686	9446766.014438264	267380030.56216076	19065752.024692696	65887864.01932493	202703382.3725185	154179385.89609906	131622367.57673466	8981579.028709061	16663573.469625192	91528989.06357092	154068082.03439766	24410789.5	22749626.855987616	25776704.118155546	276760086.96759886	180057603.24199098	22038369.553702414	11832587.046905665	180393892.0942429	375582080.77923566	26354697.24160227	33132047.08368232	39163498.17214005	180030002.70707104	134630590.65117958	62730484.36092681	18425066.053978115
317.268_C18H36O4_6.9_1967	29510805.01430727	263486568.55285504	41043075.52330783	61701585.411937	46033240.72678975	27962929.739859484	32297409.765835304	31792017.044851985	62981911.31292507	78085471.69975409	49396873.80272767	34630349.32468212	56656052.76240653	17327206.612669587	92606059.06873152	162741779.53633338	93652338.51139525	50689201.32139638	34433733.10107832	37221559.5	66531108.91220914	69158755.92802927	119054145.53492014	27207363.70275854	19276668.451097198	90872872.29577535	14822392.160012167	59501543.04159387	43705438.00186261	35757955.14622819	40739208.11221676	55014758.24068004	34790136.65830973
317.208_C18H30O3_6.19_863	684441488.8998737	11817192.249218553	30748235.68430688	19481840.13900471	168989636.433782	41128789.5	69704148.15864801	57802872.09243754	18919130.955266926	93488556.03192145	33125043.679121424	1042545589.6010824	48317019.97284892	40150504.18294048	25636323.50370617	36426310.71828431	35242486.17233197	22078589.010640774	40346584.6638877	64366034.24601741	45650652.08133141	46422407.77225885	27127743.62526121	43393582.65843283	39935723.82090829	25519402.112194177	54983383.3360024	52477415.27480043	28532099.19758269	17361699.494783178	42633511.83768603	51544270.26493951	658827790.9756675
317.194_C14H30O6_3.12_3134	119241124.95897534	31444567.28618525	160887623.36968976	23948656.298454154	25969798.68860774	69186102.90443817	130524295.71515173	46592035.55178472	36192566.33262304	71650908.94788398	70566870.19343835	60441686.31796305	24831678.22781949	21697810.109146364	61081414.08834755	63463017.50665086	23399375.51971163	24410789.5	45625520.5053529	91469953.57283182	59566765.88558896	71168513.03805989	40229543.35925732	41990069.66459222	27961353.93835505	27212994.74051885	49891342.4074896	29010137.373556554	24573534.91067476	29865508.7753422	20076219.63567928	42244339.75608376	38152239.19713254
316.321_C19H41NO2_5.83_2569	67834810.67127667	29229148.44429736	47609493.61456697	62956685.17966719	23468628.31054707	25832488.680863544	126601508.75697742	51441884.266022295	28803184.312852874	24926785.20670593	42626438.10724242	97913871.04623245	35245052.06360061	30841066.388798203	8025858.786646043	25652902.117709965	55578394.55174606	72878855.12095311	55839833.90963647	2483797.5633590217	36674949.66279624	30510638.765832946	38653626.92824061	22489569.161128525	44054509.53492448	116454870.78728192	41296586.06501472	10451142.64012638	58075597.46341775	48235519.0	56017783.47975835	53037218.74229369	110538731.21636452
316.285_C18H37NO3_4.99_19	81635828.74470313	35656672.35217066	21890688.281921767	55846494.94700285	69698042.98854718	18281694.243780453	88865098.54669628	29576558.532744065	29457294.40269241	69148122.03013241	28457493.12605269	93926475.80521712	51643839.83249057	27870654.481454354	30517483.78729747	44783196.50042376	33900141.323071696	25068759.0813926	37270698.47378998	23928884.518352296	53338044.38203285	33416463.97020544	407041.88495547546	17934609.23631048	22722351.77500088	64020990.0	24644455.59746792	51733001.010138	34537162.05276591	49786644.60301887	49153001.70797186	21796047.139543526	121132265.40229386
316.284_C14H33N7O_6.21_1604	346177810.3079071	24035488.40125977	35426074.43495525	39128588.66780288	52465169.31199312	34058098.221381284	108369857.5512293	47718699.19853529	24394823.402044035	140305556.89205968	35545628.99100133	584837337.1559055	40010219.47847352	27004459.5	26536978.64332029	22565081.06329836	34103144.74079921	29281175.905424125	84385899.61562093	60881486.75016292	61500496.97551302	52077596.81434583	48475160.58114706	11861131.884782584	65614213.82418112	49550835.19904236	21350513.75206203	47209555.18078028	23725508.70880552	55619305.62125526	46382144.12117655	95897445.15925051	404281126.8047298
315.264_C17H34N2O3_4.13_1659	12507435.21191406	49532530.74905814	22637586.84787273	30581053.66674724	54518155.09003914	21877184.2816198	115942956.77388048	65787051.64397674	22070115.359971426	60533829.5	24046531.790188305	5072741.878676819	39653698.72508973	30397929.493693404	37441548.45550247	45026752.3492834	54112736.35323951	25741274.54079975	28241611.462113123	63664055.18737839	76402489.6513141	36063212.64512573	65721004.11513435	50361765.35523261	42734903.31041724	69348061.1906469	6896910.343441698	38459290.43440397	40618138.61928911	85945696.59210111	35034532.57538019	59841890.86144526	91548096.84933291
315.253_C18H34O4_6.48_2745	8943483.237368792	399827818.453815	16556275.77218663	65916052.14790371	33226873.91066278	15218945.695683625	22471493.39061697	26831683.50211932	52689285.30321914	96677343.18881632	40767987.263445005	18712174.61820086	33984926.898827754	12564218.487176975	180965566.994626	211020573.1288051	91197232.55990192	39817200.51644796	42329349.5	72643660.22411117	45198412.90954765	89659125.88034399	183772877.71225792	23224811.714483146	50561440.25983879	326069731.0618815	6059059.278684327	110863034.41162346	81597948.38824522	20541234.571374103	29406119.18281236	49479714.963507205	28964934.51950834
315.227__2.49_6125	38089515.06971665	56629626.373918	42308933.77899992	44759754.60684213	43066421.36668916	27863735.60798492	76656654.45036	31918841.39996119	64099954.56137367	33800202.29778635	205463662.20212787	48803372.97348282	40595706.435781054	79017030.14146787	32985047.96247968	59047662.43428387	39678498.34957527	48293876.00047842	44632570.11978411	39324754.53552122	43872907.51152884	34328330.45868926	39976361.35665263	47479225.55556682	61376018.76104714	37504747.07706473	56910905.64647425	34610120.0	52996506.46355014	49631411.594840504	36024463.79863252	33527718.78288571	41190934.93790013
315.177_C10H24N6O4_3.78_1899	90764609.7535448	36353569.89368113	18123318.89922431	55334481.35710262	51002520.95469806	45179853.630318604	139646388.334865	6241670.561189965	37903730.861356094	60533829.5	122998349.99381614	57305924.14143234	44637254.218641855	115137067.32998824	26596969.62981987	4887681.6263817465	44716687.126250826	35270463.453385465	34778203.36846785	26021208.677030064	68039146.79469836	29593869.505781066	24218552.08090867	29475590.59436597	6610236.3117051525	67942781.43368982	54150540.5665481	58419303.009328	48214621.11123532	73246650.03719029	68917414.79390389	128989096.67783056	47938496.60447644
315.123_C9H23N4O4PS_7.26_895	34387998.69417434	24780429.73480819	65228573.11460783	53456290.94593284	61742574.20914345	37074421.51575135	23310674.299351577	33206422.09747202	42045362.4093618	41334747.10184521	35233363.282685265	55851088.94256295	66560793.24681413	23731062.468408976	26705359.000000004	38518674.09423839	79437118.307144	31068040.514162797	41612197.71252	64006530.54122727	140997297.87464204	46621203.90862309	47158886.51830161	38512099.06202856	65301523.98283356	29186882.45890681	70366467.16703317	64265624.70531565	38839207.40661085	14752945.063788947	13183096.57437274	62183258.85300367	62414581.87243871
315.123_C18H18O5_4.89_468	20295085.621323545	81716050.54116018	18143867.456017576	36358253.36221063	65943654.54956601	20645541.33573484	28781744.51655215	52810056.65173344	85637482.3071437	11290020.414956473	41811071.03354258	41563800.90489885	66238957.20466637	57459399.00437441	64774472.55704381	47507966.63076301	42803582.75325714	58409441.88344002	66653372.85412687	61194293.8997248	49795442.51783263	55385609.5	1448666538.151891	16051521.806522658	40514218.31280141	64990725.68049695	72654951.87760821	21865733.96927253	14045906.21135828	8554558.748371242	16621830.454845116	51968313.43006064	36930306.58308888
314.341_C20H43NO_6.47_3275	54759047.38166627	28585189.79035796	44103714.080852106	11166316.218199743	49066788.97542574	14597032.634186853	149603276.1204488	20276494.042071294	34238650.97393276	100507404.56518815	76876201.77772337	115194339.51187378	76018877.50109744	42290315.74383584	15572542.612526154	46169872.20322718	76804538.25531489	22659143.2565962	45055778.92356623	4894429.062889192	59771630.64290414	27053962.116757035	18202609.304985236	15659825.171539245	38225519.5	49597602.43185496	53413424.26831164	13453395.830723252	55695824.80214106	26246514.2987408	21731385.746856973	53616339.09842546	84410944.41695873
