#SampleID	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6
540.497_C33H65NO4_9.54_1203	88499812.70608076	13694530.23014269	35077270.895656824	16698397.953419685	99697658.58799842	55686498.84330493	108417105.08875877	72536969.32198374	54850720.79795533	35989324.25906075	71098749.42283866	171328278.60165834	71567204.06775829	44143011.508529656	1994171.164621293	23083296.31001113	35147183.66163687	15288034.578715438	39342661.24086111	3550676.505219352	6924422.2236484885	55385609.5	24381948.705273654	24782977.46115944	11029124.12414558	90444596.596137	13862470.898395058	7058001.374546555	66875343.51498005	128966086.98295072	152437734.23038748	43839810.420457855	139907341.4549978
540.447_C31H65N2Se_7.33_163	50231466.87392586	46899164.43424942	19560489.37024939	38815749.021863855	56536718.21182331	26593516.31483164	61392642.52417979	38996452.24428854	33169848.79144063	60533829.5	54632850.34652085	54461664.83755732	46672595.91193889	21454069.459358353	29229321.65680584	51083772.07153554	45301343.84604009	21671995.16032677	29134839.23676884	82925830.83929512	78847212.48777935	47608732.14070886	63695223.97775296	23757915.901975997	41044870.22397471	64119672.59409647	10121681.22953171	34620430.08854062	38161670.55890373	48314932.86278276	62685434.48505446	31796995.878518146	90282154.80496478
540.41__8.11_3733	26937553.763153374	48410407.9568397	967609912.9280283	35587452.160853475	59870413.28073166	41506250.1486088	162430370.8450609	48475647.86592193	25268886.916526854	24881158.011218164	34957504.24104728	34000088.61345038	40114697.91795757	41809479.51580779	28803722.80970453	22614151.01787175	20099338.050211173	29853291.57021671	44669420.52661898	54484013.34440754	75290140.56083132	30465015.52693875	41984626.83111925	33930389.0	44577314.36268072	23647703.35721976	36070058.39974468	68410171.77576627	44253324.70763843	51403268.82417158	29320193.681027897	23824165.80388781	41087662.62539729
540.412__8.52_1863	30705419.84801085	37380249.09454017	42713588.72460612	35695823.86558559	55498940.83229416	60853290.31006245	36239589.70949022	32646674.20412331	53304238.05896295	61227470.20363229	80541618.38142869	35715261.18481123	35923294.672294915	21802772.005583648	23320583.62719995	71248268.83462802	50109370.75821733	24951022.32534379	57243494.93607264	246692663.9580924	58528198.4979349	114975923.0868238	90534845.9288451	20006426.97480626	109186728.1749297	54621768.63955412	19360177.86817884	39165930.380405456	28291061.86395609	38130404.43323683	48718056.27003548	95193251.83204116	63843239.5
540.391_C23H53N7O5S_7.66_2599	17268268.726309914	38036064.24240517	29581777.97618398	77667440.30136427	31080080.82150999	47614934.49191003	13504274.354828695	30386751.18265204	25708548.802227266	46650529.64510698	77307338.90167029	37842867.94651419	43776939.5	7240315.825010222	29904160.031295016	120168394.14385508	40588875.92884178	22411312.59510666	59435784.61127926	130779342.35814866	58514462.65605198	139354027.9334052	81007265.06393227	13278526.773878645	141719066.79047436	31323218.54826081	41477586.67947928	42727748.51724005	17086802.42754986	44194458.04100423	75848942.46379821	115773805.88217096	27915056.30991037
540.374_C20H53N10O2Se_5.72_4234	92568396.30821908	34149871.15012767	48332579.84036747	38544034.61143269	43346962.28312345	50620175.50406142	38223886.45774354	49494318.22456142	60130101.02336862	52440814.2332069	45246954.72703628	63703575.14093062	24597178.38710057	41165528.66416909	67704501.26870605	29807900.39044101	35054763.60231827	31334485.11243668	93993060.00067551	61576895.58516573	39072446.58952875	38317082.98719808	60035401.18187321	37373126.4646434	48393069.41371874	64020990.0	44252917.19338399	33069862.68360437	84647043.98775999	40386804.20991886	34316073.09716817	54218950.23101506	26436421.1538193
539.912__8.53_744	24735458.99963088	42434456.86963157	39425990.62214526	37661643.015424624	55297274.31736043	54111008.97976492	36285955.82885282	31773430.02071677	55198240.67289312	60276396.2250341	72016508.48518291	28851217.427057598	34388047.58114644	24727704.41871477	29501556.78595997	90565392.09011164	51850961.35752853	23804894.96208679	62814159.92033902	279574204.2848785	67108466.41521046	123269060.99118991	95464465.2344978	17450960.72771741	114136750.40789966	53803556.26747605	16146885.410819527	39133734.650160655	28091438.43867093	45775660.72054682	47473165.80106144	108036065.06408462	63843239.5
539.894__7.61_5776	42308047.63308448	49450613.3770083	36143169.9248356	29806042.73884273	62962964.80790525	25390392.92697973	50327852.40724205	53659701.61516069	47480492.75036352	31594688.205715533	49635402.61673205	53826583.79917818	39916122.485340185	22378652.148500536	41148050.75016528	58791916.14441784	162499599.21538213	37887161.437098056	38799677.160373785	48070412.76174117	40628828.81443288	78100531.4011915	256699669.20318547	32790926.37875207	52040287.81518181	64020990.0	33070239.241882633	30740323.906126186	38838529.75257372	43938492.28961808	32783202.71217003	56014978.96402016	38749649.02205782
539.847__8.1_5575	31071811.21736271	50867531.69559736	51327472.81064213	32211744.151002146	43607672.39460595	56437733.76672149	27585124.25822985	61314447.34936038	38732665.02685033	47145942.59439579	113860990.85439052	26211088.43932749	31300931.501687456	49833826.2267834	37208635.34739584	40935326.08778326	58308329.1330471	30769227.32876165	69642589.89586988	37221559.5	30090595.947283216	68202221.43057543	58748543.90990657	60802123.73685284	22910889.066389576	29109380.67720372	41106174.31562957	46203618.82037646	20264385.39628724	30462902.23809096	33330709.34758772	48060388.74450841	32593805.90963085
539.427_C32H64OSe_9.42_1946	66556264.90411816	11255085.505125193	28285739.519711845	35770599.94283029	76976831.57241687	8443837.86500957	94293318.66431752	37895258.984482706	67468643.62841547	45617742.23317066	86077728.48060806	46087529.0	60555681.33351149	19794196.286645986	3917623.8279469055	36458060.48906851	55548967.44357638	31739185.56569506	76059363.07472244	7955547.793283466	53795028.80182816	76554026.27959901	68575403.25493968	46062108.10629983	55025390.095697604	52922535.88889754	12800670.929713605	15878087.109763632	10354209.259340214	99631672.90986544	106800092.70548648	57966405.12463162	78702442.82788159
539.415_C28H58O9_6.67_706	32554321.33124352	54426564.5511825	24125433.900978137	47087901.78113666	52530066.50840185	29926202.22619583	59469525.93214311	37264426.46161763	34395458.66751748	77405796.22642884	43070746.5178854	61233385.60488349	46016017.81613886	18795950.20008836	40134071.93180841	71754160.08192234	58414783.91417984	21914676.16899773	32431318.55951481	85857116.47292471	70111777.3236874	55755357.25976493	73095659.0	27770970.49287113	47194807.13926667	87241204.72685125	12202061.924583828	58552941.65189277	38436523.73335058	32814705.33683132	44918777.90515816	38324937.414506175	78014946.01484978
539.377_C27H54O10_5.03_2642	46480969.0	51004535.54851042	11.552087819884633	86985835.03319292	11.552087819884633	43115857.370155424	11.552087819884633	11.552087819884633	67926264.82883383	130010881.44099624	78299127.07615246	35658048.96330648	11.552087819884633	11.552087819884633	67729428.80447082	59969879.86376649	228579775.44151887	61602882.99798538	89641879.51265296	11.552087819884633	63434813.08446269	11.552087819884633	67611585.95662017	30459620.99644621	11.552087819884633	102743102.30918412	11.552087819884633	98387283.62790623	65163929.58934302	11.552087819884633	41989517.25562885	11.552087819884633	69767205.54381065
538.31_C24H45N2O11_3.74_3827	48981098.85580841	42592018.78300141	46643711.56031871	46802026.91267433	42510775.33257984	28071313.807200994	104536255.4363198	59444410.78590095	62999793.5819156	39507766.60336384	63809531.8413772	27806980.07621133	43776939.5	31163906.54018648	49057407.669604495	28828246.36751569	24829359.28934529	64448691.92210614	57040225.29844128	92092526.29804856	26343885.7530276	57481903.25632018	30957163.07096873	43259158.76212224	37457707.42808768	33544131.060114186	34468993.88332282	27397916.50534887	25804181.492946226	32990790.41500745	48668540.49812674	37205125.25442262	34943637.24876164
537.878__7.74_1181	107990393.63595876	39242767.19140156	26711175.397481173	30492797.66874738	55483069.83177861	87337525.81810005	62193206.12953116	55227093.30860537	45192254.01109454	129324325.67831202	51322909.66041652	46087529.0	36717590.72867365	23814709.022593483	30266165.310020145	46100073.76072124	613744864.6976193	30789391.01494627	67766834.7673256	35444167.40358949	45931907.16703159	44099814.30300047	507236230.5149372	21469058.86207516	42752954.47527546	58515790.97135916	8697924.771119928	35265647.11469693	694493531.7626143	32691005.912494835	36045589.57597649	31697846.35261217	341556905.50852484
537.486__7.68_5648	44095090.79393715	145485781.60564533	30585936.98970037	61256107.92408045	34505134.14952869	37356908.2614505	34827357.97208136	20206551.96910877	21410160.5569068	60533829.5	47206189.78538232	58539453.26827001	34340151.021525666	33738353.39065028	34313239.069100305	72328454.06479818	27248161.93449918	76094255.09470905	33609357.253251195	33992074.66730418	42820314.45078997	29076902.0619108	75629575.82703283	71427340.08659627	80085013.12828046	77692987.64655165	28679652.593329534	32497558.467995625	54650779.41967233	29093686.21842465	82069121.64060281	100976117.48169936	42571117.36717811
537.435_C29H60O8_7.64_1681	46865162.35114101	49381425.12045761	16079411.370570855	38180211.848680496	62018617.47099648	26024671.22544535	62138474.30204573	37505257.84369526	24756452.8842074	52347799.5283133	52045717.79726262	46087529.0	48727148.02833754	19853826.794932384	22614914.41037496	49930962.03558405	39578820.95524906	17554461.752871692	44522969.53543276	124867684.46058376	77046759.15668	72074303.28691347	63963857.23888157	24846651.30674971	48871523.32390688	63734226.93836781	10507498.785801943	29079218.57578885	37368977.57793699	70046594.33556402	85078292.96913795	46544267.41250825	83987163.77807534
537.359__8.03_1435	65714719.04926342	41832349.0	37949388.44468624	28223994.39196947	111319455.10689409	66813463.46254899	16849143.361855835	83285006.87595817	22392904.895580374	155460729.49059147	25418081.349635094	63394385.37098253	49661921.8342801	10014976.1043436	28883885.61021937	37862057.617284216	233916166.32951137	10004362.761608252	13163584.770006854	12827133.795843216	43096143.179430336	60262078.93924512	224067013.14873037	18888415.52106779	24173324.60514357	47880782.90851429	11733303.481748052	19762034.36572098	177529507.07266778	15683272.102993244	10923368.50753226	47005137.72669634	86619097.58624946
537.307_C26H55O4PSe_6.94_1391	27877492.7942858	85771882.07751149	18796501.57253913	63571870.05351872	43180440.0361986	38596733.97145453	29004557.34413355	35852382.73483711	36606388.78671048	66145618.29467936	80988918.39094155	21922667.173355713	60559025.778147995	24690700.62287096	28600416.411890894	59110160.67583459	49739565.20296322	24344055.819643144	41502766.18106645	86050908.55068885	88369193.09440163	102570992.9921223	78910629.96946509	33930389.0	51146965.15177351	76005515.77636474	11585571.221138654	48734632.74629113	26093391.84380373	45271490.28611835	45128361.66664784	70228487.49161811	50880502.94080629
537.022__8.23_344	59889876.56781486	54135130.76957675	21155668.68459219	42870486.34329907	87510721.84228584	67492303.06872079	46557223.64387927	73474061.41297677	44054949.924283095	119441475.57748216	44304686.39145215	96364708.67244469	59036391.16365917	10376830.95630945	11980099.009352028	45739628.98071481	243141765.82749635	23465879.13791955	39227087.76730335	7928937.674567686	38498231.23420857	55385609.49999999	228282926.1667661	26784675.32705771	53000646.92999142	93985068.9794592	9012887.335789012	23816533.00824081	207933232.01182476	33038094.617020685	21107288.29868033	42543156.91660964	92992631.98443589
536.87__7.71_5782	46480969.0	39351727.40142153	26463275.80005081	48541998.76875016	29638348.92502313	32088490.35071292	30875549.58714025	49643367.83102413	80269222.99465495	29665208.678736433	30746856.7562816	81985349.47706601	30157231.269443505	33819782.65494233	42464295.67504247	38816698.87312954	59005657.5323275	60498624.36304632	57432961.80976359	98463117.79364768	66762980.80878346	68094101.2388757	80297826.81787737	61161804.08570345	45438643.73188388	32513783.32541921	34225787.95411463	57686236.45049513	28971486.07421011	39943736.08883108	25772689.270821925	33845781.206630945	34341920.234688714
536.612_C37H77N_9.32_3908	51550829.39068094	90772168.67179774	52751967.41116445	35815882.46186905	42303811.41922658	44874112.29629336	38787179.19975954	53267188.48186791	39308701.57074534	26367665.59568572	80579311.26272707	36514382.3360224	27508200.94678727	28860245.51688927	44496127.74126257	32486469.203171294	49546125.55324138	25985553.95951764	53536949.06538307	56450988.08642242	126235950.60836716	29477295.79691708	52450720.00242899	167437206.64486054	31603308.27312519	27505539.74190613	22318999.0	30476452.79406514	36550493.06621177	548909558.4366822	3110955486.181216	23508813.372357104	28607116.23411927
536.612_C2H2BrO8P5Se2_9.84_3157	66154975.42177154	36153611.91904789	60979537.89889373	59386112.76173623	62806402.78556429	32629037.831889503	49775433.62481383	34022107.52800334	43913684.500886574	33837520.948351875	53571828.0368514	27915044.664059144	36596629.810362816	25514244.98598845	38135009.12232417	60236545.51063829	51631974.01885218	52387465.34448014	42329349.5	53904501.77398871	210432229.5430689	33065118.18170321	30063984.4414789	55820247.99308609	74285603.62113768	35297750.33876181	28641883.1226498	36927031.0134324	33561155.555337235	431555601.9203736	4947363693.430667	21228239.42165283	41088293.39523348
