index	V10-arm-healthy-BC3	V10-arm-healthy-BC6	V10-back-healthy-BC9	V10-arm-psoriasis-BC7	V10-back-healthy-BC8	V10-back-healthy-BE12	V10-arm-healthy-BC4	V10-arm-healthy-BC5	V10-back-psoriasis-BD11	V10-back-healthy-BC10	V10-back-psoriasis-BD12	V10-back-healthy-BC11	V10-back-psoriasis-BE11	V10-back-healthy-BC12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_DESCRIPTION_back	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_DESCRIPTION_back	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_DESCRIPTION_back	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
409.382_C28H50_9.33_1192	53381191.705123015	210448637.81236133	30950969.624751896	37882660.7414484	60698171.20215272	9491057.616302265	87239400.92201273	154984493.99735528	89921148.03830385	42558698.23043517	6345871.139746973	114275816.30693786	45421395.81328591	4316751.229659459	76834518.86470917	67708304.59856263	108787277.03566015	44886653.24461957	108787277.03566015	44886653.24461957	67708304.59856263	44892768.933196284	57039681.45363787	49401293.75920446	87239400.92201273	42558698.23043517	87239400.92201273	42558698.23043517	49401293.75920446	41652028.27736716	768345188.6470916	947916264.3798769	543936385.1783007	403979879.2015761	543936385.1783007	403979879.2015761	947916264.3798769	179571075.73278514
409.257_C19H32N6O4_6.99_4214	6862650.208061505	9158056.002316885	125547288.35520452	18357248.1968274	178450140.79695413	74817515.42679425	18679137.85576744	13026889.798724923	54940297.169549346	187586356.81916532	63959292.36073931	143889027.62836015	10470426.826001652	39263057.86161392	79728012.0752963	67500527.52186291	13216796.412339631	97658155.9160425	13216796.412339631	97658155.9160425	67500527.52186291	36931816.13827942	57040286.64420408	47101677.51558164	13026889.798724923	74817515.42679425	13026889.798724923	74817515.42679425	47101677.51558164	36648772.68318837	797280120.752963	945007385.3060808	66083982.06169815	878923403.2443825	66083982.06169815	878923403.2443825	945007385.3060808	147727264.5531177
409.183_C17H24N6O6_2.52_1680	169995218.2752138	66991127.777146436	23429587.502071463	36126342.27065397	25814526.98004014	95176146.83007051	210880219.3759979	118999975.88871115	33565225.34151378	32247130.917426713	31532406.200954538	85838113.93587153	25981937.644182056	53426079.22834903	88279812.67108986	72143145.58344306	120598576.71754465	45223461.620053306	120598576.71754465	45223461.620053306	72143145.58344306	31801477.864326086	76414620.85650899	44776210.7495015	118999975.88871115	32247130.917426713	118999975.88871115	32247130.917426713	44776210.7495015	32548815.771234162	882798126.7108986	1010004038.1682029	602992883.5877233	407011154.58047974	602992883.5877233	407011154.58047974	1010004038.1682029	127205911.45730434
408.368_C20H47N4O4_7.39_191	22647849.239268903	155620353.07873183	94116753.68584494	14834177.030091923	8315670.804358675	42157489.94696011	21848982.66389426	6925326.45321583	41727544.71147021	157732173.6070639	26037115.3152629	177727389.6268847	12919743.425330441	86704005.25174025	77379599.43579634	62093898.20286562	44375337.69304055	71937542.93054622	44375337.69304055	71937542.93054622	62093898.20286562	23879645.120538868	64430747.59935018	33882330.01336655	21848982.66389426	42157489.94696011	21848982.66389426	42157489.94696011	33882330.01336655	20435646.172677413	773795994.3579633	869314574.8401188	221876688.46520275	647437886.3749161	221876688.46520275	647437886.3749161	869314574.8401188	95518580.48215547
408.34__7.81_6095	25934582.092196584	82480910.99120702	41508158.09020982	34368984.14260573	173880997.34297547	24678911.491499946	179829919.9503596	43082658.71062349	70214566.24245483	189604608.88502413	58990261.47389869	81110970.34402397	30947928.120120935	40234489.831509605	88234620.77296296	76919139.12205069	73139411.17739849	79018987.98019081	73139411.17739849	79018987.98019081	76919139.12205069	48630434.99477004	62096814.52732373	51036460.09226109	43082658.71062349	58990261.47389869	43082658.71062349	58990261.47389869	51036460.09226109	46679622.80825221	882346207.7296295	1076867947.7087097	365697055.88699245	711170891.8217174	365697055.88699245	711170891.8217174	1076867947.7087097	194521739.97908017
407.3_C21H42O7_7.09_4143	295476364.09720016	31821602.229285873	39696246.65508275	40564764.5202028	33955975.72625512	22618970.72767136	1076029356.6022577	191106963.7185327	45183460.30018017	118106434.9548111	34331507.395171314	29544224.6187454	28726763.116286192	30847589.656248692	186920372.8986091	144143587.45128086	326999810.23349583	42556797.0167169	326999810.23349583	42556797.0167169	144143587.45128086	37201623.83296012	36826111.19066893	37013877.02512703	191106963.7185327	33955975.72625512	191106963.7185327	33955975.72625512	37013877.02512703	37448135.95768706	1869203728.9860911	2018010224.317932	1634999051.1674793	383011173.1504521	1634999051.1674793	383011173.1504521	2018010224.317932	148806495.3318405
407.366_C30H46_8.39_3407	9016876.940018075	105756695.78459838	91817554.79035088	5582891.799085781	164474412.2517397	4842020.124956852	316936236.2650452	58522083.05702703	104325100.10456584	228129632.14045906	26677177.483992103	374122699.5264214	13910603.885172423	30143213.810399383	138376142.4691016	109589799.85455944	99162956.76915489	115382490.45756198	99162956.76915489	115382490.45756198	109589799.85455944	37623943.31820404	98787125.28747463	75169818.92368895	58522083.05702703	91817554.79035088	58522083.05702703	91817554.79035088	75169818.92368895	20293890.684582263	1383761424.691016	1534257197.9638321	495814783.8457745	1038442414.1180578	495814783.8457745	1038442414.1180578	1534257197.9638321	150495773.27281615
407.336_C22H46O6_6.72_293	11269911.263832817	82551539.73435272	67770045.2862642	11484887.573029876	113427180.2637531	83899558.9112579	142459857.72671515	64298212.58028424	24213451.251072522	129458434.13401458	18244790.166968312	110747785.36997668	8073966.640987483	91491570.56380166	89737409.58342531	68527942.24759366	62412881.77564297	71925198.06534405	62412881.77564297	71925198.06534405	68527942.24759366	15504273.90801455	87695564.73752978	75160792.51030846	64298212.58028424	83899558.9112579	64298212.58028424	83899558.9112579	75160792.51030846	14864838.869999094	897374095.8342531	959391191.4663112	312064408.87821484	647326782.5880965	312064408.87821484	647326782.5880965	959391191.4663112	62017095.6320582
407.336_C22H46O6_6.39_1973	95931727.42116483	123180979.81321324	45566990.19710028	21656246.107365116	59198085.565480895	122644824.11835673	310289219.0830496	87998080.96097188	15593359.53079188	76265988.87301703	19470586.22022599	96461388.87583095	15341058.314588293	137336933.63926896	115487421.85474543	87638247.76574469	127811250.67715292	65319912.814962335	127811250.67715292	65319912.814962335	87638247.76574469	18015312.54324282	96196558.14849788	82132034.91699445	95931727.42116483	59198085.565480895	95931727.42116483	59198085.565480895	82132034.91699445	17531972.875508934	1154874218.5474544	1226935468.7204256	639056253.3857646	587879215.334661	639056253.3857646	587879215.334661	1226935468.7204256	72061250.17297128
407.252_C17H34N4O7_5.1_2342	98131699.10250583	198807375.68494165	35951998.44414937	15153714.646049751	48871391.53992843	129285892.6213821	237199634.21015066	143448166.10706016	16959752.56143254	85825690.10909727	7202044.925474611	88932941.3854618	7751449.906407855	112531827.49496183	117898661.66996391	87575255.62421454	138548117.9501416	59256998.77647732	138548117.9501416	59256998.77647732	87575255.62421454	11766740.50984119	105331763.29873383	87379315.74727954	143448166.10706016	48871391.53992843	143448166.10706016	48871391.53992843	87379315.74727954	11452582.276228804	1178986616.699639	1226053578.7390037	692740589.7507081	533312988.9882959	692740589.7507081	533312988.9882959	1226053578.7390037	47066962.03936476
407.252_C16H35N6O4P_4.53_1655	49362228.08384678	92088439.4034265	74204823.65530637	19117573.988272827	54611972.228456475	123466644.3384911	81182944.46073112	61079813.50704497	25989618.777309444	128033819.73203078	31763531.746436507	95893961.35757786	15970515.21401859	124350819.04112355	88427546.58080354	69794050.39529091	60566199.88866444	74920634.01008339	60566199.88866444	74920634.01008339	69794050.39529091	23210309.93150934	86635691.93207881	67642318.58117567	61079813.50704497	74204823.65530637	61079813.50704497	74204823.65530637	67642318.58117567	22553596.382791135	884275465.8080355	977116705.5340728	302830999.4433222	674285706.0907506	302830999.4433222	674285706.0907506	977116705.5340728	92841239.72603735
407.204_C18H26N6O5_3.8_868	9427950.216651794	58581742.86089961	57999754.054382905	72324466.57283893	64826418.66011824	75114886.12156458	47198618.60295845	49929756.86460973	69518359.98385677	49152515.974633865	86366204.56186153	46877342.587606736	44017690.26481587	59467857.352954	51857684.32963799	56485968.90569664	47492507.0235917	61482336.61797717	47492507.0235917	61482336.61797717	56485968.90569664	68056680.34584327	53964755.45949632	58290748.45764126	49929756.86460973	59467857.352954	49929756.86460973	59467857.352954	58290748.45764126	70921413.27834785	518576843.2963799	790803564.679753	237462535.1179585	553341029.5617945	237462535.1179585	553341029.5617945	790803564.679753	272226721.3833731
406.279_C16H35N7O5_5.63_668	5160323.311154656	62615559.93127044	183781106.6028704	53812128.21164162	66029926.10835094	36719720.56399361	46730221.10872606	56791066.63788571	66038093.628237724	146686068.05066627	145958304.3136691	44819602.1205745	46504620.24997371	42872125.94380519	69220572.03792977	71751347.62734428	45021859.8401357	86601063.06468238	45021859.8401357	86601063.06468238	71751347.62734428	78078286.60088053	51760643.87330589	55301597.424763665	53812128.21164162	66029926.10835094	53812128.21164162	66029926.10835094	55301597.424763665	59925110.91993967	692205720.3792977	1004518866.78282	225109299.2006785	779409567.5821414	225109299.2006785	779409567.5821414	1004518866.78282	312313146.40352213
406.182__1.97_4515	30494266.294929832	64751339.038390964	24791284.17496376	40577341.610760435	26192441.50285792	101215844.12338889	104599955.36103892	63198902.34791889	39520667.51444755	156105451.10410193	28747125.6754569	42604617.22893133	16098224.262287008	79727291.72537453	69368139.2901897	58473196.56891777	60724360.93060781	57222549.7013122	60724360.93060781	57222549.7013122	58473196.56891777	31235839.765737973	63975120.69315493	41590979.41984588	63198902.34791889	39520667.51444755	63198902.34791889	39520667.51444755	41590979.41984588	34133896.594952226	693681392.901897	818624751.9648489	303621804.65303904	515002947.3118098	303621804.65303904	515002947.3118098	818624751.9648489	124943359.0629519
405.357_C23H48O5_7.72_649	23958610.42425271	148649222.4313477	97805158.7242442	11534131.455265097	147517161.98130402	25978616.600294154	204611001.55651575	104586309.34203267	26291463.187864456	116204012.02098435	26018690.985130526	38542043.69262463	7932944.332985855	32439593.58136273	94029173.03549628	72290640.02258635	98667855.04188278	57636631.678532764	98667855.04188278	57636631.678532764	72290640.02258635	17944307.490311485	101195734.03313844	35490818.63699368	104586309.34203267	32439593.58136273	104586309.34203267	32439593.58136273	35490818.63699368	18776411.22019781	940291730.3549628	1012068960.3162088	493339275.20941395	518729685.1067949	493339275.20941395	518729685.1067949	1012068960.3162088	71777229.96124594
405.32_C22H44O6_7.01_2833	17173020.510915656	88172119.44726166	55232804.45141377	45537794.547145315	88801392.23371331	67767574.528623	44687722.00688215	60711428.508332424	50905516.926947445	112233853.25165235	44032922.528792456	47855881.68875335	31428743.139986407	46545915.00112179	62918171.162866935	57220477.76939579	51256417.004107445	60533844.861222655	51256417.004107445	60533844.861222655	57220477.76939579	42976244.285717905	57972116.4798731	49380699.3078504	45537794.547145315	50905516.926947445	45537794.547145315	50905516.926947445	49380699.3078504	44785358.53796889	629181711.6286694	801086688.7715411	256282085.02053723	544804603.7510039	256282085.02053723	544804603.7510039	801086688.7715411	171904977.14287162
405.248_C20H36O8_4.28_1152	8709644.893089753	47819422.14550923	71723159.78710961	45066827.55802012	69036960.05209088	65325907.70377763	50176806.78988895	41553975.07425517	42430503.834618226	82680167.75658204	57951511.74515425	53689957.48848158	40333277.34276214	55472158.08995235	54618815.978073716	52283591.447235145	38665335.29215264	59849289.31116986	38665335.29215264	59849289.31116986	52283591.447235145	46445530.12013868	54581057.789216965	51933382.139185265	45066827.55802012	57951511.74515425	45066827.55802012	57951511.74515425	51933382.139185265	43748665.69631918	546188159.7807372	731970280.261292	193326676.46076322	538643603.8005288	193326676.46076322	538643603.8005288	731970280.261292	185782120.48055473
405.228_C23H32O6_6.7_1701	53191052.34431598	70362719.27320316	55204453.929908775	19606459.683779065	92914965.33741432	89353492.0965681	100313512.17987005	54060464.699597426	39714140.507843584	85162031.82558839	23750280.5263052	96980768.8382579	32371148.313189905	109063414.69068584	80660687.521541	65860636.01760912	59506841.63615314	69390521.78508466	59506841.63615314	69390521.78508466	65860636.01760912	28860507.257779438	87257761.96107824	62783586.60155597	54060464.699597426	85162031.82558839	54060464.699597426	85162031.82558839	62783586.60155597	28060714.419747554	806606875.21541	922048904.2465277	297534208.1807657	624514696.065762	297534208.1807657	624514696.065762	922048904.2465277	115442029.03111775
404.337_C22H45NO5_6.18_3896	3390320.2088319915	542140640.7688587	15114122.05952416	74300766.40852287	63714511.302002996	10438823.78517153	797092183.685768	581959737.3042676	104607717.17690009	134810475.88312545	10345784.65467305	80016074.74260882	31355324.165275756	46389375.82213279	227506626.5562292	178262561.28340453	399776729.6752498	55199134.39904607	399776729.6752498	55199134.39904607	178262561.28340453	55152398.10134294	71865293.0223059	69007638.85526294	542140640.7688587	46389375.82213279	542140640.7688587	46389375.82213279	69007638.85526294	52828045.28689931	2275066265.562292	2495675857.9676633	1998883648.376249	496792209.59141463	1998883648.376249	496792209.59141463	2495675857.9676633	220609592.40537176
404.302__7.14_4977	18991256.25657854	12737353.959104812	113658405.55034024	19134075.371258985	151186607.60261106	56298224.48094439	16286059.759300366	12559808.88285289	27257629.436097905	153284942.78963733	31199054.29261086	165636776.84809437	16380634.654641673	67927083.06673495	76856651.91961989	61609850.92505773	15941710.845819116	86981039.85796808	15941710.845819116	86981039.85796808	61609850.92505773	23492848.438652355	62112653.77383967	29228341.864354383	16286059.759300366	67927083.06673495	16286059.759300366	67927083.06673495	29228341.864354383	23195852.403678447	768566519.1961988	862537912.9508083	79708554.22909558	782829358.7217127	79708554.22909558	782829358.7217127	862537912.9508083	93971393.75460942
404.233__3.4_3075	76646554.37076297	52530231.87252266	396999313.8351303	33016780.582099136	29642879.288203042	77664311.77084482	124704603.80253188	28845655.96111324	14383364.636375695	403264273.5830442	19815250.326849304	86767491.26437865	107409934.38105035	43816947.72697745	132088226.34755091	106821970.95727739	63148765.31780597	131084862.97920595	63148765.31780597	131084862.97920595	106821970.95727739	43656332.481593624	77155433.0708039	64588393.12164281	52530231.87252266	77664311.77084482	52530231.87252266	77664311.77084482	64588393.12164281	26416015.45447422	1320882263.4755092	1495507593.4018834	315743826.58902985	1179763766.8128536	315743826.58902985	1179763766.8128536	1495507593.4018834	174625329.9263745
403.378_C20H46N6O2_8.64_1831	43434846.36054985	237257624.40076676	19801865.62506005	45253943.47736826	74529118.39887387	3287361.597633433	642338135.0994806	115907077.19079758	37241201.59893743	38278732.28266153	7335300.848690107	93408106.83613428	10922238.036514537	12677826.360769626	128092069.41527276	98690955.5795884	216838325.30579263	33053527.95391943	216838325.30579263	33053527.95391943	98690955.5795884	25188170.990377583	58981982.37971186	40856789.32160569	115907077.19079758	19801865.62506005	115907077.19079758	19801865.62506005	40856789.32160569	24081719.817725983	1280920694.1527276	1381673378.1142375	1084191626.528963	297481751.5852749	1084191626.528963	297481751.5852749	1381673378.1142375	100752683.96151033
403.305_C23H38N4O2_7.41_302	28100020.86660163	82297100.1535587	55463221.96538864	43349362.0753182	67779526.53703947	17008797.640948832	116827646.36617309	69331240.61290278	45471260.74478774	60511810.27680037	40978772.31004671	56148987.62687721	40968093.53137769	48150022.92103349	60161837.49673243	55170418.83063246	67981074.01491088	48053388.17270002	67981074.01491088	48053388.17270002	55170418.83063246	42691872.16538258	58330398.95183879	51806622.443211064	69331240.61290278	48150022.92103349	69331240.61290278	48150022.92103349	51806622.443211064	42164067.19268246	601618374.9673243	772385863.6288545	339905370.0745544	432480493.5543002	339905370.0745544	432480493.5543002	772385863.6288545	170767488.66153032
403.28_C20H38N2O6_4.73_4414	58403357.22410859	140233389.66883215	7315370.1450111	22700877.67361806	47343196.73522909	41431468.808654316	80351149.40593946	96937141.9625377	43937524.779805414	77622948.55231196	24714779.127273086	116191939.7657695	7744881.740422576	85319707.04601616	75114966.931441	60731980.902537785	79725183.1870072	50180201.855610356	79725183.1870072	50180201.855610356	60731980.902537785	24774515.830279782	78987048.97912571	52873276.97966884	80351149.40593946	43937524.779805414	80351149.40593946	43937524.779805414	52873276.97966884	23707828.400445573	751149669.31441	850247732.635529	398625915.935036	451621816.7004932	398625915.935036	451621816.7004932	850247732.635529	99098063.32111913
403.282__7.12_4716	11986593.802324308	21202248.976986777	326050538.40979445	10492136.552975425	408991771.4475476	23950577.7383384	43381621.59161778	24131889.94788111	39603228.20494048	571368470.3047961	58480095.44240701	146450649.30316946	32728398.867023084	149739496.073745	172725385.7596201	133468408.3331105	22238898.17435708	195262580.64352906	22238898.17435708	195262580.64352906	133468408.3331105	35325964.7668365	94916135.44739363	41492424.89827913	21202248.976986777	146450649.30316946	21202248.976986777	146450649.30316946	41492424.89827913	36165813.53598178	1727253857.596201	1868557716.663547	111194490.8717854	1757363225.7917616	111194490.8717854	1757363225.7917616	1868557716.663547	141303859.067346
403.232_C20H34O8_6.84_2163	27251316.227533918	94874787.98519635	61686165.64842882	12160597.084017713	96954729.5519014	67364600.66638973	168100494.82486296	75852601.78051503	25111431.752232175	97969625.45725922	10778057.283797748	78243675.91370171	6264758.602244865	81445301.29003786	84974329.93458271	64575581.71915139	75647959.58042519	58424260.6851104	75647959.58042519	58424260.6851104	64575581.71915139	13578711.180573124	79844488.60186979	71608601.22345239	75852601.78051503	67364600.66638973	75852601.78051503	67364600.66638973	71608601.22345239	11469327.18390773	849743299.3458271	904058144.0681195	378239797.90212595	525818346.1659936	378239797.90212595	525818346.1659936	904058144.0681195	54314844.7222925
403.137__5.08_5944	34918764.31318938	45865592.19856934	64360899.064603105	73354040.20990062	40199371.32066735	126397522.61210352	103529115.3220984	65203408.24895041	77235943.49593455	61874195.15456599	42479545.30136632	62594205.103392914	28676296.569314905	29256472.37832515	63419954.57164655	61138955.09235586	64574184.05854163	59230494.55558599	64574184.05854163	59230494.55558599	61138955.09235586	55436456.3941291	62234200.12897945	62234200.12897945	65203408.24895041	61874195.15456599	65203408.24895041	61874195.15456599	62234200.12897945	57916792.75563347	634199545.7164655	855945371.2929821	322870920.29270816	533074451.0002739	322870920.29270816	533074451.0002739	855945371.2929821	221745825.5765164
402.358_C23H47NO4_6.13_201	95273.71735712262	121490974.03037284	51779052.179632954	17028125.13714571	118180271.5566481	12861602.252184665	159124115.56521648	113734106.85102445	46416747.8903641	116891460.54740837	22032757.93594144	179441380.01229274	23610689.16239776	29766621.931280874	90336485.86434187	72318084.19780482	82294519.06022333	66775620.38535011	82294519.06022333	66775620.38535011	72318084.19780482	27272080.031462252	115312783.69921641	49097900.03499853	113734106.85102445	46416747.8903641	113734106.85102445	46416747.8903641	49097900.03499853	22821723.5491696	903364858.6434187	1012453178.7692674	411472595.30111665	600980583.468151	411472595.30111665	600980583.468151	1012453178.7692674	109088320.12584901
401.722__3.21_5265	61211523.61958948	44331018.166491464	399797725.7316936	36227092.67975574	26971090.67258522	98672254.16765173	94049605.33890352	23990518.37087881	18428698.204420514	374226382.04982847	18884120.676435642	64993888.59410452	131436341.16601646	86332466.7656407	127457647.34773676	105682337.58599973	51961951.635123804	135526996.44759744	51961951.635123804	135526996.44759744	105682337.58599973	51244063.18165709	75663177.67987262	63102706.106847	44331018.166491464	86332466.7656407	44331018.166491464	86332466.7656407	63102706.106847	27555606.67809569	1274576473.4773676	1479552726.2039962	259809758.175619	1219742968.028377	259809758.175619	1219742968.028377	1479552726.2039962	204976252.72662836
401.342_C17H44N7O2_5.93_2335	27593498.623616807	33230253.150019575	120356893.13129051	40039326.54218603	263693546.4691002	31934665.30993055	24993540.428352963	45094261.55019316	36357042.44996553	123107497.5596629	21322084.016309686	157534474.64172548	36662990.019989036	35140642.717642605	86267927.35815349	71218622.61499892	34190176.05887371	91789981.81284629	34190176.05887371	91789981.81284629	71218622.61499892	33595360.75711257	40117452.13391788	36510016.23497728	33230253.150019575	36662990.019989036	33230253.150019575	36662990.019989036	36510016.23497728	36510016.23497728	862679273.5815349	997060716.6099849	170950880.29436857	826109836.3156166	170950880.29436857	826109836.3156166	997060716.6099849	134381443.02845028
401.341_C27H44O2_8.18_705	15096782.675792668	171628229.4122006	102809137.39532593	27162472.491821337	111414134.98868313	6938314.5947102	28995920.124267466	130868410.79776073	54392675.52122887	99252111.38023998	23950806.471650768	145115402.50052297	24841587.22137158	23452379.1822344	83557082.3051738	68994168.91127218	74750363.10036856	65796283.250663094	74750363.10036856	65796283.250663094	68994168.91127218	32586885.42651814	101030624.38778296	41694297.82274817	28995920.124267466	54392675.52122887	28995920.124267466	54392675.52122887	41694297.82274817	26002029.85659646	835570823.051738	965918364.7578105	373751815.5018428	592166549.2559679	373751815.5018428	592166549.2559679	965918364.7578105	130347541.70607255
401.287_C18H40N3O5_6.0_1835	115000007.13145126	551780727.4119947	37343767.8181655	54352358.56526578	65311975.19838197	53230695.9844748	98779255.84554626	201463488.99485824	21760488.66800949	90763164.41751377	8266368.422776457	62935822.96178353	5980272.701625619	57202699.246043675	133381160.50102134	101726506.66913508	204275167.58982325	44755028.37986387	204275167.58982325	44755028.37986387	101726506.66913508	22589872.089419335	78037569.80794787	60069261.103913605	115000007.13145126	53230695.9844748	115000007.13145126	53230695.9844748	60069261.103913605	15013428.545392973	1333811605.0102134	1424171093.367891	1021375837.9491162	402795255.41877484	1021375837.9491162	402795255.41877484	1424171093.367891	90359488.35767734
401.159_C22H24O7_3.09_206	26757411.947740357	821934245.9148505	70798228.80996642	29376235.596118953	851727608.4242296	47860724.25840104	33775002.74661499	40354716.124407455	48688484.941421695	55538407.79430357	55754069.1414929	27760270.163921837	27684796.442414884	39954122.50118711	201646073.86856228	155568880.34336227	190439522.4659464	136196301.38637102	190439522.4659464	136196301.38637102	155568880.34336227	40375896.53036211	44107720.19140425	44107720.19140425	33775002.74661499	48688484.941421695	33775002.74661499	48688484.941421695	44107720.19140425	39032360.26877032	2016460738.685623	2177964324.8070717	952197612.3297321	1225766712.477339	952197612.3297321	1225766712.477339	2177964324.8070717	161503586.12144843
400.414_C25H53NO2_7.46_3105	86321201.22833519	114371370.1282205	68296897.3410916	36239737.294591255	27567925.86641665	10244190.22126532	94421686.14032409	103852493.92356452	82625419.92243919	86464379.61961599	11102916.45375573	14130494.875115227	42356014.289920226	41850440.24626948	64752107.95902187	58560369.11078036	87041297.74300711	42737630.98176549	87041297.74300711	42737630.98176549	58560369.11078036	43081021.9901766	77309049.28471339	55326455.815505914	94421686.14032409	41850440.24626948	94421686.14032409	41850440.24626948	55326455.815505914	39297875.792255744	647521079.5902187	819845167.550925	435206488.71503556	384638678.8358894	435206488.71503556	384638678.8358894	819845167.550925	172324087.9607064
400.378_C24H49NO3_6.75_2845	145080.65119686275	138575096.38615555	15889219.362999866	21919272.389682565	193207431.44784483	29415118.679671455	83194598.2028769	115078679.63292888	93540545.17212462	117066126.44334687	25875999.6623067	267605820.18653363	22606052.012835704	54415810.30996785	101459298.13035227	84181060.75289087	71782545.45256814	91069124.80862573	71782545.45256814	91069124.80862573	84181060.75289087	40985467.3092374	99136638.91790289	68805204.25642237	83194598.2028769	54415810.30996785	83194598.2028769	54415810.30996785	68805204.25642237	24241025.837571204	1014592981.3035227	1178534850.5404723	358912727.26284075	819622123.2776315	358912727.26284075	819622123.2776315	1178534850.5404723	163941869.2369496
400.342_C23H45NO4_6.11_1457	2437096.8331692475	30629937.025274854	31450020.109636303	32573161.210895166	105228734.71533437	10891681.462111868	103234722.62622331	44784599.802489504	106065643.67355806	111880210.01753198	62796352.16458752	77316870.8112884	52035494.5849003	78048509.71413314	59590238.3117193	60669502.48222385	42731903.49961041	70634835.25034243	42731903.49961041	70634835.25034243	60669502.48222385	63367662.90848526	61050735.30688895	57415923.37474391	32573161.210895166	77316870.8112884	32573161.210895166	77316870.8112884	57415923.37474391	57415923.37474391	595902383.117193	849373034.7511339	213659517.49805206	635713517.2530819	213659517.49805206	635713517.2530819	849373034.7511339	253470651.63394105
400.273_C16H41N4O3P2_6.67_2942	42313292.03887388	66200048.005981244	63800857.652878046	16778135.37437038	85509015.90603864	81878418.43082753	111133681.55190866	43871154.25626591	39978078.057286695	62712294.813365884	21967400.015058044	87236642.04478042	16993253.625905532	101607319.76779929	74626272.44687194	60141399.39581001	56059262.245480016	62409253.36821556	56059262.245480016	62409253.36821556	60141399.39581001	23929216.76815516	74039233.21840438	63256576.23312196	43871154.25626591	63800857.652878046	43871154.25626591	63800857.652878046	63256576.23312196	19480326.82048179	746262724.4687194	841979591.5413401	280296311.22740006	561683280.31394	280296311.22740006	561683280.31394	841979591.5413401	95716867.07262065
399.358_C23H46N2O3_6.2_4162	21864366.81978926	176214122.52403522	30180234.712811623	41651089.18824666	95928905.8091065	39088592.427664556	70194913.0984619	75348230.73855829	24287594.135797106	3354850077.313034	26865888.76334692	39406583.75316409	24531915.51734323	59394136.397716194	396247016.3594342	291414760.79993397	77054544.47381827	410503769.8699982	77054544.47381827	410503769.8699982	291414760.79993397	29334121.90118348	64794524.748089045	40528836.470705375	70194913.0984619	39088592.427664556	70194913.0984619	39088592.427664556	40528836.470705375	25698902.140345074	3962470163.5943418	4079806651.1990757	385272722.36909133	3694533928.829984	385272722.36909133	3694533928.829984	4079806651.1990757	117336487.60473391
399.358_C23H46N2O3_5.92_135	60956265.7940613	102530353.1863135	55910737.38106243	35559151.783424854	87923491.77127847	23307210.9978126	149445286.34912813	3416971.146959031	58494243.342371054	91940045.62111978	39517643.81649646	4390358.045781165	24215933.060681727	90164088.05131498	66998480.83448313	59126555.73912896	70381605.65197736	52873750.23199096	70381605.65197736	52873750.23199096	59126555.73912896	39446743.00074352	74439878.78266989	57202490.36171675	60956265.7940613	55910737.38106243	60956265.7940613	55910737.38106243	57202490.36171675	37538397.79996066	669984808.3448313	827771780.3478055	351908028.2598868	475863752.08791864	351908028.2598868	475863752.08791864	827771780.3478055	157786972.0029741
399.348_C24H46O4_8.65_3484	46356653.010001585	229792400.03425428	43108537.41693341	78137321.39985883	73386762.97122826	13024591.47176638	86881475.34265131	102504341.43628249	16133397.817185184	20444467.74847139	13114800.736882055	97239792.25061205	63738712.02567703	33524145.991497	74626316.76736982	65527671.40380724	108734438.24460968	41523912.04780586	108734438.24460968	41523912.04780586	65527671.40380724	42781057.99490078	59871707.99061492	55047682.51783931	86881475.34265131	33524145.991497	86881475.34265131	33524145.991497	55047682.51783931	39936054.92143111	746263167.6736982	917387399.6533014	543672191.2230484	373715208.43025273	543672191.2230484	373715208.43025273	917387399.6533014	171124231.9796031
399.308_C19H38N6O3_7.56_1365	20427323.37353536	94266547.38017474	89594488.22120859	17090974.81125323	134216450.21155265	60071351.95151219	160456818.19023234	91522021.79012103	8764690.359309169	125910477.1758607	5281038.860339511	31715227.133524474	22054190.003977172	93148237.57143804	90132894.299916	68179988.35957423	76752737.10906334	63417350.16541362	76752737.10906334	63417350.16541362	68179988.35957423	13297723.508719772	92335129.68077955	74832920.0863604	91522021.79012103	60071351.95151219	91522021.79012103	60071351.95151219	74832920.0863604	12927832.5852812	901328942.99916	954519837.0340393	383763685.5453167	570756151.4887226	383763685.5453167	570756151.4887226	954519837.0340393	53190894.03487909
