index	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_elbow	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_elbow	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_elbow	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_2_psoriasis
499.355__8.35_1878	83276400.9625126	34260318.383965656	14466553.806731382	62926717.41972437	53390337.88171524	45058526.71351516	92290234.93037795	85960403.34265678	60439766.61934268	54897648.76510044	40614537.29529047	31571938.64359046	46522596.10268271	22376302.04145794	35990557.494997315	57543171.63286822	178456696.16784638	18583759.450829115	53505588.44587702	9191433.71937384	21828635.57115561	31082824.306692988	161030945.62874275	34678602.57881209	33994342.41885257	64020990.0	21772184.8791301	39051239.386532724	199424665.2148861	21214918.291994344	23436546.69481121	25709418.456474133	69071369.60751238	42921539.12214146	44494965.10820091	55383035.541092515	44455652.475575015	68495895.2197135	95824440.0061184	55383035.541092515	84044477.30467995	34678602.57881209	35334580.03690471	40614537.29529047	37646569.93705128	53505588.44587702	69071369.60751238	40614537.29529047	66546179.80375619	987195399.8092535	1156869092.8132236	1827640172.8560529	800201744.5603503	1027438428.2957023	670771080.0428288	1827640172.8560529	840444773.0467994
499.34_C27H42N6O3_9.29_2519	38707099.5	38707099.5	227411950982400.0	38707099.5	38707099.5	215446773677860.5	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	531705452568580.5	38707099.5	38707099.5	38707099.5	97724588249640.0	38707099.5	38707099.5	38707099.5	290648474870440.5	234750817047600.0	323618446789650.0	294365169271530.0	38707099.5	234506923613650.5	474534292465090.5	383527747111770.0	38707099.5	38707099.5	110203003181458.44	109934138360668.97	100249742066800.05	81215687753727.5	123090607242487.1	64279127261001.21	100249742066800.05	77357241503085.75	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	38707099.5	2534669073173544.0	2858287597377393.0	3308241488204401.5	1461882379567095.0	1846359108637306.5	449953890827008.5	3308241488204401.5	773572415030857.5
499.331_C20H47N6O6P_7.65_2894	48285648.48910348	81351744.13455026	60429555.08987409	122080959.02696292	57694029.0	36356069.13267152	28990854.166931216	58724455.08243438	21177706.51277813	41805644.11004568	147488515.98943055	26292900.31912077	131570095.21287046	42113207.406634584	19569364.281059623	52718208.81070151	26374885.77598476	24017422.17747944	20884283.218061317	35274325.79696404	94008375.16940106	130608706.19591439	47154913.03423354	27415737.62036285	1.6596246328743243	108071602.80597354	24408794.85840386	28423926.39234135	40698145.05966062	34003516.36345488	88825100.24136865	85220163.19131702	85245588.64069265	60567386.9156343	61212321.45235772	56887407.42322448	71122124.83586866	39805746.528051496	40823441.02930103	56887407.42322448	48423454.59068188	52718208.81070151	50501928.64990249	42113207.406634584	58209242.04121719	28423926.39234135	36356069.13267152	42113207.406634584	41251894.58485315	1393049899.059589	1591520357.7613006	1877284444.9664078	1280198247.0456357	597086197.9207724	285764087.2051072	1877284444.9664078	484234545.9068188
499.311__4.02_4591	27957621.133146085	45410713.79679853	26139051.28491571	63178047.73499645	34695181.08659545	70643075.22550438	58921476.407479666	48959809.7452704	38707099.5	26365602.36295807	58737342.079686485	43459491.43111851	52060875.822972976	34293546.598794855	76437826.5029607	27386192.365813915	24479904.8726352	35729625.5936725	35804300.38148059	57996020.03840673	32356650.13931703	51815841.07325613	27698637.598811846	70015068.79241419	48941703.19518071	159575599.79530784	88512034.0027634	51336524.253008746	27715042.38775018	23954004.108626716	58784581.27220115	37868663.936617196	61865287.49834491	47501121.49155511	50552021.60896216	49327346.72784265	49309032.451374955	49349323.85960386	44778554.31225585	49327346.72784265	53527664.771303974	48941703.19518071	47176208.49598962	45410713.79679853	51938358.44811455	35804300.38148059	43459491.43111851	45410713.79679853	38876519.01495668	1092525794.3057675	1314352561.8330162	1627802442.0188074	887562584.1247492	740239857.8940579	313449880.18579096	1627802442.0188074	535276647.71303976
499.267_C23H39N4O6P_7.73_1497	21623263.53645242	109495731.3418521	22641029.288106047	93025116.75672068	61215410.82853488	19756367.963392124	20323615.212030508	33054463.586608894	39412392.760193005	55280524.848741665	154781075.22393498	31842378.24572414	99472497.9315744	19322609.77904629	5151291.109348317	88362881.7913875	56031497.63207919	42517605.59606673	27907535.45419582	7615604.890965657	163557942.8654819	118674510.48529623	73095659.0	86680015.34516191	94203033.91488671	86723113.0549347	10929310.841196587	8865785.962900413	20045447.776210926	43108386.16987314	112694252.13791484	123003513.23629077	104321278.25899698	70411523.76167354	67197462.80342019	62264701.29776061	73004016.80300003	49377522.69147332	43943015.705310784	62264701.29776061	43527009.63076089	73095659.0	67155534.91426744	55280524.848741665	73947713.0868484	42517605.59606673	31842378.24572414	55280524.848741665	26732820.89108828	1619465046.5184915	1747134032.8889248	2054735142.8261003	1314072302.4540007	740662840.3720998	307601109.9371755	2054735142.8261003	435270096.30760896
499.215_C22H36O11_4.24_597	61456454.08685788	19713666.66860228	20301072.754927643	58958411.435363494	39010437.705875896	74175402.56634293	79276703.67610078	648571.1788801999	47708837.543279774	44155433.05898487	229745186.8616234	28075198.90647052	39857959.63181356	179257911.29773626	17343412.187088978	2114061.5110660847	49879353.99048992	35224506.52716309	49175838.83881739	31608259.007720012	54224539.59901352	38333448.34974519	32081466.201647494	70027442.50119457	4837416.409513111	61666379.64396232	87216877.66301602	43869826.99330591	53052299.99999999	75416999.67695262	116170978.7651499	214212403.9925636	24059378.709002767	57730505.30453582	62699321.808956936	60086549.63455369	78584204.88602261	37889363.33279099	50381967.27248454	60086549.63455369	65505451.59359483	39857959.63181356	45789332.268292844	47708837.543279774	60207432.761110686	43869826.99330591	49879353.99048992	47708837.543279774	57254377.043428935	1327801622.004324	1630182367.0328803	1982856137.9402719	1414515687.948407	568340449.9918649	352673770.9073918	1982856137.9402719	655054515.9359483
498.399_C23H53N4O7_6.34_2631	46480969.0	55638471.15977002	36573978.88833498	18110239.40132724	62549042.14670117	44699402.620157264	55433710.77165431	33150524.122017525	11350581.048527978	34439761.060998484	51818814.102642834	50183749.552406274	38121882.86067753	24668702.55241449	57269517.513894655	49386453.975970395	54289438.449336305	22202668.704097655	46385929.073247686	97787158.82685277	67710847.67672947	85444183.00081718	59341975.01767708	21322259.43649454	63084499.62181791	55344345.54651363	8819374.203521805	47737045.62833921	58443718.67760244	44903951.60374247	51445654.905657925	30062992.66470161	88564423.26909898	46096436.76450268	45642771.64163423	47659583.85102254	50692139.36189409	44020517.23797668	55150600.62875058	47659583.85102254	51254822.150018215	47737045.62833921	47109007.3141696	49386453.975970395	48332359.27620314	49386453.975970395	54289438.449336305	49386453.975970395	52236594.000871286	1060218045.5835617	1186712062.68249	1572766267.0837438	912458508.5140936	660307758.5696502	386054204.40125406	1572766267.0837438	512548221.50018215
498.29_C22H43NO11_3.8_554	64816096.22107266	22466316.759821005	21150785.429698035	62646840.43479616	39467094.42491481	57974739.950886026	81801121.07466759	1048745.336808439	43132299.12117408	47472782.899802335	176837111.7631632	25177666.137455788	34883114.205323815	162762870.68338764	25557612.613020927	2091781.911235447	48672142.477883995	34017827.67354419	44383032.55016672	29894233.764146585	49137923.342246205	33629615.66863298	32340968.428503964	44392991.905300915	6298422.15030897	71367010.04608543	83032669.37690057	39851758.17216578	53052300.0	97838002.28135477	129555969.52740754	180041895.23720548	24879057.565225355	53639000.52512349	58947807.270322554	56717357.54952447	72043616.08466645	38325847.3073541	48432830.015131585	56717357.54952447	63797578.70564668	39467094.42491481	41492028.64666993	44383032.55016672	53556331.646566115	39851758.17216578	48672142.477883995	44383032.55016672	55513519.97544301	1233697012.0778403	1532642989.0283864	1871672799.1343076	1296785089.523996	574887709.6103115	339029810.1059211	1871672799.1343076	637975787.0564668
497.417_C26H52N6O3_9.09_2217	26697377.97307455	39953092.78384029	44049663.38110926	110996760.76754764	82484569.52957374	21922665.276373666	58328939.5	88125032.02975927	67337258.9914242	39302739.49481451	82802063.65253381	39863980.076338485	80733698.11768204	23934570.072853696	6901943.828634044	32399311.33394357	53324534.73984409	29493787.761615776	47181737.336194456	8548844.51429625	113534113.83175659	54659833.20638483	74495962.2363065	45120172.20736048	63307571.52296802	54413789.43973692	15666090.667089691	16536877.313538404	47023992.633184925	80548952.19549377	79918331.44019686	58893546.88371747	47210048.53535362	57551705.023172475	54951344.34687047	52597328.88710731	61351305.54501649	42092556.897616304	43853842.89370132	52597328.88710731	41202263.77415745	58893546.88371747	54536811.32306087	47210048.53535362	58611243.19185874	44049663.38110926	47023992.633184925	47210048.53535362	43443986.354761705	1323689215.5329669	1428734953.0186322	1735711853.2745414	1104323499.8102968	631388353.4642446	306976900.25590926	1735711853.2745414	412022637.74157447
497.36_C23H44N8O4_7.73_1423	31398767.495874092	82830131.44692414	17073000.530337002	55584176.790106654	73745902.04302773	39953787.148290046	33973429.84964888	20084669.78746525	42312943.157938085	26886275.313042194	69643797.86962934	41113779.57989953	19639816.831264686	28303441.03477468	23077370.12334279	70009850.92075893	49770736.32297978	28755746.23110558	59847263.89109766	85781598.58158086	53917959.5	113973643.76845999	37189056.82413655	17177747.18557219	93035439.16994195	37528251.38899404	23410823.835127864	60614133.55848464	11143966.116675232	38014510.95252775	55289464.243686475	68837126.40467946	31591118.662031636	52602007.54987807	50272178.21410917	46712415.956345625	48779152.096028835	44232332.58872577	33490441.856081042	46712415.956345625	33166355.291221015	55289464.243686475	48115451.32896905	39953787.148290046	40533783.36409479	37528251.38899404	33973429.84964888	39953787.148290046	32782274.255840257	1209846173.6471956	1307076633.5668383	1541509726.5594056	878024737.7285191	663484988.8308865	234433092.9925673	1541509726.5594056	331663552.91221017
497.368__5.6_5115	43024702.25203452	40782379.02803347	30639941.69937239	59076759.49126046	28441847.74209728	51013412.0706067	39685049.66307531	41885195.61140168	29876989.706276152	51922912.806218624	42648027.57159519	31831005.329649583	59816396.52196653	49055732.585774064	37048326.9	37704049.5	64016742.18195084	90770938.74351466	33816812.524686195	40768197.997955024	36089887.03519352	31606378.041841008	45932585.05820607	40513042.34188808	46252672.79879184	25073844.524686195	40654795.48414749	74517792.0971182	60045253.54063285	33229674.438959207	25286925.790423643	70867420.04983787	33441846.88414749	44270740.703242	43668512.1360408	44464773.87919219	42126750.07887262	47270402.439575665	47422317.49661163	44464773.87919219	44911050.18387761	40654795.48414749	40711496.74105126	40768197.997955024	40640620.16992155	40782379.02803347	51013412.0706067	40768197.997955024	46040217.41890429	1018227036.1745659	1135381315.5370607	1467337538.0133421	758281501.4197072	709056036.593635	331956222.4762814	1467337538.0133421	449110501.8387761
497.361_C17H44N12O5_8.59_3362	24730633.821845356	52153409.11194171	47930476.94929506	60643243.46568862	71897190.21054345	17248476.049219828	22763749.25965526	45218865.48616122	72492092.2523691	52768246.931385055	69113805.56902896	26199248.62862978	43776939.5	25517205.113358695	10238558.820573779	81465312.747848	52787376.28951276	29950986.818004034	70793656.41837929	17559902.856892623	51193610.89357267	82422921.25727893	63623575.38282404	27526731.497223094	121931304.24234353	101729069.6304313	18977043.946810976	16488150.84273659	18717404.29713212	52524915.20874031	83802500.34603712	105488827.99466473	40099122.48261794	56400609.64430251	55738112.70709974	50902259.22190139	48207104.98006437	54136444.31210583	32940517.705450393	50902259.22190139	38256053.2503788	52524915.20874031	52339162.16034101	51193610.89357267	44497902.49308061	52768246.931385055	26199248.62862978	51193610.89357267	25858226.87099424	1297214021.8189578	1449190930.3845932	1679774554.3227458	867727889.6411587	812046664.6815875	230583623.93815276	1679774554.3227458	382560532.50378805
497.347__7.53_3042	54651349.45971812	39740847.90640383	37295262.06521076	32308820.56483006	79585736.20444685	60272267.84267005	36631928.668471	18786355.216153238	24753754.755051933	31883341.856468473	60358523.67965603	24176729.91891489	32146397.55492123	23359620.18541159	34564934.423273	41032575.63779697	67346195.50062154	45803466.297134236	33887154.755546585	63951514.25996011	80091601.73252435	73364912.69314678	0.8787269456599207	33930389.0	53457352.86049433	35029008.576541856	20041301.195054945	36898095.93903834	96900013.77087972	38573652.479022674	24210684.806822136	22920484.302860554	105314985.07386868	40334948.661220685	40028607.59345182	44341492.72914066	48035330.75796657	39908887.09454956	60360780.375984915	44341492.72914066	53556544.0853566	36898095.93903834	35963552.257790096	36898095.93903834	37602790.57374684	36898095.93903834	60272267.84267005	36898095.93903834	45641639.06409456	927703819.2080758	1040743797.4297473	1463269260.061642	864635953.6433983	598633306.4182434	422525462.6318944	1463269260.061642	535565440.853566
497.323_C29H46O5_8.94_2815	34903773.55905129	157749649.99721515	45211192.54786885	41993150.099785544	27125070.048123773	61041384.75518	28937546.81682363	21998375.025958557	100891567.41758034	59554157.073772155	52375594.960056126	46087529.0	60664113.30043133	46885438.45446961	34995748.230389155	32073490.10013081	28434285.057024483	41567532.81632233	52389584.1681117	27187759.1867228	161700114.91955793	25233558.62553746	47426038.28489457	29369205.689515848	25511852.06166545	138263819.79895988	58983830.1762291	16853410.97239827	244457388.87377933	43576383.093102254	78591279.05201747	47888731.34133257	65560423.55243137	53537270.96151945	55823471.68951647	60166150.88049815	50062190.6377832	72290903.1717561	76296102.16128728	60166150.88049815	75412574.69414917	43576383.093102254	44393787.82048555	46087529.0	44831956.04655112	47426038.28489457	59554157.073772155	46087529.0	53219797.76412088	1231357232.1149473	1451410263.9274282	1985482979.056439	901119431.4800975	1084363547.5763416	534072715.1290109	1985482979.056439	754125746.9414917
497.236_C17H34N10O5_2.81_2393	29908615.163367245	32085065.7544036	21368555.227964565	55872963.88456879	82934542.91955723	23750560.942112315	119916481.9824047	50191370.36391301	42169084.41715956	44057386.801128626	31859941.025775827	35689461.92548415	57479523.07001762	66052449.7203029	36671495.280956075	64480677.95140169	54378500.72172936	33605623.666171774	18173346.41717152	14562588.1948594	19530288.651358254	55385609.5	37597422.01387083	50930629.358815715	66618874.688958235	54876805.58129503	42604409.48369128	38071991.13640868	83821283.84367329	24843321.51081903	25360164.27223947	59711716.9666548	31237219.403049078	41830835.03290161	42805656.77775777	45630241.57094798	46400969.38084998	44705368.1990656	56121556.51708306	45630241.57094798	54368876.60845467	38071991.13640868	40120537.77678412	42169084.41715956	42940416.144698575	42169084.41715956	44057386.801128626	42169084.41715956	49217943.761429	962109205.756737	1112947076.221702	1505797971.8412833	835217448.8552996	670580522.9859841	392850895.61958146	1505797971.8412833	543688766.0845467
497.213_C23H32N2O10_4.08_1982	47321657.61029006	19277228.638296295	20552781.34789127	53264743.89524919	33281354.85654147	74917729.62931031	65869265.49836466	0.2250652335067744	64887769.518955626	47649082.73706095	325016768.0757897	23911236.496477284	40808323.99332528	201378977.16914564	22033661.070014473	2466620.431836175	42878289.23256388	34359002.979944035	56266051.57726217	32291423.432180606	53917959.50000001	38262111.49231177	23269944.62273242	91778037.19076386	4771607.790511891	64516038.275381826	96517264.17093542	39116517.41059896	51972567.867507406	102140422.92724748	184060657.58126637	230936494.94882977	19811943.346431594	68229423.81206736	72403593.10509104	66954652.592123725	89942728.21492167	39368961.844766185	46715730.68681658	66954652.592123725	64022678.78625337	39116517.41059896	44064990.80180767	47321657.61029006	53591351.697624594	39116517.41059896	47649082.73706095	47321657.61029006	49810825.30228418	1569276747.6775494	1882493420.732367	2209503535.540083	1618969107.86859	590534427.6714928	327010114.8077161	2209503535.540083	640226787.8625337
