index	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_elbow	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_elbow	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_elbow	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_2_psoriasis
504.32_C20H47N4O8S_6.19_1241	40680817.415044256	50850837.85251812	15058773.177910658	49305279.5	42104299.39823186	36530978.43821366	41150457.108059034	31624366.695780795	30687373.586868227	66597140.17332087	76854185.88752972	29345205.59216043	43928589.974237405	28330786.94916737	32519145.215682343	51806102.70079558	67240430.57376532	14534934.042594569	33849092.01607657	126382187.36676659	82006948.73940316	94014568.97532511	79269770.97943723	37820162.85775715	34480118.46596779	60769391.65608246	11579554.003178695	50563524.73104199	42973303.855267845	44889006.84196679	49012083.205888115	41980357.86851673	97014163.04880892	48918315.82971631	48265471.54245266	49568301.178586826	55165246.99238095	42851966.20203389	54407382.68422801	49568301.178586826	51063267.480989024	43928589.974237405	43016444.68623463	42973303.855267845	43016444.68623463	42973303.855267845	42973303.855267845	42973303.855267845	42061880.481663436	1125121264.083475	1254902260.1037693	1635753938.8933651	992974445.862857	642779493.0305084	380851678.7895961	1635753938.8933651	510632674.8098902
504.264_C20H41NO13_2.87_4522	71919938.31024183	38955379.82386038	108707684.9289524	30554257.960356027	60123296.9905618	34931276.660232425	46175208.94762761	36200729.0	20048889.12016327	60234493.531117916	61393442.17064593	64096039.03547266	85012286.28743514	73146703.02600527	38002637.783548936	42144086.44554249	39077752.74477303	27312631.329244558	26273539.734229676	35381098.90550791	46826305.63511615	41560026.38893325	28524235.832831237	56940561.78635804	44222958.145636834	50177747.4564026	22136940.95445205	43282254.20582565	45925608.8933344	33123136.644086413	48729884.40486849	55197375.549889654	96542270.69027862	44811027.82730636	47149924.185411386	48875172.10071311	54325213.24408985	42335122.72866104	55283235.78611953	48875172.10071311	58222703.929548636	41560026.38893325	42713170.32568407	44222958.145636834	51963629.97737907	39077752.74477303	46175208.94762761	44222958.145636834	55206120.49376026	1030653640.0280463	1225898028.820696	1612880679.3235326	977853838.3936173	635026840.9299155	386982650.5028367	1612880679.3235326	582227039.2954863
503.353_C26H48N4O4_6.36_1740	34511807.6247642	51736122.33228196	14050448.252788246	52894062.923674	80186086.1338741	36587685.96952119	109518982.86622305	39557670.96212471	47876869.868878506	46220068.46535343	47767621.85186691	27041891.889265392	41382176.33191862	51343982.969970934	23053703.8267562	60468597.94897312	34926301.43624916	24882652.02640685	65591343.28783885	78211037.81271592	64191128.16936403	75491628.42403278	57960712.85893533	19812869.89609652	81463775.01989442	64020990.0	18517970.890210077	35548553.66349301	29366590.920149352	34558317.0383698	31877888.805016577	18678544.11455883	80758158.93621752	46337381.8452204	46755252.42441556	47880492.22781162	51353974.59553195	43712313.38654723	52059954.354711294	47880492.22781162	51429646.10777142	47767621.85186691	47822245.86037271	46220068.46535343	44574899.091892764	46220068.46535343	36587685.96952119	46220068.46535343	41403877.21743731	1065759782.4400693	1215636563.0348046	1580056243.5177834	924371542.719575	655684700.7982085	364419680.48297906	1580056243.5177834	514296461.0777142
503.307__7.63_5674	38614885.67682438	54041425.50567205	73900813.33920373	128840363.64517863	32645358.524597067	27964472.36814557	37936894.60611251	71323328.38747586	47167939.74910238	49794140.347229786	30896362.216300733	20418834.549010616	71070715.82558283	26650544.616055742	27712806.953741554	35729109.421527505	114926350.70290425	47429602.25321193	37261406.71090733	49459833.71235521	30671237.748017613	39526650.441790536	46171873.65350633	59306831.765526116	28216247.068798322	64214721.07291753	64158308.55214291	36806042.13707897	86560740.55673027	26520129.692567565	43131639.5	56051142.374696	50623675.0161849	49479963.877347	48750743.09787611	50174073.5966999	46758494.48146788	54272768.53497832	55460729.73518828	50174073.5966999	51770525.95121156	46171873.65350633	44651756.57675317	46171873.65350633	39070768.059307456	47429602.25321193	49794140.347229786	46171873.65350633	44204513.012027085	1138039169.178981	1267519320.5447788	1655744428.6910968	841652900.6664219	814091528.0246749	388225108.14631796	1655744428.6910968	517705259.5121156
503.306_C22H48BN3O4Se_2.9_2018	21973544.20972112	88643418.33004798	23993686.122999705	83616149.64705513	42757446.61904102	68605698.73833545	61415993.75212991	34115907.942789204	36362411.17235871	98152540.92803566	53722019.34693216	14166123.47714225	43258379.17679578	16236646.570446482	57853495.87730318	85885048.37590939	103327221.26336052	35462919.123575315	47869924.18882249	71045239.18185042	57044832.10647111	55385609.5	52318590.31343574	92396227.17954323	25226086.76095837	33571661.56305275	22527248.97062248	53563450.97764077	61408927.78502435	41983751.03975099	27738455.34850478	11589410.078906288	62434355.39714177	49754769.88614409	46774675.37402056	51080376.39593044	47749210.517364286	55077775.45020983	67072980.191595696	51080376.39593044	54129271.36843903	47869924.18882249	43007912.8979184	52318590.31343574	48490199.26186397	52318590.31343574	62434355.39714177	52318590.31343574	61412460.76857713	1144359707.381314	1216141559.7245345	1685652421.0657046	859485789.3125571	826166631.7531475	469510861.3411699	1685652421.0657046	541292713.6843903
503.298_C21H40N10O2_5.5_2462	29686678.846945483	22662621.287582777	40774413.66548771	49305279.5	48057876.320879005	46320296.54636896	35477024.5343319	27478661.93649703	109296973.45902723	24563315.26447168	83835487.59615624	25394940.550226025	63161890.06625206	41293190.845509894	27696261.633895047	62317963.45377379	27102461.99813664	32414829.905801907	53262275.76188444	62816585.91769462	35254141.17385938	93239676.39157082	34749371.52152764	24448365.62114847	55994596.76200321	85520908.35537641	25684473.47187508	41700870.36544996	44548731.750570774	39968678.502545975	32783139.967798825	39759694.94628128	23288287.961963154	48115831.70560836	48583265.66449324	45147271.693421006	44531660.95700162	45886004.577124275	32385008.37229559	45147271.693421006	38319583.6653901	40774413.66548771	41033802.2554988	39968678.502545975	39864186.724413626	40774413.66548771	27102461.99813664	39968678.502545975	32581851.69063869	1106664129.2289922	1263164907.2768242	1489859965.8828933	801569897.2260292	688290068.6568642	226695058.60606912	1489859965.8828933	383195836.653901
503.247_C20H34N6O9_3.02_984	55619699.44177477	31962009.9424252	47964979.035718076	45431829.770233974	53257552.825911015	55159852.25019074	51759525.95234237	35698468.643554606	41507107.672677726	36183047.78832991	53486536.900342636	32307790.780432463	52473683.76787624	44382367.54899076	36264690.00548675	40127033.919422045	28325874.432605233	29421593.28989427	60944521.3560421	39854371.86376151	47241535.4596355	51049354.298751585	46824011.98958647	42938222.639587216	51686886.10106695	39456555.26839336	33947580.95528904	19018095.183209915	31622994.782325204	49807412.66772251	43131639.5	59556201.35044315	12332158.26394449	44069361.70167992	44348228.5152999	42446823.80751417	45860455.773638636	38350465.44816481	35384463.46431006	42446823.80751417	38714986.65093293	45431829.770233974	44907098.65961237	43131639.5	48524474.06367901	36264690.00548675	32307790.780432463	43131639.5	37819801.52836163	1013595319.1386383	1153053941.3977973	1400745185.6479676	825488203.9254955	575256981.7224722	247691244.2501704	1400745185.6479676	387149866.5093293
502.876__7.93_5016	46480969.0	11819400.21711606	708948142.7975467	23253365.99184898	100614386.08586468	54874650.12010259	207754721.16648734	110421491.0039153	56244630.45534427	32092422.587811053	17143998.549993932	51184986.72932086	27323580.645097252	34091074.45057501	615845177.7196276	82286292.17957526	32768242.059355743	357659584.34990627	21360035.058682922	98061236.51465653	53335854.88743357	31966217.644793943	78515803.74189797	18338529.598542236	27680553.725914728	32461523.63530072	23495588.554264072	78994275.39060605	42564991.26827287	22858581.94378068	25441699.926908065	22688007.4177282	145363341.68509886	113665062.36526287	104897307.74949695	99816162.33646576	60622038.52011934	146849110.9160815	80943336.51663563	99816162.33646576	67963692.27023251	31966217.644793943	33276299.042937864	42564991.26827287	40286021.725287504	42564991.26827287	51184986.72932086	42564991.26827287	44522980.13413644	2614296434.401046	2727330001.486921	3293933357.10337	1091196693.362148	2202736663.7412224	566603355.6164494	3293933357.10337	679636922.7023251
502.813__3.55_2874	47682084.65992022	36436892.668122664	28417077.036424834	50810417.05528297	45129450.00490651	45908021.93736251	61423042.653084025	34514147.90784867	30054910.954814512	36858900.367988035	130589008.46485691	47841561.72582398	28322592.717546746	27962016.518294692	54531585.68935428	40692353.988551736	43314210.37070581	45465320.057172775	21175833.337183	51014849.29269534	59325462.95175293	59947239.88200948	58191434.11176266	47040503.86094241	90496496.35444054	37470984.03066592	22318999.0	33958482.17856919	39688310.642612815	39164584.84209424	50149805.84578908	44736483.15664448	51342266.94917976	47934083.972120255	46753808.32952488	46726525.188315265	51272418.9125575	41271452.71922458	46625187.80667957	46726525.188315265	43949139.98556378	45129450.00490651	44932966.5807755	45129450.00490651	47761823.19287211	37470984.03066592	45908021.93736251	45129450.00490651	44611116.15403416	1102483931.3587658	1215599016.567647	1541975331.2144036	922903540.4260349	619071790.7883687	326376314.646757	1541975331.2144036	439491399.8556378
502.422_C30H57NO3_9.34_3660	49009651.25747261	39434100.86897529	61846180.64909983	22782964.621682286	81168004.21948306	33593854.734994166	23788126.917006448	96644926.95647699	38707099.5	37745322.508487	71018117.88082026	33787468.41530007	58494206.11038297	22879688.96484233	10516987.137824547	25510177.26142124	44217576.75272471	30107991.63401718	28314750.441952154	12584551.117453653	92371907.30218804	106011989.86257006	88653648.81978019	46435309.60282089	105210765.54335275	118224787.89142586	14687710.520907879	12080478.261870634	54747060.1563602	184500654.0415756	205090229.1881181	20692947.93588507	26752392.637251258	63168073.89037646	63191531.83047689	57503382.71862192	65978166.20924023	47333642.52987996	36375971.73173198	57503382.71862192	44474593.02358647	46435309.60282089	47722480.430146754	39434100.86897529	47722480.430146754	38707099.5	33787468.41530007	39434100.86897529	35766395.461893536	1452865699.4786587	1642979827.5923991	1897611629.7145233	1187606991.766324	710004637.9481994	254631802.12212387	1897611629.7145233	444745930.23586464
502.379__8.17_716	29863543.48361105	41456454.96199274	48122160.60971446	37088680.634089455	45495952.48793595	61957466.37616226	32656888.691029467	24150489.678662464	52199987.639293715	19303243.737144183	100484483.26723439	31641617.738127947	28568686.613538526	26967895.394539785	22330625.53318022	89015961.59111747	45289343.46553092	25343780.053618208	87243167.20109032	337485391.83970904	82334819.33948146	152238930.25816765	100620259.99702953	18641955.14082328	125502398.16231991	65542116.73057017	16380361.394565165	44482785.31674028	32211744.37867036	48235519.0	49022425.96825954	109429506.28929596	20307521.58095588	73298903.60773304	69548013.0225608	62170186.804672785	68698431.87675689	54336292.71817184	34766832.28108872	62170186.804672785	36574138.1576342	48235519.0	48178839.80485723	45289343.46553092	41292316.5610127	45289343.46553092	32211744.37867036	45289343.46553092	31926681.058399156	1685874782.97786	1808248338.5865808	2051616164.5542018	1236571773.781624	815044390.7725776	243367825.96762103	2051616164.5542018	365741381.576342
502.379_C33H47N3O_7.37_349	42183650.643567756	53784984.49341927	18881552.92310709	49305279.5	8658736.341805235	24682711.38493948	59212607.90503578	41966146.65425576	31481449.55520225	62178522.77091494	64586295.70805247	54627335.691776246	51505712.959365614	18758172.161190934	28688710.483768232	50153630.758205906	46577447.07880641	17530526.684341338	31871250.98788721	72409094.07604738	87746369.39818783	51244150.68616265	71782822.96771179	27444818.32668907	48604619.23794847	65778213.16316853	9800720.848715663	9111049.292381547	33694564.268831976	60454850.50909587	67469185.53070728	39282936.505691305	100985342.62375255	43207169.3229891	43095574.246026024	45528589.761234365	51251299.8114624	38661337.70096071	54565504.53200819	45528589.761234365	50867856.769198455	48604619.23794847	45394134.94075811	48604619.23794847	51374931.82276413	33694564.268831976	54627335.691776246	48604619.23794847	50602391.38529132	993764894.4287492	1120484930.3966765	1502443462.120734	922523396.6063232	579920065.5144106	381958531.7240574	1502443462.120734	508678567.69198453
502.376_C27H57NO2Se_6.57_1210	55294347.146627024	41832348.99999999	11752105.014189817	31587219.015422814	68885356.34963252	27475795.3325251	85762214.54134566	45122424.60426415	24190233.625064384	72709118.05813535	63899562.49373917	57868142.216184914	43667766.76372291	20796407.805060826	28313001.63417352	43069983.70438312	47332329.93374477	12812563.12086415	23497850.0378263	82122650.4420617	108617864.94154687	46094194.85157227	74421814.11038786	23397732.80940942	32977121.319598038	66784100.754607536	5762035.917392579	34172871.544654414	38720023.592109606	70031351.40845093	94133889.82754132	27219737.563274357	115712654.58598132	45112246.960833594	45402174.454056464	49273842.850469545	59316072.927686855	37223166.75780877	63654325.465718105	49273842.850469545	58845513.39663222	41832348.99999999	42451166.35219155	43667766.76372291	56581244.68140597	34172871.544654414	57868142.216184914	43667766.76372291	56581244.68140597	1037581680.0991727	1180456535.805468	1626036814.065495	1067689312.6983634	558347501.3671315	445580278.26002675	1626036814.065495	588455133.9663222
502.341_C19H48N7O6P_7.27_2776	10679331.280525774	75250824.88295402	27918522.229662202	41670634.575364515	38270140.251877286	45106470.15634266	30220444.7928091	35403847.77959909	42269958.27435975	64833367.457210526	45294470.85225939	6779420.499300237	53670960.717837125	20114406.55918409	20979309.145457555	83256000.54556543	62882901.264205	28053048.96275801	44726682.65226837	25952198.085938383	55026250.752643324	76784833.3861912	84758757.79667324	32844091.627726436	68238903.69344874	84507409.80792513	15334652.533542074	38271183.06213454	42585526.72242258	36295219.78412491	43131639.5	57151217.5521975	8027543.225385648	46545797.76715578	45609788.31893146	43826974.86090588	36801284.5210726	52257803.26870581	37205096.30252511	43826974.86090588	37573682.17653108	42269958.27435975	41970296.42486213	42269958.27435975	37282680.018001094	44726682.65226837	42585526.72242258	42269958.27435975	36402985.757615834	1070553348.644583	1185854496.292218	1446290170.409894	662423121.3793067	783867049.0305871	260435674.11767575	1446290170.409894	375736821.76531076
502.321__3.72_5361	29976280.87487746	24683239.31282206	56212033.28212427	34045019.75645376	33776565.04287321	39375191.743179716	39999428.00491101	39643889.69570341	38707099.5	70645828.11416104	74428440.97293755	33855613.64541183	49708468.52571874	80738136.18369451	61892554.48060415	34468904.154701754	57015852.85557697	62765620.127186865	86503547.77333078	27630646.666515846	82310432.71216144	20373693.87753563	43299446.69252994	45265547.06994303	71940593.06248586	40849548.11119071	137559888.4166269	67291080.66433527	30451083.29188975	49140833.96605648	37231770.17621644	114906887.53654198	29503910.847296584	56251574.06371328	55590391.10135261	52915062.943563476	47883930.96100159	58952421.32263775	42978129.78606098	52915062.943563476	45241087.36721896	49140833.96605648	47203190.51799975	43299446.69252994	39509540.71944156	57015852.85557697	39375191.743179716	43299446.69252994	39687309.874045365	1293786203.4654055	1445350168.6351678	1746197077.1375947	861910757.2980286	884286319.8395662	300846908.50242686	1746197077.1375947	452410873.67218953
502.286__3.37_4636	44744784.93913222	35091713.966858685	44481306.79099628	75181640.38533072	44230539.228904866	28792835.445686784	107514747.161622	36200729.0	22107563.309139308	40357176.74053088	112457930.97604066	37098510.49383744	41744188.69122223	35612273.968217835	40545457.42155177	31366770.12159432	43561060.3613724	96056600.76308542	94458101.06136931	37669584.824250974	63533245.21503088	29860856.788739976	106864125.06351496	109115214.9540805	39401176.66242045	44903626.26279836	30584950.17437345	39470059.8384037	24711839.38399185	24269182.97451852	90763916.8343327	22577936.996567804	38299533.76918496	55131860.523579456	53588210.66201831	51928156.98693037	54425980.702594504	48930768.52813341	45762243.33660375	51928156.98693037	44559638.85263747	40545457.42155177	41144823.056387	40357176.74053088	40021861.2302036	40357176.74053088	38299533.76918496	40357176.74053088	39328355.25485792	1268032792.0423274	1393293477.212476	1713629180.5687022	979667652.6467011	733961527.9220011	320335703.35622627	1713629180.5687022	445596388.5263747
501.849__7.19_1833	25362572.45182174	59917164.211906426	7628844.960946633	49672125.215902835	64320101.34553813	11746196.600659309	56885132.916066386	57060613.159317836	35211900.814284496	66700611.272861935	36850571.64299696	44132714.34254328	55733622.132486075	22115960.22314392	48567672.69249991	56997625.835690364	56983265.01628203	19914431.989465352	10264210.953442363	101929656.36570053	53917959.5	46146032.407809675	79748281.37206425	31043634.446167476	54235666.64946286	58386153.28693785	6876009.259536495	65305857.584489904	61625645.26999807	50362610.04022115	29393327.58477744	47505105.31227679	79872428.22442463	46461001.10769496	45171835.055341825	47042839.547931	48002797.99510301	45890889.4113246	53992284.806119375	47042839.547931	48381067.96047392	49672125.215902835	49119898.95420137	50362610.04022115	48588615.26408981	56983265.01628203	56983265.01628203	50362610.04022115	56934198.96617421	1068603025.476984	1174467711.4388874	1552413705.081723	864050363.9118541	688363341.169869	377945993.6428356	1552413705.081723	483810679.6047392
501.376_C28H52O7_7.34_118	58902932.72776239	60884017.33312477	23503746.843545854	13953197.89967022	16612915.905992739	40284790.28805548	70176752.43779771	49903920.15205294	38707099.5	72122996.13251048	66146550.05228205	15627671.15697973	14792970.430013146	25443038.684787087	35123734.596802145	62686419.76745194	54353966.68048943	25527988.391279314	34335296.44811574	35307596.573427364	116952828.07526377	66257507.48259384	87465463.20102116	28801229.273270614	54430529.949192815	81576502.48619358	4413382.0312767355	46982802.45268335	45471614.35718215	14303847.549199441	14754453.767722806	42924848.388527945	118205256.80929218	41511841.1332396	43103646.921663605	46573874.78259275	44964017.091927305	48505704.01139129	59463292.55175817	46573874.78259275	58216552.17610502	35307596.573427364	37007348.03671368	42924848.388527945	37796193.43074142	46982802.45268335	54353966.68048943	42924848.388527945	56628449.70412591	954772346.0645107	1120694819.9632537	1536937867.8255608	809352307.6546915	727585560.1708694	416243047.8623072	1536937867.8255608	582165521.7610502
501.31_C23H48O9S_6.3_3919	47914496.88545289	26642023.20224125	41807310.4771404	49305279.5	37352481.222784206	27333677.31292018	65998953.55250483	30955092.245197326	43955013.395892635	32089625.257272866	49425285.39586231	41761788.76014934	31189324.532196973	58292669.10035048	46183174.81300711	46746968.74584074	72523559.81920916	73051767.58811827	23570378.78655777	48148144.7281545	29974651.21921035	45868162.58328131	108334608.16889054	62654438.58789634	114013455.3511763	51258102.714486666	331546743.36138093	43747993.48479185	38774502.38506106	30640985.904133476	37079480.79734852	48202562.9861267	36694526.81971228	60886753.3511839	59917715.22221231	56758703.92982877	43266222.34073789	72949681.83673784	45025233.41526139	56758703.92982877	47264190.260711975	45868162.58328131	46465071.77942392	45868162.58328131	43814975.67171532	46183174.81300711	38774502.38506106	45868162.58328131	44838142.82280111	1400395327.0772297	1557860595.77752	1873037229.6843495	778792002.133282	1094245227.5510676	315176633.9068297	1873037229.6843495	472641902.60711974
501.287__3.48_3884	50049858.80556643	21126645.707327534	14574354.576909088	71426552.22660023	41298365.47143181	123507766.679231	58328939.5	7416453.801174777	51796890.56816315	74706853.11942288	217336636.6822864	15795662.062261863	18146557.796158306	216202849.11791503	38326965.75213179	5560248.139790906	66113399.39469942	56546025.13091042	26453749.384074003	46249886.690878026	44019954.38992774	26985695.742275473	11006557.799095053	67134826.51247641	7135317.849969964	82254926.58504789	192273579.1958979	7610529.10991911	91247045.84229612	20010369.6086125	14776271.564170366	154716122.48281953	11128547.16188958	50518632.87752176	58093699.641981915	59129224.37731305	66918406.46087086	49782205.87704368	62975459.10854297	59129224.37731305	78933584.82683301	26985695.742275473	39812665.6117818	44019954.38992774	45134920.54040288	38326965.75213179	66113399.39469942	44019954.38992774	70410126.25706115	1161928556.1830006	1510436190.6915298	1951264404.4513307	1204531316.2956755	746733088.1556551	440828213.7598008	1951264404.4513307	789335848.2683301
501.231_C23H34N4O7_4.32_2205	67110596.09781274	58051924.06657395	16957733.85277988	48230138.55726593	37905496.5315908	32730660.704996735	27748550.9029681	962900.2162234443	134991490.31308684	40290453.52983941	192728264.51067457	15927049.060969444	23217495.75803305	67245119.46806672	65888799.04652329	6310509.248748328	107861595.47267981	42686476.93854589	35289509.08023502	32746346.326939408	172086429.76492545	79822080.86847582	53687468.438849784	38145611.237417094	4753267.540132335	153333667.8833912	19987537.51296751	53046465.11459964	53052300.0	86686885.12275603	92347707.06942052	412487473.0930844	16151661.467693398	74305130.87868908	76796438.21765846	69408171.66055353	80237803.70885076	56412613.20259686	41966038.734163836	69408171.66055353	58145165.45884176	48230138.55726593	53366966.77672471	48230138.55726593	43187874.89734151	53046465.11459964	32730660.704996735	48230138.55726593	46671376.764919706	1709018010.2098489	1996707393.6591198	2290469664.7982664	1444280466.7593136	846189198.0389528	293762271.13914686	2290469664.7982664	581451654.5884176
500.394__6.52_5652	48447357.09739696	102611388.58518505	26773197.5703125	30749410.422745757	33100577.117485087	56068256.22402412	32052515.691025946	25123993.6333763	37419026.71201865	49592109.551380366	71101846.8640799	56580076.70526162	29098091.18236198	36202473.76192792	41810009.55483419	223114921.60532084	39497088.83680826	31236068.470815994	61744739.84891125	35194501.713879414	104941263.99032131	38436768.7890625	43367495.04032443	33930389.0	33620877.24652988	118343895.76173925	39867801.52662661	62804142.80431263	55594598.766423635	23715726.906773053	40436578.511804454	50507911.51456708	44896504.57809661	53074205.591810815	54757709.8166428	53272169.866234355	43921346.872455	64493157.45876956	47754450.050431505	53272169.866234355	53727487.697408475	38436768.7890625	39152285.15784456	40436578.511804454	37319621.27549521	43367495.04032443	49592109.551380366	40436578.511804454	49019733.32438867	1220706728.6116488	1423700455.2327127	1757981605.5857337	790584243.70419	967397361.8815434	334281150.35302055	1757981605.5857337	537274876.9740847
500.379_C26H57BNO2Se_4.51_3708	37395887.57756616	19357837.324110087	95628260.45741385	121709095.81475188	57694029.00000001	47531706.31643557	173468998.3685221	26576597.795211297	31287284.96679339	15508482.782133803	38672907.659101605	38925121.56661465	24375035.35696513	53597538.68287671	16425541.404030733	121937937.29252894	117660587.33806151	75658114.30241695	81341520.983926	154016756.6105996	51678196.706085965	98392525.53479941	35571340.66015444	59299431.71932595	34875047.33244474	17756858.439326085	19557642.30143521	16775411.703198282	87212170.77558033	54172731.57450871	86948628.72663537	81838917.53875296	26551080.180071972	61034382.29413872	58174656.82557537	61193915.902799375	68491399.26271252	52436935.870903626	72408306.76105998	61193915.902799375	61560843.20271889	54172731.57450871	52637867.69448134	51678196.706085965	53885135.12869272	34875047.33244474	47531706.31643557	51678196.706085965	43228413.94152511	1403790792.7651906	1512541077.4649596	2019399224.7923794	1232845186.7288253	786554038.0635544	506858147.32741994	2019399224.7923794	615608432.0271889
500.342__4.39_4849	84264800.93589447	47930602.97286949	31410880.313039366	19098561.5802571	25033022.049221113	45226767.97572479	70950938.81907801	29109748.100278456	30985727.406961065	19016207.056353252	175556721.4428783	46087529.00000001	48803358.90672059	50855891.3575962	26996122.27808641	17765369.468300417	26620278.27075877	36139049.20170587	17730016.0506031	38815103.00623347	33136460.28860129	19921650.87244036	26006226.582561422	33762510.39365802	36224626.9191478	110499071.09173763	34937243.43700706	38103124.45538464	30833858.52405316	109855481.06188881	29811345.091962192	67062273.30938282	30790929.373992126	42356314.13866041	46915961.099016055	45131560.53316296	53230171.86476711	35413226.93523796	38503787.00285144	45131560.53316296	51514627.240518846	33136460.28860129	34349876.91533254	33762510.39365802	42020935.49097913	30985727.406961065	30833858.52405316	33762510.39365802	45657148.48786239	974195225.1891893	1219814988.5744174	1489341497.5943778	958143093.565808	531198404.0285694	269526509.0199601	1489341497.5943778	515146272.40518844
500.306__4.21_4602	40493483.06818909	32485734.115583856	60170270.28681984	37024981.13899938	53833577.615093075	120662844.04107837	42533550.18564991	34071493.44417288	28281636.727920946	31831863.78356104	27491456.91155381	20809260.322428618	23973770.32032492	66055935.12006227	37172961.99296489	59260126.011398464	67330558.86567977	41485936.22096407	24109787.929217633	40740847.5134273	93756010.01065326	58819467.04833252	30532799.11731447	71695629.21334793	40556820.041188136	41869533.53324055	71881553.87602255	134402224.2057828	53052300.0	56833984.28876564	37934322.75692883	72124467.22062372	39494539.33505897	50810428.60901743	50656108.06649588	51296173.52310149	52130534.419705026	50294940.44717727	53673559.50477953	51296173.52310149	52413386.82549487	40740847.5134273	41113391.86719568	41485936.22096407	41637198.84953861	41485936.22096407	42533550.18564991	41485936.22096407	42201541.85944523	1168639858.007401	1317058809.7288928	1692773726.2623494	938349619.5546905	754424106.707659	375714916.53345674	1692773726.2623494	524133868.2549487
500.283__3.44_3862	35560133.896247126	40941034.510185145	26206683.274041753	62922668.83134611	67086030.125915386	21805432.968234785	105131373.54972097	72369146.43572056	26670099.706152536	30653192.581456967	56907191.3033261	83268540.52761763	54974933.81408494	70692486.88107766	107193949.00967313	56225530.936045915	63382765.73536779	32756152.291673418	22748244.82055738	59035584.49881538	51878352.563624725	34551389.74313843	39415082.67643988	29181831.088849105	41731193.89650872	29332195.11399981	23872702.73926377	73790388.49603234	26350004.400511615	24469759.53430588	43131639.5	70964178.36902593	51106411.91601967	48653207.31150985	48254176.30984812	49585039.56772669	55279838.08594836	42751281.345860675	54528245.95413278	49585039.56772669	51728253.757025406	43131639.5	42431416.69825436	43131639.5	55941062.55870552	32756152.291673418	51106411.91601967	43131639.5	43333272.9061334	1119023768.1647265	1254608584.0560513	1636306305.7349806	995037085.5470705	641269220.1879101	381697721.67892945	1636306305.7349806	517282537.570254
499.357_C24H46N6O5_6.64_2433	40188031.17028384	35965755.344461866	27683220.368272524	76052673.84066926	99431450.07010056	39813317.57773738	71725763.84164143	25873367.08492724	43609103.991868764	71302010.1130708	34860492.084609196	90738075.15913871	31630233.97580373	19478323.035620663	55470654.28624377	50469145.69797535	22514117.767270938	25785981.736160748	32860021.35764865	39612169.87353103	135056206.9155326	50321634.01222177	36067551.12415647	20674101.865688175	66450101.65517853	58826382.104770675	22318999.0	33583720.40488925	25882234.4153739	58558811.75355975	46802482.54891216	48827181.515947685	74937501.47354415	47737611.32645039	46786838.33919362	48890024.76263065	55810100.98885941	40585933.29115615	56701860.04968246	48890024.76263065	51540575.66584525	39612169.87353103	39900100.521907434	40188031.17028384	47814832.03242992	35965755.344461866	71302010.1130708	40188031.17028384	49507206.63752726	1097965060.508359	1216457796.819034	1613370817.1668115	1004581817.7994694	608788999.3673422	396913020.34777725	1613370817.1668115	515405756.6584525
