index	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V8-arm-healthy-BE5	V8-arm-healthy-BD6	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V8-arm-healthy-BE8	V8-arm-psoriasis-BE10	V8-arm-psoriasis-BE9	V8-arm-healthy-BD7	V8-arm-healthy-BE6	V8-arm-psoriasis-BD10	V8-arm-psoriasis-BD9	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
531.859_C10H16NO6P3S6_6.57_2920	119629727.06267835	523151018.59089077	57235096.00242222	88124018.20522808	59462823.627732724	68753552.468414	89005435.20370252	42765673.92815734	19124656.600500222	26871678.823146403	10300751.29715438	18483743.020335395	44613368.77969819	18164946.56463999	18749825.39091716	36239273.18124233	96408499.65476757	77542224.29667875	77542224.29667875	104195551.91660379	50888896.67675373	77542224.29667875	20943398.222412318	58348959.81507747	43689521.35392776	43689521.35392776	43167251.22543956	43689521.35392776	43689521.35392776	18616784.20562628	1156901995.8572109	1240675588.74686	1240675588.74686	833564415.3328303	407111173.41402984	1240675588.74686	83773592.88964927
531.406_C29H62NO2Se_8.95_1808	81082284.61200628	13875109.779864386	34298815.236802384	11811225.224759325	53972648.74152388	990140670.2524357	19926752.724826206	47706006.25917862	78426059.76193391	13955409.118444594	78963930.72032295	14575037.240976816	75832373.64630255	16015536.484057954	311708755.16348237	54155210.30862427	119753574.32017797	118527864.07972139	118527864.07972139	27886956.25434701	209168771.90509576	118527864.07972139	114850733.3583516	41002410.747990504	50839327.50035125	50839327.50035125	15295286.862517385	77129216.70411822	50839327.50035125	66559570.51447361	1437042891.8421357	1896445825.2755423	1896445825.2755423	223095650.0347761	1673350175.240766	1896445825.2755423	459402933.4334064
531.353_C28H50O9_6.4_1301	10118666.74626986	11929170.907763386	41300893.28486871	18875494.927200362	49947404.35865886	65201495.14127959	53084025.28892856	55938545.41609797	59303267.97938577	46597107.04848562	65656855.77694245	55789327.86374084	56900960.795732744	52295587.87531716	68942745.72596037	65067387.43129509	43457718.31416572	48559308.53549546	48559308.53549546	44271871.755879655	52846745.315111265	48559308.53549546	63864079.19948469	51121496.116988	54436676.5763347	54436676.5763347	51121496.116988	58102114.38755926	54436676.5763347	65362121.604118764	521492619.76998866	776948936.5679274	776948936.5679274	354174974.04703724	422773962.5208901	776948936.5679274	255456316.79793876
531.32_C24H50N5O3Se_6.21_1424	13065947.556862814	12874139.956983615	57031037.57009259	23390013.855441924	36814854.55329907	64057894.24172412	40321934.1760425	69816373.1263426	51831634.588552974	47069789.45517762	75904835.51208866	43022768.20204157	66197743.84057576	72304189.17798457	66968861.42261012	62648102.57945752	46231296.008256674	50207507.48845488	50207507.48845488	43962815.61113244	56452199.36577731	50207507.48845488	62136141.92904946	49450712.02186529	54431336.079322785	54431336.079322785	41672351.18904203	63352998.41059082	54431336.079322785	64808482.00103382	554775552.0990801	803320119.815278	803320119.815278	351702524.88905954	451617594.9262185	803320119.815278	248544567.71619785
531.259_C25H34N6O7_6.18_2366	19686802.047346324	25486751.795665566	76754525.97873302	202505802.7553588	51013650.77465623	18080177.972218063	127894480.66569567	11832967.867628837	209949213.68501624	17967924.784708854	22678185.569344066	21399411.73948436	61937378.87459235	128772519.40442856	29515726.088278975	27068826.570726767	79323516.38383739	65784021.66086766	65784021.66086766	74714840.93616776	56853202.385567576	65784021.66086766	25165537.491958544	56475514.824624285	28292276.329502873	28292276.329502873	38250201.2851609	28292276.329502873	28292276.329502873	24873506.070035417	951882196.6060486	1052544346.5738826	1052544346.5738826	597718727.4893421	454825619.0845406	1052544346.5738826	100662149.96783417
530.383_C22H53N6O6S_8.36_361	15116915.390990296	17532229.383083764	38315788.029243104	105827130.4961603	55348785.68479343	32605247.520469088	243650449.9024477	5334096.112361795	80457829.21104214	52288979.6109347	20776530.189499076	2346813.9190700366	156437331.98904833	199701742.32557464	36459289.812025666	23531040.978812918	83551377.13801245	67858137.53472231	67858137.53472231	87184082.68894544	48532192.38049917	67858137.53472231	20778418.724851925	53818882.64786406	37387538.92063439	37387538.92063439	53818882.64786406	34532268.666247375	37387538.92063439	22153785.584156	1002616525.6561494	1085730200.555557	1085730200.555557	697472661.5115635	388257539.04399335	1085730200.555557	83113674.8994077
529.88__8.34_153	4723714.065446338	8133090.576758353	47143236.45860631	68207664.28786458	63768822.23101816	55948620.17164715	129530689.70665361	26229192.192677684	61245993.24906648	37342833.4481186	42323495.50443872	20664656.15388983	133009505.8378813	139000699.9212901	25749251.474130116	22265571.049326155	64523671.845585726	55330439.77055085	55330439.77055085	63621493.978754	47039385.562347695	55330439.77055085	27750743.545446202	58597306.71035682	44733365.981522515	44733365.981522515	53046158.86772844	36686214.325642	44733365.981522515	24007411.261728138	774284062.1470287	885287036.3288136	885287036.3288136	508971951.830032	376315084.49878156	885287036.3288136	111002974.18178481
529.407_C26H52N6O5_8.0_761	15140815.0750638	15139728.303279	67515873.49084617	62173409.087700605	47208048.94737919	85755547.5630084	151080287.44736105	37044346.11420846	88429374.03939418	33681817.92691533	30510301.56778012	15571423.418271234	120629940.00359225	99785044.60141157	21961938.57324153	25830939.15392538	68632019.38334666	57341177.207086146	57341177.207086146	56893757.66251226	57788596.75166002	57341177.207086146	23468650.678304568	64844641.28927339	42126197.53079382	42126197.53079382	40444933.43714726	52280109.802527316	42126197.53079382	23896438.863583457	823584232.60016	917458835.3133783	917458835.3133783	455150061.30009806	462308774.01328015	917458835.3133783	93874602.71321827
529.407_C22H48N12O3_8.58_2207	9308783.783612067	17348167.50194958	14254531.997976217	20758773.12359161	63700071.28669783	89546781.35237563	66595004.677184336	64793756.051142626	65860675.06973181	55552683.03470186	23329513.388311315	32081919.92245351	88439599.76132333	23849677.55892924	11846471.751712088	74516392.86159086	48334042.099934675	45111425.19520524	45111425.19520524	37901976.31172741	52320874.07868308	45111425.19520524	35443574.48101695	59626377.160699844	43817301.47857769	43817301.47857769	27965798.740691375	65327215.56043722	43817301.47857769	27705716.655382413	580008505.1992161	721782803.1232839	721782803.1232839	303215810.4938193	418566992.6294646	721782803.1232839	141774297.9240678
529.277_C21H44N6O4P2_7.3_2492	24072742.060491174	33925639.894002594	63992574.65920544	63597159.33344987	101769148.12671287	59070881.314163655	95980942.05967578	62613084.12311447	46922255.013610736	28729068.79720956	18514368.01881663	3713872.290023305	86385526.09658605	83439776.60313986	12577872.763481397	5061640.309439334	62541566.50678017	49397909.46644516	49397909.46644516	53708746.89037881	45087072.04251153	49397909.46644516	9966938.345440166	63105121.72828217	52996568.163887195	52996568.163887195	48761399.61372623	52996568.163887195	52996568.163887195	8819756.536460366	750498798.081362	790366551.4631226	790366551.4631226	429669975.1230305	360696576.34009224	790366551.4631226	39867753.381760664
528.429_C29H57N3O5_8.68_739	1217043.5000173335	1844601.8808740429	32466525.916461635	8828052.887098853	122402700.14450411	45290604.85164142	64018255.878100276	16662802.05794092	59001429.262307994	130596344.38808696	37827665.71215599	90531205.2061012	88097122.74399999	123289374.52570009	76629240.51719253	254891024.9598202	57809571.50306114	72099624.65200022	72099624.65200022	72417275.07782769	71781974.22617275	72099624.65200022	114969784.09881748	52146017.05697471	61509842.57020414	61509842.57020414	77274730.54210073	52146017.05697471	61509842.57020414	83580222.86164686	693714858.0367336	1153593994.4320035	1153593994.4320035	579338200.6226215	574255793.809382	1153593994.4320035	459879136.39526993
527.428_C31H64OSe_8.8_161	6276518.923684534	18244559.76264391	52672656.93790209	23422585.497172043	205110429.99844378	34384855.031168215	453801502.04053694	19831138.030235715	65946409.11978857	90984236.25308199	96794249.92364016	15311966.643411964	84195693.57930042	133978651.66864595	5851903.233004825	7653580.893896506	99070769.73688368	82153808.59603485	82153808.59603485	129706022.72344708	34601594.46862261	82153808.59603485	31402925.173488364	59309533.02884533	43528755.98453516	43528755.98453516	93889243.08836108	27107996.530701965	43528755.98453516	11482773.768654235	1188849236.8426042	1314460937.5365577	1314460937.5365577	1037648181.7875767	276812755.7489809	1314460937.5365577	125611700.69395345
527.403__8.46_548	14622358.18237496	18627332.803339418	51612060.56030001	25997984.33564092	111329096.83630311	24805860.103133824	77957742.17310338	11976093.055275487	57441937.317396276	155662790.6451634	37509106.76034768	30381825.968047604	34781392.26380422	127354799.27315705	25345185.44548705	42863916.22611911	59347453.962416	53016842.62181209	53016842.62181209	73102584.84938782	32931100.394236367	53016842.62181209	34025008.60000036	43196726.41205211	36145249.512075946	36145249.512075946	57733424.46672553	30063288.854645632	36145249.512075946	33945466.36419764	712169447.548992	848269481.9489934	848269481.9489934	584820678.7951026	263448803.15389094	848269481.9489934	136100034.40000144
527.389_C17H46N14O5_8.09_1914	3909611.3936583805	2048268.5331079557	10293845.55124792	3156407.5762094194	27636548.3089999	141427749.81655046	73350259.2413517	116627738.66205983	74181095.50812203	38903522.40853525	134363798.18649864	22387924.55649776	150328315.405208	80018487.33141237	142407598.7469617	42038705.2782546	60156820.81137192	66442492.28154224	66442492.28154224	47733152.017826624	85151832.54525787	66442492.28154224	85299506.69205317	56126890.82494347	57694482.259803146	57694482.259803146	33270035.358767577	95404417.08509094	57694482.259803146	88201251.73237662	721881849.7364631	1063079876.5046759	1063079876.5046759	381865216.142613	681214660.3620629	1063079876.5046759	341198026.7682127
527.322_C28H46O9_5.44_2042	3356645.3866235153	3901688.396145798	43317498.25110739	45569013.87440428	45260679.107908025	58826270.91739774	57613330.782808244	52683564.423489064	58119950.804955244	52985738.61781779	70940975.09688225	67488105.61784378	60255146.55258002	61965541.31560179	82279805.22772616	79199543.65381177	45321255.70256991	52735218.626693934	52735218.626693934	50715634.1011765	54754803.15221135	52735218.626693934	74977107.39906599	52834651.52065343	57866640.793881744	57866640.793881744	55299534.70031302	58473110.86117649	57866640.793881744	75070259.37534702	543855068.430839	843763498.027103	843763498.027103	405725072.809412	438038425.2176908	843763498.027103	299908429.59626395
525.425__8.71_4598	10526166.870855827	21961439.94501985	67633833.13729225	69468380.7780434	48003371.20914939	29359857.405421916	41319132.64231466	32900415.741173826	37912486.368527964	15144773.872126862	52961787.93836302	26955567.922533087	136461525.65832064	83399074.59114979	55341756.30016937	34659824.37640009	49507538.184949696	47750587.17230387	47750587.17230387	44901691.112337515	50599483.23227024	47750587.17230387	42479734.13436639	39615809.50542131	39615809.50542131	39615809.50542131	44661251.925732024	36286155.37246403	39615809.50542131	43810806.15738156	594090458.2193964	764009394.7568619	764009394.7568619	359213528.8987001	404795865.8581619	764009394.7568619	169918936.53746557
525.412_C23H48N12O2_8.85_3227	17182384.444963865	7294538.192749893	29212414.1585784	13642111.040143035	71602763.80175377	72645139.92707625	33396558.12531254	81891058.68218173	80032620.9975548	33715265.072908014	20111639.7785209	28956272.498131566	110552946.3656348	23517729.746490438	22919429.069363337	41867121.7123607	47890460.8796123	43033749.60085775	43033749.60085775	29029609.78200127	57037889.419714235	43033749.60085775	28463615.76459413	33555911.599110276	31304486.14194547	31304486.14194547	26237001.122311004	57256130.81971848	31304486.14194547	25937850.78374745	574685530.5553476	688539993.613724	688539993.613724	232236878.25601017	456303115.3577139	688539993.613724	113854463.05837652
525.372_C25H52N2O9_7.82_2911	62511921.059544764	2922871.4058440337	70234765.58324565	17737453.724312834	19352462.079471618	82719856.75367047	58934107.22454957	92378376.93473616	18709470.039239753	54854323.92394	20066527.055170823	50141856.941045396	98920553.0883825	29401163.46478306	70911897.90902686	23937309.33370283	50723110.44014338	48358432.28254165	48358432.28254165	31676345.727389667	65040518.83769362	48358432.28254165	41264397.80973648	56894215.57424478	52498090.4324927	52498090.4324927	24733845.259976942	70573331.74613625	52498090.4324927	37039583.13737411	608677325.2817205	773734916.5206664	773734916.5206664	253410765.81911734	520324150.70154893	773734916.5206664	165057591.23894593
525.241_C25H36N2O10_6.18_2826	18434882.86497078	33376733.240178753	68022634.80189343	54165028.20429676	47356275.533394314	20911174.193104103	22778974.455897402	31380076.704399545	58591399.10326092	26475386.362563502	24218062.74200589	27310313.441961937	100858355.60457753	103595545.90280831	9322625.412813848	34302535.37651078	48828872.24761212	42568750.24653986	42568750.24653986	42409539.98538835	42727960.50769137	42568750.24653986	23788384.243323114	40366504.386786535	32378404.97228915	32378404.97228915	30343523.341070347	32841306.040455163	32378404.97228915	25764188.091983914	585946466.9713454	681100003.9446378	681100003.9446378	339276319.8831068	341823684.06153095	681100003.9446378	95153536.97329246
524.452_C26H59N4O6_7.98_1262	12276783.576176664	17031987.2869294	57019113.950332925	60816298.8379885	47889893.6683286	72180523.01739879	135497208.89745152	30839651.98032941	66449776.486362346	35948040.80192482	32682187.423147473	14050180.982472101	107787237.65751253	85741132.43114819	18284333.4619977	29195470.630264845	60789804.04932364	51480613.81811036	51480613.81811036	53707116.29117382	49254111.3450469	51480613.81811036	23553043.124470532	58917706.39416072	41918967.235126704	41918967.235126704	41918967.235126704	43929382.96533117	41918967.235126704	23739902.046131272	729477648.5918837	823689821.0897658	823689821.0897658	429656930.3293906	394032890.7603752	823689821.0897658	94212172.49788213
524.362__8.17_188	7088640.9943661755	6424275.739886357	26190859.187577832	35775991.76587256	30171230.911037095	115731451.46965884	122388132.3966905	32010553.998644844	36574627.43429773	19645156.730876982	118517742.06627664	111207686.46693312	199216546.98228297	105442365.85977603	90973067.82887314	31848477.868475754	61388319.45591399	68075425.48134542	68075425.48134542	68696572.74216866	67454278.22052217	68075425.48134542	88136743.55763966	33893272.8822587	36175309.60008515	36175309.60008515	70609178.8128243	34292590.716471285	36175309.60008515	101090377.14790313	736659833.4709679	1089206807.7015266	1089206807.7015266	549572581.9373493	539634225.7641773	1089206807.7015266	352546974.23055863
524.193__3.37_6072	83756827.5247558	25301089.11665778	18541652.308525916	97452439.21789084	157170759.89276794	31486656.148405865	22450633.259808958	31192896.955790404	73202064.82847951	83482855.22076212	18706626.390961543	42986707.67918032	130075539.73418367	41306903.66075474	23151766.07801705	20796094.951005615	66285026.48906529	56316344.56049675	56316344.56049675	61107251.80484803	51525437.31614548	56316344.56049675	26410298.77479113	57254484.24461713	36396779.9045803	36396779.9045803	42146805.66996753	31339776.552098133	36396779.9045803	21973930.514511332	795420317.8687835	901061512.967948	901061512.967948	488858014.43878424	412203498.52916384	901061512.967948	105641195.09916452
523.42_C31H62NSe_7.35_604	28679164.873382144	41688261.50165806	66048517.624275126	68133331.78883697	46905788.790166736	60787028.08753895	76283366.75341497	52319397.65044376	70981712.87896825	34948768.185513936	24613370.43282682	7550941.3773788335	88237188.53824104	62931214.68882589	27189251.12470087	24375305.9296743	58161978.44677215	48854538.139115416	48854538.139115416	45381880.439827785	52327195.83840306	48854538.139115416	20932217.216145206	61859121.38818242	49612593.22030525	49612593.22030525	44297025.145912394	56553212.86899136	49612593.22030525	24494338.18125056	697943741.3612658	781672610.2258466	781672610.2258466	363055043.5186223	418617566.7072245	781672610.2258466	83728868.86458082
523.411__8.59_4830	7.90599291280298	7.90599291280298	91382684.0414993	34226379.43232637	164366739.02614632	7.90599291280298	113954491.45737463	20238266.641739488	50237833.459122345	72393200.6043087	7.90599291280298	104862749.82151654	65876678.03993792	120208645.74094112	76652751.93590412	54430381.50078177	61073745.18011459	60551927.08284815	60551927.08284815	76251527.73682494	44852326.42887135	60551927.08284815	58986472.79104884	58057255.74953014	60153529.770359844	60153529.770359844	88627975.21291262	52334107.47995205	60153529.770359844	65541566.718342945	732884942.161375	968830833.3255703	968830833.3255703	610012221.8945996	358818611.4309708	968830833.3255703	235945891.16419536
523.363_C18H48N10O6_8.41_4249	3.3464979502845793	3.3464979502845793	32863376.219825186	35572168.867201485	50560594.40035612	149063827.8940546	94570542.88345434	3.3464979502845793	209780658.72626013	144791584.86928484	3.3464979502845793	42598472.61712104	136089589.2007193	128158017.59727235	37089568.08630107	142189214.20322552	81787530.89149351	75207976.80944173	75207976.80944173	62031423.490960754	88384530.12792271	75207976.80944173	55469314.563286394	72565568.64190523	46579533.50873858	46579533.50873858	46579533.50873858	86589578.6435102	46579533.50873858	39844020.35171106	981450370.6979222	1203327628.9510677	1203327628.9510677	496251387.92768604	707076241.0233817	1203327628.9510677	221877258.25314558
523.361_C30H56O2Se_7.82_150	748233.5180488642	644328.1947238994	6054503.068441614	2496633.85514643	55638019.148833685	59731526.23684347	49203037.97113187	54468795.515493296	57136556.08427078	52916322.38921694	61053333.201357685	51812675.93236232	51319013.38217181	61124731.17192537	52140683.73347781	53805496.1509884	37623475.04468734	41893368.09715214	41893368.09715214	41861135.23308727	41925600.961217	41893368.09715214	54703047.25454655	52117667.88569437	52528503.06134737	52528503.06134737	52364499.160789624	52973089.9422331	52528503.06134737	52973089.9422331	451481700.536248	670293889.5544343	670293889.5544343	334889081.8646982	335404807.689736	670293889.5544343	218812189.0181862
523.292_C21H43N6O7P_6.54_3352	34046402.67990398	50631683.065482505	114395177.01545314	77416806.24963683	36303288.805207565	26833985.4959553	73247512.45215027	61478104.60824117	94288452.81278001	59547227.18984474	9934928.27931997	8387568.217456429	72258471.36545378	58090875.80948333	49400709.91319812	6826405.645072046	63211498.96246604	52067974.975289956	52067974.975289956	46694986.258572705	57440963.69200719	52067974.975289956	18637403.01376164	60512665.89904296	54361279.437482916	54361279.437482916	54361279.437482916	55439407.26071964	54361279.437482916	9161248.2483882	758537987.5495925	833087599.6046393	833087599.6046393	373559890.06858164	459527709.53605753	833087599.6046393	74549612.05504656
522.473_C27H61N4O5_8.86_822	12839054.464312885	19254055.73279766	56571772.85344823	35674215.02999963	173891689.10097432	48628303.30597911	456930426.81552315	26005786.58967698	31052829.177252628	61610675.5599417	76466823.13369295	24802433.80710269	168665163.18992528	418153040.2812525	8557840.779200494	14892893.021382613	125773084.34175701	102124812.67765394	102124812.67765394	158347919.93266058	45901705.42264728	102124812.67765394	31179997.68534469	52600038.07971367	42151259.16798937	42151259.16798937	69038749.34681733	28529307.883464806	42151259.16798937	19847663.41424265	1509277012.1010842	1633997002.842463	1633997002.842463	1266783359.4612846	367213643.38117826	1633997002.842463	124719990.74137875
522.436_C23H56N9O2P_6.96_2607	14235476.724746102	10654354.596536878	49541349.544168346	53574789.631170556	40817796.13102288	101482895.57443973	311098656.54912144	275155575.43573713	79051035.3609542	37400012.27700887	134314300.18994135	20266396.16400156	137150461.12043905	54934264.328966975	17573039.840815175	28131618.025727566	97091388.939526	85336376.34342486	85336376.34342486	82882571.2334713	87790181.45337841	85336376.34342486	50071338.555121414	54254526.980068766	51558069.58766945	51558069.58766945	47196292.88109672	64296192.452561274	51558069.58766945	24199007.094864562	1165096667.274312	1365382021.4947977	1365382021.4947977	663060569.8677704	702321451.6270273	1365382021.4947977	200285354.22048566
522.434_C26H57N4O6_8.47_3208	2092590.0032506015	1536830.407493275	25433809.843330197	30391742.67488059	51763495.260548644	342473176.50789386	85356356.57137184	57548343.82675517	32204887.316153824	34517974.58632311	107192454.23053974	42144482.25505632	896183279.5212619	69420057.53836767	201033484.30682173	147380397.97196892	135743545.33813587	132917085.17637607	132917085.17637607	52790424.19057265	213043746.16217953	132917085.17637607	124437704.69109666	43140734.92343588	54655919.54365191	54655919.54365191	46953988.75780249	102464370.89936204	54655919.54365191	127286426.10125433	1628922544.0576305	2126673362.8220172	2126673362.8220172	422323393.5245812	1704349969.2974362	2126673362.8220172	497750818.76438665
522.347__7.98_736	8233275.548623435	16142213.177208237	25295889.038085107	25692471.777850367	70682114.62095489	70337285.61618708	45949141.61423533	68166461.658236	67351971.6488788	76974173.21252954	47782687.43753281	60619487.18750542	49036839.325349346	39244452.0126043	36388987.633925825	75227001.59657335	46925524.104228534	48945278.31914249	48945278.31914249	47885842.63005261	50004714.00823237	48945278.31914249	55004540.96388435	47492990.469792336	48409763.38144108	48409763.38144108	46865914.52588407	58194405.48711407	48409763.38144108	54201087.31251912	563106289.2507424	783124453.1062799	783124453.1062799	383086741.0404209	400037712.06585896	783124453.1062799	220018163.8555374
521.882__8.29_466	9800030.647830974	17955064.495936837	35708878.40840696	40686238.161372036	40813119.41765133	180915782.44725028	175472811.37338606	54462516.395406865	52110348.30866038	27661835.42457953	30627636.980275013	15605747.478950214	295927746.40238935	158524882.54244068	117490670.12414186	45471960.77669571	90836604.50210927	81202204.33658588	81202204.33658588	63418416.98432396	98985991.68884781	81202204.33658588	52299003.840015694	46461733.86315586	43142540.09717353	43142540.09717353	35656937.57082352	53286432.35203362	43142540.09717353	38049798.87848537	1090039254.0253112	1299235269.385374	1299235269.385374	507347335.8745917	791887933.5107825	1299235269.385374	209196015.36006278
521.38_C27H48N6O4_8.67_2178	2313538.1329307985	2096313.6976526447	41267959.36128371	13901032.992579315	63315404.77885874	44844163.35302343	56025807.219479725	56305923.28251771	86302106.984869	74145910.78708568	74186174.6377852	62667447.923746586	53023386.3999378	62689011.77569817	51208916.58890457	78240475.27696474	46352546.56382639	51408348.32458236	51408348.32458236	51128387.97661075	51688308.67255397	51408348.32458236	66575753.60685027	54524596.80970876	56165865.25099872	56165865.25099872	62678229.84972238	52116151.494421184	56165865.25099872	68426811.28076589	556230558.7659167	822533573.1933178	822533573.1933178	409027103.812886	413506469.3804318	822533573.1933178	266303014.42740107
521.381__7.47_2636	15336923.466414819	14039860.12962602	26205036.87775333	97914362.82156383	47143528.06716689	59736941.69163339	99818164.2327636	90475973.7168167	31071420.421335917	29745828.177288797	34367175.96278149	46439673.30317286	84211353.037626	20581237.763263572	82913186.91005768	31761462.730816342	51356719.20027107	50735133.08188008	50735133.08188008	48756228.80720338	52714037.35655677	50735133.08188008	48870374.72670709	39107474.2442514	40403424.63297717	40403424.63297717	40403424.63297717	45749202.21122487	40403424.63297717	40403424.63297717	616280630.4032528	811762129.3100812	811762129.3100812	390049830.45762706	421712298.8524542	811762129.3100812	195481498.90682837
521.371__8.29_2741	12953022.1319455	10978277.923080957	91027238.97933893	11018641.745836766	47447211.04982835	164269688.312981	35336085.473245434	45450732.68055578	157428494.98843446	6925784.880219278	53224453.31412995	84365015.55588853	31411215.110117298	24751386.24137229	137534557.22495708	29160246.7824991	53249814.95974634	58955128.27465192	58955128.27465192	34255857.022950195	83654399.52635364	58955128.27465192	76071068.21936867	33373650.291681364	40393409.07690061	40393409.07690061	30043735.857308865	68238985.82994735	40393409.07690061	68794734.43500924	638997779.5169561	943282052.3944308	943282052.3944308	274046856.18360156	669235196.2108291	943282052.3944308	304284272.87747467
521.344_C26H44N6O5_7.78_1523	4305121.630633036	2722144.913831859	116912226.8415782	36600140.403297044	53322899.789333165	88501070.17827572	22343740.435117375	26687436.210421983	28584396.060342573	51541172.03273655	174878281.00976196	188639088.99951854	59677556.723734304	54716335.16705245	150124687.55376267	159611599.04018733	45492853.365529515	76197993.56184904	76197993.56184904	73095475.34383112	79300511.77986698	76197993.56184904	168313414.15080762	44070656.218016796	54019617.478192806	54019617.478192806	52432035.91103485	74089313.45100501	54019617.478192806	167244940.02497464	545914240.3863542	1219167896.9895847	1219167896.9895847	584763802.750649	634404094.2389358	1219167896.9895847	673253656.6032305
521.344_C25H48N2O9_5.78_1243	13525388.62987513	19600677.803169806	42881055.27750695	32392778.998547345	56786002.813044466	92041665.69933203	18686281.94213907	58449716.20239003	56845691.877332814	49442907.732630886	43728523.6069615	28454654.72887009	72593136.47336729	64189413.18958988	75809719.29573464	20255660.803146247	48119559.71991047	46605204.69210239	46605204.69210239	39160155.10186913	54050254.28233564	46605204.69210239	42062139.60867812	53114455.272837676	46585715.6697962	46585715.6697962	38060651.302754425	57647704.039861426	46585715.6697962	36091589.1679158	577434716.6389257	745683275.0736382	745683275.0736382	313281240.814953	432402034.2586851	745683275.0736382	168248558.43471247
521.312_C23H50N4O4Se_7.74_2385	58722008.68111876	174195208.9957622	131878854.34476447	388328386.32293916	6.809845814351625	34428877.97590823	20774381.225247826	46379306.14936854	355369481.66451687	36675718.5038954	36640783.99486778	6.809845814351625	6.809845814351625	121254922.84732753	31868437.238324348	21191559.189680822	114000596.69421174	91106746.72270371	91106746.72270371	97233676.93871644	84979816.50669098	91106746.72270371	22425196.80817969	52550657.41524365	36658251.24938159	36658251.24938159	36658251.24938159	40404092.06263839	36658251.24938159	26529998.214002587	1368007160.330541	1457707947.5632594	1457707947.5632594	777869415.5097315	679838532.0535278	1457707947.5632594	89700787.23271877
521.257_C17H39N8O7P_2.77_3107	43169816.91921169	64546291.714616455	25829732.780464906	28569255.526319712	34697662.832324445	179950282.86732328	74429537.94404306	35846795.16030139	37429486.98268523	20926994.543555696	123724407.0067162	28777582.308611527	109276060.94276085	28005535.552602693	385663848.94780713	73835897.23178229	56889787.81385078	80917449.3288204	80917449.3288204	50459658.42859872	111375240.2290421	80917449.3288204	153000433.8737293	36638141.07149331	40299651.95094846	40299651.95094846	31737622.570467986	58502857.07549699	40299651.95094846	98780152.11924925	682677453.7662094	1294679189.2611265	1294679189.2611265	403677267.42878973	891001921.8323368	1294679189.2611265	612001735.4949172
520.339_C26H50NO7P_5.78_847	8040992.1782465475	6428315.772286315	48604334.10239123	29057503.55478523	51105162.50817702	71129774.6977568	58282846.553883396	76460676.91780865	53681779.88925001	62407675.71172899	66856960.66686719	65380618.96913453	67269040.18779124	69490080.27173962	63924173.72433647	68171894.9337594	50163181.86215376	54143239.414996415	54143239.414996415	51126145.50107528	57160333.32891754	54143239.414996415	66083412.0735244	55982313.22156671	63165924.71803273	63165924.71803273	60345261.1328062	65596606.95606385	63165924.71803273	66118789.81800086	601958182.3458451	866291830.6399426	866291830.6399426	409009164.00860226	457282666.6313403	866291830.6399426	264333648.2940976
520.333_C22H51BN4O4Se_2.9_959	60847301.3473775	67582836.43256372	27599192.467472836	23126344.032063693	12001783.602081511	59947694.72195375	72183167.09628287	39550512.31056932	54768507.95050503	14152566.140618391	43466214.021244176	28733681.144078564	134549947.2266947	35793189.5295381	142104910.0304713	28075990.12336873	50175253.571476795	52780239.88605526	52780239.88605526	37129972.74980888	68430507.02230164	52780239.88605526	60595198.8297907	47159510.13053718	41508363.16590675	41508363.16590675	32263435.33680833	57358101.33622939	41508363.16590675	36099947.58266137	602103042.8577216	844483838.1768842	844483838.1768842	297039781.998471	547444056.1784132	844483838.1768842	242380795.3191628
519.405__8.45_1579	4529397.402900143	13640194.817441966	30702227.547338028	31697873.935517043	30448580.768956926	140507490.55262405	146370764.3285899	45998720.75240403	50482528.78870427	43306676.00500983	27035577.490462307	15061433.465584991	232251773.5477232	127830101.15796003	99755273.45400943	43485009.33586138	74813860.80043079	67693976.45944297	67693976.45944297	54423900.24619037	80964052.67269556	67693976.45944297	46334323.436479524	44652698.37870693	43395842.67043561	43395842.67043561	31073227.352236986	48240624.77055415	43395842.67043561	35260293.413161844	897766329.6051694	1083103623.3510876	1083103623.3510876	435391201.96952295	647712421.3815645	1083103623.3510876	185337293.7459181
