index	V18-leg-psoriasis-GD6	V18-leg-healthy-GC2	V18-leg-healthy-GD9	V18-leg-healthy-GC5	V18-leg-psoriasis-GD7	V18-leg-psoriasis-GC12	V18-leg-healthy-GD12	V18-leg-healthy-GC3	V18-leg-psoriasis-GC9	V18-leg-psoriasis-GC8	V18-leg-healthy-GD8	V18-leg-healthy-GD4	V18-leg-healthy-GC10	V18-leg-healthy-GE1	V18-leg-healthy-GC1	V18-leg-psoriasis-GD5	V18-leg-psoriasis-GC7	V18-leg-healthy-GC6	V18-leg-healthy-GC4	V18-leg-healthy-GC11	V18-leg-psoriasis-GD1	V18-leg-psoriasis-GD2	V18-leg-psoriasis-GD10	V18-leg-psoriasis-GD11	V18-leg-healthy-GD3	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
796.545_C51H79NOSe_6.78_1156	186234.41160071266	2239331.857377629	2390682.9698648076	2707167.036144932	1747783.1830076412	1557724.357695624	576873.0659254654	2253127.100798116	2139676.8251007185	3363602.2715833597	2059837.6785501682	1769625.19356479	3739933.652976452	308990.90957467025	4263331.250229331	1401466.0093563981	2029224.1557294696	1741250.5111905958	4230356.893353761	1397250.8724543531	1803546.2895700792	2527523.372191726	1864780.2080908213	3444594.0	2332410.9186976226	2286440.707907335	2163052.99978517	2163052.99978517	2163052.99978517	2163052.99978517	2006014.0985387773	2246229.4790878724	2059837.6785501682	2059837.6785501682	2059837.6785501682	2059837.6785501682	1864780.2080908213	32010169.91070269	54076324.99462925	54076324.99462925	54076324.99462925	54076324.99462925	22066155.08392655
796.517__8.08_2185	629684.9621621622	1482704.3315315316	1108259.5747747747	6276658.972972973	1644595.3873873875	1549989.189189189	1325647.4126126126	3140321.3585585584	4550978.385585586	1157794.954954955	2937858.655855856	1200685.4054054054	3453169.4954954954	841740.5405405406	1166570.810810811	1598380.0	3917614.98018018	2585100.1513513513	6690415.855855856	3423626.998198198	2479352.3243243243	1837737.1423423423	1909470.4936936938	2035788.4324324324	2574291.016216216	2729075.0414414415	2460737.4732972975	2460737.4732972975	2460737.4732972975	2460737.4732972975	2119216.9320229325	2579695.583783784	1909470.4936936938	1909470.4936936938	1909470.4936936938	1909470.4936936938	1837737.1423423423	38207050.58018018	61518436.832432434	61518436.832432434	61518436.832432434	61518436.832432434	23311386.252252255
796.495_C35H69N7O13_7.01_4163	727887.0123216299	4595750.873887529	1277082.6232401268	6300218.039465572	633812.7604533653	1485074.9336931235	1804330.52650698	1665967.3769863592	1817747.0449778796	1791500.542662661	1618121.1529719546	2264600.3561683074	3152437.943386336	847960.6104046043	1747750.2239755925	899474.8276917333	4887172.509034143	1164399.1155255977	3614903.896408402	2324478.532637826	825648.9315800722	2502849.0	3964328.5187047548	3444617.0320549067	4372185.2698377995	2625013.324385927	2389211.98618309	2389211.98618309	2389211.98618309	2389211.98618309	2089101.1921067515	2034465.4413376437	1804330.52650698	1804330.52650698	1804330.52650698	1804330.52650698	1791500.542662661	36750186.54140298	59730299.654577255	59730299.654577255	59730299.654577255	59730299.654577255	22980113.113174267
796.062__9.38_5901	1385911.2051935098	2294927.400217287	2441781.350526297	1871315.0782410458	1292801.582987515	2324514.3216912746	1952736.8172832031	1383503.3333927013	1877190.4952713414	2975683.6436140845	1584788.825760949	1666100.400733788	2061794.0	1462978.8405435733	1411673.859689743	1639603.3191087681	1846554.3921848007	2855080.2172511443	2177203.977380804	1881859.3534472012	4416314.915810284	6286381.467932392	2380042.2585356296	1435280.4459721802	2858122.8439275473	1993133.3070282347	2230565.7738678823	2230565.7738678823	2230565.7738678823	2230565.7738678823	2532752.549845617	1917298.0853652023	1881859.3534472012	1881859.3534472012	1881859.3534472012	1881859.3534472012	1877190.4952713414	27903866.298395287	55764144.34669706	55764144.34669706	55764144.34669706	55764144.34669706	27860278.048301782
795.545__10.05_4900	1343608.9683529683	2010561.0558866558	898291.1291291291	1155908.7264803264	1155909.3333333333	1017497.6926772926	1451191.8694078694	973644.066990067	2294641.6923076925	1477477.7073997073	1733864.0	1547035.199045199	1891857.5734811735	2468674.9976129974	879948.3901439902	1373146.9316085316	3565940.4837760837	3757293.3738969737	2869522.0416416414	3926090.1446061446	3086272.336952337	3186196.753060753	6102106.638546239	4003056.7046123045	4893881.114345115	2175554.5487619485	2362544.7570117814	2362544.7570117814	2362544.7570117814	2362544.7570117814	2600532.294784295	1812860.7867405866	1891857.5734811735	1891857.5734811735	1891857.5734811735	1891857.5734811735	2294641.6923076925	30457763.68266728	59063618.92529453	59063618.92529453	59063618.92529453	59063618.92529453	28605855.242627244
795.545_C33H70N12O10_6.9_837	451177.0109857335	758761.3582128042	1599807.0650086023	2960347.228891102	1674221.098530994	759512.0993787489	1118888.1011567956	2800282.0301308613	3148186.3274573046	2124554.0	1847411.3939749121	1979093.291661455	2161292.8876352473	521291.49293536454	3433339.9108769754	1697134.4235824246	3131190.1708194073	2315386.5773307728	4025266.1195771443	1727498.6514365878	2067144.6604247934	2260185.419578503	2539118.285809962	2909516.2249042746	1981845.4220475869	2087893.6807768722	2079698.0500939342	2079698.0500939342	2079698.0500939342	2079698.0500939342	2069267.2474065586	1980469.356854521	2067144.6604247934	2067144.6604247934	2067144.6604247934	2067144.6604247934	2124554.0	29230511.53087621	51992451.252348356	51992451.252348356	51992451.252348356	51992451.252348356	22761939.721472144
795.415_C31H64N10O9Se_6.33_2359	438723.67215743446	2362204.0997739616	1074092.187632332	4726120.210310496	2458633.5707369824	577972.4251374878	1869078.6660733817	1368298.6176182248	1521547.2414319096	2416129.903734669	2214716.189371508	1827979.0000000002	5096800.11611186	2444598.631568382	2284488.444382488	1169056.8162178006	2884294.2881185366	1261919.2460004098	1552080.142163094	786614.4416048217	1924366.2199570343	2501873.250263581	1236408.9336058726	3841637.8622438433	4282874.412982326	2367990.314685235	2164900.3435679376	2164900.3435679376	2164900.3435679376	2164900.3435679376	1906422.198509559	2041897.4277224448	1924366.2199570343	1924366.2199570343	1924366.2199570343	1924366.2199570343	1924366.2199570343	33151864.405593287	54122508.58919844	54122508.58919844	54122508.58919844	54122508.58919844	20970644.18360515
795.335__4.81_679	1301037.5313265906	1382145.5918305072	2187020.67960223	1702263.3177363425	1773303.3786535272	8861635.798615826	1399962.7506949792	1951804.9121416039	2318593.83093297	1795695.4356650738	1856814.381371075	2142669.168130564	1850418.2851881788	1359590.0	1352631.9427692255	1986847.0491261461	2195271.4206137205	2121026.4754823153	1640061.6383252742	1864753.5788539913	12595133.089181691	1620352.1136534458	1791728.9309879716	1498276.5812301221	1917484.5461308896	1766331.9477326553	2498660.8971297704	2498660.8971297704	2498660.8971297704	2498660.8971297704	3430715.923635189	1853616.333279627	1850418.2851881788	1850418.2851881788	1850418.2851881788	1850418.2851881788	1795695.4356650738	24728647.268257175	62466522.428244255	62466522.428244255	62466522.428244255	62466522.428244255	37737875.15998708
794.67_C40H87N7O8_9.93_4448	751782.3091222716	1043094.6566163223	1784754.282892079	1160774.9663205938	1715445.2296563329	1833656.4031841513	1332567.1158275213	2141095.8001252064	2492455.110914984	1515237.0277809154	4282188.302959584	1740046.3165351104	7050085.900606314	2207799.9936056607	1407547.5092899795	2966486.829724871	969139.7206018337	2295834.3614620445	2691179.531917134	2685907.1638807897	1482264.1194860789	2263507.7221697867	1895510.2818544349	3444594.0	2682082.3065185887	2464639.8720397805	2233401.4785221037	2233401.4785221037	2233401.4785221037	2233401.4785221037	1939098.0685905144	2174447.8968654335	1895510.2818544349	1895510.2818544349	1895510.2818544349	1895510.2818544349	1833656.4031841513	34504958.20855693	55835036.96305259	55835036.96305259	55835036.96305259	55835036.96305259	21330078.754495658
794.567__7.87_2295	509199.80559843214	2437498.992912435	1632814.802612152	1867862.360603126	1195533.1618313692	1545969.4318140931	1303746.566055124	2557625.2109445436	3782895.289476876	3073313.7957290765	3391180.397673121	2324679.252701054	2042253.7554027282	1913240.2714864053	1847800.0000000002	1855408.4028529434	2576983.1397829945	1726068.7931196413	4883704.780429399	1258625.1475040398	1014248.5018668695	1891581.378814835	2836357.1646798137	3329977.1528009083	2501379.528319125	2263462.847125921	2211997.8834004444	2211997.8834004444	2211997.8834004444	2211997.8834004444	2146497.02047711	1977747.0134445666	1913240.2714864053	1913240.2714864053	1913240.2714864053	1913240.2714864053	1891581.378814835	31688479.859762896	55299947.08501111	55299947.08501111	55299947.08501111	55299947.08501111	23611467.22524821
794.541_C40H71N7O9_8.33_1353	1079861.413327642	1537739.0	2000695.929254069	859389.205774092	661538.400233935	2014615.1058805268	1498351.2616967494	1140751.4177457981	877772.7482371724	3452455.091412036	3685732.2107964875	1992378.520998714	2306211.5051110913	1101915.3318495278	1722420.7787651338	1171986.1475176283	2158708.4194698213	1200239.7622954454	731268.238696838	2314217.162778837	1355224.8620393365	1907523.907933833	3774403.3330081156	1534700.6495465431	3346886.1131314025	1817014.031349585	1817079.460700031	1817079.460700031	1817079.460700031	1817079.460700031	1817162.734418781	1630079.8893825668	1537739.0	1537739.0	1537739.0	1537739.0	1534700.6495465431	25438196.43889419	45426986.51750077	45426986.51750077	45426986.51750077	45426986.51750077	19988790.07860659
794.503__7.1_3639	2727781.791895954	1915659.1617395787	1406010.426346564	1090058.9681336232	1779369.0365471507	2653758.9144797255	1613252.3350503223	1622110.0	2149834.3612253475	1484044.9104277985	1977297.841286386	3639969.988615374	1425196.574708245	1334060.4203369427	1491235.2318608	1173433.9425807141	2882365.9040922155	2272436.360409962	7931039.960076885	1978367.8110267415	1826185.671716992	2328235.438341768	3787738.1128154933	1894289.4016628864	4705316.711025684	2457286.5564726503	2363561.9710561265	2363561.9710561265	2363561.9710561265	2363561.9710561265	2244276.1350714583	1768884.5808697892	1915659.1617395787	1915659.1617395787	1915659.1617395787	1915659.1617395787	2149834.3612253475	34402011.7906171	59089049.27640316	59089049.27640316	59089049.27640316	59089049.27640316	24687037.485786043
794.038_C26H39N3O7S9_8.14_1727	267427.96033994335	3826614.9346900233	1507038.8325721223	2196203.0527451774	2223026.551810526	1676461.8523443372	971170.7043803358	4721495.285328862	2226499.517854734	2001030.2945790214	1535271.2150661964	2478184.915688655	4293510.695881752	1497574.6923358578	2894940.8409936214	1929862.531556532	4060715.2787766666	1515726.035150604	7066308.182844809	1737924.7338844887	2129370.0	1561014.1142201924	2088148.5330018692	2326714.9007727737	2429687.865236746	2762260.8561999467	2446476.940882234	2446476.940882234	2446476.940882234	2446476.940882234	2044570.1395687812	2312945.458990962	2129370.0	2129370.0	2129370.0	2129370.0	2088148.5330018692	38671651.986799255	61161923.52205585	61161923.52205585	61161923.52205585	61161923.52205585	22490271.535256594
794.001__7.0_4531	921975.2323580552	4.79995435421728	1573161.0398229423	3357376.0726008187	2502360.2034840947	1157316.9943453283	895623.4829534023	1504785.6900471172	2335148.9936005813	2339257.7545277914	2168734.5761398682	1520049.5448935283	2939871.2429166455	1617392.6191970548	1694043.0902795505	1598380.0	2084447.377679813	3480614.9006453473	3008150.593605386	4.79995435421728	2376169.403511722	2671673.793374755	3400239.664983979	4.79995435421728	4.79995435421728	1697129.8037831944	1805871.658831408	1805871.658831408	1805871.658831408	1805871.658831408	1944270.3834382251	1595276.8295099987	1694043.0902795505	1694043.0902795505	1694043.0902795505	1694043.0902795505	2335148.9936005813	23759817.25296472	45146791.4707852	45146791.4707852	45146791.4707852	45146791.4707852	21386974.217820477
793.581__8.96_3704	943766.5867532264	1510576.3579651222	1502152.8231813314	4617179.983590557	1201934.4821996696	1119570.6272063046	1859280.8994872195	1100746.6797602144	2355964.198529053	1785620.3947126549	2160482.228458103	3194073.20381605	1606502.1766397245	1536295.7572025165	2619579.4100414594	836755.3526955551	2054606.6089905673	3841311.7427597195	3617822.7914210055	3769648.10268045	3877695.0172443246	1524739.743133295	4535552.0068516	2800396.507541233	3127399.0000000005	2575932.2255002484	2363986.107314438	2363986.107314438	2363986.107314438	2363986.107314438	2094236.5023506803	2390030.819249781	2054606.6089905673	2054606.6089905673	2054606.6089905673	2054606.6089905673	1785620.3947126549	36063051.15700348	59099652.682860956	59099652.682860956	59099652.682860956	59099652.682860956	23036601.525857482
793.581__10.05_4138	464885.56090431823	445965.7666720501	1354042.8404223397	497320.30553390493	518942.11585365573	946703.9723995235	1385198.408916789	1166285.5945716568	2189289.6637881845	2949320.7680759486	1733864.0000000002	2923185.3165839263	2495748.124031748	5692374.384360978	2205308.585236835	3183053.682073032	2953905.8353268313	3177327.42088433	1236190.6223729576	2268634.2972060135	4931284.063793802	3845320.341260981	666647.9997827915	6118819.728412434	1921709.7167889636	2035939.6702558927	2290853.16461016	2290853.16461016	2290853.16461016	2290853.16461016	2615288.521061046	1827786.858394482	2189289.6637881845	2189289.6637881845	2189289.6637881845	2189289.6637881845	2949320.7680759486	28503155.3835825	57271329.115254	57271329.115254	57271329.115254	57271329.115254	28768173.731671505
793.564__7.26_4944	431555.7720416582	1537739.0	2108941.3796533006	3536701.419917362	2177988.6672652145	1273966.5259800528	1228766.8691208358	2682075.9749440257	4279253.350017776	2635903.9503882215	1620818.8471817626	3705665.122243707	4190699.2396343034	1540462.046875636	589085.5987666735	3147209.7319073207	2947423.6428999254	1667255.6645716806	7407995.816205984	1115737.679558993	1548285.8509064387	2008200.9563479205	2341963.0382625684	1241119.6947942195	1837880.1124982699	2483558.91222661	2352107.838079354	2352107.838079354	2352107.838079354	2352107.838079354	2184806.470982847	1752567.8885349752	2008200.9563479205	2008200.9563479205	2008200.9563479205	2008200.9563479205	2177988.6672652145	34769824.77117254	58802695.95198385	58802695.95198385	58802695.95198385	58802695.95198385	24032871.180811316
793.564_C35H68N16O5_7.72_1851	677175.7022464846	2120124.6100347796	1478724.459083027	2667915.5399256647	2873145.326147485	1514516.989985576	1407964.1945909688	2329069.2964751353	3060379.5901765036	2482634.573962539	2521414.358140308	2166158.1920102607	2235743.5512531027	1254397.759403032	1847800.0	1561261.7216717768	2453776.7978858263	1549371.0438144181	3900093.6816329453	1186887.4175737838	971769.2930414072	1843956.4663889136	2331577.4868381456	3417410.0931650563	2348109.6433989354	2072412.4105240256	2088055.1115538427	2088055.1115538427	2088055.1115538427	2088055.1115538427	2107964.0037736106	2143141.40102252	2166158.1920102607	2166158.1920102607	2166158.1920102607	2166158.1920102607	2331577.4868381456	29013773.747336358	52201377.78884607	52201377.78884607	52201377.78884607	52201377.78884607	23187604.041509714
793.544_C41H72N6O9_8.52_2162	1379480.2665981613	2759401.225371641	1415122.799693096	1090325.9748448352	1744795.9169194512	1304869.4562045294	1659244.2780084123	828549.0870154959	1247421.7419403454	4122775.6746817925	1539224.010538863	1229348.583010673	2133083.961308178	3530814.237275131	2762689.6875909404	1079409.0450354172	2093153.9999999998	1889517.8889665282	1146716.4102675817	4085713.5583323054	2715548.0521599734	2889219.9631167194	2511472.2048995025	1694815.1149793798	3436658.1075396985	2107600.7006973843	2091574.8498519463	2091574.8498519463	2091574.8498519463	2091574.8498519463	2071178.3124122976	1774381.0834874702	1744795.9169194512	1744795.9169194512	1744795.9169194512	1744795.9169194512	1744795.9169194512	29506409.80976338	52289371.246298656	52289371.246298656	52289371.246298656	52289371.246298656	22782961.436535273
793.527_C35H74N6O12_6.42_3450	1006333.8361885558	1258909.4765510866	1161532.7459777887	2124709.9440755416	1594111.487000799	852775.2233964342	1125729.399262693	1780507.5049819632	2314890.0	2709785.687824153	1381753.904287207	3458562.7982736286	3081330.0583474776	825441.5002919442	2138493.090235588	606205.3410133183	1713405.8140634382	2505774.603842317	4708868.581901586	2525216.0222125826	1266585.6287202204	2180746.8125481647	1706742.0220092854	1860410.0791381616	3793757.968452294	2276470.5427638358	1987303.1812238493	1987303.1812238493	1987303.1812238493	1987303.1812238493	1619271.9938093207	2131601.517155565	1780507.5049819632	1780507.5049819632	1780507.5049819632	1780507.5049819632	1706742.0220092854	31870587.5986937	49682579.530596234	49682579.530596234	49682579.530596234	49682579.530596234	17811991.931902528
793.495__8.19_5626	1254627.667884633	1537739.0	886828.8719512987	1064581.3002167677	3014957.8290974936	2596139.826215911	1094307.4554458016	949597.3952181307	1790696.4624226063	1369199.5412832128	2040253.594858582	1365648.0855193988	1341512.1583312782	1868896.923540712	2700332.4952947134	1567573.5095598449	2225654.983450371	4766599.683837178	2099399.3766176454	3010252.9699964956	1601526.9094053817	2824738.949929259	2109601.7922924156	5749913.810230916	3397961.8742163265	2008850.798931738	2169141.698672655	2169141.698672655	2169141.698672655	2169141.698672655	2373148.2983429134	1703317.9617703562	1868896.923540712	1868896.923540712	1868896.923540712	1868896.923540712	2109601.7922924156	28123911.18504433	54228542.46681637	54228542.46681637	54228542.46681637	54228542.46681637	26104631.281772047
793.435_C29H64N12O8P2_7.45_1862	248116.34929729797	2661196.004318182	1839265.77813688	2469947.600131021	1101139.5523183784	1387361.9491033962	641869.4124079669	2823991.610219972	3371133.1492021387	2161039.736772589	1285208.0566941279	1930981.7507634135	2773502.513893212	1359590.0	2222073.6186082955	994940.0232337235	2339048.870016599	2148083.0776534514	3940081.070733867	1361483.5915327661	1158794.1910138263	1193023.6504028002	2015630.660115401	2260802.358796587	1688422.0067718006	2081835.435133211	1895069.0632855075	1895069.0632855075	1895069.0632855075	1895069.0632855075	1657366.408206612	2039532.4142084324	1930981.7507634135	1930981.7507634135	1930981.7507634135	1930981.7507634135	1387361.9491033962	29145696.091864955	47376726.58213769	47376726.58213769	47376726.58213769	47376726.58213769	18231030.490272734
792.654__9.48_4819	1081941.952159255	2721739.319152352	5554373.352705089	1309788.9675710388	1310495.066623856	4507430.789853909	1062864.8900305026	2934626.118959705	2314890.0	3730185.0313051855	1073596.7697864827	2659681.057954728	2099715.604430888	2243491.4109808956	1183269.2308556752	1217669.8812008349	1800961.3788730134	1638579.242896131	4791187.63669931	2804241.4190078666	3410020.726280302	1650372.335848451	1372887.7957938674	1755956.8550329106	2916932.350296998	2499577.669380547	2365875.96737197	2365875.96737197	2365875.96737197	2365875.96737197	2195710.1648155986	2451586.234467812	2099715.604430888	2099715.604430888	2099715.604430888	2099715.604430888	1755956.8550329106	34994087.37132766	59146899.18429925	59146899.18429925	59146899.18429925	59146899.18429925	24152811.812971584
792.533__5.1_5673	6.603404332502525	1817580.4391169876	1550604.8019539106	3041660.1036373135	1517521.746248073	2086999.3358830907	1963390.210182976	1337182.773927429	2067129.6922465905	1598023.8484656112	1874138.5972248719	1603167.9004406307	6277090.504007581	1286871.436318092	2562642.5499532474	1466213.2945845283	3546688.4669871065	2111564.0	2094632.8712914635	2836320.642513815	6.603404332502525	3723527.635011524	6.603404332502525	2020437.0202114652	3885377.0752011607	2445873.136126391	2090751.3902248186	2090751.3902248186	2090751.3902248186	2090751.3902248186	1638778.2590773625	2029011.5407372196	1963390.210182976	1963390.210182976	1963390.210182976	1963390.210182976	1598023.8484656112	34242223.905769475	52268784.755620465	52268784.755620465	52268784.755620465	52268784.755620465	18026560.849850986
792.061__8.21_1846	967651.0278097602	9480002.671348473	1576732.654450665	1546134.976266867	1605669.9259419653	1542740.0764940172	980550.7753420265	3212294.2588804057	3614979.925005049	1959144.7984401383	1181891.4293929406	3855455.6239342573	1176491.8391252116	1665984.9617009405	2848922.3165694703	2018309.3161759654	2093154.0	4081331.9464333677	3133588.366842321	2351345.061672	2082699.1032669232	1883445.9421443725	1792711.9071370126	3117943.064936633	1538382.0536790623	2759222.0668312865	2452302.320919594	2452302.320919594	2452302.320919594	2452302.320919594	2061677.1897592582	2008665.0116864704	1959144.7984401383	1959144.7984401383	1959144.7984401383	1959144.7984401383	1959144.7984401383	38629108.93563801	61307558.02298984	61307558.02298984	61307558.02298984	61307558.02298984	22678449.08735184
791.584_C34H72N16O4_8.53_4074	2597591.60926631	3565456.5398479355	2346884.451321221	1520404.6847050465	1546120.4397387204	1190668.062903412	1860737.971080902	1927679.027732519	2879628.222940689	1056690.1233717431	1584177.7548494563	2083691.2788353101	1265762.9304252723	1757824.8924686657	1847800.0000000002	1405476.1412408694	1747604.3815971066	1537252.9380029708	4889696.35349383	2420597.704862963	2015976.4611451381	1471604.8203141147	3192871.2915138295	2816862.0433159517	2493554.3602727354	2221537.2062784876	2120904.5794098685	2120904.5794098685	2120904.5794098685	2120904.5794098685	1992826.6906679892	1894208.4994067105	1860737.971080902	1860737.971080902	1860737.971080902	1860737.971080902	1747604.3815971066	31101520.88789883	53022614.48524671	53022614.48524671	53022614.48524671	53022614.48524671	21921093.59734788
791.557_C33H70N14O8_8.19_1245	417234.96680009004	1577615.8269839329	1239758.1040660064	3896615.286021145	1408647.7719039458	1514319.0	2436997.8067530193	559783.0374326732	5604759.8065237235	1194388.7296614365	2341792.727085889	970306.3143747922	859847.0774052344	3371396.9578077206	4227981.384005071	896750.049022446	782531.1276657992	5727700.61501218	6299714.965435437	2351422.7449329733	1543357.1183317874	2722049.238257907	1402495.2443725797	2104436.158166311	3325151.9688771693	2799006.058299517	2351082.1610759706	2351082.1610759706	2351082.1610759706	2351082.1610759706	1780997.2009732751	2394210.2758429963	1577615.8269839329	1577615.8269839329	1577615.8269839329	1577615.8269839329	1408647.7719039458	39186084.81619324	58777054.02689927	58777054.02689927	58777054.02689927	58777054.02689927	19590969.210706025
791.522__7.81_3175	1010278.1335564377	1870540.2713277268	891717.7956204314	784911.4083595139	1512590.0	1546027.0744445215	913030.7425732276	1181570.2594319687	1612099.9545279334	1307801.2233025862	2631739.612100039	3639731.0838018097	2464366.1391803697	1119567.3161390652	2946011.6966546276	877786.9642804194	1919296.5075240226	1275134.6253787677	829959.1824144582	2661774.8084574942	3604463.876596556	2410761.4569028807	5880335.712986512	4563000.930511159	5185376.601672221	2028245.1102222656	2185594.93510979	2185594.93510979	2185594.93510979	2185594.93510979	2385858.3486030023	1572837.4483532473	1612099.9545279334	1612099.9545279334	1612099.9545279334	1612099.9545279334	1612099.9545279334	28395431.54311172	54639873.37774475	54639873.37774475	54639873.37774475	54639873.37774475	26244441.834633026
791.464_C31H60N16O7_6.41_2269	625846.989676381	2829129.549777121	2245072.5370511212	4332875.320706803	3494593.5965544586	881138.2920280204	1875828.779601012	3327069.7117201113	2270003.8119733543	3393051.4912665505	2313914.3006877378	697424.3401894269	5952907.722231833	1076882.4910796082	1602385.85047647	1191780.0194547558	4697811.24871782	843007.0905357343	2479965.0	1106086.4647463101	873682.5219854417	1375970.827279388	1865914.436847807	3778784.2145817196	5030939.500268802	2550963.475648007	2406482.6443775115	2406482.6443775115	2406482.6443775115	2406482.6443775115	2222597.950033245	2279493.4188694293	2245072.5370511212	2245072.5370511212	2245072.5370511212	2245072.5370511212	1865914.436847807	35713488.65907209	60162066.109437786	60162066.109437786	60162066.109437786	60162066.109437786	24448577.450365696
790.588__6.1_3415	1567331.6197200017	1718467.208532349	632758.4889007922	2797116.327242442	1250239.7341671234	1277409.1761992553	1605979.037508987	735824.2083472733	2703190.2299352945	1912272.1833558152	2492615.919169045	1319499.5413146075	4728894.8337752605	957121.5407024337	2162685.358754262	2681510.35139572	1519183.8052335514	2465014.4384685336	1720404.7015297224	2537111.4480052744	720054.7969514105	2502849.0	3890909.0693802806	3048565.059242933	1068558.5660996349	1924432.2584536155	2000622.66575728	2000622.66575728	2000622.66575728	2000622.66575728	2097592.2750528534	1719435.9550310357	1720404.7015297224	1720404.7015297224	1720404.7015297224	1720404.7015297224	1912272.1833558152	26942051.618350618	50015566.643932	50015566.643932	50015566.643932	50015566.643932	23073515.025581386
790.587_C36H75N11O8_6.8_545	943856.605592395	2142205.666453426	1619492.9734466458	2517713.206369224	1363924.3704065308	1381543.158139966	955547.2241549741	2315308.9357266165	3798184.7434254233	2629165.546134577	1046141.3906095265	2209805.698156852	2059188.6206179815	851724.9719046433	3899529.9210824	2758678.487322039	3315553.0837747725	2111564.0	5227164.038611645	1579911.161013684	1723969.2241363486	1884713.445307204	3123963.7334934315	3716193.732968916	2151669.772385359	2191926.2557523553	2293068.548449383	2293068.548449383	2293068.548449383	2293068.548449383	2421795.1027910546	2126884.833226713	2142205.666453426	2142205.666453426	2142205.666453426	2142205.666453426	2629165.546134577	30686967.580532975	57326713.71123458	57326713.71123458	57326713.71123458	57326713.71123458	26639746.1307016
790.552__6.02_5746	427955.10710549995	3812141.23076652	3609876.834739604	1736279.3083244304	1906319.0763004746	1057494.8383778306	1845707.5195607312	3267616.0055402806	3830598.327473895	2465786.3753879527	2234524.1164687974	1548277.214298668	2131622.575560023	546162.2707500522	1362983.451829384	771840.0747680018	4604957.4302424025	735444.3149554053	4823777.282709872	1057690.5954641209	1423001.2837799392	2502849.0	4086084.988027287	1500594.2299611766	1714832.0759033896	2173352.485490806	2200176.6211318295	2200176.6211318295	2200176.6211318295	2200176.6211318295	2234316.4301294964	1790993.4139425808	1845707.5195607312	1845707.5195607312	1845707.5195607312	1845707.5195607312	1906319.0763004746	30426934.796871282	55004415.52829574	55004415.52829574	55004415.52829574	55004415.52829574	24577480.73142446
790.457_C34H71N5O11S2_6.37_1299	99980.54098332247	3140169.5281907725	1076186.3975308628	6127922.656746648	2333904.0334776253	826128.4898474723	1656988.4851151758	482643.0255854098	2609342.812799173	2905083.763197946	1241855.8057081548	1659956.8092425233	3044343.993233608	2147126.3266995978	2495344.9157622117	778546.2378922899	2093154.0000000002	1205908.477479195	4254343.349278272	427454.54426516953	1190942.1645577848	3040904.75330908	2088771.9568529176	2747858.451763502	4767306.356479149	2409110.762236911	2177686.715039915	2177686.715039915	2177686.715039915	2177686.715039915	1883147.0186073743	1903541.5679710605	2093154.0000000002	2093154.0000000002	2093154.0000000002	2093154.0000000002	2093154.0000000002	33727550.67131675	54442167.87599787	54442167.87599787	54442167.87599787	54442167.87599787	20714617.204681117
790.38__4.84_1195	1171485.9378354084	1458688.0235469614	2366564.8521877276	1859059.0000000002	2152639.324621966	22109751.468200065	1171222.7527717361	1909003.9252554046	2924469.1069368334	1934001.4345494094	1831232.2317647692	2708411.413628437	2495077.7208411978	1246390.607317869	1319485.3625587225	2752182.5307077365	2702497.138852506	2101878.4710502797	2101007.377646533	1904059.4948516702	28113564.48692142	1999017.0247488075	2590596.576960706	2013347.073034822	2360860.766538544	1916638.7142828468	3891859.7641331814	3891859.7641331814	3891859.7641331814	3891859.7641331814	6405777.463942698	1906531.7100535375	2101007.377646533	2101007.377646533	2101007.377646533	2101007.377646533	2590596.576960706	26832941.999959856	97296494.10332954	97296494.10332954	97296494.10332954	97296494.10332954	70463552.10336968
788.608_C42H89BNO6Se_7.86_575	253172.79639495703	2202448.290659185	1385064.603244495	2466857.391546481	3019598.387731507	1514319.0	986969.490135815	2492422.862398189	2597221.470126907	3123477.2899692566	2203079.7114837184	1595617.7120323142	199465.28838358895	1388632.1112571605	1504821.2048917504	1859826.6206917944	2304564.754746066	1744086.8692195797	3427572.230913829	1089722.6794536586	589848.1874636776	2160097.1238930463	2563143.566421937	3874297.1991568604	2449836.7693651	1795471.229641776	1959846.5444632352	1959846.5444632352	1959846.5444632352	1959846.5444632352	2169051.4905996374	1669852.290625947	2160097.1238930463	2160097.1238930463	2160097.1238930463	2160097.1238930463	2304564.754746066	25136597.214984864	48996163.61158088	48996163.61158088	48996163.61158088	48996163.61158088	23859566.39659601
